R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.17489183,-0.19290566,1.23703102,-7.24956205,1.10299985,1.20236669,6.41262164,6.99032069,5.86045291,6.38840829
1.09041832,0.17482814,-0.1924972,1.23463757,-7.23367183,1.10106533,1.20062181,6.41379489,6.99371947,5.85894353,6.38869939
1.09074884,0.17476458,-0.19208953,1.23224937,-7.21782572,1.09913307,1.19887812,6.41497404,6.99712547,5.85743916,6.38899495
1.09107935,0.17470116,-0.19168265,1.2298664,-7.20202359,1.09720308,1.19713562,6.4161591,7.0005387,5.8559398,6.38929499
1.09140986,0.17463788,-0.19127656,1.22748864,-7.1862653,1.09527534,1.19539431,6.41735007,7.00395916,5.85444546,6.38959952
1.09174038,0.17457472,-0.19087125,1.22511608,-7.17055072,1.09334986,1.19365419,6.41854696,7.00738687,5.85295615,6.38990855
1.09207089,0.17451171,-0.19046673,1.22274872,-7.15487971,1.09142665,1.19191527,6.41974978,7.01082185,5.85147187,6.39022209
1.0924014,0.17444882,-0.19006298,1.22038652,-7.13925214,1.08950568,1.19017754,6.42095852,7.01426409,5.84999263,6.39054015
1.09273191,0.17438607,-0.18966002,1.21802948,-7.12366787,1.08758698,1.188441,6.4221732,7.01771362,5.84851844,6.39086275
1.09306243,0.17432345,-0.18925783,1.21567758,-7.10812677,1.08567053,1.18670566,6.42339381,7.02117044,5.8470493,6.3911899
1.09339294,0.17426096,-0.18885642,1.21333082,-7.09262869,1.08375633,1.18497152,6.42462038,7.02463457,5.84558522,6.39152161
1.09372345,0.17419861,-0.18845579,1.21098917,-7.07717352,1.08184438,1.18323857,6.42585289,7.02810601,5.8441262,6.3918579
1.09405397,0.17413639,-0.18805593,1.20865262,-7.06176112,1.07993468,1.18150682,6.42709135,7.03158479,5.84267226,6.39219876
1.09438448,0.1740743,-0.18765684,1.20632115,-7.04639135,1.07802723,1.17977627,6.42833578,7.03507091,5.84122339,6.39254422
1.09471499,0.17401234,-0.18725852,1.20399476,-7.03106408,1.07612203,1.17804692,6.42958617,7.03856438,5.83977961,6.3928943
1.09504551,0.17395052,-0.18686096,1.20167343,-7.01577918,1.07421907,1.17631877,6.43084253,7.04206521,5.83834092,6.39324899
1.09537602,0.17388882,-0.18646418,1.19935715,-7.00053652,1.07231836,1.17459181,6.43210487,7.04557342,5.83690733,6.39360831
1.09570653,0.17382726,-0.18606816,1.19704589,-6.98533597,1.07041989,1.17286607,6.43337319,7.04908902,5.83547884,6.39397228
1.09603705,0.17376583,-0.1856729,1.19473965,-6.9701774,1.06852366,1.17114152,6.43464749,7.05261202,5.83405546,6.39434091
1.09636756,0.17370453,-0.1852784,1.19243842,-6.95506068,1.06662968,1.16941818,6.43592779,7.05614243,5.8326372,6.3947142
1.09669807,0.17364335,-0.18488467,1.19014217,-6.93998567,1.06473793,1.16769604,6.43721408,7.05968027,5.83122406,6.39509218
1.09702858,0.17358231,-0.18449169,1.1878509,-6.92495226,1.06284843,1.1659751,6.43850638,7.06322554,5.82981605,6.39547485
1.0973591,0.1735214,-0.18409946,1.18556459,-6.90996031,1.06096115,1.16425537,6.43980468,7.06677825,5.82841318,6.39586222
1.09768961,0.17346062,-0.183708,1.18328323,-6.89500969,1.05907612,1.16253685,6.441109,7.07033843,5.82701545,6.39625432
1.09802012,0.17339996,-0.18331728,1.18100681,-6.88010028,1.05719332,1.16081954,6.44241933,7.07390607,5.82562287,6.39665114
1.09835064,0.17333944,-0.18292732,1.1787353,-6.86523195,1.05531275,1.15910343,6.44373569,7.0774812,5.82423545,6.39705271
1.09868115,0.17327904,-0.18253811,1.17646871,-6.85040456,1.05343441,1.15738853,6.44505808,7.08106382,5.82285319,6.39745903
1.09901166,0.17321878,-0.18214964,1.174207,-6.83561801,1.0515583,1.15567484,6.44638651,7.08465395,5.82147609,6.39787012
1.09934218,0.17315864,-0.18176193,1.17195018,-6.82087215,1.04968443,1.15396236,6.44772097,7.0882516,5.82010418,6.39828599
1.09967269,0.17309863,-0.18137495,1.16969823,-6.80616687,1.04781277,1.15225109,6.44906148,7.09185678,5.81873744,6.39870665
1.1000032,0.17303874,-0.18098872,1.16745112,-6.79150203,1.04594335,1.15054103,6.45040804,7.0954695,5.8173759,6.39913211
1.10033371,0.17297899,-0.18060324,1.16520886,-6.77687752,1.04407615,1.14883219,6.45176066,7.09908977,5.81601955,6.39956239
1.10066423,0.17291936,-0.18021849,1.16297143,-6.76229321,1.04221117,1.14712456,6.45311934,7.10271761,5.8146684,6.3999975
1.10099474,0.17285986,-0.17983448,1.16073881,-6.74774897,1.04034842,1.14541814,6.45448409,7.10635304,5.81332246,6.40043745
1.10132525,0.17280049,-0.17945121,1.15851099,-6.73324469,1.03848789,1.14371293,6.45585491,7.10999605,5.81198174,6.40088226
1.10165577,0.17274124,-0.17906868,1.15628795,-6.71878023,1.03662957,1.14200895,6.45723181,7.11364666,5.81064624,6.40133193
1.10198628,0.17268212,-0.17868687,1.15406969,-6.70435548,1.03477348,1.14030617,6.4586148,7.11730489,5.80931596,6.40178648
1.10231679,0.17262312,-0.17830581,1.15185619,-6.68997032,1.0329196,1.13860462,6.46000388,7.12097075,5.80799092,6.40224592
1.10264731,0.17256425,-0.17792547,1.14964744,-6.67562461,1.03106794,1.13690428,6.46139905,7.12464425,5.80667113,6.40271027
1.10297782,0.17250551,-0.17754586,1.14744343,-6.66131825,1.02921849,1.13520516,6.46280032,7.1283254,5.80535658,6.40317953
1.10330833,0.17244689,-0.17716698,1.14524413,-6.64705111,1.02737125,1.13350726,6.4642077,7.13201421,5.80404728,6.40365372
1.10363884,0.1723884,-0.17678882,1.14304955,-6.63282306,1.02552623,1.13181058,6.46562119,7.1357107,5.80274325,6.40413285
1.10396936,0.17233003,-0.17641139,1.14085966,-6.61863399,1.02368341,1.13011512,6.46704081,7.13941488,5.80144449,6.40461694
1.10429987,0.17227178,-0.17603468,1.13867446,-6.60448378,1.02184281,1.12842088,6.46846654,7.14312676,5.800151,6.40510599
1.10463038,0.17221366,-0.1756587,1.13649392,-6.59037231,1.02000441,1.12672786,6.46989841,7.14684636,5.79886279,6.40560003
1.1049609,0.17215567,-0.17528343,1.13431804,-6.57629946,1.01816822,1.12503607,6.47133641,7.15057368,5.79757987,6.40609905
1.10529141,0.1720978,-0.17490888,1.13214681,-6.56226511,1.01633423,1.1233455,6.47278055,7.15430874,5.79630225,6.40660308
1.10562192,0.17204005,-0.17453505,1.12998021,-6.54826914,1.01450245,1.12165615,6.47423084,7.15805155,5.79502992,6.40711213
1.10595244,0.17198242,-0.17416194,1.12781823,-6.53431144,1.01267287,1.11996803,6.47568729,7.16180213,5.79376291,6.4076262
1.10628295,0.17192492,-0.17378953,1.12566086,-6.52039188,1.01084549,1.11828113,6.47714989,7.16556048,5.79250121,6.40814532
