R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.08953695,-1.179e-05,0.00248958,-0.35034865,0.00013172,0.00014359,211.08846784,230.10496582,140.72586477,153.40354986
1.09041832,0.08953695,-1.099e-05,0.00237513,-0.34220091,0.00012274,0.00013384,216.11437163,235.65507089,144.07645233,157.10360366
1.09074884,0.08953694,-1.022e-05,0.00226338,-0.33405318,0.00011418,0.00012455,221.38544231,241.47591371,147.59048518,160.98415005
1.09107935,0.08953694,-9.49e-06,0.00215432,-0.32590546,0.00010603,0.00011569,226.92006736,247.58779958,151.28022163,165.05872587
1.09140986,0.08953694,-8.8e-06,0.00204795,-0.31775774,9.828e-05,0.00010726,232.73852015,254.01311638,155.15917723,169.34225635
1.09174038,0.08953693,-8.14e-06,0.00194427,-0.30961004,9.091e-05,9.925e-05,238.8632081,260.77660861,159.24229025,173.85123782
1.09207089,0.08953693,-7.51e-06,0.00184329,-0.30146235,8.392e-05,9.165e-05,245.31896103,267.90569586,163.54611389,178.60394998
1.0924014,0.08953693,-6.92e-06,0.001745,-0.29331466,7.73e-05,8.444e-05,252.13336766,275.43084432,168.0890406,183.62070361
1.09273191,0.08953693,-6.36e-06,0.0016494,-0.28516698,7.103e-05,7.762e-05,259.3371697,283.38600207,172.89156485,188.92413075
1.09306243,0.08953692,-5.83e-06,0.00155649,-0.27701931,6.512e-05,7.118e-05,266.9647255,291.80911105,177.9765922,194.539526
1.09339294,0.08953692,-5.33e-06,0.00146628,-0.26887165,5.954e-05,6.51e-05,275.05455812,300.74271224,183.36980464,200.49524999
1.09372345,0.08953692,-4.86e-06,0.00137876,-0.26072399,5.429e-05,5.938e-05,283.65000595,310.23466425,189.10009445,206.82320846
1.09405397,0.08953692,-4.42e-06,0.00129394,-0.25257633,4.936e-05,5.4e-05,292.79999946,320.33900096,195.2000819,213.55942397
1.09438448,0.08953692,-4.01e-06,0.0012118,-0.24442868,4.473e-05,4.895e-05,302.55999317,331.11696081,201.70673667,220.74472213
1.09471499,0.08953692,-3.62e-06,0.00113236,-0.23628104,4.041e-05,4.423e-05,312.99309052,342.63822892,208.66212769,228.42555967
1.09504551,0.08953692,-3.26e-06,0.00105561,-0.22813339,3.637e-05,3.983e-05,324.1714097,354.98244539,216.11433375,236.65502997
1.09537602,0.08953692,-2.92e-06,0.00098156,-0.21998575,3.261e-05,3.572e-05,336.1777531,368.2410489,224.11855642,245.49409213
1.09570653,0.08953691,-2.61e-06,0.0009102,-0.21183812,2.912e-05,3.191e-05,349.10766193,382.51954559,232.73848982,255.01308357
1.09603705,0.08953691,-2.32e-06,0.00084153,-0.20369049,2.589e-05,2.837e-05,363.07196401,397.9403226,242.04801915,265.29359569
1.09636756,0.08953691,-2.05e-06,0.00077555,-0.19554286,2.29e-05,2.511e-05,378.19995845,414.64616493,252.13334381,276.43081847
1.09669807,0.08953691,-1.8e-06,0.00071227,-0.18739523,2.016e-05,2.211e-05,394.64343117,432.80468975,263.09565437,288.53649668
1.09702858,0.08953691,-1.58e-06,0.00065168,-0.1792476,1.764e-05,1.935e-05,412.58176551,452.61399007,275.05453974,301.7426923
1.0973591,0.08953691,-1.37e-06,0.00059378,-0.17109998,1.534e-05,1.684e-05,432.22851311,474.30989092,288.15236765,316.20662201
1.09768961,0.08953691,-1.19e-06,0.00053858,-0.16295235,1.325e-05,1.455e-05,453.83993591,498.17538234,302.55997937,332.11694581
1.09802012,0.08953691,-1.02e-06,0.00048607,-0.15480473,1.136e-05,1.248e-05,477.72624574,524.5530312,318.48418277,349.7020416
