R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,1.01188845,-1.64403152,4.89534197,-17.18728943,1.62471616,1.77108328,2.97764483,3.24589434,3.51094766,3.82724125
1.09041832,1.01134534,-1.64241449,4.88966521,-17.16387763,1.62398976,1.77082819,2.97712012,3.24630633,3.51023575,3.82762538
1.09074884,1.01080277,-1.64079932,4.88399619,-17.14050185,1.62326358,1.77057286,2.97659569,3.24671828,3.509524,3.82800922
1.09107935,1.01026073,-1.63918604,4.87833489,-17.11716205,1.62253761,1.77031728,2.97607153,3.24713019,3.50881242,3.82839277
1.09140986,1.00971923,-1.63757462,4.8726813,-17.09385816,1.62181186,1.77006146,2.97554765,3.24754205,3.508101,3.82877604
1.09174038,1.00917825,-1.63596507,4.8670354,-17.07059011,1.62108632,1.76980539,2.97502404,3.24795386,3.50738976,3.82915901
1.09207089,1.00863781,-1.63435738,4.86139719,-17.04735785,1.62036101,1.76954908,2.97450071,3.24836564,3.50667867,3.8295417
1.0924014,1.0080979,-1.63275156,4.85576665,-17.02416132,1.6196359,1.76929253,2.97397766,3.24877737,3.50596776,3.8299241
1.09273191,1.00755852,-1.63114759,4.85014377,-17.00100046,1.61891102,1.76903574,2.97345489,3.24918905,3.50525701,3.83030621
1.09306243,1.00701967,-1.62954548,4.84452854,-16.9778752,1.61818635,1.7687787,2.97293239,3.24960069,3.50454643,3.83068803
1.09339294,1.00648135,-1.62794523,4.83892095,-16.95478549,1.6174619,1.76852142,2.97241017,3.25001229,3.50383601,3.83106956
1.09372345,1.00594356,-1.62634683,4.83332098,-16.93173126,1.61673766,1.7682639,2.97188822,3.25042385,3.50312576,3.83145081
1.09405397,1.00540629,-1.62475028,4.82772863,-16.90871246,1.61601364,1.76800613,2.97136655,3.25083536,3.50241568,3.83183177
1.09438448,1.00486955,-1.62315557,4.82214388,-16.88572902,1.61528983,1.76774813,2.97084516,3.25124684,3.50170576,3.83221244
1.09471499,1.00433334,-1.62156272,4.81656672,-16.86278089,1.61456625,1.76748988,2.97032404,3.25165827,3.50099601,3.83259283
1.09504551,1.00379766,-1.6199717,4.81099714,-16.839868,1.61384287,1.76723139,2.96980321,3.25206965,3.50028643,3.83297292
1.09537602,1.0032625,-1.61838252,4.80543513,-16.8169903,1.61311972,1.76697266,2.96928264,3.252481,3.49957701,3.83335274
1.09570653,1.00272786,-1.61679518,4.79988067,-16.79414772,1.61239678,1.76671368,2.96876236,3.25289231,3.49886776,3.83373226
1.09603705,1.00219375,-1.61520967,4.79433375,-16.77134021,1.61167406,1.76645447,2.96824235,3.25330357,3.49815867,3.8341115
1.09636756,1.00166017,-1.613626,4.78879437,-16.7485677,1.61095155,1.76619501,2.96772262,3.2537148,3.49744976,3.83449045
1.09669807,1.00112711,-1.61204415,4.78326251,-16.72583015,1.61022926,1.76593532,2.96720316,3.25412598,3.496741,3.83486911
1.09702858,1.00059457,-1.61046414,4.77773816,-16.70312748,1.60950718,1.76567538,2.96668398,3.25453713,3.49603241,3.83524749
