R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,1.151e-05,-1.45e-06,7.89e-06,-3.021e-05,0.12602862,0.13738226,5.43565041,5.92533626,3.82991858,4.17494756
1.09041832,1.151e-05,-1.45e-06,7.88e-06,-3.018e-05,0.12580758,0.13718289,5.43853714,5.93028055,3.83149038,4.17792732
1.09074884,1.151e-05,-1.45e-06,7.87e-06,-3.016e-05,0.1255868,0.13698366,5.44142777,5.93523101,3.83306516,4.18091137
1.09107935,1.151e-05,-1.44e-06,7.86e-06,-3.013e-05,0.12536628,0.13678456,5.4443223,5.94018764,3.83464292,4.18389971
1.09140986,1.151e-05,-1.44e-06,7.85e-06,-3.011e-05,0.12514602,0.1365856,5.44722075,5.94515045,3.83622367,4.18689235
1.09174038,1.151e-05,-1.44e-06,7.84e-06,-3.008e-05,0.12492601,0.13638677,5.45012311,5.95011945,3.83780741,4.1898893
1.09207089,1.151e-05,-1.44e-06,7.83e-06,-3.005e-05,0.12470626,0.13618808,5.4530294,5.95509466,3.83939413,4.19289056
1.0924014,1.151e-05,-1.43e-06,7.82e-06,-3.003e-05,0.12448678,0.13598953,5.45593961,5.96007608,3.84098386,4.19589615
1.09273191,1.151e-05,-1.43e-06,7.81e-06,-3e-05,0.12426754,0.13579111,5.45885376,5.96506373,3.84257658,4.19890607
1.09306243,1.151e-05,-1.43e-06,7.8e-06,-2.998e-05,0.12404857,0.13559283,5.46177186,5.97005761,3.84417231,4.20192032
1.09339294,1.151e-05,-1.43e-06,7.79e-06,-2.995e-05,0.12382986,0.13539469,5.46469391,5.97505774,3.84577105,4.20493892
1.09372345,1.151e-05,-1.42e-06,7.78e-06,-2.993e-05,0.1236114,0.13519668,5.46761991,5.98006413,3.84737281,4.20796187
1.09405397,1.151e-05,-1.42e-06,7.77e-06,-2.99e-05,0.12339319,0.13499881,5.47054987,5.98507678,3.84897758,4.21098919
1.09438448,1.151e-05,-1.42e-06,7.76e-06,-2.987e-05,0.12317525,0.13480108,5.4734838,5.99009572,3.85058537,4.21402087
1.09471499,1.151e-05,-1.41e-06,7.75e-06,-2.985e-05,0.12295756,0.13460349,5.4764217,5.99512095,3.85219619,4.21705692
1.09504551,1.151e-05,-1.41e-06,7.74e-06,-2.982e-05,0.12274013,0.13440603,5.47936359,6.00015248,3.85381003,4.22009736
1.09537602,1.151e-05,-1.41e-06,7.73e-06,-2.98e-05,0.12252295,0.13420871,5.48230946,6.00519032,3.85542691,4.22314219
1.09570653,1.151e-05,-1.41e-06,7.72e-06,-2.977e-05,0.12230604,0.13401152,5.48525933,6.01023448,3.85704683,4.22619141
1.09603705,1.151e-05,-1.4e-06,7.71e-06,-2.975e-05,0.12208937,0.13381448,5.4882132,6.01528498,3.8586698,4.22924504
1.09636756,1.15e-05,-1.4e-06,7.7e-06,-2.972e-05,0.12187297,0.13361757,5.49117108,6.02034182,3.86029581,4.23230309
1.09669807,1.15e-05,-1.4e-06,7.69e-06,-2.97e-05,0.12165682,0.1334208,5.49413296,6.02540503,3.86192487,4.23536555
1.09702858,1.15e-05,-1.4e-06,7.68e-06,-2.967e-05,0.12144092,0.13322416,5.49709887,6.03047459,3.86355698,4.23843245
1.0973591,1.15e-05,-1.39e-06,7.67e-06,-2.965e-05,0.12122528,0.13302767,5.50006881,6.03555054,3.86519216,4.24150378
1.09768961,1.15e-05,-1.39e-06,7.66e-06,-2.962e-05,0.1210099,0.13283131,5.50304278,6.04063288,3.8668304,4.24457955
1.09802012,1.15e-05,-1.39e-06,7.65e-06,-2.96e-05,0.12079477,0.13263509,5.50602079,6.04572162,3.8684717,4.24765978
1.09835064,1.15e-05,-1.39e-06,7.64e-06,-2.957e-05,0.1205799,0.13243901,5.50900284,6.05081678,3.87011608,4.25074446
1.09868115,1.15e-05,-1.38e-06,7.63e-06,-2.954e-05,0.12036528,0.13224306,5.51198895,6.05591835,3.87176354,4.25383362
1.09901166,1.15e-05,-1.38e-06,7.62e-06,-2.952e-05,0.12015091,0.13204726,5.51497912,6.06102637,3.87341408,4.25692724
1.09934218,1.15e-05,-1.38e-06,7.61e-06,-2.949e-05,0.1199368,0.13185159,5.51797335,6.06614083,3.8750677,4.26002535
1.09967269,1.15e-05,-1.38e-06,7.6e-06,-2.947e-05,0.11972295,0.13165606,5.52097166,6.07126174,3.87672441,4.26312796
1.1000032,1.15e-05,-1.37e-06,7.59e-06,-2.944e-05,0.11950935,0.13146067,5.52397404,6.07638913,3.87838422,4.26623506
1.10033371,1.15e-05,-1.37e-06,7.58e-06,-2.942e-05,0.119296,0.13126541,5.52698052,6.081523,3.88004712,4.26934666
1.10066423,1.15e-05,-1.37e-06,7.57e-06,-2.939e-05,0.11908291,0.1310703,5.52999108,6.08666336,3.88171313,4.27246278
1.10099474,1.15e-05,-1.37e-06,7.56e-06,-2.937e-05,0.11887007,0.13087533,5.53300574,6.09181022,3.88338224,4.27558342
1.10132525,1.15e-05,-1.36e-06,7.55e-06,-2.934e-05,0.11865749,0.13068049,5.53602452,6.0969636,3.88505447,4.2787086
1.10165577,1.15e-05,-1.36e-06,7.54e-06,-2.932e-05,0.11844516,0.13048579,5.5390474,6.10212351,3.88672981,4.28183831
1.10198628,1.15e-05,-1.36e-06,7.53e-06,-2.929e-05,0.11823308,0.13029123,5.5420744,6.10728995,3.88840827,4.28497256
1.10231679,1.15e-05,-1.36e-06,7.52e-06,-2.927e-05,0.11802126,0.13009681,5.54510553,6.11246295,3.89008985,4.28811137
1.10264731,1.15e-05,-1.35e-06,7.51e-06,-2.924e-05,0.11780969,0.12990253,5.5481408,6.1176425,3.89177457,4.29125474
1.10297782,1.15e-05,-1.35e-06,7.5e-06,-2.922e-05,0.11759837,0.12970839,5.5511802,6.12282863,3.89346242,4.29440268
1.10330833,1.15e-05,-1.35e-06,7.49e-06,-2.919e-05,0.1173873,0.12951439,5.55422375,6.12802134,3.8951534,4.2975552
