R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0,-0,0,0,3.98874844,4.34808606,2.58941893,2.82269401,-1.7909196,-1.95225963
1.09041832,0,-0,0,0,3.99059239,4.35141507,2.59316679,2.82763659,-1.77852559,-1.93933689
1.09074884,0,-0,0,0,3.99243469,4.35474349,2.59691267,2.83257947,-1.76616096,-1.92643801
1.09107935,0,-0,0,0,3.99427532,4.35807132,2.60065656,2.83752267,-1.75382559,-1.91356288
1.09140986,0,-0,0,0,3.99611429,4.36139855,2.60439847,2.84246617,-1.74151933,-1.90071138
1.09174038,0,-0,0,0,3.99795159,4.36472517,2.60813839,2.84740998,-1.72924207,-1.88788338
1.09207089,0,-0,0,0,3.99978721,4.36805118,2.61187632,2.85235409,-1.71699365,-1.87507878
1.0924014,0,-0,0,0,4.00162117,4.37137658,2.61561226,2.8572985,-1.70477395,-1.86229746
1.09273191,0,-0,0,0,4.00345345,4.37470136,2.61934621,2.8622432,-1.69258285,-1.8495393
1.09306243,0,-0,0,0,4.00528405,4.37802551,2.62307817,2.8671882,-1.6804202,-1.83680419
1.09339294,0,-0,0,0,4.00711297,4.38134904,2.62680814,2.87213348,-1.66828589,-1.82409201
1.09372345,0,-0,0,0,4.00894021,4.38467193,2.63053612,2.87707906,-1.65617978,-1.81140267
1.09405397,0,-0,0,0,4.01076576,4.38799419,2.63426211,2.88202491,-1.64410174,-1.79873603
1.09438448,0,-0,0,0,4.01258963,4.39131581,2.63798611,2.88697105,-1.63205165,-1.786092
1.09471499,0,-0,0,0,4.0144118,4.39463678,2.64170811,2.89191747,-1.62002939,-1.77347046
1.09504551,0,-0,0,0,4.01623227,4.3979571,2.64542811,2.89686417,-1.60803482,-1.7608713
1.09537602,0,-0,0,0,4.01805105,4.40127677,2.64914612,2.90181114,-1.59606783,-1.74829442
1.09570653,0,-0,0,0,4.01986813,4.40459577,2.65286214,2.90675838,-1.58412829,-1.73573971
