R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.03735604,-0.04093592,0.26221311,-1.53308768,1.09583121,1.19455224,6.405453,6.98250624,5.84672406,6.37344263
1.09041832,0.03734253,-0.04084934,0.26170695,-1.52973826,1.09390926,1.1928187,6.40663882,6.98591636,5.8452335,6.37374972
1.09074884,0.03732904,-0.04076292,0.26120191,-1.52639812,1.09198956,1.19108634,6.40783053,6.98933369,5.84374795,6.37406128
1.09107935,0.03731558,-0.04067668,0.26069796,-1.52306722,1.09007211,1.18935516,6.40902813,6.99275824,5.8422674,6.37437731
1.09140986,0.03730215,-0.0405906,0.26019512,-1.51974554,1.0881569,1.18762517,6.41023163,6.99619002,5.84079186,6.37469784
1.09174038,0.03728875,-0.04050468,0.25969337,-1.51643305,1.08624394,1.18589636,6.41144103,6.99962905,5.83932135,6.37502288
1.09207089,0.03727538,-0.04041893,0.25919272,-1.51312973,1.08433322,1.18416874,6.41265635,7.00307532,5.83785586,6.37535243
1.0924014,0.03726203,-0.04033335,0.25869315,-1.50983553,1.08242474,1.1824423,6.41387758,7.00652886,5.8363954,6.37568652
1.09273191,0.03724872,-0.04024793,0.25819468,-1.50655044,1.0805185,1.18071705,6.41510472,7.00998967,5.83493998,6.37602514
1.09306243,0.03723543,-0.04016267,0.25769728,-1.50327442,1.07861451,1.17899299,6.4163378,7.01345777,5.83348961,6.37636832
1.09339294,0.03722217,-0.04007758,0.25720097,-1.50000746,1.07671275,1.17727012,6.4175768,7.01693317,5.83204429,6.37671606
1.09372345,0.03720894,-0.03999266,0.25670574,-1.49674951,1.07481323,1.17554843,6.41882174,7.02041588,5.83060403,6.37706837
1.09405397,0.03719573,-0.03990789,0.25621158,-1.49350056,1.07291594,1.17382794,6.42007261,7.02390591,5.82916883,6.37742528
1.09438448,0.03718256,-0.03982329,0.25571849,-1.49026057,1.07102089,1.17210864,6.42132944,7.02740328,5.8277387,6.37778679
1.09471499,0.03716941,-0.03973886,0.25522648,-1.48702952,1.06912807,1.17039052,6.42259221,7.03090799,5.82631365,6.37815291
1.09504551,0.03715629,-0.03965458,0.25473553,-1.48380737,1.06723748,1.1686736,6.42386094,7.03442005,5.82489369,6.37852366
1.09537602,0.0371432,-0.03957047,0.25424564,-1.48059411,1.06534912,1.16695788,6.42513563,7.03793949,5.82347881,6.37889904
1.09570653,0.03713013,-0.03948652,0.25375682,-1.4773897,1.06346299,1.16524335,6.42641629,7.0414663,5.82206904,6.37927907
1.09603705,0.03711709,-0.03940273,0.25326905,-1.47419412,1.06157909,1.16353001,6.42770292,7.04500051,5.82066436,6.37966377
1.09636756,0.03710408,-0.0393191,0.25278233,-1.47100734,1.05969741,1.16181786,6.42899552,7.04854212,5.8192648,6.38005314
1.09669807,0.0370911,-0.03923564,0.25229667,-1.46782933,1.05781796,1.16010692,6.43029411,7.05209115,5.81787035,6.38044719
1.09702858,0.03707815,-0.03915233,0.25181206,-1.46466007,1.05594073,1.15839717,6.43159869,7.0556476,5.81648103,6.38084594
1.0973591,0.03706522,-0.03906918,0.25132849,-1.46149953,1.05406573,1.15668862,6.43290926,7.05921149,5.81509683,6.38124941
1.09768961,0.03705232,-0.03898619,0.25084597,-1.45834767,1.05219294,1.15498126,6.43422582,7.06278284,5.81371777,6.38165759
1.09802012,0.03703945,-0.03890336,0.25036449,-1.45520449,1.05032238,1.15327511,6.4355484,7.06636164,5.81234385,6.38207051
1.09835064,0.03702661,-0.0388207,0.24988404,-1.45206994,1.04845403,1.15157015,6.43687698,7.06994793,5.81097508,6.38248818
1.09868115,0.03701379,-0.03873818,0.24940463,-1.448944,1.0465879,1.1498664,6.43821158,7.07354169,5.80961147,6.3829106
1.09901166,0.037001,-0.03865583,0.24892625,-1.44582664,1.04472399,1.14816385,6.43955219,7.07714296,5.80825301,6.3833378
1.09934218,0.03698824,-0.03857364,0.2484489,-1.44271785,1.04286229,1.1464625,6.44089884,7.08075174,5.80689973,6.38376978
1.09967269,0.0369755,-0.0384916,0.24797258,-1.43961759,1.0410028,1.14476235,6.44225151,7.08436804,5.80555162,6.38420656
1.1000032,0.03696279,-0.03840972,0.24749727,-1.43652583,1.03914553,1.14306341,6.44361022,7.08799187,5.80420869,6.38464814
1.10033371,0.03695011,-0.038328,0.24702299,-1.43344255,1.03729046,1.14136567,6.44497498,7.09162325,5.80287095,6.38509455
1.10066423,0.03693746,-0.03824643,0.24654973,-1.43036773,1.03543761,1.13966914,6.44634578,7.09526219,5.80153841,6.38554579
1.10099474,0.03692483,-0.03816502,0.24607748,-1.42730134,1.03358696,1.13797381,6.44772263,7.0989087,5.80021106,6.38600187
1.10132525,0.03691223,-0.03808377,0.24560625,-1.42424334,1.03173852,1.13627969,6.44910555,7.1025628,5.79888893,6.38646282
1.10165577,0.03689966,-0.03800267,0.24513602,-1.42119372,1.02989228,1.13458677,6.45049452,7.10622449,5.79757201,6.38692863
1.10198628,0.03688711,-0.03792173,0.2446668,-1.41815246,1.02804825,1.13289507,6.45188957,7.10989379,5.7962603,6.38739933
1.10231679,0.03687459,-0.03784094,0.24419858,-1.41511951,1.02620642,1.13120457,6.4532907,7.1135707,5.79495383,6.38787492
1.10264731,0.03686209,-0.03776031,0.24373137,-1.41209487,1.02436679,1.12951528,6.4546979,7.11725525,5.79365259,6.38835542
1.10297782,0.03684963,-0.03767983,0.24326515,-1.4090785,1.02252936,1.12782721,6.4561112,7.12094744,5.79235659,6.38884084
1.10330833,0.03683719,-0.0375995,0.24279993,-1.40607038,1.02069413,1.12614034,6.45753058,7.12464729,5.79106584,6.38933119
1.10363884,0.03682477,-0.03751933,0.2423357,-1.40307048,1.0188611,1.12445469,6.45895607,7.12835481,5.78978034,6.38982649
1.10396936,0.03681239,-0.03743931,0.24187246,-1.40007877,1.01703026,1.12277025,6.46038766,7.13207001,5.78850011,6.39032674
1.10429987,0.03680003,-0.03735945,0.24141021,-1.39709524,1.01520162,1.12108702,6.46182536,7.1357929,5.78722514,6.39083197
1.10463038,0.03678769,-0.03727973,0.24094894,-1.39411986,1.01337517,1.119405,6.46326917,7.1395235,5.78595544,6.39134218
1.1049609,0.03677538,-0.03720017,0.24048866,-1.3911526,1.01155091,1.11772421,6.4647191,7.14326182,5.78469103,6.39185738
1.10529141,0.0367631,-0.03712076,0.24002936,-1.38819343,1.00972885,1.11604462,6.46617517,7.14700786,5.7834319,6.3923776
1.10562192,0.03675084,-0.03704151,0.23957103,-1.38524234,1.00790897,1.11436625,6.46763736,7.15076166,5.78217807,6.39290283
1.10595244,0.03673861,-0.0369624,0.23911367,-1.3822993,1.00609128,1.1126891,6.4691057,7.1545232,5.78092954,6.3934331
1.10628295,0.03672641,-0.03688345,0.23865729,-1.37936428,1.00427578,1.11101317,6.47058018,7.15829252,5.77968631,6.39396841
1.10661346,0.03671423,-0.03680464,0.23820188,-1.37643726,1.00246246,1.10933845,6.47206081,7.16206961,5.7784484,6.39450879
1.10694397,0.03670208,-0.03672599,0.23774743,-1.37351821,1.00065133,1.10766496,6.47354759,7.1658545,5.77721581,6.39505423
1.10727449,0.03668996,-0.03664748,0.23729395,-1.37060711,0.99884238,1.10599268,6.47504054,7.1696472,5.77598855,6.39560476
1.107605,0.03667786,-0.03656913,0.23684142,-1.36770394,0.99703561,1.10432163,6.47653966,7.17344771,5.77476662,6.39616039
1.10793551,0.03666578,-0.03649093,0.23638986,-1.36480866,0.99523102,1.10265179,6.47804494,7.17725605,5.77355004,6.39672112
1.10826603,0.03665374,-0.03641287,0.23593925,-1.36192127,0.99342861,1.10098318,6.47955641,7.18107224,5.7723388,6.39728698
1.10859654,0.03664171,-0.03633496,0.23548959,-1.35904172,0.99162838,1.09931579,6.48107407,7.18489629,5.77113291,6.39785798
1.10892705,0.03662972,-0.03625721,0.23504088,-1.35617001,0.98983032,1.09764962,6.48259792,7.1887282,5.76993239,6.39843412
1.10925757,0.03661775,-0.0361796,0.23459313,-1.3533061,0.98803444,1.09598468,6.48412796,7.192568,5.76873724,6.39901543
1.10958808,0.0366058,-0.03610213,0.23414631,-1.35044997,0.98624073,1.09432096,6.48566421,7.19641569,5.76754746,6.3996019
1.10991859,0.03659388,-0.03602482,0.23370044,-1.3476016,0.98444919,1.09265846,6.48720667,7.20027129,5.76636306,6.40019357
