date_TTM_30,exdate_TTM_30,kappa_TTM_30,date_TTM_60,exdate_TTM_60,kappa_TTM_60,date_TTM_90,exdate_TTM_90,kappa_TTM_90,date_TTM_180,exdate_TTM_180,kappa_TTM_180
20100915,20101015,0.00156074682563676,20100922,20101119,0.00623173517614224,20100915,20101217,0.00518528579613049,20100915,20110318,0.0147952691899979
20101020,20101119,0.00101024423766153,20101020,20101217,0.00476732097532066,20101020,20110121,0.00376925842297692,20101013,20110415,0.0192416467113757
20101117,20101217,0.00137882059626561,20101124,20110121,0.00359664260316048,20101117,20110218,0.00444859802421323,20101117,20110520,0.0155566453126088
20101222,20110121,0.000176860329719237,20101222,20110218,0.00229707706591872,20101215,20110318,0.00293049937400834,20101215,20110617,0.0099134348879769
20110119,20110218,0.000615646991490696,20110119,20110318,0.00287353478048987,20110112,20110415,0.00215715822538312,20110112,20110715,0.0121090605953431
20110216,20110318,0.000441252527780653,20110216,20110415,0.00231981859882039,20110216,20110520,0.00159011942773411,20110216,20110819,0.00664285934392446
20110316,20110415,0.00371733194220808,20110323,20110520,0.00374417914450428,20110316,20110617,0.00678081324919858,20110316,20110916,0.0150748620372123
20110420,20110520,0.000143278314514843,20110420,20110617,0.00191762928630836,20110413,20110715,0.00244437898863834,20110420,20111021,0.0104500592030468
20110518,20110617,0.000316799340181733,20110518,20110715,0.00197084391030268,20110518,20110819,0.00161377924939739,20110518,20111118,0.00799361787219261
20110615,20110715,0.00143727538608389,20110622,20110819,0.00337791489216989,20110615,20110916,0.00323618495394618,20110615,20111216,0.00920668644332175
20110720,20110819,0.000792678821509175,20110720,20110916,0.00342009327546847,20110720,20111021,0.00255963213244368,20110720,20120120,0.0112839073416689
20110817,20110916,0.00433796829474579,20110824,20111021,0.0163595657125658,20110817,20111118,0.00888956921890143,20110817,20120217,0.0202324146495344
20110921,20111021,0.00625573323201238,20110921,20111118,0.0182559996697507,20110914,20111216,0.0129645237524108,20110914,20120316,0.027018172657034
20111019,20111118,0.00537770358045967,20111019,20111216,0.0158938108208578,20111019,20120120,0.0117089795264008,20111019,20120420,0.0324684695808173
20111116,20111216,0.00480265503008644,20111123,20120120,0.0162362706507583,20111116,20120217,0.011934717562748,20111116,20120518,0.0297128265399359
