date,exdate,price_date,price_exdate,has_price_date,has_price_exdate,drop_reason
19960117,19960315,606.37,641.43,True,True,
19960214,19960419,655.58,645.07,True,True,
19960320,19960517,649.98,668.91,True,True,
19960417,19960621,641.61,666.84,True,True,
19960522,19960719,678.42,638.73,True,True,
19960619,19960816,661.96,665.21,True,True,
19960717,19960920,634.07,687.03,True,True,
19960821,19961018,665.07,710.82,True,True,
19960918,19961115,681.47,737.62,True,True,
19961016,19961220,704.41,748.87,True,True,
19961120,19970117,743.95,776.17,True,True,
19961218,19970221,731.54,801.77,True,True,
19970122,19970321,786.23,784.1,True,True,
19970219,19970418,812.49,766.34,True,True,
19970319,19970516,785.77,829.75,True,True,
19970416,19970620,763.53,898.7,True,True,
19970521,19970718,839.35,915.3,True,True,
19970618,19970815,889.06,900.81,True,True,
19970716,19970919,936.59,950.51,True,True,
19970820,19971017,939.35,944.16,True,True,
19970917,19971121,943,963.09,True,True,
19971022,19971219,968.49,946.78,True,True,
19971119,19980116,944.59,961.51,True,True,
19971217,19980220,965.54,1034.21,True,True,
19980121,19980320,970.81,1099.16,True,True,
19980218,19980417,1032.08,1122.72,True,True,
19980318,19980515,1085.52,1108.73,True,True,
19980415,19980619,1119.32,1100.65,True,True,
19980520,19980717,1119.06,1186.75,True,True,
19980617,19980821,1107.11,1081.24,True,True,
19980722,19980918,1164.08,1020.09,True,True,
19980819,19981016,1098.06,1056.42,True,True,
19980916,19981120,1045.48,1163.55,True,True,
19981021,19981218,1069.92,1188.03,True,True,
19981118,19990115,1144.48,1243.26,True,True,
19981216,19990219,1161.94,1239.22,True,True,
19990120,19990319,1256.62,1299.29,True,True,
19990217,19990416,1224.03,1319,True,True,
19990317,19990521,1297.82,1330.29,True,True,
19990421,19990618,1336.12,1342.84,True,True,
19990519,19990716,1344.23,1418.78,True,True,
19990616,19990820,1330.41,1336.61,True,True,
19990721,19990917,1379.29,1335.42,True,True,
19990818,19991015,1332.84,1247.41,True,True,
19990915,19991119,1317.97,1422,True,True,
19991020,19991217,1289.43,1421.03,True,True,
19991117,20000121,1410.71,1441.36,True,True,
19991222,20000218,1436.13,1346.09,True,True,
20000119,20000317,1455.9,1464.47,True,True,
20000216,20000420,1387.67,1434.54,True,True,
20000321,20000519,1493.87,1406.95,True,True,
20000419,20000616,1427.47,1464.46,True,True,
20000517,20000721,1447.8,1480.19,True,True,
20000621,20000818,1479.13,1491.72,True,True,
20000719,20000915,1481.96,1465.81,True,True,
20000816,20001020,1479.85,1396.93,True,True,
20000920,20001117,1451.34,1367.72,True,True,
20001018,20001215,1342.13,1312.15,True,True,
20001115,20010119,1389.81,1342.54,True,True,
20001220,20010216,1264.74,1301.53,True,True,
20010117,20010316,1329.47,1150.53,True,True,
20010214,20010420,1315.92,1242.98,True,True,
20010321,20010518,1122.14,1291.96,True,True,
20010418,20010615,1238.16,1214.36,True,True,
20010516,20010720,1284.99,1210.85,True,True,
20010620,20010817,1223.14,1161.97,True,True,
20010718,20010921,1207.71,965.8,True,True,
20010822,20011019,1165.31,1073.48,True,True,
20010919,20011116,1016.1,1138.65,True,True,
20011017,20011221,1077.09,1144.89,True,True,
20011121,20020118,1137.03,1127.58,True,True,
20011219,20020215,1149.56,1104.18,True,True,
20020116,20020315,1127.57,1166.16,True,True,
20020213,20020419,1118.51,1125.17,True,True,
20020320,20020517,1151.85,1106.59,True,True,
20020417,20020621,1126.07,989.14,True,True,
20020522,20020719,1086.02,847.76,True,True,
20020619,20020816,1019.99,928.77,True,True,
20020717,20020920,906.04,845.39,True,True,
20020821,20021018,949.36,884.39,True,True,
20020918,20021115,869.46,909.83,True,True,
20021016,20021220,860.02,895.75,True,True,
20021120,20030117,914.15,901.78,True,True,
20021218,20030221,891.12,848.17,True,True,
20030122,20030321,878.36,895.79,True,True,
20030219,20030417,845.13,893.58,True,True,
20030318,20030516,866.75,944.3,True,True,
20030416,20030620,879.91,995.69,True,True,
20030521,20030718,923.42,993.32,True,True,
20030618,20030815,1010.09,990.67,True,True,
20030716,20030919,994,1036.3,True,True,
20030820,20031017,1000.3,1039.32,True,True,
20030917,20031121,1025.97,1035.28,True,True,
20031022,20031219,1030.36,1088.67,True,True,
