date,exdate,price_date,price_exdate,has_price_date,has_price_exdate,drop_reason
19960117,19960216,606.37,647.98,True,True,
19960214,19960315,655.58,641.43,True,True,
19960320,19960419,649.98,645.07,True,True,
19960417,19960517,641.61,668.91,True,True,
19960522,19960621,678.42,666.84,True,True,
19960619,19960719,661.96,638.73,True,True,
19960717,19960816,634.07,665.21,True,True,
19960821,19960920,665.07,687.03,True,True,
19960918,19961018,681.47,710.82,True,True,
19961016,19961115,704.41,737.62,True,True,
19961120,19961220,743.95,748.87,True,True,
19961218,19970117,731.54,776.17,True,True,
19970122,19970221,786.23,801.77,True,True,
19970219,19970321,812.49,784.1,True,True,
19970319,19970418,785.77,766.34,True,True,
19970416,19970516,763.53,829.75,True,True,
19970521,19970620,839.35,898.7,True,True,
19970618,19970718,889.06,915.3,True,True,
19970716,19970815,936.59,900.81,True,True,
19970820,19970919,939.35,950.51,True,True,
19970917,19971017,943,944.16,True,True,
19971022,19971121,968.49,963.09,True,True,
19971119,19971219,944.59,946.78,True,True,
19971217,19980116,965.54,961.51,True,True,
19980121,19980220,970.81,1034.21,True,True,
19980218,19980320,1032.08,1099.16,True,True,
19980318,19980417,1085.52,1122.72,True,True,
19980415,19980515,1119.32,1108.73,True,True,
19980520,19980619,1119.06,1100.65,True,True,
19980617,19980717,1107.11,1186.75,True,True,
19980722,19980821,1164.08,1081.24,True,True,
19980819,19980918,1098.06,1020.09,True,True,
19980916,19981016,1045.48,1056.42,True,True,
19981021,19981120,1069.92,1163.55,True,True,
19981118,19981218,1144.48,1188.03,True,True,
19981216,19990115,1161.94,1243.26,True,True,
19990120,19990219,1256.62,1239.22,True,True,
19990217,19990319,1224.03,1299.29,True,True,
19990317,19990416,1297.82,1319,True,True,
19990421,19990521,1336.12,1330.29,True,True,
19990519,19990618,1344.23,1342.84,True,True,
19990616,19990716,1330.41,1418.78,True,True,
19990721,19990820,1379.29,1336.61,True,True,
19990818,19990917,1332.84,1335.42,True,True,
19990915,19991015,1317.97,1247.41,True,True,
19991020,19991119,1289.43,1422,True,True,
19991117,19991217,1410.71,1421.03,True,True,
19991222,20000121,1436.13,1441.36,True,True,
20000119,20000218,1455.9,1346.09,True,True,
20000216,20000317,1387.67,1464.47,True,True,
20000321,20000420,1493.87,1434.54,True,True,
20000419,20000519,1427.47,1406.95,True,True,
20000517,20000616,1447.8,1464.46,True,True,
20000621,20000721,1479.13,1480.19,True,True,
20000719,20000818,1481.96,1491.72,True,True,
20000816,20000915,1479.85,1465.81,True,True,
20000920,20001020,1451.34,1396.93,True,True,
20001018,20001117,1342.13,1367.72,True,True,
20001115,20001215,1389.81,1312.15,True,True,
20001220,20010119,1264.74,1342.54,True,True,
20010117,20010216,1329.47,1301.53,True,True,
20010214,20010316,1315.92,1150.53,True,True,
20010321,20010420,1122.14,1242.98,True,True,
20010418,20010518,1238.16,1291.96,True,True,
20010516,20010615,1284.99,1214.36,True,True,
20010620,20010720,1223.14,1210.85,True,True,
20010718,20010817,1207.71,1161.97,True,True,
20010822,20010921,1165.31,965.8,True,True,
20010919,20011019,1016.1,1073.48,True,True,
20011017,20011116,1077.09,1138.65,True,True,
20011121,20011221,1137.03,1144.89,True,True,
20011219,20020118,1149.56,1127.58,True,True,
20020116,20020215,1127.57,1104.18,True,True,
20020213,20020315,1118.51,1166.16,True,True,
20020320,20020419,1151.85,1125.17,True,True,
20020417,20020517,1126.07,1106.59,True,True,
20020522,20020621,1086.02,989.14,True,True,
20020619,20020719,1019.99,847.76,True,True,
20020717,20020816,906.04,928.77,True,True,
20020821,20020920,949.36,845.39,True,True,
20020918,20021018,869.46,884.39,True,True,
20021016,20021115,860.02,909.83,True,True,
20021120,20021220,914.15,895.75,True,True,
20021218,20030117,891.12,901.78,True,True,
20030122,20030221,878.36,848.17,True,True,
20030219,20030321,845.13,895.79,True,True,
20030318,20030417,866.75,893.58,True,True,
20030416,20030516,879.91,944.3,True,True,
20030521,20030620,923.42,995.69,True,True,
20030618,20030718,1010.09,993.32,True,True,
20030716,20030815,994,990.67,True,True,
20030820,20030919,1000.3,1036.3,True,True,
20030917,20031017,1025.97,1039.32,True,True,
20031022,20031121,1030.36,1035.28,True,True,
20031119,20031219,1042.44,1088.67,True,True,
20031217,20040116,1076.48,1139.83,True,True,
20040121,20040220,1147.62,1144.11,True,True,
20040218,20040319,1151.82,1109.78,True,True,
20040317,20040416,1123.75,1134.61,True,True,
20040421,20040521,1124.09,1093.56,True,True,
20040519,20040618,1088.68,1135.02,True,True,
20040616,20040716,1133.56,1101.39,True,True,
20040721,20040820,1093.88,1098.35,True,True,
20040818,20040917,1095.17,1128.55,True,True,
20040915,20041015,1120.37,1108.2,True,True,
20041020,20041119,1103.66,1170.34,True,True,
20041117,20041217,1181.94,1194.22,True,True,
20041222,20050121,1209.57,1167.87,True,True,
20050119,20050218,1184.63,1201.59,True,True,
20050216,20050318,1210.34,1189.65,True,True,
20050316,20050415,1188.07,1142.62,True,True,
20050420,20050520,1137.5,1189.28,True,True,
20050518,20050617,1185.56,1216.96,True,True,
20050615,20050715,1206.58,1227.92,True,True,
20050720,20050819,1235.2,1219.71,True,True,
20050817,20050916,1220.24,1237.91,True,True,
20050921,20051021,1210.2,1179.59,True,True,
20051019,20051118,1195.76,1248.27,True,True,
