date,exdate,price_date,price_exdate,has_price_date,has_price_exdate,drop_reason
19960117,19960621,606.37,666.84,True,True,
19960214,19960920,655.58,687.03,True,True,
19960320,19960920,649.98,687.03,True,True,
19960417,19960920,641.61,687.03,True,True,
19960522,19961220,678.42,748.87,True,True,
19960619,19961220,661.96,748.87,True,True,
19960717,19961220,634.07,748.87,True,True,
19960821,19970321,665.07,784.1,True,True,
19960918,19970321,681.47,784.1,True,True,
19961016,19970321,704.41,784.1,True,True,
19961120,19970620,743.95,898.7,True,True,
19961218,19970620,731.54,898.7,True,True,
19970122,19970620,786.23,898.7,True,True,
19970219,19970919,812.49,950.51,True,True,
19970319,19970919,785.77,950.51,True,True,
19970416,19970919,763.53,950.51,True,True,
19970521,19971219,839.35,946.78,True,True,
19970618,19971219,889.06,946.78,True,True,
19970716,19971219,936.59,946.78,True,True,
19970820,19980320,939.35,1099.16,True,True,
19970917,19980320,943,1099.16,True,True,
19971022,19980320,968.49,1099.16,True,True,
19971119,19980619,944.59,1100.65,True,True,
19971217,19980619,965.54,1100.65,True,True,
19980121,19980619,970.81,1100.65,True,True,
19980218,19980918,1032.08,1020.09,True,True,
19980318,19980918,1085.52,1020.09,True,True,
19980415,19980918,1119.32,1020.09,True,True,
19980520,19981218,1119.06,1188.03,True,True,
19980617,19981218,1107.11,1188.03,True,True,
19980722,19981218,1164.08,1188.03,True,True,
19980819,19990319,1098.06,1299.29,True,True,
19980916,19990319,1045.48,1299.29,True,True,
19981021,19990319,1069.92,1299.29,True,True,
19981118,19990618,1144.48,1342.84,True,True,
19981216,19990618,1161.94,1342.84,True,True,
19990120,19990618,1256.62,1342.84,True,True,
19990217,19990917,1224.03,1335.42,True,True,
19990317,19990917,1297.82,1335.42,True,True,
19990421,19990917,1336.12,1335.42,True,True,
19990519,19991217,1344.23,1421.03,True,True,
19990616,19991217,1330.41,1421.03,True,True,
19990721,20000121,1379.29,1441.36,True,True,
19990818,20000121,1332.84,1441.36,True,True,
19990915,20000317,1317.97,1464.47,True,True,
19991020,20000317,1289.43,1464.47,True,True,
19991117,20000616,1410.71,1464.46,True,True,
19991222,20000616,1436.13,1464.46,True,True,
20000119,20000616,1455.9,1464.46,True,True,
20000216,20000915,1387.67,1465.81,True,True,
20000321,20000915,1493.87,1465.81,True,True,
20000419,20000915,1427.47,1465.81,True,True,
20000517,20001215,1447.8,1312.15,True,True,
20000621,20001215,1479.13,1312.15,True,True,
20000719,20001215,1481.96,1312.15,True,True,
20000816,20010316,1479.85,1150.53,True,True,
20000920,20010316,1451.34,1150.53,True,True,
20001018,20010316,1342.13,1150.53,True,True,
20001115,20010615,1389.81,1214.36,True,True,
20001220,20010615,1264.74,1214.36,True,True,
20010117,20010615,1329.47,1214.36,True,True,
20010214,20010921,1315.92,965.8,True,True,
20010321,20010921,1122.14,965.8,True,True,
20010418,20010921,1238.16,965.8,True,True,
20010516,20011221,1284.99,1144.89,True,True,
20010620,20011221,1223.14,1144.89,True,True,
20010718,20011221,1207.71,1144.89,True,True,
20010822,20020315,1165.31,1166.16,True,True,
20010919,20020315,1016.1,1166.16,True,True,
20011017,20020315,1077.09,1166.16,True,True,
20011121,20020621,1137.03,989.14,True,True,
20011219,20020621,1149.56,989.14,True,True,
20020116,20020621,1127.57,989.14,True,True,
20020213,20020920,1118.51,845.39,True,True,
20020320,20020920,1151.85,845.39,True,True,
20020417,20020920,1126.07,845.39,True,True,
20020522,20021220,1086.02,895.75,True,True,
20020619,20021220,1019.99,895.75,True,True,
20020717,20021220,906.04,895.75,True,True,
20020821,20030321,949.36,895.79,True,True,
20020918,20030321,869.46,895.79,True,True,
20021016,20030321,860.02,895.79,True,True,
20021120,20030620,914.15,995.69,True,True,
20021218,20030620,891.12,995.69,True,True,
20030122,20030620,878.36,995.69,True,True,
20030219,20030919,845.13,1036.3,True,True,
20030318,20030919,866.75,1036.3,True,True,
20030416,20030919,879.91,1036.3,True,True,
20030521,20031219,923.42,1088.67,True,True,
20030618,20031219,1010.09,1088.67,True,True,
20030716,20031219,994,1088.67,True,True,
20030820,20040319,1000.3,1109.78,True,True,
20030917,20040319,1025.97,1109.78,True,True,
20031022,20040319,1030.36,1109.78,True,True,
20031119,20040618,1042.44,1135.02,True,True,
20031217,20040618,1076.48,1135.02,True,True,
20040121,20040618,1147.62,1135.02,True,True,
20040218,20040917,1151.82,1128.55,True,True,
20040317,20040917,1123.75,1128.55,True,True,
20040421,20040917,1124.09,1128.55,True,True,
20040519,20041217,1088.68,1194.22,True,True,
20040616,20041217,1133.56,1194.22,True,True,
20040721,20041217,1093.88,1194.22,True,True,
20040818,20050318,1095.17,1189.65,True,True,
20040915,20050318,1120.37,1189.65,True,True,
20041020,20050318,1103.66,1189.65,True,True,
20041117,20050617,1181.94,1216.96,True,True,
20041222,20050617,1209.57,1216.96,True,True,
20050119,20050617,1184.63,1216.96,True,True,
20050216,20050916,1210.34,1237.91,True,True,
20050316,20050916,1188.07,1237.91,True,True,
20050420,20050916,1137.5,1237.91,True,True,
20050518,20051216,1185.56,1267.32,True,True,
20050615,20051216,1206.58,1267.32,True,True,
20050720,20051216,1235.2,1267.32,True,True,
20050817,20060317,1220.24,1307.25,True,True,
20050921,20060317,1210.2,1307.25,True,True,
20051019,20060317,1195.76,1307.25,True,True,
20051116,20060616,1231.21,1251.54,True,True,
20051221,20060616,1262.79,1251.54,True,True,
20060118,20060616,1277.93,1251.54,True,True,
20060215,20060915,1280,1319.87,True,True,
20060322,20060915,1305.04,1319.87,True,True,
20060419,20060915,1309.93,1319.87,True,True,
20060517,20061215,1270.32,1427.09,True,True,
20060621,20061215,1252.2,1427.09,True,True,
20060719,20061215,1259.81,1427.09,True,True,
20060816,20070316,1295.43,1386.95,True,True,
20060920,20070316,1325.18,1386.95,True,True,
20061018,20070316,1365.96,1386.95,True,True,
20061115,20070615,1396.57,1532.91,True,True,
20061220,20070615,1423.53,1532.91,True,True,
20070117,20070615,1430.62,1532.91,True,True,
20070214,20070921,1455.3,1525.75,True,True,
20070321,20070921,1435.04,1525.75,True,True,
20070418,20070921,1472.5,1525.75,True,True,
20070516,20071221,1514.14,1484.46,True,True,
20070620,20071221,1512.84,1484.46,True,True,
20070718,20071221,1546.17,1484.46,True,True,
20070822,20080320,1464.07,1329.51,True,True,
20070919,20080320,1529.03,1329.51,True,True,
20071017,20080320,1541.24,1329.51,True,True,
20071121,20080620,1416.77,1317.93,True,True,
20071219,20080620,1453,1317.93,True,True,
20080116,20080620,1373.2,1317.93,True,True,
20080219,20080919,1348.78,1255.08,True,True,
20080319,20080919,1298.42,1255.08,True,True,
20080416,20080919,1364.71,1255.08,True,True,
20080521,20081219,1390.71,887.88,True,True,
20080618,20081219,1337.81,887.88,True,True,
20080716,20081219,1245.36,887.88,True,True,
20080820,20090320,1274.54,768.54,True,True,
20080917,20090320,1156.39,768.54,True,True,
20081022,20090320,896.78,768.54,True,True,
20081119,20090619,806.58,921.23,True,True,
20081217,20090619,904.42,921.23,True,True,
20090121,20090619,840.24,921.23,True,True,
20090218,20090918,788.42,1068.3,True,True,
20090318,20090918,794.35,1068.3,True,True,
20090415,20090918,852.06,1068.3,True,True,
20090520,20091218,903.47,1102.47,True,True,
20090617,20091218,910.71,1102.47,True,True,
20090722,20091218,954.07,1102.47,True,True,
20090819,20100319,996.46,1159.9,True,True,
20090916,20100319,1068.76,1159.9,True,True,
20091021,20100319,1081.4,1159.9,True,True,
20091118,20100618,1109.8,1117.51,True,True,
20091216,20100618,1109.18,1117.51,True,True,
20100120,20100618,1138.04,1117.51,True,True,
20100217,20100917,1099.51,1125.59,True,True,
20100317,20100917,1166.21,1125.59,True,True,
20100421,20100917,1205.94,1125.59,True,True,
20100519,20101217,1115.05,1243.91,True,True,
20100616,20101217,1114.61,1243.91,True,True,
20100721,20101217,1069.59,1243.91,True,True,
20100818,20110318,1094.16,1279.2,True,True,
20100915,20110318,1125.07,1279.2,True,True,
20101020,20110318,1178.17,1279.2,True,True,
20101117,20110617,1178.59,1271.5,True,True,
20101222,20110617,1258.84,1271.5,True,True,
20110119,20110617,1281.92,1271.5,True,True,
20110216,20110916,1336.32,1216.01,True,True,
20110316,20110916,1256.88,1216.01,True,True,
20110420,20110916,1330.36,1216.01,True,True,
20110518,20111216,1340.68,1219.66,True,True,
20110615,20111216,1265.42,1219.66,True,True,
20110720,20111216,1325.84,1219.66,True,True,
20110817,20120316,1193.89,1404.17,True,True,
20110921,20120316,1166.76,1404.17,True,True,
20111019,20120316,1209.88,1404.17,True,True,
20111116,20120615,1236.91,1342.84,True,True,
20111221,20120615,1243.72,1342.84,True,True,
20120118,20120615,1308.04,1342.84,True,True,
20120215,20120921,1343.23,1460.15,True,True,
20120321,20120921,1402.89,1460.15,True,True,
20120418,20120921,1385.14,1460.15,True,True,
20120521,20121116,1315.99,1359.88,True,True,
20120620,20121221,1355.69,1430.15,True,True,
20120718,20121221,1372.78,1430.15,True,True,
20120822,20130315,1413.49,1560.7,True,True,
20120919,20130315,1461.05,1560.7,True,True,
20121017,20130315,1460.91,1560.7,True,True,
20121121,20130621,1391.03,1592.43,True,True,
20121219,20130621,1435.81,1592.43,True,True,
20130116,20130621,1472.63,1592.43,True,True,
20130213,20130920,1520.33,1709.91,True,True,
20130320,20130920,1558.71,1709.91,True,True,
20130417,20130920,1552.01,1709.91,True,True,
20130522,20131220,1655.35,1818.32,True,True,
20130619,20131220,1628.93,1818.32,True,True,
20130717,20140117,1680.91,1838.7,True,True,
20130821,20140321,1642.8,1866.52,True,True,
20130918,20140321,1725.52,1866.52,True,True,
20131016,20140321,1721.54,1866.52,True,True,
20131120,20140620,1781.37,1962.87,True,True,
20131218,20140620,1810.65,1962.87,True,True,
20140122,20140620,1844.86,1962.87,True,True,
20140219,20140919,1828.75,2010.4,True,True,
20140318,20140919,1872.25,2010.4,True,True,
20140416,20140919,1862.31,2010.4,True,True,
20140521,20141219,1888.03,2070.65,True,True,
20140618,20141219,1956.98,2070.65,True,True,
20140716,20150116,1981.57,2019.42,True,True,
20140820,20150320,1986.51,2108.1,True,True,
20140917,20150320,2001.57,2108.1,True,True,
20141022,20150320,1927.11,2108.1,True,True,
20141119,20150619,2048.72,2109.99,True,True,
20141217,20150619,2012.89,2109.99,True,True,
20150121,20150619,2032.12,2109.99,True,True,
20150218,20150918,2099.68,1958.03,True,True,
20150318,20150918,2099.5,1958.03,True,True,
20150415,20150918,2106.63,1958.03,True,True,
20150520,20151218,2125.85,2005.55,True,True,
20150617,20151218,2100.44,2005.55,True,True,
20150722,20160115,2114.15,1880.33,True,True,
20150819,20160318,2079.61,2049.58,True,True,
20150916,20160318,1995.31,2049.58,True,True,
20151021,20160318,2018.94,2049.58,True,True,
20151118,20160617,2083.58,2071.22,True,True,
20151216,20160617,2073.07,2071.22,True,True,
20160120,20160617,1859.33,2071.22,True,True,
20160217,20160916,1926.82,2139.16,True,True,
20160316,20160916,2027.22,2139.16,True,True,
20160420,20160916,2102.4,2139.16,True,True,
20160518,20161216,2047.63,2258.07,True,True,
20160615,20161216,2071.5,2258.07,True,True,
20160720,20170120,2173.02,2271.31,True,True,
20160817,20170120,2182.22,2271.31,True,True,
20160921,20170317,2163.12,2378.25,True,True,
20161019,20170317,2144.29,2378.25,True,True,
20161116,20170616,2176.94,2433.15,True,True,
20161221,20170616,2265.18,2433.15,True,True,
20170118,20170616,2271.89,2433.15,True,True,
20170215,20170915,2349.25,2500.23,True,True,
20170322,20170915,2348.45,2500.23,True,True,
20170419,20170915,2338.17,2500.23,True,True,
20170517,20171215,2357.03,2675.81,True,True,
20170621,20171215,2435.61,2675.81,True,True,
20170719,20180119,2473.83,2810.3,True,True,
20170816,20180119,2468.11,2810.3,True,True,
20170920,20180316,2508.24,2752.01,True,True,
20171018,20180316,2561.26,2752.01,True,True,
20171115,20180615,2564.62,2779.66,True,True,
20171220,20180615,2679.25,2779.66,True,True,
20180117,20180615,2802.56,2779.66,True,True,
20180214,20180921,2698.63,2929.67,True,True,
