date,exdate,ttm_label,months_ahead,quote_month,exp_month,third_friday,raw_quote_date,base_exp_month,base_exdate,base_third_friday,base_exdate_shifted_by_holiday,exdate_shifted_by_holiday,quote_date_shifted_by_holiday,calendar_days_to_exdate,ttm_after_am_settlement,original_date,original_exdate,date_shift_days,selected_months_ahead,ttm_error_days,selection_score,selection_mode,raw_chain_obs,preliminary_obs,preliminary_unique_k,contract_available
19980223,19980515,90,3,199802,199805,19980515,19980218,199803,19980320,19980320,0,0,0,81,80,19980218,19980515,5,3,10,20,nearby_date_same_expiration,22,15,11,1
19980318,19980619,90,3,199803,199806,19980619,19980318,199804,19980417,19980417,0,0,0,93,92,19980318,19980619,0,3,2,2,original_pair,71,33,29,1
19980420,19980717,90,3,199804,199807,19980717,19980415,199805,19980515,19980515,0,0,0,88,87,19980415,19980717,5,3,3,13,nearby_date_same_expiration,20,14,10,1
19980520,19980821,90,3,199805,199808,19980821,19980520,199806,19980619,19980619,0,0,0,93,92,19980520,19980821,0,3,2,2,original_pair,38,24,19,1
19980617,19980918,90,3,199806,199809,19980918,19980617,199807,19980717,19980717,0,0,0,93,92,19980617,19980918,0,3,2,2,original_pair,72,41,34,1
19980722,19981016,90,3,199807,199810,19981016,19980722,199808,19980821,19980821,0,0,0,86,85,19980722,19981016,0,3,5,5,original_pair,24,14,12,1
19980825,19981120,90,3,199808,199811,19981120,19980819,199809,19980918,19980918,0,0,0,87,86,19980819,19981120,6,3,4,16,nearby_date_same_expiration,36,20,18,1
19980916,19981218,90,3,199809,199812,19981218,19980916,199810,19981016,19981016,0,0,0,93,92,19980916,19981218,0,3,2,2,original_pair,88,45,42,1
19981021,19990115,90,3,199810,199901,19990115,19981021,199811,19981120,19981120,0,0,0,86,85,19981021,19990115,0,3,5,5,original_pair,36,20,18,1
19981123,19990219,90,3,199811,199902,19990219,19981118,199812,19981218,19981218,0,0,0,88,87,19981118,19990219,5,3,3,13,nearby_date_same_expiration,26,14,13,1
19981216,19990319,90,3,199812,199903,19990319,19981216,199901,19990115,19990115,0,0,0,93,92,19981216,19990319,0,3,2,2,original_pair,66,34,31,1
19990122,19990416,90,3,199901,199904,19990416,19990120,199902,19990219,19990219,0,0,0,84,83,19990120,19990416,2,3,7,11,nearby_date_same_expiration,42,22,21,1
19990223,19990521,90,3,199902,199905,19990521,19990217,199903,19990319,19990319,0,0,0,87,86,19990217,19990521,6,3,4,16,nearby_date_same_expiration,34,18,17,1
19990317,19990618,90,3,199903,199906,19990618,19990317,199904,19990416,19990416,0,0,0,93,92,19990317,19990618,0,3,2,2,original_pair,77,41,37,1
19990429,19990716,90,3,199904,199907,19990716,19990421,199905,19990521,19990521,0,0,0,78,77,19990421,19990716,8,3,13,29,nearby_date_same_expiration,24,14,12,1
19990524,19990820,90,3,199905,199908,19990820,19990519,199906,19990618,19990618,0,0,0,88,87,19990519,19990820,5,3,3,13,nearby_date_same_expiration,24,14,12,1
19990616,19990917,90,3,199906,199909,19990917,19990616,199907,19990716,19990716,0,0,0,93,92,19990616,19990917,0,3,2,2,original_pair,81,47,39,1
19990721,19991015,90,3,199907,199910,19991015,19990721,199908,19990820,19990820,0,0,0,86,85,19990721,19991015,0,3,5,5,original_pair,36,19,18,1
19990823,19991119,90,3,199908,199911,19991119,19990818,199909,19990917,19990917,0,0,0,88,87,19990818,19991119,5,3,3,13,nearby_date_same_expiration,40,22,20,1
19990915,19991217,90,3,199909,199912,19991217,19990915,199910,19991015,19991015,0,0,0,93,92,19990915,19991217,0,3,2,2,original_pair,80,39,37,1
19991020,20000121,90,3,199910,200001,20000121,19991020,199911,19991119,19991119,0,0,0,93,92,19991020,20000121,0,3,2,2,original_pair,50,25,23,1
19991122,20000218,90,3,199911,200002,20000218,19991117,199912,19991217,19991217,0,0,0,88,87,19991117,20000218,5,3,3,13,nearby_date_same_expiration,32,17,16,1
19991222,20000317,90,3,199912,200003,20000317,19991222,200001,20000121,20000121,0,0,0,86,85,19991222,20000317,0,3,5,5,original_pair,82,44,37,1
20000125,20000420,90,3,200001,200004,20000421,20000119,200002,20000218,20000218,0,1,0,86,85,20000119,20000420,6,3,5,17,nearby_date_same_expiration,44,24,22,1
20000222,20000519,90,3,200002,200005,20000519,20000216,200003,20000317,20000317,0,0,0,87,86,20000216,20000519,6,3,4,16,nearby_date_same_expiration,32,17,16,1
20000321,20000616,90,3,200003,200006,20000616,20000321,200004,20000420,20000421,1,0,0,87,86,20000321,20000616,0,3,4,4,original_pair,101,48,42,1
20000424,20000721,90,3,200004,200007,20000721,20000419,200005,20000519,20000519,0,0,0,88,87,20000419,20000721,5,3,3,13,nearby_date_same_expiration,32,17,16,1
20000522,20000818,90,3,200005,200008,20000818,20000517,200006,20000616,20000616,0,0,0,88,87,20000517,20000818,5,3,3,13,nearby_date_same_expiration,42,22,21,1
20000621,20000915,90,3,200006,200009,20000915,20000621,200007,20000721,20000721,0,0,0,86,85,20000621,20000915,0,3,5,5,original_pair,70,33,28,1
20000724,20001020,90,3,200007,200010,20001020,20000719,200008,20000818,20000818,0,0,0,88,87,20000719,20001020,5,3,3,13,nearby_date_same_expiration,40,22,20,1
20000821,20001117,90,3,200008,200011,20001117,20000816,200009,20000915,20000915,0,0,0,88,87,20000816,20001117,5,3,3,13,nearby_date_same_expiration,40,21,20,1
20000920,20001215,90,3,200009,200012,20001215,20000920,200010,20001020,20001020,0,0,0,86,85,20000920,20001215,0,3,5,5,original_pair,53,17,17,1
20001023,20010119,90,3,200010,200101,20010119,20001018,200011,20001117,20001117,0,0,0,88,87,20001018,20010119,5,3,3,13,nearby_date_same_expiration,44,25,24,1
20001120,20010216,90,3,200011,200102,20010216,20001115,200012,20001215,20001215,0,0,0,88,87,20001115,20010216,5,3,3,13,nearby_date_same_expiration,48,24,22,1
20001220,20010316,90,3,200012,200103,20010316,20001220,200101,20010119,20010119,0,0,0,86,85,20001220,20010316,0,3,5,5,original_pair,92,36,34,1
20010122,20010420,90,3,200101,200104,20010420,20010117,200102,20010216,20010216,0,0,0,88,87,20010117,20010420,5,3,3,13,nearby_date_same_expiration,42,25,23,1
20010220,20010518,90,3,200102,200105,20010518,20010214,200103,20010316,20010316,0,0,0,87,86,20010214,20010518,6,3,4,16,nearby_date_same_expiration,40,20,19,1
20010321,20010615,90,3,200103,200106,20010615,20010321,200104,20010420,20010420,0,0,0,86,85,20010321,20010615,0,3,5,5,original_pair,76,32,29,1
20010423,20010720,90,3,200104,200107,20010720,20010418,200105,20010518,20010518,0,0,0,88,87,20010418,20010720,5,3,3,13,nearby_date_same_expiration,36,19,18,1
20010521,20010817,90,3,200105,200108,20010817,20010516,200106,20010615,20010615,0,0,0,88,87,20010516,20010817,5,3,3,13,nearby_date_same_expiration,38,21,19,1
20010620,20010921,90,3,200106,200109,20010921,20010620,200107,20010720,20010720,0,0,0,93,92,20010620,20010921,0,3,2,2,original_pair,86,32,30,1
20010723,20011019,90,3,200107,200110,20011019,20010718,200108,20010817,20010817,0,0,0,88,87,20010718,20011019,5,3,3,13,nearby_date_same_expiration,30,17,15,1
20010822,20011116,90,3,200108,200111,20011116,20010822,200109,20010921,20010921,0,0,0,86,85,20010822,20011116,0,3,5,5,original_pair,36,20,18,1
20010919,20011221,90,3,200109,200112,20011221,20010919,200110,20011019,20011019,0,0,0,93,92,20010919,20011221,0,3,2,2,original_pair,68,26,24,1
20011022,20020118,90,3,200110,200201,20020118,20011017,200111,20011116,20011116,0,0,0,88,87,20011017,20020118,5,3,3,13,nearby_date_same_expiration,38,21,19,1
20011121,20020215,90,3,200111,200202,20020215,20011121,200112,20011221,20011221,0,0,0,86,85,20011121,20020215,0,3,5,5,original_pair,38,20,18,1
20011219,20020315,90,3,200112,200203,20020315,20011219,200201,20020118,20020118,0,0,0,86,85,20011219,20020315,0,3,5,5,original_pair,65,31,28,1
20020122,20020419,90,3,200201,200204,20020419,20020116,200202,20020215,20020215,0,0,0,87,86,20020116,20020419,6,3,4,16,nearby_date_same_expiration,56,26,22,1
20020219,20020517,90,3,200202,200205,20020517,20020213,200203,20020315,20020315,0,0,0,87,86,20020213,20020517,6,3,4,16,nearby_date_same_expiration,39,18,16,1
20020320,20020621,90,3,200203,200206,20020621,20020320,200204,20020419,20020419,0,0,0,93,92,20020320,20020621,0,3,2,2,original_pair,87,30,25,1
20020422,20020719,90,3,200204,200207,20020719,20020417,200205,20020517,20020517,0,0,0,88,87,20020417,20020719,5,3,3,13,nearby_date_same_expiration,38,19,17,1
20020522,20020816,90,3,200205,200208,20020816,20020522,200206,20020621,20020621,0,0,0,86,85,20020522,20020816,0,3,5,5,original_pair,40,20,18,1
20020619,20020920,90,3,200206,200209,20020920,20020619,200207,20020719,20020719,0,0,0,93,92,20020619,20020920,0,3,2,2,original_pair,74,36,30,1
20020722,20021018,90,3,200207,200210,20021018,20020717,200208,20020816,20020816,0,0,0,88,87,20020717,20021018,5,3,3,13,nearby_date_same_expiration,47,17,15,1
20020821,20021115,90,3,200208,200211,20021115,20020821,200209,20020920,20020920,0,0,0,86,85,20020821,20021115,0,3,5,5,original_pair,54,24,23,1
20020918,20021220,90,3,200209,200212,20021220,20020918,200210,20021018,20021018,0,0,0,93,92,20020918,20021220,0,3,2,2,original_pair,82,26,24,1
20021021,20030117,90,3,200210,200301,20030117,20021016,200211,20021115,20021115,0,0,0,88,87,20021016,20030117,5,3,3,13,nearby_date_same_expiration,58,25,24,1
20021120,20030221,90,3,200211,200302,20030221,20021120,200212,20021220,20021220,0,0,0,93,92,20021120,20030221,0,3,2,2,original_pair,49,23,21,1
20021218,20030321,90,3,200212,200303,20030321,20021218,200301,20030117,20030117,0,0,0,93,92,20021218,20030321,0,3,2,2,original_pair,70,30,25,1
20030122,20030417,90,3,200301,200304,20030418,20030122,200302,20030221,20030221,0,1,0,85,84,20030122,20030417,0,3,6,6,original_pair,46,22,21,1
20030224,20030516,90,3,200302,200305,20030516,20030219,200303,20030321,20030321,0,0,0,81,80,20030219,20030516,5,3,10,20,nearby_date_same_expiration,42,19,17,1
20030318,20030620,90,3,200303,200306,20030620,20030318,200304,20030417,20030418,1,0,0,94,93,20030318,20030620,0,3,3,3,original_pair,67,26,24,1
20030421,20030718,90,3,200304,200307,20030718,20030416,200305,20030516,20030516,0,0,0,88,87,20030416,20030718,5,3,3,13,nearby_date_same_expiration,44,18,16,1
20030521,20030815,90,3,200305,200308,20030815,20030521,200306,20030620,20030620,0,0,0,86,85,20030521,20030815,0,3,5,5,original_pair,48,18,17,1
20030618,20030919,90,3,200306,200309,20030919,20030618,200307,20030718,20030718,0,0,0,93,92,20030618,20030919,0,3,2,2,original_pair,63,29,25,1
20030721,20031017,90,3,200307,200310,20031017,20030716,200308,20030815,20030815,0,0,0,88,87,20030716,20031017,5,3,3,13,nearby_date_same_expiration,58,24,21,1
20030820,20031121,90,3,200308,200311,20031121,20030820,200309,20030919,20030919,0,0,0,93,92,20030820,20031121,0,3,2,2,original_pair,60,24,21,1
20030917,20031219,90,3,200309,200312,20031219,20030917,200310,20031017,20031017,0,0,0,93,92,20030917,20031219,0,3,2,2,original_pair,87,32,30,1
20031022,20040116,90,3,200310,200401,20040116,20031022,200311,20031121,20031121,0,0,0,86,85,20031022,20040116,0,3,5,5,original_pair,51,20,18,1
20031124,20040220,90,3,200311,200402,20040220,20031119,200312,20031219,20031219,0,0,0,88,87,20031119,20040220,5,3,3,13,nearby_date_same_expiration,53,20,19,1
20031217,20040319,90,3,200312,200403,20040319,20031217,200401,20040116,20040116,0,0,0,93,92,20031217,20040319,0,3,2,2,original_pair,63,25,22,1
20040121,20040416,90,3,200401,200404,20040416,20040121,200402,20040220,20040220,0,0,0,86,85,20040121,20040416,0,3,5,5,original_pair,48,21,20,1
20040223,20040521,90,3,200402,200405,20040521,20040218,200403,20040319,20040319,0,0,0,88,87,20040218,20040521,5,3,3,13,nearby_date_same_expiration,44,22,20,1
20040317,20040618,90,3,200403,200406,20040618,20040317,200404,20040416,20040416,0,0,0,93,92,20040317,20040618,0,3,2,2,original_pair,77,33,28,1
20040421,20040716,90,3,200404,200407,20040716,20040421,200405,20040521,20040521,0,0,0,86,85,20040421,20040716,0,3,5,5,original_pair,56,21,20,1
20040524,20040820,90,3,200405,200408,20040820,20040519,200406,20040618,20040618,0,0,0,88,87,20040519,20040820,5,3,3,13,nearby_date_same_expiration,46,19,18,1
20040616,20040917,90,3,200406,200409,20040917,20040616,200407,20040716,20040716,0,0,0,93,92,20040616,20040917,0,3,2,2,original_pair,64,24,21,1
20040721,20041015,90,3,200407,200410,20041015,20040721,200408,20040820,20040820,0,0,0,86,85,20040721,20041015,0,3,5,5,original_pair,48,21,19,1
20040818,20041119,90,3,200408,200411,20041119,20040818,200409,20040917,20040917,0,0,0,93,92,20040818,20041119,0,3,2,2,original_pair,30,15,14,1
20040915,20041217,90,3,200409,200412,20041217,20040915,200410,20041015,20041015,0,0,0,93,92,20040915,20041217,0,3,2,2,original_pair,111,47,43,1
20041020,20050121,90,3,200410,200501,20050121,20041020,200411,20041119,20041119,0,0,0,93,92,20041020,20050121,0,3,2,2,original_pair,48,19,18,1
20041122,20050218,90,3,200411,200502,20050218,20041117,200412,20041217,20041217,0,0,0,88,87,20041117,20050218,5,3,3,13,nearby_date_same_expiration,50,16,15,1
20041222,20050318,90,3,200412,200503,20050318,20041222,200501,20050121,20050121,0,0,0,86,85,20041222,20050318,0,3,5,5,original_pair,61,27,22,1
20050124,20050415,90,3,200501,200504,20050415,20050119,200502,20050218,20050218,0,0,0,81,80,20050119,20050415,5,3,10,20,nearby_date_same_expiration,46,19,17,1
20050222,20050520,90,3,200502,200505,20050520,20050216,200503,20050318,20050318,0,0,0,87,86,20050216,20050520,6,3,4,16,nearby_date_same_expiration,40,16,14,1
20050316,20050617,90,3,200503,200506,20050617,20050316,200504,20050415,20050415,0,0,0,93,92,20050316,20050617,0,3,2,2,original_pair,77,31,27,1
20050420,20050715,90,3,200504,200507,20050715,20050420,200505,20050520,20050520,0,0,0,86,85,20050420,20050715,0,3,5,5,original_pair,48,20,18,1
20050523,20050819,90,3,200505,200508,20050819,20050518,200506,20050617,20050617,0,0,0,88,87,20050518,20050819,5,3,3,13,nearby_date_same_expiration,41,18,16,1
20050615,20050916,90,3,200506,200509,20050916,20050615,200507,20050715,20050715,0,0,0,93,92,20050615,20050916,0,3,2,2,original_pair,74,31,25,1
20050720,20051021,90,3,200507,200510,20051021,20050720,200508,20050819,20050819,0,0,0,93,92,20050720,20051021,0,3,2,2,original_pair,39,15,13,1
20050822,20051118,90,3,200508,200511,20051118,20050817,200509,20050916,20050916,0,0,0,88,87,20050817,20051118,5,3,3,13,nearby_date_same_expiration,41,18,17,1
20050921,20051216,90,3,200509,200512,20051216,20050921,200510,20051021,20051021,0,0,0,86,85,20050921,20051216,0,3,5,5,original_pair,88,36,32,1
20051024,20060120,90,3,200510,200601,20060120,20051019,200511,20051118,20051118,0,0,0,88,87,20051019,20060120,5,3,3,13,nearby_date_same_expiration,39,16,15,1
20051121,20060217,90,3,200511,200602,20060217,20051116,200512,20051216,20051216,0,0,0,88,87,20051116,20060217,5,3,3,13,nearby_date_same_expiration,31,16,12,1
20051221,20060317,90,3,200512,200603,20060317,20051221,200601,20060120,20060120,0,0,0,86,85,20051221,20060317,0,3,5,5,original_pair,71,36,29,1
20060130,20060421,90,3,200601,200604,20060421,20060118,200602,20060217,20060217,0,0,0,81,80,20060118,20060421,12,3,10,34,nearby_date_same_expiration,43,21,19,1
20060222,20060519,90,3,200602,200605,20060519,20060215,200603,20060317,20060317,0,0,0,86,85,20060215,20060519,7,3,5,19,nearby_date_same_expiration,31,15,13,1
20060322,20060616,90,3,200603,200606,20060616,20060322,200604,20060421,20060421,0,0,0,86,85,20060322,20060616,0,3,5,5,original_pair,69,35,27,1
20060424,20060721,90,3,200604,200607,20060721,20060419,200605,20060519,20060519,0,0,0,88,87,20060419,20060721,5,3,3,13,nearby_date_same_expiration,36,16,14,1
20060523,20060818,90,3,200605,200608,20060818,20060517,200606,20060616,20060616,0,0,0,87,86,20060517,20060818,6,3,4,16,nearby_date_same_expiration,32,16,14,1
20060621,20060915,90,3,200606,200609,20060915,20060621,200607,20060721,20060721,0,0,0,86,85,20060621,20060915,0,3,5,5,original_pair,73,38,30,1
20060724,20061020,90,3,200607,200610,20061020,20060719,200608,20060818,20060818,0,0,0,88,87,20060719,20061020,5,3,3,13,nearby_date_same_expiration,30,15,13,1
20060823,20061117,90,3,200608,200611,20061117,20060816,200609,20060915,20060915,0,0,0,86,85,20060816,20061117,7,3,5,19,nearby_date_same_expiration,34,15,13,1
20060920,20061215,90,3,200609,200612,20061215,20060920,200610,20061020,20061020,0,0,0,86,85,20060920,20061215,0,3,5,5,original_pair,96,46,38,1
20061024,20070119,90,3,200610,200701,20070119,20061018,200611,20061117,20061117,0,0,0,87,86,20061018,20070119,6,3,4,16,nearby_date_same_expiration,37,16,15,1
20061124,20070216,90,3,200611,200702,20070216,20061115,200612,20061215,20061215,0,0,0,84,83,20061115,20070216,9,3,7,25,nearby_date_same_expiration,34,15,14,1
20061220,20070316,90,3,200612,200703,20070316,20061220,200701,20070119,20070119,0,0,0,86,85,20061220,20070316,0,3,5,5,original_pair,121,64,56,1
20070122,20070420,90,3,200701,200704,20070420,20070117,200702,20070216,20070216,0,0,0,88,87,20070117,20070420,5,3,3,13,nearby_date_same_expiration,32,15,14,1
20070221,20070518,90,3,200702,200705,20070518,20070214,200703,20070316,20070316,0,0,0,86,85,20070214,20070518,7,3,5,19,nearby_date_same_expiration,32,16,15,1
20070321,20070615,90,3,200703,200706,20070615,20070321,200704,20070420,20070420,0,0,0,86,85,20070321,20070615,0,3,5,5,original_pair,80,43,37,1
20070423,20070720,90,3,200704,200707,20070720,20070418,200705,20070518,20070518,0,0,0,88,87,20070418,20070720,5,3,3,13,nearby_date_same_expiration,32,18,16,1
20070521,20070817,90,3,200705,200708,20070817,20070516,200706,20070615,20070615,0,0,0,88,87,20070516,20070817,5,3,3,13,nearby_date_same_expiration,32,17,16,1
20070620,20070921,90,3,200706,200709,20070921,20070620,200707,20070720,20070720,0,0,0,93,92,20070620,20070921,0,3,2,2,original_pair,93,52,44,1
20070723,20071019,90,3,200707,200710,20071019,20070718,200708,20070817,20070817,0,0,0,88,87,20070718,20071019,5,3,3,13,nearby_date_same_expiration,40,22,20,1
20070822,20071116,90,3,200708,200711,20071116,20070822,200709,20070921,20070921,0,0,0,86,85,20070822,20071116,0,3,5,5,original_pair,40,22,20,1
20070919,20071221,90,3,200709,200712,20071221,20070919,200710,20071019,20071019,0,0,0,93,92,20070919,20071221,0,3,2,2,original_pair,140,72,64,1
20071022,20080118,90,3,200710,200801,20080118,20071017,200711,20071116,20071116,0,0,0,88,87,20071017,20080118,5,3,3,13,nearby_date_same_expiration,60,32,28,1
20071121,20080215,90,3,200711,200802,20080215,20071121,200712,20071221,20071221,0,0,0,86,85,20071121,20080215,0,3,5,5,original_pair,76,39,37,1
20071219,20080320,90,3,200712,200803,20080321,20071219,200801,20080118,20080118,0,1,0,92,91,20071219,20080320,0,3,1,1,original_pair,111,55,49,1
20080116,20080418,90,3,200801,200804,20080418,20080116,200802,20080215,20080215,0,0,0,93,92,20080116,20080418,0,3,2,2,original_pair,50,26,24,1
20080219,20080516,90,3,200802,200805,20080516,20080219,200803,20080320,20080321,1,0,0,87,86,20080219,20080516,0,3,4,4,original_pair,62,31,30,1
20080319,20080620,90,3,200803,200806,20080620,20080319,200804,20080418,20080418,0,0,0,93,92,20080319,20080620,0,3,2,2,original_pair,140,66,58,1
20080416,20080718,90,3,200804,200807,20080718,20080416,200805,20080516,20080516,0,0,0,93,92,20080416,20080718,0,3,2,2,original_pair,60,27,25,1
20080521,20080815,90,3,200805,200808,20080815,20080521,200806,20080620,20080620,0,0,0,86,85,20080521,20080815,0,3,5,5,original_pair,78,38,36,1
20080618,20080919,90,3,200806,200809,20080919,20080618,200807,20080718,20080718,0,0,0,93,92,20080618,20080919,0,3,2,2,original_pair,146,64,56,1
20080716,20081017,90,3,200807,200810,20081017,20080716,200808,20080815,20080815,0,0,0,93,92,20080716,20081017,0,3,2,2,original_pair,56,26,24,1
20080820,20081121,90,3,200808,200811,20081121,20080820,200809,20080919,20080919,0,0,0,93,92,20080820,20081121,0,3,2,2,original_pair,110,62,54,1
20080917,20081219,90,3,200809,200812,20081219,20080917,200810,20081017,20081017,0,0,0,93,92,20080917,20081219,0,3,2,2,original_pair,174,75,67,1
20081022,20090116,90,3,200810,200901,20090116,20081022,200811,20081121,20081121,0,0,0,86,85,20081022,20090116,0,3,5,5,original_pair,109,44,43,1
20081119,20090220,90,3,200811,200902,20090220,20081119,200812,20081219,20081219,0,0,0,93,92,20081119,20090220,0,3,2,2,original_pair,82,36,34,1
20081217,20090320,90,3,200812,200903,20090320,20081217,200901,20090116,20090116,0,0,0,93,92,20081217,20090320,0,3,2,2,original_pair,173,82,74,1
20090121,20090417,90,3,200901,200904,20090417,20090121,200902,20090220,20090220,0,0,0,86,85,20090121,20090417,0,3,5,5,original_pair,82,40,36,1
20090218,20090515,90,3,200902,200905,20090515,20090218,200903,20090320,20090320,0,0,0,86,85,20090218,20090515,0,3,5,5,original_pair,81,30,28,1
20090318,20090619,90,3,200903,200906,20090619,20090318,200904,20090417,20090417,0,0,0,93,92,20090318,20090619,0,3,2,2,original_pair,220,88,80,1
20090415,20090717,90,3,200904,200907,20090717,20090415,200905,20090515,20090515,0,0,0,93,92,20090415,20090717,0,3,2,2,original_pair,137,67,63,1
20090520,20090821,90,3,200905,200908,20090821,20090520,200906,20090619,20090619,0,0,0,93,92,20090520,20090821,0,3,2,2,original_pair,175,81,76,1
20090617,20090918,90,3,200906,200909,20090918,20090617,200907,20090717,20090717,0,0,0,93,92,20090617,20090918,0,3,2,2,original_pair,219,101,93,1
20090722,20091016,90,3,200907,200910,20091016,20090722,200908,20090821,20090821,0,0,0,86,85,20090722,20091016,0,3,5,5,original_pair,119,50,47,1
20090819,20091120,90,3,200908,200911,20091120,20090819,200909,20090918,20090918,0,0,0,93,92,20090819,20091120,0,3,2,2,original_pair,138,64,61,1
20090916,20091218,90,3,200909,200912,20091218,20090916,200910,20091016,20091016,0,0,0,93,92,20090916,20091218,0,3,2,2,original_pair,247,112,104,1
20091021,20100115,90,3,200910,201001,20100115,20091021,200911,20091120,20091120,0,0,0,86,85,20091021,20100115,0,3,5,5,original_pair,151,53,50,1
20091118,20100219,90,3,200911,201002,20100219,20091118,200912,20091218,20091218,0,0,0,93,92,20091118,20100219,0,3,2,2,original_pair,137,55,51,1
20091216,20100319,90,3,200912,201003,20100319,20091216,201001,20100115,20100115,0,0,0,93,92,20091216,20100319,0,3,2,2,original_pair,213,97,89,1
20100120,20100416,90,3,201001,201004,20100416,20100120,201002,20100219,20100219,0,0,0,86,85,20100120,20100416,0,3,5,5,original_pair,194,77,72,1
20100217,20100521,90,3,201002,201005,20100521,20100217,201003,20100319,20100319,0,0,0,93,92,20100217,20100521,0,3,2,2,original_pair,139,51,49,1
20100317,20100618,90,3,201003,201006,20100618,20100317,201004,20100416,20100416,0,0,0,93,92,20100317,20100618,0,3,2,2,original_pair,184,79,71,1
20100421,20100716,90,3,201004,201007,20100716,20100421,201005,20100521,20100521,0,0,0,86,85,20100421,20100716,0,3,5,5,original_pair,176,70,64,1
