date,exdate
19960126,19960419
19960223,19960517
19960320,19960621
19960424,19960719
19960524,19960816
19960619,19960920
19960724,19961018
19960821,19961220
19960918,19961220
19961025,19970117
19961122,19970221
19961218,19970321
19970122,19970418
19970219,19970620
19970319,19970620
19970424,19970718
19970521,19970815
19970618,19970919
19970724,19971017
19970820,19971219
19970917,19971219
19971022,19980116
19971128,19980320
19971217,19980320
19980121,19980417
19980218,19980619
19980318,19980619
19980421,19980717
19980520,19980821
19980617,19980918
19980722,19981016
19980825,19981120
19980916,19981218
19981021,19990115
19981124,19990219
19981216,19990319
19990122,19990416
19990223,19990521
19990317,19990618
19990422,19990716
19990525,19990820
19990616,19990917
19990721,19991015
19990823,19991119
19990915,19991217
19991020,20000121
19991124,20000218
19991222,20000317
20000125,20000420
20000223,20000519
20000321,20000616
20000426,20000721
20000522,20000818
20000621,20000915
20000724,20001020
20000821,20001117
20000915,20001215
20001023,20010119
20001120,20010216
20001220,20010316
20010122,20010420
20010220,20010518
20010321,20010615
20010423,20010720
20010521,20010817
20010620,20010921
20010726,20011019
20010822,20011116
20010919,20011221
20011022,20020118
20011121,20020215
20011219,20020315
20020122,20020419
20020219,20020517
20020320,20020621
20020422,20020719
20020522,20020816
20020619,20020920
20020724,20021018
20020821,20021115
20020918,20021220
20021021,20030117
20021120,20030221
20021218,20030321
20030122,20030417
20030224,20030516
20030318,20030620
20030421,20030718
20030521,20030815
20030618,20030919
20030721,20031017
20030820,20031121
20030917,20031219
20031022,20040116
20031124,20040220
20031217,20040319
20040121,20040416
20040223,20040521
20040317,20040618
20040421,20040716
20040524,20040820
20040616,20040917
20040721,20041015
20040825,20041119
20040915,20041217
20041020,20050121
20041117,20050318
20041222,20050318
20050124,20050415
20050216,20050617
20050316,20050617
20050420,20050715
20050523,20050819
20050615,20050916
20050725,20051021
20050822,20051118
20050921,20051216
20051025,20060120
20051128,20060217
20051221,20060317
20060130,20060421
20060215,20060616
20060322,20060616
20060427,20060721
20060517,20060915
20060621,20060915
20060725,20061020
20060816,20061215
20060920,20061215
20061026,20070119
20061127,20070216
20061220,20070316
20070125,20070420
20070222,20070518
20070321,20070615
20070423,20070720
20070522,20070817
20070620,20070921
20070723,20071019
20070822,20071116
20070919,20071221
20071022,20080118
20071121,20080215
20071219,20080320
20080116,20080418
20080219,20080516
20080319,20080620
20080416,20080718
20080521,20080815
20080618,20080919
20080716,20081017
20080820,20081121
20080917,20081219
20081022,20090116
20081119,20090220
20081217,20090320
20090121,20090417
20090218,20090515
20090318,20090619
20090415,20090717
20090520,20090821
20090617,20090918
20090722,20091016
20090819,20091120
20090916,20091218
20091021,20100115
20091118,20100219
20091216,20100319
20100120,20100416
20100217,20100521
20100317,20100618
20100421,20100716
20100519,20100820
20100616,20100917
20100721,20101015
20100818,20101119
20100915,20101217
20101020,20110121
20101117,20110218
20101222,20110318
20110119,20110415
20110216,20110520
20110316,20110617
20110420,20110715
20110518,20110819
20110615,20110916
20110720,20111021
20110817,20111118
20110921,20111216
20111019,20120120
20111116,20120217
20111221,20120316
20120118,20120420
20120215,20120518
20120321,20120615
20120418,20120720
20120516,20120817
20120620,20120921
20120718,20121019
20120822,20121116
20120919,20121221
20121017,20130118
20121121,20130215
20121219,20130315
20130116,20130419
20130213,20130517
20130320,20130621
20130417,20130719
20130522,20130816
20130619,20130920
20130717,20131018
20130821,20131115
20130918,20131220
20131016,20140117
20131120,20140221
20131218,20140321
20140122,20140417
20140219,20140516
20140318,20140620
20140416,20140718
20140521,20140815
20140618,20140919
20140716,20141017
20140820,20141121
20140917,20141219
20141022,20150116
20141119,20150220
20141217,20150320
20150121,20150417
20150218,20150515
20150318,20150619
20150415,20150717
20150520,20150821
20150617,20150918
20150722,20151016
20150819,20151120
20150916,20151218
20151021,20160115
