Experiment,Num_Bins,Model_A,Model_B,Is_Pairwise_Null_DGP,Observed_LR,Simulated_LR_PValue,PlusOne_LR_PValue,Observed_PIT_Pairwise_Delta,Simulated_PIT_Delta_PValue,PlusOne_PIT_Delta_PValue,PIT_Uniformity_Target_Model,Observed_PIT_SupUniform,Simulated_PIT_Uniformity_PValue,PlusOne_PIT_Uniformity_PValue,Successful_Replications,Mean_LR,Median_LR,P95_LR,Mean_PIT_Pairwise_Delta,P95_PIT_Pairwise_Delta,Mean_PIT_SupUniform,P95_PIT_SupUniform,Fraction_LL_B_Greater,Fraction_PIT_B_CloserToUniform
03 Distortion Null - Undistorted DGP,10,Undistorted,Distorted_beta_estimated,1,0.551010516559245,0.18,0.196078431372549,0.00845070422535212,0.38,0.392156862745098,Undistorted,0.0154929577464789,1,1,50,0.381538854384085,0.191050292991463,1.27714975943695,0.00704225352112676,0.0140845070422535,0.0291267605633803,0.0464788732394366,0.96,0.38
03 Distortion Null - Undistorted DGP,20,Undistorted,Distorted_beta_estimated,1,0.551010516559245,0.18,0.196078431372549,0.0112676056338028,0.26,0.274509803921569,Undistorted,0.0232394366197183,0.64,0.647058823529412,50,0.381538854384085,0.191050292991463,1.27714975943695,0.0083943661971831,0.0169014084507042,0.0254647887323944,0.0373239436619718,0.96,0.42
