R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT,A5,R5,A6,R6
1.1748,0.76351235,-1.00995154,3.02614586,-12.05882311,1.3227704,1.55399066,2.9963278,3.52008589,3.98487834,4.68143508,5.02777646,5.90663179,6.02603569,7.07938672
1.17486667,0.76344503,-1.00974982,3.02534208,-12.05478199,1.32262283,1.55390547,2.99613034,3.52005367,3.9846013,4.68137525,5.02744188,5.90657389,6.0256437,7.07932792
1.17493333,0.76337772,-1.00954816,3.02453856,-12.05074248,1.32247528,1.55382028,2.99593292,3.52002145,3.9843243,4.68131543,5.02710734,5.90651599,6.02525176,7.07926913
1.175,0.76331042,-1.00934655,3.02373531,-12.0467046,1.32232775,1.5537351,2.99573552,3.51998924,3.98404733,4.68125562,5.02677285,5.90645809,6.02485986,7.07921034
1.17506667,0.76324314,-1.00914499,3.02293233,-12.04266834,1.32218024,1.55364992,2.99553815,3.51995703,3.9837704,4.6811958,5.02643839,5.9064002,6.02446802,7.07915156
1.17513333,0.76317587,-1.00894349,3.02212962,-12.03863371,1.32203275,1.55356475,2.99534082,3.51992484,3.9834935,4.68113599,5.02610397,5.90634232,6.02407622,7.07909277
1.1752,0.76310861,-1.00874204,3.02132718,-12.03460069,1.32188528,1.55347958,2.99514351,3.51989265,3.98321663,4.68107619,5.0257696,5.90628444,6.02368448,7.079034
1.17526667,0.76304137,-1.00854065,3.02052501,-12.03056929,1.32173783,1.55339442,2.99494623,3.51986047,3.9829398,4.68101639,5.02543527,5.90622656,6.02329277,7.07897522
1.17533333,0.76297414,-1.00833931,3.01972311,-12.02653951,1.32159041,1.55330926,2.99474898,3.5198283,3.98266301,4.68095659,5.02510098,5.90616868,6.02290112,7.07891645
1.1754,0.76290692,-1.00813802,3.01892147,-12.02251134,1.321443,1.55322411,2.99455175,3.51979613,3.98238625,4.68089679,5.02476673,5.90611081,6.02250952,7.07885769
1.17546667,0.76283972,-1.00793678,3.0181201,-12.0184848,1.32129562,1.55313896,2.99435456,3.51976397,3.98210952,4.680837,5.02443252,5.90605295,6.02211796,7.07879893
1.17553333,0.76277253,-1.0077356,3.01731901,-12.01445987,1.32114826,1.55305381,2.99415739,3.51973182,3.98183283,4.68077722,5.02409836,5.90599509,6.02172645,7.07874017
1.1756,0.76270536,-1.00753447,3.01651818,-12.01043655,1.32100091,1.55296867,2.99396026,3.51969968,3.98155617,4.68071743,5.02376423,5.90593723,6.02133499,7.07868141
1.17566667,0.7626382,-1.0073334,3.01571761,-12.00641485,1.32085359,1.55288354,2.99376315,3.51966755,3.98127955,4.68065765,5.02343015,5.90587938,6.02094358,7.07862266
1.17573333,0.76257105,-1.00713238,3.01491732,-12.00239477,1.32070629,1.55279841,2.99356607,3.51963542,3.98100296,4.68059788,5.02309611,5.90582153,6.02055221,7.07856392
1.1758,0.76250391,-1.00693141,3.0141173,-11.9983763,1.32055901,1.55271329,2.99336902,3.5196033,3.9807264,4.6805381,5.02276211,5.90576368,6.02016089,7.07850518
1.17586667,0.76243679,-1.0067305,3.01331754,-11.99435944,1.32041175,1.55262817,2.993172,3.51957119,3.98044988,4.68047833,5.02242815,5.90570584,6.01976962,7.07844644
1.17593333,0.76236968,-1.00652964,3.01251805,-11.99034419,1.32026451,1.55254305,2.99297501,3.51953908,3.9801734,4.68041857,5.02209423,5.90564801,6.0193784,7.07838771
1.176,0.76230259,-1.00632883,3.01171882,-11.98633055,1.3201173,1.55245794,2.99277805,3.51950699,3.97989695,4.68035881,5.02176035,5.90559017,6.01898723,7.07832898
1.17606667,0.7622355,-1.00612807,3.01091987,-11.98231852,1.3199701,1.55237283,2.99258111,3.5194749,3.97962053,4.68029905,5.02142652,5.90553235,6.0185961,7.07827025
1.17613333,0.76216843,-1.00592737,3.01012118,-11.97830811,1.31982292,1.55228773,2.99238421,3.51944281,3.97934415,4.6802393,5.02109272,5.90547452,6.01820502,7.07821153
1.1762,0.76210138,-1.00572672,3.00932276,-11.9742993,1.31967577,1.55220264,2.99218733,3.51941074,3.9790678,4.68017954,5.02075897,5.9054167,6.01781399,7.07815281
1.17626667,0.76203434,-1.00552613,3.00852461,-11.9702921,1.31952863,1.55211755,2.99199049,3.51937867,3.97879149,4.6801198,5.02042526,5.90535889,6.01742301,7.0780941
1.17633333,0.76196731,-1.00532559,3.00772672,-11.9662865,1.31938152,1.55203246,2.99179367,3.51934662,3.97851521,4.68006005,5.02009159,5.90530108,6.01703207,7.07803539
1.1764,0.76190029,-1.0051251,3.0069291,-11.96228252,1.31923443,1.55194738,2.99159688,3.51931457,3.97823896,4.68000031,5.01975796,5.90524327,6.01664118,7.07797669
1.17646667,0.76183329,-1.00492466,3.00613175,-11.95828013,1.31908735,1.5518623,2.99140011,3.51928252,3.97796275,4.67994058,5.01942438,5.90518546,6.01625034,7.07791799
1.17653333,0.7617663,-1.00472428,3.00533467,-11.95427936,1.3189403,1.55177723,2.99120338,3.51925049,3.97768658,4.67988085,5.01909083,5.90512767,6.01585955,7.07785929
1.1766,0.76169933,-1.00452395,3.00453785,-11.95028019,1.31879327,1.55169216,2.99100668,3.51921846,3.97741043,4.67982112,5.01875733,5.90506987,6.0154688,7.0778006
1.17666667,0.76163237,-1.00432368,3.0037413,-11.94628262,1.31864626,1.5516071,2.99081,3.51918644,3.97713433,4.67976139,5.01842386,5.90501208,6.01507811,7.07774191
1.17673333,0.76156542,-1.00412345,3.00294501,-11.94228665,1.31849927,1.55152205,2.99061336,3.51915442,3.97685825,4.67970167,5.01809044,5.90495429,6.01468746,7.07768322
1.1768,0.76149848,-1.00392328,3.00214899,-11.93829229,1.31835231,1.55143699,2.99041674,3.51912242,3.97658222,4.67964195,5.01775706,5.90489651,6.01429686,7.07762454
1.17686667,0.76143156,-1.00372317,3.00135324,-11.93429952,1.31820536,1.55135195,2.99022015,3.51909042,3.97630621,4.67958224,5.01742372,5.90483873,6.0139063,7.07756586
1.17693333,0.76136466,-1.0035231,3.00055775,-11.93030836,1.31805843,1.5512669,2.99002359,3.51905843,3.97603024,4.67952253,5.01709043,5.90478096,6.0135158,7.07750719
1.177,0.76129776,-1.00332309,2.99976253,-11.9263188,1.31791152,1.55118186,2.98982706,3.51902645,3.97575431,4.67946282,5.01675717,5.90472319,6.01312534,7.07744852
1.17706667,0.76123088,-1.00312313,2.99896758,-11.92233084,1.31776464,1.55109683,2.98963056,3.51899448,3.97547841,4.67940312,5.01642395,5.90466542,6.01273493,7.07738986
1.17713333,0.76116401,-1.00292323,2.99817289,-11.91834447,1.31761777,1.5510118,2.98943408,3.51896251,3.97520254,4.67934342,5.01609078,5.90460766,6.01234456,7.0773312
1.1772,0.76109716,-1.00272338,2.99737846,-11.9143597,1.31747093,1.55092678,2.98923764,3.51893055,3.97492671,4.67928372,5.01575765,5.9045499,6.01195425,7.07727254
1.17726667,0.76103031,-1.00252358,2.9965843,-11.91037653,1.31732411,1.55084176,2.98904122,3.5188986,3.97465091,4.67922403,5.01542456,5.90449215,6.01156398,7.07721389
1.17733333,0.76096349,-1.00232383,2.99579041,-11.90639496,1.3171773,1.55075675,2.98884484,3.51886665,3.97437515,4.67916434,5.01509151,5.9044344,6.01117376,7.07715524
1.1774,0.76089667,-1.00212414,2.99499679,-11.90241498,1.31703052,1.55067174,2.98864848,3.51883472,3.97409942,4.67910465,5.0147585,5.90437665,6.01078358,7.07709659
1.17746667,0.76082987,-1.0019245,2.99420342,-11.89843659,1.31688376,1.55058673,2.98845215,3.51880279,3.97382372,4.67904497,5.01442553,5.90431891,6.01039346,7.07703795
1.17753333,0.76076308,-1.00172491,2.99341033,-11.8944598,1.31673702,1.55050173,2.98825585,3.51877087,3.97354806,4.67898529,5.0140926,5.90426118,6.01000338,7.07697932
1.1776,0.76069631,-1.00152538,2.9926175,-11.8904846,1.3165903,1.55041674,2.98805957,3.51873895,3.97327243,4.67892562,5.01375972,5.90420344,6.00961335,7.07692068
1.17766667,0.76062954,-1.0013259,2.99182493,-11.88651099,1.3164436,1.55033175,2.98786333,3.51870705,3.97299684,4.67886595,5.01342687,5.90414571,6.00922337,7.07686205
1.17773333,0.7605628,-1.00112647,2.99103263,-11.88253898,1.31629692,1.55024676,2.98766711,3.51867515,3.97272128,4.67880628,5.01309407,5.90408799,6.00883343,7.07680343
1.1778,0.76049606,-1.00092709,2.99024059,-11.87856856,1.31615027,1.55016178,2.98747093,3.51864326,3.97244576,4.67874662,5.01276131,5.90403027,6.00844355,7.07674481
1.17786667,0.76042934,-1.00072777,2.98944882,-11.87459972,1.31600363,1.55007681,2.98727477,3.51861137,3.97217027,4.67868696,5.01242859,5.90397255,6.00805371,7.07668619
1.17793333,0.76036263,-1.0005285,2.98865731,-11.87063248,1.31585701,1.54999184,2.98707864,3.5185795,3.97189482,4.6786273,5.01209591,5.90391484,6.00766391,7.07662758
1.178,0.76029593,-1.00032928,2.98786607,-11.86666682,1.31571042,1.54990687,2.98688254,3.51854763,3.9716194,4.67856765,5.01176327,5.90385713,6.00727417,7.07656897
1.17806667,0.76022925,-1.00013012,2.98707509,-11.86270275,1.31556384,1.54982191,2.98668647,3.51851577,3.97134401,4.678508,5.01143067,5.90379943,6.00688447,7.07651037
1.17813333,0.76016258,-0.99993101,2.98628437,-11.85874027,1.31541729,1.54973696,2.98649042,3.51848392,3.97106866,4.67844835,5.01109812,5.90374173,6.00649482,7.07645177
1.1782,0.76009593,-0.99973195,2.98549392,-11.85477938,1.31527076,1.549652,2.98629441,3.51845207,3.97079334,4.67838871,5.0107656,5.90368403,6.00610522,7.07639317
1.17826667,0.76002929,-0.99953294,2.98470374,-11.85082007,1.31512424,1.54956706,2.98609842,3.51842024,3.97051805,4.67832907,5.01043313,5.90362634,6.00571566,7.07633458
1.17833333,0.75996266,-0.99933399,2.98391381,-11.84686235,1.31497775,1.54948212,2.98590247,3.51838841,3.9702428,4.67826944,5.0101007,5.90356865,6.00532616,7.07627599
1.1784,0.75989604,-0.99913508,2.98312415,-11.84290621,1.31483128,1.54939718,2.98570654,3.51835658,3.96996759,4.67820981,5.0097683,5.90351097,6.0049367,7.0762174
1.17846667,0.75982944,-0.99893624,2.98233476,-11.83895165,1.31468483,1.54931225,2.98551064,3.51832477,3.96969241,4.67815018,5.00943595,5.90345329,6.00454729,7.07615882
1.17853333,0.75976285,-0.99873744,2.98154563,-11.83499868,1.3145384,1.54922732,2.98531477,3.51829296,3.96941726,4.67809056,5.00910364,5.90339562,6.00415792,7.07610025
1.1786,0.75969627,-0.9985387,2.98075676,-11.83104729,1.31439199,1.5491424,2.98511892,3.51826116,3.96914215,4.67803094,5.00877138,5.90333794,6.0037686,7.07604168
1.17866667,0.75962971,-0.99834001,2.97996815,-11.82709748,1.3142456,1.54905748,2.98492311,3.51822937,3.96886707,4.67797132,5.00843915,5.90328028,6.00337933,7.07598311
1.17873333,0.75956316,-0.99814137,2.97917981,-11.82314925,1.31409923,1.54897257,2.98472732,3.51819759,3.96859202,4.67791171,5.00810696,5.90322261,6.00299011,7.07592454
1.1788,0.75949663,-0.99794278,2.97839173,-11.8192026,1.31395288,1.54888766,2.98453157,3.51816581,3.96831701,4.6778521,5.00777482,5.90316496,6.00260093,7.07586598
1.17886667,0.7594301,-0.99774425,2.97760392,-11.81525753,1.31380656,1.54880275,2.98433584,3.51813404,3.96804204,4.67779249,5.00744271,5.9031073,6.00221181,7.07580743
1.17893333,0.75936359,-0.99754577,2.97681637,-11.81131403,1.31366025,1.54871786,2.98414014,3.51810228,3.9677671,4.67773289,5.00711065,5.90304965,6.00182273,7.07574887
1.179,0.7592971,-0.99734734,2.97602908,-11.80737212,1.31351396,1.54863296,2.98394447,3.51807053,3.96749219,4.67767329,5.00677863,5.90299201,6.00143369,7.07569033
1.17906667,0.75923061,-0.99714896,2.97524205,-11.80343178,1.3133677,1.54854807,2.98374883,3.51803878,3.96721732,4.6776137,5.00644665,5.90293436,6.00104471,7.07563178
1.17913333,0.75916414,-0.99695064,2.97445529,-11.79949302,1.31322145,1.54846319,2.98355321,3.51800704,3.96694248,4.6775541,5.00611471,5.90287673,6.00065577,7.07557324
1.1792,0.75909769,-0.99675237,2.97366878,-11.79555583,1.31307523,1.54837831,2.98335763,3.51797531,3.96666767,4.67749452,5.00578281,5.90281909,6.00026688,7.0755147
1.17926667,0.75903124,-0.99655415,2.97288255,-11.79162022,1.31292903,1.54829344,2.98316207,3.51794359,3.9663929,4.67743493,5.00545095,5.90276146,5.99987804,7.07545617
1.17933333,0.75896481,-0.99635599,2.97209657,-11.78768618,1.31278284,1.54820857,2.98296654,3.51791187,3.96611816,4.67737535,5.00511914,5.90270384,5.99948924,7.07539764
1.1794,0.7588984,-0.99615787,2.97131085,-11.78375372,1.31263668,1.5481237,2.98277104,3.51788017,3.96584346,4.67731578,5.00478736,5.90264621,5.99910049,7.07533912
1.17946667,0.75883199,-0.99595981,2.9705254,-11.77982282,1.31249054,1.54803884,2.98257557,3.51784847,3.96556879,4.6772562,5.00445563,5.9025886,5.99871179,7.0752806
1.17953333,0.7587656,-0.9957618,2.96974021,-11.7758935,1.31234442,1.54795399,2.98238013,3.51781677,3.96529416,4.67719663,5.00412393,5.90253098,5.99832314,7.07522208
1.1796,0.75869922,-0.99556385,2.96895528,-11.77196575,1.31219832,1.54786914,2.98218471,3.51778509,3.96501955,4.67713707,5.00379228,5.90247337,5.99793453,7.07516357
1.17966667,0.75863286,-0.99536594,2.96817062,-11.76803957,1.31205224,1.54778429,2.98198933,3.51775341,3.96474499,4.6770775,5.00346067,5.90241577,5.99754597,7.07510506
1.17973333,0.75856651,-0.99516809,2.96738621,-11.76411496,1.31190618,1.54769945,2.98179397,3.51772174,3.96447046,4.67701795,5.0031291,5.90235817,5.99715746,7.07504656
1.1798,0.75850017,-0.99497029,2.96660207,-11.76019192,1.31176014,1.54761461,2.98159864,3.51769008,3.96419596,4.67695839,5.00279757,5.90230057,5.99676899,7.07498806
1.17986667,0.75843385,-0.99477254,2.96581818,-11.75627045,1.31161412,1.54752978,2.98140334,3.51765843,3.96392149,4.67689884,5.00246608,5.90224298,5.99638058,7.07492956
1.17993333,0.75836753,-0.99457485,2.96503456,-11.75235054,1.31146812,1.54744495,2.98120807,3.51762678,3.96364706,4.67683929,5.00213463,5.90218539,5.99599221,7.07487107
1.18,0.75830124,-0.9943772,2.9642512,-11.7484322,1.31132215,1.54736013,2.98101283,3.51759514,3.96337267,4.67677975,5.00180323,5.90212781,5.99560388,7.07481258
