R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT,A5,R5,A6,R6
1.17153333,0.99034357,-9e-08,0.00033732,-9.03275579,9e-08,1e-07,3879.60312096,4545.08437631,26777.95379923,31371.26547425,5.12130313,5.99977733,4.9798304,5.83403731
1.1716,0.99034357,-8e-08,-0.00026476,-9.02967234,9e-08,1e-07,-3132.15874857,-3669.63718983,-34105.081814,-39957.51385328,5.12135167,6.00017562,4.97847467,5.83278092
1.17166667,0.99034357,-1.2e-07,-0.00086664,-9.02658991,1.2e-07,1.4e-07,-7089.39243686,-8306.40480518,-10415.66794959,-12203.69094761,5.12140069,6.00057448,4.9771192,5.83152466
1.17173333,0.99034357,-2e-07,-0.00146831,-9.0235085,2e-07,2.4e-07,-7338.72032536,-8599.02322923,-6145.52455211,-7200.91596853,5.1214502,6.00097391,4.975764,5.83026854
1.1718,0.99034357,-3.2e-07,-0.00206977,-9.02042811,3.2e-07,3.8e-07,-6508.43446796,-7626.58350956,-4358.17853941,-5106.91361248,5.12150018,6.00137391,4.97440907,5.82901254
1.17186667,0.99034357,-4.8e-07,-0.00267103,-9.01734875,4.8e-07,5.6e-07,-5610.91926197,-6575.24925246,-3375.98254639,-3956.20141337,5.12155064,6.00177448,4.9730544,5.82775669
1.17193333,0.99034357,-6.7e-07,-0.00327208,-9.01427041,6.8e-07,8e-07,-4853.67013561,-5688.17782092,-2754.90239823,-3228.56195057,5.12160158,6.00217561,4.97170001,5.82650097
1.172,0.99034357,-9.1e-07,-0.00387293,-9.01119308,9.2e-07,1.08e-06,-4245.17199004,-4975.34157232,-2326.71078912,-2726.90504485,5.121653,6.00257732,4.97034589,5.82524538
1.17206667,0.99034357,-1.19e-06,-0.00447358,-9.00811678,1.2e-06,1.41e-06,-3757.62557358,-4404.18768061,-2013.62782558,-2360.10605343,5.12170491,6.0029796,4.96899203,5.82398993
1.17213333,0.99034357,-1.51e-06,-0.00507401,-9.00504149,1.52e-06,1.79e-06,-3362.97648645,-3941.85683899,-1774.73706572,-2080.22847263,5.12175729,6.00338245,4.96763845,5.82273461
1.1722,0.99034357,-1.87e-06,-0.00567425,-9.00196723,1.89e-06,2.21e-06,-3039.12993929,-3562.46811483,-1586.4599395,-1859.64834108,5.12181016,6.00378586,4.96628513,5.82147943
1.17226667,0.99034357,-2.27e-06,-0.00627428,-8.99889398,2.29e-06,2.68e-06,-2769.673809,-3246.79628384,-1434.25199856,-1681.32580951,5.1218635,6.00418985,4.96493208,5.82022439
1.17233333,0.99034357,-2.7e-06,-0.0068741,-8.99582175,2.73e-06,3.2e-06,-2542.54580997,-2980.71120456,-1308.65436195,-1534.17913032,5.12191733,6.00459441,4.96357931,5.81896948
1.1724,0.99034357,-3.18e-06,-0.00747372,-8.99275053,3.21e-06,3.77e-06,-2348.82970382,-2753.76794475,-1203.24964232,-1410.68988066,5.12197163,6.00499954,4.9622268,5.81771471
1.17246667,0.99034357,-3.7e-06,-0.00807313,-8.98968033,3.74e-06,4.38e-06,-2181.85710877,-2558.15473146,-1113.53041971,-1305.57729943,5.12202642,6.00540524,4.96087457,5.81646007
1.17253333,0.99034357,-4.26e-06,-0.00867234,-8.98661115,4.3e-06,5.04e-06,-2036.5721769,-2387.94876316,-1036.23788561,-1215.02346215,5.12208169,6.00581152,4.95952261,5.81520557
1.1726,0.99034357,-4.86e-06,-0.00927135,-8.98354298,4.9e-06,5.75e-06,-1909.08794911,-2238.59652912,-968.95749423,-1136.19955773,5.12213744,6.00621836,4.95817091,5.81395121
1.17266667,0.99034357,-5.49e-06,-0.00987015,-8.98047582,5.55e-06,6.51e-06,-1796.37572299,-2106.54993116,-909.86218821,-1066.96505937,5.12219367,6.00662578,4.95681949,5.81269699
1.17273333,0.99034357,-6.17e-06,-0.01046875,-8.97740968,6.23e-06,7.31e-06,-1696.04553442,-1989.00913307,-857.54396523,-1005.67039283,5.12225038,6.00703377,4.95546834,5.81144291
1.1728,0.99034357,-6.89e-06,-0.01106714,-8.97434455,6.96e-06,8.16e-06,-1606.18915908,-1883.73864577,-810.90025006,-951.02381327,5.12230758,6.00744233,4.95411747,5.81018897
1.17286667,0.99034357,-7.65e-06,-0.01166532,-8.97128043,7.72e-06,9.06e-06,-1525.26636923,-1788.93408225,-769.0553373,-901.99936994,5.12236525,6.00785146,4.95276686,5.80893516
1.17293333,0.99034357,-8.45e-06,-0.01226331,-8.96821732,8.53e-06,1e-05,-1452.02145088,-1703.12436046,-731.30489429,-857.77188734,5.12242341,6.00826117,4.95141653,5.80768149
1.173,0.99034357,-9.28e-06,-0.01286109,-8.96515523,9.37e-06,1.1e-05,-1385.42115274,-1625.09901216,-697.07599503,-817.67014217,5.12248205,6.00867144,4.95006647,5.80642797
1.17306667,0.99034357,-1.016e-05,-0.01345866,-8.96209414,1.026e-05,1.204e-05,-1324.608005,-1553.85349707,-665.89784037,-781.14255995,5.12254117,6.0090823,4.94871668,5.80517458
1.17313333,0.99034357,-1.108e-05,-0.01405603,-8.95903407,1.119e-05,1.312e-05,-1268.8647983,-1488.54759037,-637.37997304,-747.73169237,5.12260077,6.00949372,4.94736716,5.80392133
1.1732,0.99034357,-1.203e-05,-0.0146532,-8.955975,1.215e-05,1.426e-05,-1217.5872627,-1428.4733766,-611.19584095,-717.0549606,5.12266086,6.00990572,4.94601792,5.80266823
1.17326667,0.99034357,-1.303e-05,-0.01525016,-8.95291695,1.316e-05,1.544e-05,-1170.26284134,-1373.03038298,-587.07023712,-688.78994021,5.12272142,6.01031829,4.94466895,5.80141526
1.17333333,0.99034357,-1.407e-05,-0.01584692,-8.9498599,1.421e-05,1.667e-05,-1126.45404252,-1321.70607656,-564.76958987,-662.66298545,5.12278247,6.01073143,4.94332026,5.80016243
1.1734,0.99034356,-1.514e-05,-0.01644348,-8.94680385,1.529e-05,1.794e-05,-1085.78526699,-1274.06043229,-544.09437612,-638.44034094,5.122844,6.01114515,4.94197183,5.79890975
1.17346667,0.99034356,-1.626e-05,-0.01703983,-8.94374882,1.642e-05,1.927e-05,-1047.9322981,-1229.71362075,-524.87313533,-615.92112854,5.12290602,6.01155945,4.94062369,5.79765721
1.17353333,0.99034356,-1.742e-05,-0.01763598,-8.94069479,1.759e-05,2.064e-05,-1012.61385131,-1188.33610831,-506.9577034,-594.93176353,5.12296851,6.01197431,4.93927581,5.79640481
1.1736,0.99034356,-1.861e-05,-0.01823192,-8.93764177,1.879e-05,2.206e-05,-979.58472971,-1149.64063878,-490.21938601,-575.32147142,5.12303149,6.01238976,4.93792821,5.79515255
1.17366667,0.99034356,-1.985e-05,-0.01882766,-8.93458975,2.004e-05,2.352e-05,-948.6302423,-1113.37569438,-474.54586229,-556.95866038,5.12309495,6.01280577,4.93658089,5.79390044
1.17373333,0.99034356,-2.112e-05,-0.0194232,-8.93153873,2.133e-05,2.503e-05,-919.5616226,-1079.3201285,-459.83866115,-539.72796455,5.12315889,6.01322237,4.93523384,5.79264846
1.1738,0.99034356,-2.244e-05,-0.02001854,-8.92848872,2.266e-05,2.659e-05,-892.21224545,-1047.27873371,-446.01109039,-523.5278179,5.12322332,6.01363953,4.93388706,5.79139664
1.17386667,0.99034356,-2.379e-05,-0.02061367,-8.92543971,2.402e-05,2.82e-05,-866.43448495,-1017.07856073,-432.98652667,-508.26845077,5.12328823,6.01405728,4.93254056,5.79014495
1.17393333,0.99034355,-2.519e-05,-0.02120859,-8.92239171,2.543e-05,2.985e-05,-842.09709082,-988.56584482,-420.69699492,-493.87022557,5.12335362,6.01447559,4.93119434,5.78889341
1.174,0.99034355,-2.662e-05,-0.02180332,-8.9193447,2.688e-05,3.156e-05,-819.08298638,-961.60342602,-409.08198172,-480.26224654,5.1234195,6.01489449,4.92984839,5.78764201
1.17406667,0.99034355,-2.809e-05,-0.02239784,-8.9162987,2.837e-05,3.33e-05,-797.28741138,-936.06857345,-398.08743879,-467.38119231,5.12348585,6.01531396,4.92850272,5.78639076
1.17413333,0.99034355,-2.961e-05,-0.02299216,-8.9132537,2.989e-05,3.51e-05,-776.61634852,-911.85114201,-387.66494205,-455.17033063,5.12355269,6.015734,4.92715732,5.78513965
1.1742,0.99034355,-3.116e-05,-0.02358627,-8.9102097,3.146e-05,3.694e-05,-756.98518459,-888.85200375,-377.77097861,-443.57868308,5.12362002,6.01615463,4.9258122,5.78388869
1.17426667,0.99034354,-3.275e-05,-0.02418019,-8.9071667,3.307e-05,3.883e-05,-738.3175663,-866.98170752,-368.36633954,-432.56031365,5.12368783,6.01657583,4.92446736,5.78263787
1.17433333,0.99034354,-3.438e-05,-0.0247739,-8.90412469,3.472e-05,4.077e-05,-720.54441889,-846.15932924,-359.41560061,-422.07372031,5.12375612,6.0169976,4.92312279,5.7813872
1.1744,0.99034354,-3.605e-05,-0.0253674,-8.90108369,3.641e-05,4.275e-05,-703.60310099,-826.3114818,-350.88667632,-412.08131267,5.12382489,6.01741995,4.9217785,5.78013667
1.17446667,0.99034354,-3.776e-05,-0.02596071,-8.89804368,3.813e-05,4.479e-05,-687.43667438,-807.3714595,-342.75043568,-402.54896169,5.12389415,6.01784288,4.92043449,5.77888629
1.17453333,0.99034353,-3.951e-05,-0.02655381,-8.89500467,3.99e-05,4.686e-05,-671.99327072,-789.27849624,-334.98036976,-393.44561029,5.12396389,6.01826639,4.91909076,5.77763606
1.1746,0.99034353,-4.131e-05,-0.02714671,-8.89196665,4.171e-05,4.899e-05,-657.2255407,-771.9771201,-327.55230316,-384.74293529,5.12403412,6.01869048,4.9177473,5.77638598
1.17466667,0.99034353,-4.313e-05,-0.0277394,-8.88892964,4.356e-05,5.116e-05,-643.0901733,-755.41659024,-320.4441428,-376.41505307,5.12410483,6.01911514,4.91640412,5.77513604
1.17473333,0.99034353,-4.5e-05,-0.0283319,-8.88589361,4.544e-05,5.338e-05,-629.54747509,-739.5504039,-313.63565842,-368.43826246,5.12417602,6.01954038,4.91506122,5.77388625
1.1748,0.99034352,-4.691e-05,-0.02892419,-8.88285859,4.737e-05,5.565e-05,-616.56100089,-724.33586384,-307.10829031,-360.79081945,5.1242477,6.0199662,4.91371859,5.7726366
1.17486667,0.99034352,-4.886e-05,-0.02951628,-8.87982455,4.934e-05,5.796e-05,-604.09722872,-709.73369745,-300.84498036,-353.45273926,5.12431986,6.0203926,4.91237625,5.77138711
1.17493333,0.99034352,-5.085e-05,-0.03010817,-8.87679151,5.134e-05,6.033e-05,-592.12527297,-695.70772073,-294.83002322,-346.40562194,5.12439251,6.02081957,4.91103418,5.77013776
1.175,0.99034351,-5.287e-05,-0.03069985,-8.87375946,5.339e-05,6.273e-05,-580.61663063,-682.22454099,-289.04893478,-339.63249837,5.12446564,6.02124713,4.9096924,5.76888856
1.17506667,0.99034351,-5.494e-05,-0.03129133,-8.87072841,5.548e-05,6.519e-05,-569.5449562,-669.2532932,-283.48833578,-333.11769377,5.12453926,6.02167526,4.90835089,5.76763952
1.17513333,0.99034351,-5.705e-05,-0.03188262,-8.86769834,5.76e-05,6.769e-05,-558.88586166,-656.76540557,-278.13584838,-326.84670663,5.12461336,6.02210398,4.90700966,5.76639062
1.1752,0.9903435,-5.919e-05,-0.03247369,-8.86466927,5.977e-05,7.024e-05,-548.61673823,-644.73439077,-272.98000422,-320.80610096,5.12468794,6.02253327,4.90566871,5.76514187
1.17526667,0.9903435,-6.138e-05,-0.03306457,-8.86164119,6.198e-05,7.284e-05,-538.71659724,-633.13565951,-268.01016238,-314.98341017,5.12476301,6.02296314,4.90432804,5.76389327
1.17533333,0.99034349,-6.36e-05,-0.03365525,-8.85861409,6.422e-05,7.548e-05,-529.16592773,-621.94635372,-263.21643609,-309.36705122,5.12483857,6.02339359,4.90298765,5.76264482
1.1754,0.99034349,-6.586e-05,-0.03424572,-8.85558799,6.651e-05,7.817e-05,-519.94656883,-611.14519701,-258.58962707,-303.94624766,5.12491461,6.02382463,4.90164754,5.76139652
1.17546667,0.99034348,-6.817e-05,-0.03483599,-8.85256288,6.883e-05,8.091e-05,-511.04159513,-600.71236036,-254.12116665,-298.71096069,5.12499113,6.02425624,4.90030771,5.76014837
1.17553333,0.99034348,-7.051e-05,-0.03542606,-8.84953875,7.12e-05,8.369e-05,-502.43521346,-590.62934126,-249.80306275,-293.65182703,5.12506814,6.02468843,4.89896817,5.75890038
1.1756,0.99034348,-7.289e-05,-0.03601593,-8.84651561,7.36e-05,8.653e-05,-494.11266987,-580.8788547,-245.62785226,-288.76010312,5.12514563,6.02512121,4.8976289,5.75765253
1.17566667,0.99034347,-7.531e-05,-0.0366056,-8.84349346,7.605e-05,8.94e-05,-486.0601657,-571.4447348,-241.58855792,-284.0276146,5.12522361,6.02555456,4.89628991,5.75640484
1.17573333,0.99034347,-7.777e-05,-0.03719506,-8.84047229,7.853e-05,9.233e-05,-478.26478146,-562.31184573,-237.67864947,-279.4467108,5.12530208,6.0259885,4.89495121,5.7551573
1.1758,0.99034346,-8.027e-05,-0.03778433,-8.83745211,8.105e-05,9.53e-05,-470.71440811,-553.46600105,-233.89200837,-275.01022344,5.12538103,6.02642301,4.89361278,5.75390991
1.17586667,0.99034345,-8.281e-05,-0.03837339,-8.83443292,8.362e-05,9.832e-05,-463.39768443,-544.89389053,-230.2228959,-270.71142919,5.12546046,6.02685811,4.89227464,5.75266268
1.17593333,0.99034345,-8.539e-05,-0.03896225,-8.83141471,8.622e-05,0.00010139,-456.30394031,-536.58301354,-226.66592411,-266.54401569,5.12554039,6.02729379,4.89093678,5.75141559
1.176,0.99034344,-8.8e-05,-0.03955091,-8.82839748,8.886e-05,0.0001045,-449.42314499,-528.52161851,-223.21602943,-262.50205061,5.12562079,6.02773005,4.88959921,5.75016867
1.17606667,0.99034344,-9.066e-05,-0.04013937,-8.82538124,9.154e-05,0.00010766,-442.74585996,-520.69864771,-219.86844862,-258.57995347,5.12570169,6.0281669,4.88826191,5.74892189
1.17613333,0.99034343,-9.336e-05,-0.04072763,-8.82236598,9.427e-05,0.00011087,-436.26319588,-513.10368678,-216.61869684,-254.77246998,5.12578307,6.02860432,4.8869249,5.74767527
1.1762,0.99034342,-9.609e-05,-0.04131569,-8.8193517,9.703e-05,0.00011412,-429.96677326,-505.72691871,-213.46254759,-251.07464847,5.12586493,6.02904233,4.88558817,5.7464288
1.17626667,0.99034342,-9.886e-05,-0.04190354,-8.8163384,9.983e-05,0.00011742,-423.84868647,-498.55908161,-210.39601436,-247.48181849,5.12594728,6.02948092,4.88425172,5.74518249
1.17633333,0.99034341,-0.00010168,-0.0424912,-8.81332609,0.00010267,0.00012077,-417.90147073,-491.59143007,-207.41533388,-243.98957108,5.12603012,6.0299201,4.88291556,5.74393634
1.1764,0.9903434,-0.00010453,-0.04307865,-8.81031475,0.00010555,0.00012417,-412.11807181,-484.81569968,-204.51695065,-240.59374074,5.12611345,6.03035986,4.88157968,5.74269033
1.17646667,0.9903434,-0.00010742,-0.04366591,-8.8073044,0.00010847,0.00012761,-406.49181823,-478.22407442,-201.69750285,-237.29038885,5.12619726,6.0308002,4.88024408,5.74144449
1.17653333,0.99034339,-0.00011035,-0.04425296,-8.80429502,0.00011143,0.0001311,-401.01639565,-471.8091567,-198.95380929,-234.07578842,5.12628155,6.03124112,4.87890877,5.7401988
1.1766,0.99034338,-0.00011332,-0.04483981,-8.80128663,0.00011443,0.00013463,-395.68582333,-465.56393974,-196.28285746,-230.94641009,5.12636634,6.03168263,4.87757374,5.73895326
1.17666667,0.99034338,-0.00011633,-0.04542647,-8.79827921,0.00011746,0.00013822,-390.49443238,-459.4817821,-193.6817925,-227.89890917,5.12645161,6.03212472,4.876239,5.73770789
1.17673333,0.99034337,-0.00011938,-0.04601292,-8.79527277,0.00012054,0.00014185,-385.43684569,-453.55638422,-191.14790699,-224.93011376,5.12653736,6.0325674,4.87490454,5.73646267
1.1768,0.99034336,-0.00012247,-0.04659917,-8.7922673,0.00012366,0.00014552,-380.50795947,-447.78176671,-188.6786316,-222.03701367,5.12662361,6.03301066,4.87357036,5.7352176
1.17686667,0.99034335,-0.00012559,-0.04718522,-8.78926281,0.00012682,0.00014925,-375.70292606,-442.15225024,-186.27152636,-219.21675032,5.12671034,6.03345451,4.87223647,5.7339727
1.17693333,0.99034334,-0.00012876,-0.04777107,-8.7862593,0.00013001,0.00015302,-371.01713807,-436.66243703,-183.92427262,-216.46660726,5.12679756,6.03389894,4.87090287,5.73272795
1.177,0.99034333,-0.00013196,-0.04835672,-8.78325676,0.00013325,0.00015683,-366.44621373,-431.30719356,-181.63466564,-213.78400146,5.12688526,6.03434395,4.86956955,5.73148336
1.17706667,0.99034332,-0.0001352,-0.04894217,-8.7802552,0.00013652,0.0001607,-361.98598322,-426.08163465,-179.40060762,-211.16647521,5.12697345,6.03478955,4.86823651,5.73023893
1.17713333,0.99034332,-0.00013849,-0.04952742,-8.77725461,0.00013984,0.00016461,-357.63247601,-420.98110859,-177.22010136,-208.61168865,5.12706213,6.03523574,4.86690377,5.72899465
1.1772,0.99034331,-0.00014181,-0.05011247,-8.774255,0.00014319,0.00016856,-353.38190913,-416.00118343,-175.09124425,-206.11741273,5.1271513,6.03568251,4.8655713,5.72775054
1.17726667,0.9903433,-0.00014517,-0.05069732,-8.77125635,0.00014658,0.00017257,-349.23067621,-411.13763408,-173.01222275,-203.68152277,5.12724095,6.03612987,4.86423913,5.72650658
1.17733333,0.99034329,-0.00014857,-0.05128197,-8.76825868,0.00015002,0.00017662,-345.17533729,-406.38643044,-170.98130726,-201.30199242,5.1273311,6.03657781,4.86290724,5.72526279
1.1774,0.99034328,-0.00015201,-0.05186642,-8.76526199,0.00015349,0.00018072,-341.21260938,-401.74372628,-168.99684729,-198.976888,5.12742173,6.03702634,4.86157564,5.72401915
1.17746667,0.99034327,-0.00015548,-0.05245067,-8.76226626,0.000157,0.00018486,-337.33935755,-397.20584887,-167.057267,-196.70436332,5.12751284,6.03747546,4.86024432,5.72277568
1.17753333,0.99034326,-0.000159,-0.05303473,-8.7592715,0.00016055,0.00018905,-333.55258674,-392.7692893,-165.16106102,-194.48265472,5.12760445,6.03792516,4.85891329,5.72153236
1.1776,0.99034325,-0.00016255,-0.05361858,-8.75627771,0.00016414,0.00019329,-329.84943399,-388.43069347,-163.30679057,-192.31007658,5.12769654,6.03837545,4.85758255,5.72028921
1.17766667,0.99034323,-0.00016615,-0.05420223,-8.7532849,0.00016777,0.00019758,-326.22716131,-384.18685364,-161.49307981,-190.18501699,5.12778912,6.03882632,4.85625209,5.71904622
1.17773333,0.99034322,-0.00016978,-0.05478568,-8.75029305,0.00017144,0.00020191,-322.68314887,-380.03470053,-159.71861243,-188.10593381,5.12788219,6.03927779,4.85492193,5.71780339
1.1778,0.99034321,-0.00017345,-0.05536893,-8.74730217,0.00017514,0.00020629,-319.21488874,-375.97129596,-157.98212846,-186.0713509,5.12797575,6.03972984,4.85359205,5.71656072
1.17786667,0.9903432,-0.00017716,-0.05595199,-8.74431225,0.00017889,0.00021071,-315.81997897,-371.99382589,-156.28242131,-184.07985465,5.1280698,6.04018248,4.85226246,5.71531821
1.17793333,0.99034319,-0.00018091,-0.05653484,-8.74132331,0.00018268,0.00021518,-312.49611803,-368.09959397,-154.61833496,-182.1300907,5.12816433,6.04063571,4.85093316,5.71407586
1.178,0.99034318,-0.0001847,-0.0571175,-8.73833533,0.0001865,0.0002197,-309.24109968,-364.28601542,-152.98876133,-180.22076085,5.12825936,6.04108952,4.84960414,5.71283368
1.17806667,0.99034316,-0.00018853,-0.05769995,-8.73534831,0.00019037,0.00022427,-306.052808,-360.55061135,-151.39263783,-178.3506202,5.12835487,6.04154392,4.84827542,5.71159166
1.17813333,0.99034315,-0.0001924,-0.05828221,-8.73236226,0.00019427,0.00022888,-302.92921292,-356.89100338,-149.82894504,-176.51847445,5.12845087,6.04199892,4.84694698,5.7103498
1.1782,0.99034314,-0.0001963,-0.05886427,-8.72937718,0.00019821,0.00023354,-299.86836582,-353.30490861,-148.29670456,-174.72317732,5.12854736,6.0424545,4.84561884,5.70910811
1.17826667,0.99034312,-0.00020024,-0.05944613,-8.72639306,0.0002022,0.00023824,-296.86839554,-349.79013485,-146.79497696,-172.96362818,5.12864434,6.04291067,4.84429098,5.70786658
1.17833333,0.99034311,-0.00020423,-0.06002779,-8.72340991,0.00020622,0.00024299,-293.92750455,-346.3445762,-145.32285982,-171.23876982,5.1287418,6.04336743,4.84296341,5.70662522
1.1784,0.9903431,-0.00020825,-0.06060925,-8.72042771,0.00021028,0.00024779,-291.04396539,-342.96620882,-143.879486,-169.5475863,5.12883976,6.04382478,4.84163613,5.70538402
1.17846667,0.99034308,-0.00021231,-0.06119051,-8.71744648,0.00021438,0.00025264,-288.21611725,-339.65308698,-142.46402186,-167.88910096,5.12893821,6.04428271,4.84030914,5.70414298
1.17853333,0.99034307,-0.00021641,-0.06177158,-8.71446621,0.00021852,0.00025753,-285.44236283,-336.40333934,-141.07566571,-166.26237456,5.12903714,6.04474124,4.83898245,5.70290211
1.1786,0.99034305,-0.00022054,-0.06235244,-8.71148691,0.00022269,0.00026247,-282.72116528,-333.2151654,-139.71364625,-164.66650347,5.12913657,6.04520036,4.83765604,5.70166141
1.17866667,0.99034304,-0.00022472,-0.06293311,-8.70850856,0.00022691,0.00026745,-280.05104545,-330.08683223,-138.37722119,-163.10061804,5.12923648,6.04566007,4.83632992,5.70042087
1.17873333,0.99034302,-0.00022894,-0.06351358,-8.70553117,0.00023117,0.00027248,-277.43057911,-327.01667128,-137.06567586,-161.56388099,5.12933689,6.04612037,4.8350041,5.6991805
1.1788,0.99034301,-0.00023319,-0.06409385,-8.70255474,0.00023546,0.00027756,-274.8583945,-324.00307544,-135.77832196,-160.05548592,5.12943778,6.04658126,4.83367856,5.69794029
1.17886667,0.99034299,-0.00023748,-0.06467392,-8.69957928,0.0002398,0.00028269,-272.33316992,-321.04449625,-134.51449633,-158.57465591,5.12953916,6.04704274,4.83235332,5.69670025
1.17893333,0.99034298,-0.00024181,-0.06525379,-8.69660477,0.00024417,0.00028786,-269.85363144,-318.13944123,-133.27355986,-157.12064217,5.12964104,6.04750481,4.83102837,5.69546038
1.179,0.99034296,-0.00024618,-0.06583346,-8.69363121,0.00024858,0.00029308,-267.41855079,-315.28647139,-132.05489635,-155.6927228,5.1297434,6.04796747,4.82970371,5.69422067
1.17906667,0.99034294,-0.00025059,-0.06641294,-8.69065862,0.00025303,0.00029834,-265.02674333,-312.48419883,-130.85791154,-154.29020157,5.12984625,6.04843072,4.82837934,5.69298113
1.17913333,0.99034293,-0.00025504,-0.06699222,-8.68768698,0.00025752,0.00030365,-262.67706611,-309.73128455,-129.68203212,-152.91240681,5.1299496,6.04889457,4.82705526,5.69174176
1.1792,0.99034291,-0.00025952,-0.0675713,-8.6847163,0.00026205,0.00030901,-260.36841607,-307.02643623,-128.5267048,-151.55869031,5.13005343,6.04935901,4.82573148,5.69050256
1.17926667,0.99034289,-0.00026405,-0.06815018,-8.68174657,0.00026662,0.00031442,-258.09972833,-304.3684063,-127.3913955,-150.22842633,5.13015776,6.04982404,4.82440799,5.68926352
1.17933333,0.99034288,-0.00026861,-0.06872886,-8.6787778,0.00027123,0.00031987,-255.86997452,-301.75598995,-126.27558845,-148.92101065,5.13026257,6.05028966,4.82308479,5.68802466
