Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
20180117,20180420,93,92,OP2018_1.txt,55320,55320,2701,314,296,296,292,156,156,152,152,2802.56,2792.73154601686,0.0175306828571429,0.01393792,20180117,1,1,0,0,0.00312499551199529,1.00097296894685,1,1,Success,11.3552241
20180214,20180518,93,92,OP2018_2.txt,58726,58726,3193,355,344,344,343,179,179,175,175,2698.63,2688.28611041461,0.0190142991428571,0.01523629,20180214,1,1,0,0,0.00233173033466602,1.0009122595377,1,1,Success,11.3577045
20180321,20180615,86,85,OP2018_3.txt,65078,65078,3264,494,457,457,433,237,237,229,229,2711.93,2701.3841539874,0.021810728,0.01673103,20180321,1,1,0,0,0.00254328349538226,1.0008834910052,1,1,Success,11.3565995
20180418,20180720,93,92,OP2018_4.txt,67200,67200,3171,482,474,474,471,250,250,242,242,2708.64,2697.51379868029,0.0224880064285714,0.0163303,20180418,1,1,0,0,0.00262759819344624,1.00160298084216,1,1,Success,11.3682478
20180516,20180817,93,92,OP2018_5.txt,65266,65266,3004,468,455,455,435,240,240,232,232,2722.46,2711.27297133464,0.0221392262857143,0.01633624,20180516,1,1,0,0,0.00294700162134151,1.00147723021163,1,1,Success,12.3452984
20180620,20180921,93,92,OP2018_6.txt,64080,64080,3224,477,456,456,453,241,241,233,233,2767.32,2755.0475982367,0.0232153935714286,0.01763356,20180620,1,1,0,0,0.00295842380547196,1.00145940439353,1,1,Success,11.4118201
20180718,20181019,93,92,OP2018_7.txt,66226,66226,3226,467,456,456,456,241,241,233,233,2815.62,2803.28090820629,0.0234699245714286,0.01742479,20180718,1,1,0,0,0.0031118128345179,1.00162667153515,1,1,Success,11.4247422
20180822,20181116,86,85,OP2018_8.txt,71027,71027,3088,463,448,448,440,238,238,230,230,2861.82,2849.7571158195,0.0230310714285714,0.01813843,20180822,1,1,0,0,0.00306693067736571,1.0011480942832,1,1,Success,11.4860899
20180919,20181221,93,92,OP2018_9.txt,58464,58464,3203,504,462,462,447,245,245,237,237,2907.95,2895.01399367884,0.024169505,0.0176883,20180919,1,1,0,0,0.00292173671493743,1.00183391104756,1,1,Success,10.9334319
20181017,20190118,93,92,OP2018_10.txt,74938,74938,3247,529,509,509,491,267,267,259,259,2809.21,2796.89010247522,0.0254368971428571,0.01743741,20181017,1,1,0,0,0.00233234555912408,1.00192444809885,1,1,Success,11.6491867
20181121,20190215,86,85,OP2018_11.txt,68283,68283,3179,493,485,485,462,255,255,247,247,2649.93,2639.63321917828,0.0264289094285714,0.01671807,20181121,1,1,0,0,0.00197386908837415,1.00215196535038,1,1,Success,13.5358398
20181219,20190315,86,85,OP2018_12.txt,63034,63034,3324,531,511,511,497,262,262,254,254,2506.96,2497.35080378512,0.0269501514285714,0.01649101,20181219,1,1,0,0,0.00176379797508812,1.00241731730395,1,1,Success,13.7204388
