Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
20050119,20050617,149,148,OP2005_1.txt,10511,10511,539,68,58,58,46,26,26,24,24,1184.63,1177.62807193567,0.0296929874285714,0.01462018,20050119,1,1,0,0,0.00470507522276411,1.00567409120983,1,1,Success,9.0748914
20050216,20050916,212,211,OP2005_2.txt,9573,9573,504,68,60,60,52,28,28,26,26,1210.34,1198.53329189662,0.0323510674285714,0.01695738,20050216,1,1,0,0,0.00453291298811615,1.00872443740175,1,1,Success,8.8892462
20050316,20050916,184,183,OP2005_3.txt,11417,11417,536,68,61,61,57,29,29,27,27,1188.07,1178.11657466075,0.034151768,0.01678023,20050316,1,1,0,0,0.0041007683967632,1.00828862821164,1,1,Success,8.8647478
20050420,20050916,149,148,OP2005_4.txt,11424,11424,552,72,61,61,56,27,27,25,25,1137.5,1129.67853713777,0.0337821417142857,0.0170163,20050420,1,1,0,0,0.0042411984937187,1.00654983442644,1,1,Success,8.8990577
20050518,20051216,212,211,OP2005_5.txt,11761,11761,593,75,66,66,61,32,32,29,29,1185.56,1173.6570703646,0.0361448865714286,0.01745541,20050518,1,1,0,0,0.00379875985520526,1.01062506353541,1,1,Success,8.8965077
20050615,20051216,184,183,OP2005_6.txt,11706,11706,585,78,67,67,60,30,30,28,28,1206.58,1195.9935686761,0.0372287257142857,0.01757711,20050615,1,1,0,0,0.00418809679967699,1.00946002743539,1,1,Success,8.8670923
20050720,20051216,149,148,OP2005_7.txt,10351,10351,480,70,58,58,52,29,29,27,27,1235.2,1226.43134407725,0.0390822008571429,0.01757005,20050720,1,1,0,0,0.00508565800488397,1.00837038167651,1,1,Success,8.7977138
20050817,20060317,212,211,OP2005_8.txt,12265,12265,532,50,48,48,45,25,25,24,24,1220.24,1207.57811497445,0.0417345729591837,0.01804374,20050817,1,1,0,0,0.00369173879579338,1.01362336639182,1,1,Success,8.8684881
20050921,20060317,177,176,OP2005_9.txt,11289,11289,543,54,51,51,48,27,27,25,25,1210.2,1199.36574280136,0.041699413877551,0.01864977,20050921,1,1,0,0,0.00388361510559391,1.01100090499154,1,1,Success,8.8244857
20051019,20060317,149,148,OP2005_10.txt,12177,12177,605,51,45,45,45,23,23,22,22,1195.76,1186.43291863174,0.0440195382857143,0.01931222,20051019,1,1,0,0,0.00433337026502763,1.00990745952147,1,1,Success,8.9650896
20051116,20060616,212,211,OP2005_11.txt,11783,11783,611,66,57,57,55,26,26,24,24,1231.21,1217.31310770745,0.0468273162857143,0.01963625,20051116,1,1,0,0,0.00377747003156951,1.01570909958821,1,1,Success,8.8678013
20051221,20060616,177,176,OP2005_12.txt,11716,11716,514,58,49,49,47,26,26,24,24,1262.79,1251.61026532514,0.0476369771428571,0.01844209,20051221,1,1,0,0,0.00402110624126612,1.01397874694849,1,1,Success,8.912145
