Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
20020122,20020419,87,86,OP2002_1.txt,9461,9461,462,56,50,50,44,26,26,22,22,1119.31,1116.28778417058,0.0185862403571429,0.0114751,20020122,1,1,0,0,0.00403021486220929,1.00077922895377,1,1,Success,9.6025545
20020219,20020517,87,86,OP2002_2.txt,8587,8587,437,39,34,34,34,18,18,16,16,1083.34,1080.58521193215,0.0197329917142857,0.01080614,20020219,1,1,0,0,0.00428119939105115,1.00173633565659,1,1,Success,9.1106876
20020320,20020621,93,92,OP2002_3.txt,9296,9296,464,87,68,68,62,30,30,25,25,1151.85,1148.83444520712,0.0218661164285714,0.01040029,20020320,1,1,0,0,0.00446833007076961,1.00256548910404,1,1,Success,9.4508618
20020422,20020719,88,87,OP2002_4.txt,10108,10108,445,38,36,36,35,19,19,17,17,1107.83,1105.08110938041,0.0202396137142857,0.01042311,20020422,1,1,0,0,0.00473898015417846,1.00199303021537,1,1,Success,10.3836934
20020522,20020816,86,85,OP2002_5.txt,10017,10017,452,40,38,38,36,20,20,18,18,1086.02,1083.78132388317,0.0197181825714286,0.00886085,20020522,1,1,0,0,0.00464743290253155,1.00223097512121,1,1,Success,9.1583006
20020619,20020920,93,92,OP2002_6.txt,9565,9565,536,74,67,67,66,36,36,30,30,1019.99,1017.67126384904,0.0192130510714286,0.00902931,20020619,1,1,0,0,0.00391334189188837,1.00195962120273,1,1,Success,9.1020354
20020724,20021018,86,85,OP2002_7.txt,10922,10922,517,44,36,36,36,19,19,17,17,843.42,842.387812682239,0.0181957365714286,0.00525841,20020724,1,1,0,0,0.00366751038741318,1.00340326315648,1,1,Success,10.009051
20020821,20021115,86,85,OP2002_8.txt,11736,11736,520,54,50,50,45,24,24,23,23,949.36,947.515869423893,0.0179889325714286,0.00834943,20020821,1,1,0,0,0.00387328438522089,1.00176230924546,1,1,Success,9.6933398
20020918,20021220,93,92,OP2002_9.txt,10551,10551,574,82,64,64,62,26,26,24,24,869.46,866.573710111767,0.0181679953571429,0.0131922,20020918,1,1,0,0,0.0033247341197033,1.00094620815728,1,1,Success,9.3826903
20021021,20030117,88,87,OP2002_10.txt,12086,12086,556,58,53,53,53,25,25,24,24,899.72,895.934822185744,0.0182151574285714,0.01768755,20021021,1,1,0,0,0.00336635932988423,0.999838413938976,1,1,Success,9.098475
20021120,20030221,93,92,OP2002_11.txt,10428,10428,496,49,42,42,39,23,23,21,21,914.15,910.049707442921,0.0142245821428571,0.01783521,20021120,1,1,0,0,0.00406082894043736,0.99886563667354,1,1,Success,9.0656141
20021218,20030321,93,92,OP2002_12.txt,10303,10303,510,70,54,54,49,30,30,25,25,891.12,886.636297910136,0.0139003221428571,0.02001246,20021218,1,1,0,0,0.00383764079340484,0.998111757067585,1,1,Success,9.1141722
