Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
20060130,20060421,81,80,OP2006_1.txt,11182,11182,549,43,38,38,38,21,21,19,19,1285.2,1279.85750034161,0.0478913860714286,0.01900557,20060130,1,1,0,0,0.00675965328843207,1.00604410447259,1,1,Success,11.5626291
20060215,20060616,121,120,OP2006_2.txt,10472,10472,561,57,44,44,44,23,23,21,21,1280,1271.9007012754,0.0493609045714286,0.01930753,20060215,1,1,0,0,0.00512689787631725,1.00974042518879,1,1,Success,11.4174138
20060322,20060616,86,85,OP2006_3.txt,12997,12997,540,69,52,52,49,35,35,27,27,1305.04,1299.11411484666,0.0503021162857143,0.019543,20060322,1,1,0,0,0.00662904973749295,1.00706457397031,1,1,Success,11.3149203
20060427,20060721,85,84,OP2006_4.txt,10828,10828,542,40,33,33,32,19,19,16,16,1309.72,1303.79734948933,0.0520147832142857,0.01969405,20060427,1,1,0,0,0.00693673789695821,1.00716133715068,1,1,Success,9.6350055
20060517,20060915,121,120,OP2006_5.txt,13149,13149,627,48,42,42,41,23,23,22,22,1270.32,1262.09361582313,0.052978856,0.01976139,20060517,1,1,0,0,0.00477990161997671,1.01070616043527,1,1,Success,9.582877
20060621,20060915,86,85,OP2006_6.txt,14072,14072,596,73,62,62,62,38,38,30,30,1252.2,1246.29220759265,0.0552642648571429,0.02030729,20060621,1,1,0,0,0.00620537135704836,1.00775476665417,1,1,Success,9.4414837
20060725,20061020,87,86,OP2006_7.txt,12303,12303,544,35,30,30,29,18,18,15,15,1268.88,1262.66876241648,0.0555488492857143,0.02082654,20060725,1,1,0,0,0.00617554902859116,1.00804907879535,1,1,Success,9.0674668
20060816,20061215,121,120,OP2006_8.txt,13298,13298,568,83,71,71,67,41,41,36,36,1295.43,1286.69087991414,0.0547046317142857,0.02058896,20060816,1,1,0,0,0.00490655171299952,1.01111526875883,1,1,Success,9.1385681
20060920,20061215,86,85,OP2006_9.txt,11683,11683,562,96,77,77,70,46,46,38,38,1325.18,1318.74597591984,0.0543806437142857,0.02089961,20060920,1,1,0,0,0.00661969465520265,1.00743837015286,1,1,Success,9.0235996
20061026,20070119,85,84,OP2006_10.txt,12866,12866,529,39,31,31,31,19,19,17,17,1389.08,1382.41252759283,0.0542828382857143,0.02090701,20061026,1,1,0,0,0.00738506052377188,1.00750691456186,1,1,Success,9.1192998
20061127,20070216,81,80,OP2006_11.txt,12395,12395,587,54,50,50,50,28,28,25,25,1381.9,1375.75321174826,0.0540103002857143,0.02033959,20061127,1,1,0,0,0.00596933601514115,1.00715815925611,1,1,Success,9.1792152
20061220,20070316,86,85,OP2006_12.txt,13080,13080,600,121,108,108,105,64,64,56,56,1423.53,1416.88071940483,0.0540827757142857,0.02010473,20061220,1,1,0,0,0.00651991344753474,1.00742270012072,1,1,Success,9.3423217
