Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
20200122,20200221,30,29,OP2020_1.txt,92141,92141,4359,548,388,388,378,169,169,161,161,3321.75,3317.00354675089,0.0166968421428571,0.01799731,20200122,1,1,0,0,0.00486349488875183,0.99971326157319,1,1,Success,12.2383359
20200219,20200320,30,29,OP2020_2.txt,83656,83656,4570,578,478,478,440,236,236,228,228,3386.15,3381.07887268428,0.0165901935714286,0.01886334,20200219,1,1,0,0,0.00424724605763933,0.999856962014086,1,1,Success,12.1022807
20200318,20200417,30,29,OP2020_3.txt,112144,112144,5212,629,549,549,521,309,309,301,301,2398.1,2398.1,0.00786779028571429,0,20200318,1,1,0,0,0.00101721485403686,1.00052052018629,1,1,Success,13.0192858
20200415,20200515,30,29,OP2020_4.txt,100706,100706,5095,803,721,721,668,338,338,330,330,2783.36,2783.36,0.00737266043478261,0,20200415,1,1,0,0,0.00164180460630898,1.00034334850971,1,1,Success,12.3669277
20200520,20200619,30,29,OP2020_5.txt,84917,84917,4059,733,641,641,514,313,313,305,305,2971.61,2969.59040277892,0.00166271178571429,0.00855688,20200520,1,1,0,0,0.00229042396283522,0.999120740867345,1,1,Success,11.7310797
20200617,20200717,30,29,OP2020_6.txt,102628,102628,5144,722,688,688,671,346,346,338,338,3113.49,3110.26569191581,0.00188995257142857,0.01304094,20200617,1,1,0,0,0.00183762093703742,0.999091831606341,1,1,Success,12.5493644
20200722,20200821,30,29,OP2020_7.txt,106995,106995,4848,631,584,584,584,299,299,291,291,3276.02,3271.83084696383,0.00173910785714286,0.01610469,20200722,1,1,0,0,0.00249039440171654,0.998981333145881,1,1,Success,12.7073592
20200819,20200918,30,29,OP2020_8.txt,102082,102082,5053,679,619,619,601,316,316,308,308,3374.85,3370.38393977328,0.00164444428571429,0.01666681,20200819,1,1,0,0,0.00270094177191751,0.998856459190026,1,1,Success,12.4204056
20200916,20201016,30,29,OP2020_9.txt,109360,109360,5400,719,664,664,617,332,332,324,324,3385.49,3381.16198972656,0.00149986173913043,0.0161005,20200916,1,1,0,0,0.00221979972561329,0.998852768590759,1,1,Success,12.9327772
20201021,20201120,30,29,OP2020_10.txt,107133,107133,4786,679,630,630,606,321,321,313,313,3435.56,3431.12422335145,0.00146530535714286,0.01626101,20201021,1,1,0,0,0.00185113985858054,0.998817277493111,1,1,Success,12.7354611
20201118,20201218,30,29,OP2020_11.txt,94754,94754,4870,776,712,712,694,345,345,337,337,3567.79,3563.2722953406,0.0014640725,0.01594735,20201118,1,1,0,0,0.00227486422045071,0.998915769635082,1,1,Success,12.1937126
20201216,20210115,30,29,OP2020_12.txt,110388,110388,5114,698,644,644,622,334,334,326,326,3701.17,3696.79349461948,0.00155235833333333,0.01489156,20201216,1,1,0,0,0.00239125354283128,0.999169989757896,1,1,Success,12.778931
