Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
19960117,19960621,156,155,OP1996_1.txt,4904,4904,243,41,36,36,36,25,25,20,20,606.37,599.455832133497,0.0539600420879121,0.02700544,19960117,1,1,0,0,0.00948378710229687,1.0111645183629,1,1,Success,9.0336743
19960214,19960920,219,218,OP1996_2.txt,5473,5473,265,27,26,26,26,17,17,15,15,655.58,645.837756289565,0.0503447587912088,0.02506783,19960214,1,1,0,0,0.00681466065709776,1.01347319841643,1,1,Success,8.7758691
19960320,19960920,184,183,OP1996_3.txt,6135,6135,282,35,34,34,34,21,21,19,19,649.98,642.007243833954,0.0546650160439561,0.02461657,19960320,1,1,0,0,0.00669287023507457,1.01361027972283,1,1,Success,9.3107018
19960417,19960920,156,155,OP1996_4.txt,5588,5588,264,39,38,38,38,25,25,20,20,641.61,635.002451285956,0.0554137674725275,0.02437678,19960417,1,1,0,0,0.00720293168662457,1.01285663944066,1,1,Success,8.7833298
19960522,19961220,212,211,OP1996_5.txt,6102,6102,270,31,27,27,27,16,16,14,14,678.42,669.744552319564,0.0563602104395604,0.0222636,19960522,1,1,0,0,0.00642259600175166,1.01839492561766,1,1,Success,9.6099809
19960619,19961220,184,183,OP1996_6.txt,5516,5516,292,36,33,33,33,22,22,19,19,661.96,654.992818660918,0.0578898384615385,0.0211039,19960619,1,1,0,0,0.0063568197529204,1.01815448402841,1,1,Success,10.7231569
19960717,19961220,156,155,OP1996_7.txt,6470,6470,302,45,41,41,41,25,25,21,21,634.07,628.675082292364,0.0582941183516483,0.02012162,19960717,1,1,0,0,0.00671993854760005,1.01614581111535,1,1,Success,9.0177766
19960821,19970321,212,211,OP1996_8.txt,6240,6240,261,32,32,32,32,21,21,17,17,665.07,657.067542645221,0.0572764841758242,0.02094076,19960821,1,1,0,0,0.0062136787513667,1.02075822574277,1,1,Success,8.9577901
19960918,19970321,184,183,OP1996_9.txt,6095,6095,289,44,44,44,44,29,29,23,23,681.47,674.113148669155,0.0586941697802198,0.0216492,19960918,1,1,0,0,0.00635790847898459,1.01793555859545,1,1,Success,10.0966414
19961016,19970321,156,155,OP1996_10.txt,6992,6992,306,48,46,46,46,27,27,23,23,704.41,697.290154006982,0.0562993946153846,0.02392271,19961016,1,1,0,0,0.0067308633547677,1.01259537538677,1,1,Success,8.7811144
19961120,19970620,212,211,OP1996_11.txt,6360,6360,305,34,32,32,32,21,21,17,17,743.95,733.583048721731,0.0551816404395604,0.02427512,19961120,1,1,0,0,0.00535759978732223,1.01638324122674,1,1,Success,8.839968
19961218,19970620,184,183,OP1996_12.txt,6958,6958,323,43,42,42,42,27,27,22,22,731.54,722.677723730028,0.0561859171428571,0.02431045,19961218,1,1,0,0,0.00487319463873464,1.01576015653556,1,1,Success,8.7827175
19970122,19970620,149,148,OP1997_1.txt,7820,7820,353,48,43,43,43,27,27,22,22,786.23,779.232518954707,0.056603749010989,0.02204769,19970122,1,1,0,0,0.0055006455299339,1.01301803112398,1,1,Success,8.9938171
19970219,19970919,212,211,OP1997_2.txt,7762,7762,402,50,50,50,50,30,30,25,25,812.49,802.511542633024,0.055865798021978,0.02137649,19970219,1,1,0,0,0.00398806396010627,1.01903196531142,1,1,Success,8.7765465
19970319,19970919,184,183,OP1997_3.txt,8391,8391,431,53,53,53,53,33,33,27,27,785.77,777.352154287872,0.0582509874725275,0.02148246,19970319,1,1,0,0,0.00414700648688042,1.01805305177133,1,1,Success,8.7536626
19970416,19970919,156,155,OP1997_4.txt,9046,9046,424,56,54,54,54,31,31,26,26,763.53,757.336145819969,0.0602125927472527,0.01918066,19970416,1,1,0,0,0.00518694004258029,1.01710715997008,1,1,Success,8.8050902
19970521,19971219,212,211,OP1997_5.txt,8782,8782,417,65,61,61,60,32,32,30,30,839.35,832.262032676197,0.0599052007692308,0.01466997,19970521,0.999999999999999,1,0,0,0.00357630599038736,1.02611272329812,1,1,Success,8.7660332
19970618,19971219,184,183,OP1997_6.txt,9370,9370,520,79,73,73,73,39,39,37,37,889.06,882.770393712054,0.0585773735164835,0.01416038,19970618,1,1,0,0,0.00359292032394227,1.02139962633692,1,1,Success,8.7906775
19970716,19971219,156,155,OP1997_7.txt,9998,9998,439,84,76,76,75,44,44,39,39,936.59,929.753024989407,0.058364386043956,0.01725304,19970716,1,1,0,0,0.00365506348673343,1.01566047008769,1,1,Success,8.7776906
19970820,19980320,212,211,OP1997_8.txt,9636,9636,458,50,48,48,48,27,27,25,25,939.35,928.653052310115,0.0585315261538462,0.01981196,19970820,1,0.999999999999999,0,0,0.00298173938668842,1.01756504661395,1,1,Success,8.7501545
19970917,19980320,184,183,OP1997_9.txt,9458,9458,496,50,48,48,48,27,27,25,25,943,934.052217094711,0.0581588121978022,0.01901578,19970917,1,1,0,0,0.00276353081478764,1.01803573378165,1,1,Success,8.7676391
19971022,19980320,149,148,OP1997_10.txt,9770,9770,416,54,49,49,49,28,28,25,25,968.49,961.007459261064,0.0591791114285714,0.01912794,19971022,1,1,0,0,0.00337127507802785,1.01551824632099,1,1,Success,8.7627457
19971119,19980619,212,211,OP1997_11.txt,8541,8541,460,52,52,52,52,28,28,26,26,944.59,934.745398188032,0.0585861127472527,0.01812334,19971119,1,1,0,0,0.00224280017898328,1.02232481898421,1,1,Success,8.7361613
19971217,19980619,184,183,OP1997_12.txt,9256,9256,443,51,51,51,51,28,28,26,26,965.54,956.789300075577,0.0590533634065934,0.01815891,19971217,1,1,0,0,0.00317051381379721,1.01980808193539,1,1,Success,8.7277534
19980121,19980619,149,148,OP1998_1.txt,8303,8303,416,55,55,55,55,30,30,29,29,970.81,963.064318770753,0.0561957282417582,0.01975581,19980121,1,0.999999999999999,0,0,0.00369839969419351,1.01451452559088,1,1,Success,9.0473908
19980218,19980918,212,211,OP1998_2.txt,8393,8393,453,50,50,50,50,27,27,25,25,1032.08,1018.88889593303,0.0560937269230769,0.02225197,19980218,1,1,0,0,0.00293434243182998,1.01928986382126,1,1,Success,9.031896
19980318,19980918,184,183,OP1998_3.txt,10301,10301,513,57,56,56,56,31,31,28,28,1085.52,1075.80586159177,0.0570860493406593,0.01792911,19980318,1,1,0,0,0.00327320983333696,1.01954151651625,1,1,Success,9.5680861
19980415,19980918,156,155,OP1998_4.txt,10157,10157,521,58,58,58,58,31,31,29,29,1119.32,1111.19360467026,0.0575316388571429,0.01715877,19980415,1,0.999999999999999,0,0,0.00302719495613653,1.01678703263054,1,1,Success,8.773025
19980520,19981218,212,211,OP1998_5.txt,9175,9175,459,74,73,73,71,39,39,36,36,1119.06,1109.22937622622,0.0579280784615385,0.01526345,19980520,1,1,0,0,0.00251012416383195,1.02475731135415,1,1,Success,8.7254895
19980617,19981218,184,183,OP1998_6.txt,10126,10126,520,76,74,74,71,39,39,36,36,1107.11,1098.80655092092,0.0577746159340659,0.01501562,19980617,1,1,0,0,0.00260027394677881,1.02149479095404,1,1,Success,8.8076085
19980722,19981218,149,148,OP1998_7.txt,9949,9949,456,80,74,74,73,36,36,34,34,1164.08,1157.13678852808,0.0575601531428571,0.01475391,19980722,1,1,0,0,0.00312491364944095,1.01724003642423,1,1,Success,8.8184026
19980819,19990319,212,211,OP1998_8.txt,10236,10236,501,52,51,51,49,26,26,25,25,1098.06,1088.74751062747,0.0569759793406593,0.01473324,19980819,1,1,0,0,0.002333812726898,1.02365604504499,1,1,Success,8.7608883
19980916,19990319,184,183,OP1998_9.txt,9890,9890,502,60,59,59,58,31,31,30,30,1045.48,1038.63647015577,0.0533862995604396,0.0130988,19980916,1,1,0,0,0.0022803959105215,1.02008008820761,1,1,Success,9.8155035
19981021,19990319,149,148,OP1998_10.txt,10214,10214,472,62,60,60,59,31,31,29,29,1069.92,1065.12256987633,0.048919348021978,0.01108317,19981021,1,1,0,0,0.00247646489796771,1.01546771306776,1,1,Success,8.7659172
19981118,19990618,212,211,OP1998_11.txt,9886,9886,520,61,61,61,60,33,33,31,31,1144.48,1135.84811853156,0.0497182505494506,0.01309636,19981118,1,1,0,0,0.00245162875062558,1.02084938908502,1,1,Success,8.7587093
19981216,19990618,184,183,OP1998_12.txt,10030,10030,497,61,61,61,61,33,33,31,31,1161.94,1153.97594786516,0.0501101173626374,0.01371781,19981216,1,1,0,0,0.0022379676645252,1.01791594575554,1,1,Success,8.7702904
19990120,19990618,149,148,OP1999_1.txt,8316,8316,412,63,63,63,63,34,34,32,32,1256.62,1251.11167852845,0.0500033274285714,0.01083428,19990120,1,1,0,0,0.00214453025269883,1.01539444556292,1,1,Success,9.02073
19990217,19990917,212,211,OP1999_2.txt,8749,8749,479,58,57,57,57,29,29,28,28,1224.03,1216.01694015785,0.0509785946153846,0.01136167,19990217,1,0.999999999999999,0,0,0.00175769687787861,1.02253582264842,1,1,Success,8.8359779
19990317,19990917,184,183,OP1999_3.txt,10349,10349,480,59,58,58,58,30,30,29,29,1297.82,1290.12491297911,0.0509669705494506,0.01186128,19990317,1,1,0,0,0.00196005114316644,1.01930175315069,1,1,Success,8.8065308
19990421,19990917,149,148,OP1999_4.txt,9779,9779,464,61,60,60,60,32,32,30,30,1336.12,1329.35742865858,0.0505671828571429,0.01251408,19990421,1,1,0,0,0.00224850446929707,1.01501602031045,1,1,Success,9.6746657
19990519,19991217,212,211,OP1999_5.txt,9596,9596,494,66,66,66,66,35,35,33,33,1344.23,1334.51671258059,0.0532215337362637,0.01254518,19990519,1,1,0,0,0.00171673886907669,1.02330045441917,1,1,Success,8.7830523
19990616,19991217,184,183,OP1999_6.txt,10292,10292,507,68,68,68,68,36,36,34,34,1330.41,1322.19599802504,0.0546736702197802,0.01235251,19990616,1,1,0,0,0.00198015792165988,1.02127052837461,1,1,Success,8.8002338
19990721,20000121,184,183,OP1999_7.txt,10896,10896,520,38,38,38,38,20,20,19,19,1379.29,1372.38142112363,0.0550399553846154,0.01001532,19990721,1,1,0,0,0.00203900345897887,1.02137501012066,1,1,Success,8.8441684
