Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
19960117,19960315,58,57,OP1996_1.txt,4904,4904,243,54,47,47,47,33,33,25,25,606.37,603.818147871597,0.0560627114285714,0.02700544,19960117,1,1,0,0,0.0159208213963053,1.00422040973216,1,1,Success,9.339438
19960214,19960419,65,64,OP1996_2.txt,5473,5473,265,45,44,44,44,32,32,24,24,655.58,652.704751173024,0.0530308528571429,0.02506783,19960214,1,1,0,0,0.0128299540047709,1.00441142763806,1,1,Success,8.6773548
19960320,19960517,58,57,OP1996_3.txt,6135,6135,282,44,44,44,44,32,32,24,24,649.98,647.486123014426,0.0547006088571429,0.02461657,19960320,1,1,0,0,0.0115994765059584,1.0034999488719,1,1,Success,8.5834229
19960417,19960621,65,64,OP1996_4.txt,5588,5588,264,70,62,62,62,38,38,30,30,641.61,638.873428794274,0.0552491032142857,0.02437678,19960417,1,1,0,0,0.0122197895742798,1.00521063252967,1,1,Success,9.4631197
19960522,19960719,58,57,OP1996_5.txt,6102,6102,270,44,44,44,44,31,31,24,24,678.42,676.06537760858,0.0552239111428571,0.0222636,19960522,1,1,0,0,0.0130006933000757,1.00420531177919,1,1,Success,9.305684
19960619,19960816,58,57,OP1996_6.txt,5516,5516,292,31,31,31,30,22,22,17,17,661.96,659.781984289528,0.0560109274285714,0.0211039,19960619,1,1,0,0,0.0112188680472697,1.00463521462947,1,1,Success,8.8544264
19960717,19960920,65,64,OP1996_7.txt,6470,6470,302,70,64,64,64,39,39,31,31,634.07,631.836832235783,0.0564998496428571,0.02012162,19960717,1,1,0,0,0.0106947707071798,1.0061359829921,1,1,Success,8.7294223
19960821,19961018,58,57,OP1996_8.txt,6240,6240,261,41,40,40,40,28,28,23,23,665.07,662.898639829973,0.0553772822857143,0.02094076,19960821,1,1,0,0,0.0129404066340095,1.00516387992757,1,1,Success,8.9950217
19960918,19961115,58,57,OP1996_9.txt,6095,6095,289,31,30,30,30,24,24,19,19,681.47,679.1699533015,0.0566096791428571,0.0216492,19960918,1,1,0,0,0.0121322339820837,1.00483980102097,1,1,Success,8.6970271
19961016,19961220,65,64,OP1996_10.txt,6992,6992,306,75,67,67,66,43,43,35,35,704.41,701.461423119892,0.0554195692857143,0.02392271,19961016,1,1,0,0,0.0116535160330184,1.00512723188,1,1,Success,9.2010633
19961120,19970117,58,57,OP1996_11.txt,6360,6360,305,42,41,41,41,27,27,21,21,743.95,741.135092038607,0.0549662102857143,0.02427512,19961120,1,1,0,0,0.0111838768921964,1.00405699039221,1,1,Success,8.7944924
19961218,19970221,65,64,OP1996_12.txt,6958,6958,323,36,35,35,35,22,22,17,17,731.54,728.42833460096,0.0561935628571429,0.02431045,19961218,1,1,0,0,0.00878043540926235,1.0047493369941,1,1,Success,8.7424055
19970122,19970321,58,57,OP1997_1.txt,7820,7820,353,88,77,77,77,47,47,39,39,786.23,783.527614768105,0.0556835010714286,0.02204769,19970122,1,1,0,0,0.00919573851184531,1.00472456253293,1,1,Success,9.4011888
19970219,19970418,58,57,OP1997_2.txt,7762,7762,402,46,46,46,46,31,31,23,23,812.49,809.782230311595,0.0549586974285714,0.02137649,19970219,1,1,0,0,0.00769302378375313,1.00415246032856,1,1,Success,8.8839617
19970319,19970516,58,57,OP1997_3.txt,8391,8391,431,38,38,38,37,24,24,19,19,785.77,783.138319478684,0.056606118,0.02148246,19970319,1,1,0,0,0.00745001387981908,1.00469133638571,1,1,Success,9.332367
19970416,19970620,65,64,OP1997_4.txt,9046,9046,424,81,70,70,70,41,41,34,34,763.53,760.966421263295,0.0586343014285714,0.01918066,19970416,1,1,0,0,0.008349410616179,1.00687759345566,1,1,Success,8.8190336
19970521,19970718,58,57,OP1997_5.txt,8782,8782,417,45,45,45,45,28,28,23,23,839.35,837.429311490471,0.05821125,0.01466997,19970521,1,1,0,0,0.00710400386045424,1.00618069805139,1,1,Success,8.8011373
19970618,19970815,58,57,OP1997_6.txt,9370,9370,520,51,48,48,48,29,29,24,24,889.06,887.096151998984,0.0579067317142857,0.01416038,19970618,1,1,0,0,0.00652350148928214,1.00554917449714,1,1,Success,8.8212591
19970716,19970919,65,64,OP1997_7.txt,9998,9998,439,94,82,82,79,50,50,42,42,936.59,933.760918172474,0.0577584210714286,0.01725304,19970716,1,1,0,0,0.00572064551441334,1.00680771939228,1,1,Success,8.9502965
19970820,19971017,58,57,OP1997_8.txt,9636,9636,458,49,47,47,47,28,28,23,23,939.35,936.448215143824,0.05738305,0.01981196,19970820,1,1,0,0,0.00516788507223024,1.00637445263831,1,1,Success,8.8258857
19970917,19971121,65,64,OP1997_9.txt,9458,9458,496,38,38,38,38,24,24,19,19,943,939.861015874818,0.0576524292857143,0.01901578,19970917,1,1,0,0,0.00490450374238855,1.00316294941557,1,1,Success,9.3466618
19971022,19971219,58,57,OP1997_10.txt,9770,9770,416,113,97,97,97,55,55,48,48,968.49,965.601337169884,0.0583083805714286,0.01912794,19971022,1,1,0,0,0.00583689817748889,1.00602620643871,1,1,Success,8.8875671
19971119,19980116,58,57,OP1997_11.txt,8541,8541,460,54,54,54,54,32,32,27,27,944.59,941.920381868775,0.0582083897142857,0.01812334,19971119,1,1,0,0,0.00484133998033186,1.00528955381213,1,1,Success,8.8447754
19971217,19980220,65,64,OP1997_12.txt,9256,9256,443,38,38,38,38,24,24,19,19,965.54,962.470582700525,0.0595731653571429,0.01815891,19971217,1,1,0,0,0.00573835252653614,1.00664097511784,1,1,Success,9.1385947
19980121,19980320,58,57,OP1998_1.txt,8303,8303,416,85,78,78,76,48,48,40,40,970.81,967.819517173508,0.0565948417857143,0.01975581,19980121,0.999999999999999,1,0,0,0.00636672080281488,1.00544822604287,1,1,Success,9.3118013
19980218,19980417,58,57,OP1998_2.txt,8393,8393,453,61,61,61,61,39,39,31,31,1032.08,1028.49978210797,0.0568203937142857,0.02225197,19980218,1,1,0,0,0.00614431114800857,1.00463396331452,1,1,Success,9.0534234
19980318,19980515,58,57,OP1998_3.txt,10301,10301,513,48,48,48,48,30,30,25,25,1085.52,1082.48491606307,0.0572044202857143,0.01792911,19980318,1,1,0,0,0.00661192559678572,1.0051742579193,1,1,Success,9.0179671
19980415,19980619,65,64,OP1998_4.txt,10157,10157,521,89,80,80,78,47,47,40,40,1119.32,1115.95740651202,0.0573355975,0.01715877,19980415,1,1,0,0,0.0048873934176244,1.00678859602337,1,1,Success,8.7679361
19980520,19980717,58,57,OP1998_5.txt,9175,9175,459,46,46,46,45,28,28,23,23,1119.06,1116.39577695144,0.0573743348571429,0.01526345,19980520,1,1,0,0,0.00575837321623211,1.00629308322789,1,1,Success,8.5454389
19980617,19980821,65,64,OP1998_6.txt,10126,10126,520,52,52,52,51,32,32,26,26,1107.11,1104.19895073089,0.0573667225,0.01501562,19980617,1,1,0,0,0.00507057390463229,1.00712082311485,1,1,Success,8.6431369
19980722,19980918,58,57,OP1998_7.txt,9949,9949,456,94,87,87,86,50,50,43,43,1164.08,1161.4010060676,0.0573027691428571,0.01475391,19980722,1,1,0,0,0.00561408475086656,1.0061477056763,1,1,Success,8.6146994
19980819,19981016,58,57,OP1998_8.txt,10236,10236,501,44,42,42,41,24,24,21,21,1098.06,1095.53647966982,0.0571774025714286,0.01473324,19980819,1,1,0,0,0.00509223496102298,0.999754446945689,1,1,Success,8.5771322
19980916,19981120,65,64,OP1998_9.txt,9890,9890,502,38,37,37,35,19,19,18,18,1045.48,1043.08152217948,0.0555048967857143,0.0130988,19980916,1,1,0,0,0.00405885493246627,1.00466304198117,1,1,Success,8.5543893
19981021,19981218,58,57,OP1998_10.txt,10214,10214,472,93,84,84,80,46,46,41,41,1069.92,1068.06978793607,0.0518908622857143,0.01108317,19981021,1,1,0,0,0.0040445494934249,1.00627178705079,1,1,Success,8.5740058
19981118,19990115,58,57,OP1998_11.txt,9886,9886,520,44,44,44,43,24,24,22,22,1144.48,1142.14171861092,0.0515515782857143,0.01309636,19981118,1,1,0,0,0.0046728336221038,1.00508964668172,1,1,Success,8.5361645
19981216,19990219,65,64,OP1998_12.txt,10030,10030,497,40,40,40,40,22,22,20,20,1161.94,1159.14852724963,0.0532478492857143,0.01371781,19981216,1,1,0,0,0.00381112069048963,1.00663417067064,1,1,Success,8.8804291
19990120,19990319,58,57,OP1999_1.txt,8316,8316,412,75,72,72,71,39,39,35,35,1256.62,1254.49568621082,0.0501680794285714,0.01083428,19990120,1,1,0,0,0.00349493078544525,1.00589156354565,1,1,Success,8.7872026
19990217,19990416,58,57,OP1999_2.txt,8749,8749,479,46,46,46,45,24,24,23,23,1224.03,1221.86014356918,0.0502891531428571,0.01136167,19990217,1,1,0,0,0.00347816306756404,1.00590203809892,1,1,Success,8.5709424
19990317,19990521,65,64,OP1999_3.txt,10349,10349,480,38,38,38,38,20,20,19,19,1297.82,1295.12361694872,0.0503208460714286,0.01186128,19990317,1,1,0,0,0.00366317854988995,1.00534298906094,1,1,Success,8.8114561
19990421,19990618,58,57,OP1999_4.txt,9779,9779,464,95,86,86,85,46,46,40,40,1336.12,1333.51143242608,0.0500683622857143,0.01251408,19990421,1,1,0,0,0.00371896637447699,1.00581504851282,1,1,Success,9.3218393
19990519,19990716,58,57,OP1999_5.txt,9596,9596,494,38,38,38,38,21,21,19,19,1344.23,1341.59908312924,0.0506069688571429,0.01254518,19990519,1,1,0,0,0.00377547467845645,1.00549821965705,1,1,Success,9.1950867
19990616,19990820,65,64,OP1999_6.txt,10292,10292,507,38,38,38,38,21,21,19,19,1330.41,1327.53155731893,0.0520575960714286,0.01235251,19990616,1,1,0,0,0.00390729588139197,1.00666729283229,1,1,Success,9.1122114
19990721,19990917,58,57,OP1999_7.txt,10896,10896,520,104,96,96,90,54,54,47,47,1379.29,1377.13442654463,0.0529924945714286,0.01001532,19990721,1,1,0,0,0.00410881240271445,1.00632713177825,1,1,Success,10.9505887
19990818,19991015,58,57,OP1999_8.txt,11986,11986,568,52,50,50,50,26,26,24,24,1332.84,1330.66617728905,0.0545948171428571,0.01045246,19990818,1,1,0,0,0.00420549014039504,1.00618833262733,1,1,Success,10.8709855
19990915,19991119,65,64,OP1999_9.txt,10770,10770,548,43,40,40,40,21,21,19,19,1317.97,1315.4325193395,0.0570725871428571,0.01099078,19990915,1,1,0,0,0.00387798788966935,1.00793890432542,1,1,Success,9.4826656
19991020,19991217,58,57,OP1999_10.txt,10697,10697,478,98,86,86,77,46,46,39,39,1289.43,1287.24545271829,0.0587635425714286,0.010858,19991020,1,1,0,0,0.00414707370092868,1.00750439357445,1,1,Success,9.4129138
19991117,20000121,65,64,OP1999_11.txt,10657,10657,554,60,58,58,56,35,35,29,29,1410.71,1408.23491695302,0.0584406528571429,0.01001489,19991117,1,1,0,0,0.00407110748586434,1.00818568590036,1,1,Success,9.0887519
19991222,20000218,58,57,OP1999_12.txt,10932,10932,451,50,49,49,47,27,27,25,25,1436.13,1434.11289938886,0.0618558310714286,0.0090003,19991222,1,1,0,0,0.00394088310269101,1.00798314668682,1,1,Success,9.4349866
20000119,20000317,58,57,OP2000_1.txt,10072,10072,515,92,83,83,82,46,46,39,39,1455.9,1454.13346440243,0.0602126208571429,0.0077745,20000119,1,1,0,0,0.00396291134283876,1.00800845166789,1,1,Success,9.8518032
20000216,20000420,64,63,OP2000_2.txt,9866,9866,503,44,42,42,42,23,23,20,20,1387.67,1385.49060950078,0.06141226,0.00910631,20000216,1,1,0,0,0.00374566968448721,1.00840254482662,1,1,Success,9.1061993
20000321,20000519,59,58,OP2000_3.txt,10920,10920,439,38,38,38,37,22,22,20,20,1493.87,1491.7348108922,0.062992224,0.00900117,20000321,1,1,0,0,0.00392939426274198,1.00766485639224,1,1,Success,9.1167475
20000419,20000616,58,57,OP2000_4.txt,9288,9288,489,114,95,95,87,45,45,44,44,1427.47,1425.08885998587,0.0636162645714286,0.01069051,20000419,1,1,0,0,0.00341535873325842,1.00804840539829,1,1,Success,9.2741627
