Target_Date,Target_ExDate,Target_TTM_Calendar,Final_TTM_AfterAM,Option_File,N_Loaded,N_SecID,N_TargetDate,N_TargetDateExDate,N_AfterBidFilter,N_AfterAskBidFilter,N_AfterNoArb,N_AfterOTM,N_AfterDropNaNIV,N_FinalObs,N_UniqueK,S0,S0_ADJ,RF,DY,DY_Date_Used,Mass_K,Mass_R,Neg_Ratio,Min_RND,Max_RND,EQ_R,GEV_R_Success,GEV_L_Success,Status,ElapsedSeconds
20160120,20160415,86,85,OP2016_1.txt,47177,47177,2386,274,247,247,238,126,126,121,121,1859.33,1849.58163038635,0.00576677828571429,0.02257306,20160120,1,1,0,0,0.00241310915739228,0.996259195155157,1,1,Success,11.9308075
20160217,20160520,93,92,OP2016_2.txt,51195,51195,2678,295,277,277,247,141,141,134,134,1926.82,1917.26462308452,0.00590701357142857,0.01972381,20160217,1,1,0,0,0.00258842706413619,0.996596213465659,1,1,Success,10.909154
20160316,20160617,93,92,OP2016_3.txt,56209,56209,2518,360,316,316,281,158,158,150,150,2027.22,2015.59788337725,0.00594226714285714,0.02281063,20160316,1,1,0,0,0.00345423892577184,0.995804004874772,1,1,Success,11.1980797
20160420,20160715,86,85,OP2016_4.txt,53089,53089,2412,274,252,252,250,122,122,118,118,2102.4,2091.52120392893,0.00608448114285714,0.02227745,20160420,1,1,0,0,0.00358272757805174,0.996046158209214,1,1,Success,11.0101793
20160518,20160819,93,92,OP2016_5.txt,51802,51802,2518,282,254,254,231,124,124,120,120,2047.63,2036.02345038277,0.00654921028571429,0.02255228,20160518,1,1,0,0,0.0034270732450508,0.996068253863428,1,1,Success,10.7110093
20160615,20160916,93,92,OP2016_6.txt,53308,53308,2469,339,318,318,310,163,163,155,155,2071.5,2059.7402889926,0.00599921914285714,0.02258668,20160615,1,1,0,0,0.00311421143783516,0.995864194300159,1,1,Success,11.0255132
20160720,20161021,93,92,OP2016_7.txt,49880,49880,2444,299,269,269,263,135,135,130,130,2173.02,2160.79069948969,0.00686493785714286,0.02239071,20160720,1,1,0,0,0.00355908508219391,0.995707216427118,1,1,Success,10.7533636
20160817,20161118,93,92,OP2016_8.txt,56862,56862,2531,289,255,255,251,129,129,124,124,2182.22,2170.23525616833,0.00749086571428571,0.02184895,20160817,1,1,0,0,0.00358346540232968,0.995943189923896,1,1,Success,10.9576446
20160921,20161216,86,85,OP2016_9.txt,52968,52968,2639,349,297,297,292,146,146,138,138,2163.12,2152.459550861,0.00778031885714286,0.02121491,20160921,1,1,0,0,0.00396930675097369,0.996839728956982,1,1,Success,11.8601262
20161019,20170120,93,92,OP2016_10.txt,54555,54555,2646,309,251,251,242,124,124,119,119,2144.29,2132.76631451229,0.00795133428571429,0.02137876,20161019,1,1,0,0,0.00352022961205768,0.996465763415239,1,1,Success,10.6897079
20161116,20170217,93,92,OP2016_11.txt,54025,54025,2612,278,255,255,253,133,133,128,128,2176.94,2165.75753762791,0.00830889714285714,0.02043214,20161116,1,1,0,0,0.00338603951304072,0.99673569019295,1,1,Success,10.7485077
20161221,20170317,86,85,OP2016_12.txt,52754,52754,2476,329,290,290,285,157,157,149,149,2265.18,2255.1638657005,0.00944252914285714,0.01902976,20161221,1,1,0,0,0.00352196218568402,0.997322094138124,1,1,Success,10.7706871
