R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0,0,0,0,-5.21412496,-5.68385406,-31.57746286,-34.42220736,-20.54412641,-22.39490178
1.09041832,0,0,0,0,-5.25961743,-5.73518322,-31.46348087,-34.30835607,-20.61449907,-22.47842752
1.09074884,0,0,0,0,-5.3052291,-5.78667247,-31.35180828,-34.19694841,-20.68481692,-22.56194
1.09107935,0,0,0,0,-5.35096006,-5.83832202,-31.24239921,-34.08793662,-20.75507912,-22.64543823
1.09140986,0,0,0,0,-5.39681035,-5.89013205,-31.13520908,-33.98127427,-20.82528486,-22.72892129
1.09174038,0,0,0,0,-5.44278007,-5.94210276,-31.03019452,-33.87691623,-20.89543335,-22.81238826
1.09207089,0,0,0,0,-5.48886927,-5.99423434,-30.92731337,-33.7748186,-20.96552384,-22.89583826
1.0924014,0,0,0,0,-5.53507803,-6.046527,-30.82652461,-33.6749387,-21.03555558,-22.97927041
1.09273191,0,0,0,0,-5.58140641,-6.09898092,-30.72778835,-33.57723501,-21.10552788,-23.06268389
1.09306243,0,0,0,0,-5.62785449,-6.1515963,-30.63106576,-33.48166711,-21.17544003,-23.1460779
1.09339294,0,0,0,0,-5.67442234,-6.20437333,-30.53631906,-33.38819571,-21.24529139,-23.22945164
1.09372345,0,0,0,0,-5.72111002,-6.25731221,-30.44351147,-33.29678252,-21.31508132,-23.31280436
1.09405397,0,0,0,0,-5.76791761,-6.31041314,-30.35260718,-33.2073903,-21.3848092,-23.39613534
1.09438448,0,0,0,0,-5.81484516,-6.3636763,-30.26357133,-33.11998277,-21.45447445,-23.47944387
1.09471499,0,0,0,0,-5.86189276,-6.41710189,-30.17636996,-33.03452463,-21.52407652,-23.56272928
1.09504551,0,0,0,0,-5.90906047,-6.47069011,-30.09096998,-32.95098146,-21.59361485,-23.64599091
1.09537602,0,0,0,0,-5.95634836,-6.52444115,-30.00733919,-32.86931975,-21.66308895,-23.72922813
1.09570653,0,0,0,0,-6.00375649,-6.5783552,-29.92544617,-32.78950685,-21.73249831,-23.81244036
1.09603705,0,0,0,0,-6.05128494,-6.63243246,-29.84526033,-32.71151095,-21.80184248,-23.89562701
1.09636756,0,0,0,0,-6.09893377,-6.68667312,-29.76675184,-32.63530103,-21.871121,-23.97878753
