R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0,0,0,-0,-34.69509775,-37.82070315,-18.95214373,-20.65950087,27.55157804,30.03363939
1.09041832,0,0,0,-0,-34.51440509,-37.63513975,-18.66005031,-20.34726078,28.83078913,31.43762076
1.09074884,0,0,0,-0,-34.33338209,-37.44909658,-18.36634721,-20.03307185,30.1509752,32.88714113
1.09107935,0,0,0,-0,-34.15202928,-37.2625739,-18.07101157,-19.71690756,31.51450916,34.38483017
1.09140986,0,0,0,-0,-33.97034718,-37.07557196,-17.77401998,-19.39874071,32.92395319,35.93352724
1.09174038,0,0,0,-0,-33.78833633,-36.88809101,-17.47534843,-19.07854347,34.38207796,37.53630272
1.09207089,0,0,0,-0,-33.60599727,-36.70013131,-17.17497231,-18.75628728,35.89188429,39.19648199
1.0924014,0,0,0,-0,-33.42333051,-36.51169311,-16.87286639,-18.4319429,37.4566276,40.91767251
1.09273191,0,0,0,-0,-33.2403366,-36.32277667,-16.56900479,-18.10548034,39.07984548,42.70379439
1.09306243,0,0,0,-0,-33.05701606,-36.13338223,-16.26336099,-17.77686885,40.76538896,44.55911504
1.09339294,0,0,0,-0,-32.87336942,-35.94351007,-15.95590775,-17.4460769,42.51745806,46.48828852
1.09372345,0,0,0,-0,-32.68939721,-35.75316042,-15.64661717,-17.11307217,44.34064222,48.49640036
1.09405397,0,0,0,-0,-32.50509996,-35.56233356,-15.33546058,-16.77782149,46.23996652,50.58901881
1.09438448,0,0,0,-0,-32.3204782,-35.37102973,-15.0224086,-16.44029083,48.22094471,52.7722535
1.09471499,0,0,0,-0,-32.13553246,-35.1792492,-14.70743105,-16.10044528,50.28964003,55.05282294
1.09504551,0,0,0,-0,-31.95026327,-34.98699221,-14.39049696,-15.75824903,52.4527355,57.43813229
1.09537602,0,0,0,-0,-31.76467116,-34.79425904,-14.07157453,-15.41366529,54.71761518,59.93636349
1.09570653,0,0,0,-0,-31.57875664,-34.60104993,-13.75063111,-15.06665633,57.09245863,62.55657985
1.09603705,0,0,0,-0,-31.39252026,-34.40736515,-13.42763317,-14.71718338,59.586351,65.30884808
1.09636756,0,0,0,-0,-31.20596255,-34.21320495,-13.10254626,-14.36520665,62.20941198,68.2043811
1.09669807,0,0,0,-0,-31.01908401,-34.01856961,-12.775335,-14.01068525,64.9729474,71.25570609
