R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0,-0,0,-0,0.10446511,0.11387615,7.18396083,7.83114814,5.54276945,6.04210542
1.09041832,0,-0,0,-0,0.10422089,0.11364437,7.18786031,7.83777459,5.54533762,6.04673775
1.09074884,0,-0,0,-0,0.1039771,0.1134129,7.19176506,7.84440937,5.54791034,6.05137676
1.09107935,0,-0,0,-0,0.10373374,0.11318174,7.1956751,7.85105251,5.55048763,6.05602244
1.09140986,0,-0,0,-0,0.1034908,0.11295088,7.19959044,7.85770402,5.55306949,6.06067481
1.09174038,0,-0,0,-0,0.10324829,0.11272033,7.20351109,7.8643639,5.55565593,6.06533389
1.09207089,0,-0,0,-0,0.10300621,0.11249008,7.20743705,7.87103219,5.55824694,6.06999968
1.0924014,0,-0,0,-0,0.10276455,0.11226014,7.21136833,7.87770888,5.56084254,6.07467219
1.09273191,0,-0,0,-0,0.10252332,0.11203051,7.21530495,7.88439399,5.56344273,6.07935143
1.09306243,0,-0,0,-0,0.10228252,0.11180117,7.2192469,7.89108755,5.56604752,6.08403742
1.09339294,0,-0,0,-0,0.10204213,0.11157215,7.2231942,7.89778955,5.56865691,6.08873016
1.09372345,0,-0,0,-0,0.10180218,0.11134343,7.22714685,7.90450002,5.57127091,6.09342966
1.09405397,0,-0,0,-0,0.10156264,0.11111501,7.23110487,7.91121897,5.57388953,6.09813595
1.09438448,0,-0,0,-0,0.10132353,0.1108869,7.23506826,7.91794642,5.57651276,6.10284902
1.09471499,0,-0,0,-0,0.10108484,0.11065909,7.23903703,7.92468237,5.57914062,6.10756888
1.09504551,0,-0,0,-0,0.10084657,0.11043159,7.24301119,7.93142685,5.5817731,6.11229555
1.09537602,0,-0,0,-0,0.10060873,0.11020439,7.24699074,7.93817987,5.58441023,6.11702905
1.09570653,0,-0,0,-0,0.1003713,0.10997749,7.2509757,7.94494144,5.587052,6.12176937
1.09603705,0,-0,0,-0,0.1001343,0.1097509,7.25496607,7.95171157,5.58969841,6.12651653
