R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.00583089,-0.00498883,0.03958681,-0.28183345,0.85558701,0.93266497,7.93508273,8.64993697,7.11937727,7.76074638
1.09041832,0.00582924,-0.00497577,0.03949378,-0.28113859,0.85358681,0.9307667,7.93722622,8.65489691,7.11855412,7.76220185
1.09074884,0.0058276,-0.00496273,0.03940097,-0.28044588,0.85159011,0.92887093,7.93937807,8.6598674,7.11774012,7.76366675
1.09107935,0.00582596,-0.00494972,0.03930839,-0.2797553,0.84959693,0.92697766,7.94153829,8.66484843,7.11693526,7.7651411
1.09140986,0.00582433,-0.00493674,0.03921605,-0.27906686,0.84760724,0.9250869,7.94370688,8.66984004,7.11613957,7.76662492
1.09174038,0.0058227,-0.0049238,0.03912392,-0.27838053,0.84562105,0.92319864,7.94588384,8.67484222,7.11535304,7.76811821
1.09207089,0.00582107,-0.00491088,0.03903203,-0.27769632,0.84363835,0.92131288,7.94806919,8.67985499,7.11457568,7.76962099
1.0924014,0.00581945,-0.004898,0.03894036,-0.27701422,0.84165914,0.91942962,7.95026292,8.68487836,7.11380749,7.77113328
1.09273191,0.00581784,-0.00488514,0.03884892,-0.27633422,0.83968342,0.91754887,7.95246504,8.68991235,7.11304848,7.77265509
1.09306243,0.00581622,-0.00487232,0.0387577,-0.2756563,0.83771117,0.91567061,7.95467556,8.69495698,7.11229866,7.77418644
1.09339294,0.00581462,-0.00485952,0.0386667,-0.27498047,0.8357424,0.91379484,7.95689447,8.70001225,7.11155802,7.77572734
1.09372345,0.00581301,-0.00484676,0.03857593,-0.27430672,0.83377711,0.91192158,7.95912179,8.70507817,7.11082657,7.7772778
1.09405397,0.00581141,-0.00483402,0.03848537,-0.27363503,0.83181528,0.91005081,7.96135751,8.71015477,7.11010433,7.77883784
1.09438448,0.00580982,-0.00482132,0.03839505,-0.2729654,0.82985692,0.90818253,7.96360165,8.71524205,7.10939128,7.78040748
1.09471499,0.00580823,-0.00480864,0.03830494,-0.27229783,0.82790201,0.90631675,7.9658542,8.72034003,7.10868745,7.78198673
1.09504551,0.00580664,-0.004796,0.03821505,-0.2716323,0.82595056,0.90445345,7.96811518,8.72544872,7.10799283,7.78357561
1.09537602,0.00580506,-0.00478338,0.03812538,-0.2709688,0.82400257,0.90259265,7.97038458,8.73056813,7.10730743,7.78517412
1.09570653,0.00580348,-0.00477079,0.03803593,-0.27030734,0.82205802,0.90073434,7.97266242,8.73569829,7.10663125,7.78678228
1.09603705,0.0058019,-0.00475824,0.0379467,-0.2696479,0.82011692,0.89887852,7.97494869,8.74083919,7.10596431,7.78840012
1.09636756,0.00580033,-0.00474571,0.03785769,-0.26899047,0.81817925,0.89702519,7.9772434,8.74599086,7.10530659,7.79002764
1.09669807,0.00579876,-0.00473321,0.03776889,-0.26833506,0.81624502,0.89517434,7.97954655,8.75115332,7.10465812,7.79166486
1.09702858,0.0057972,-0.00472074,0.03768031,-0.26768164,0.81431423,0.89332598,7.98185816,8.75632656,7.10401889,7.79331179
1.0973591,0.00579564,-0.0047083,0.03759195,-0.26703021,0.81238686,0.89148011,7.98417823,8.76151061,7.10338892,7.79496845
1.09768961,0.00579409,-0.00469589,0.0375038,-0.26638077,0.81046291,0.88963671,7.98650675,8.76670548,7.10276819,7.79663485
1.09802012,0.00579254,-0.00468351,0.03741586,-0.26573331,0.80854238,0.88779581,7.98884374,8.77191119,7.10215673,7.79831101
1.09835064,0.00579099,-0.00467116,0.03732814,-0.26508782,0.80662527,0.88595738,7.9911892,8.77712774,7.10155454,7.79999694
1.09868115,0.00578945,-0.00465884,0.03724063,-0.26444429,0.80471157,0.88412143,7.99354313,8.78235515,7.10096161,7.80169266
1.09901166,0.00578791,-0.00464654,0.03715333,-0.26380272,0.80280127,0.88228796,7.99590555,8.78759345,7.10037796,7.80339819
1.09934218,0.00578638,-0.00463428,0.03706625,-0.2631631,0.80089438,0.88045697,7.99827645,8.79284263,7.09980359,7.80511353
1.09967269,0.00578485,-0.00462204,0.03697938,-0.26252542,0.79899089,0.87862846,8.00065584,8.79810271,7.09923851,7.8068387
1.1000032,0.00578333,-0.00460984,0.03689271,-0.26188967,0.7970908,0.87680243,8.00304372,8.80337371,7.09868272,7.80857372
1.10033371,0.0057818,-0.00459766,0.03680626,-0.26125585,0.79519409,0.87497887,8.00544011,8.80865565,7.09813623,7.8103186
1.10066423,0.00578029,-0.00458551,0.03672002,-0.26062396,0.79330077,0.87315778,8.007845,8.81394853,7.09759903,7.81207336
1.10099474,0.00577877,-0.00457338,0.03663398,-0.25999397,0.79141084,0.87133917,8.0102584,8.81925237,7.09707115,7.81383801
1.10132525,0.00577726,-0.00456129,0.03654815,-0.2593659,0.78952428,0.86952303,8.01268032,8.82456718,7.09655258,7.81561256
1.10165577,0.00577576,-0.00454922,0.03646253,-0.25873972,0.7876411,0.86770936,8.01511075,8.82989298,7.09604332,7.81739704
1.10198628,0.00577426,-0.00453719,0.03637712,-0.25811543,0.78576129,0.86589816,8.01754972,8.83522978,7.09554339,7.81919146
1.10231679,0.00577276,-0.00452518,0.03629191,-0.25749303,0.78388484,0.86408943,8.01999721,8.8405776,7.09505278,7.82099583
1.10264731,0.00577126,-0.0045132,0.03620691,-0.25687251,0.78201176,0.86228316,8.02245324,8.84593645,7.09457151,7.82281016
1.10297782,0.00576977,-0.00450124,0.03612211,-0.25625386,0.78014204,0.86047937,8.02491782,8.85130635,7.09409958,7.82463448
1.10330833,0.00576829,-0.00448932,0.03603752,-0.25563708,0.77827567,0.85867803,8.02739094,8.8566873,7.09363699,7.82646879
1.10363884,0.00576681,-0.00447742,0.03595313,-0.25502216,0.77641266,0.85687917,8.02987261,8.86207933,7.09318375,7.82831312
1.10396936,0.00576533,-0.00446555,0.03586894,-0.25440908,0.77455299,0.85508276,8.03236284,8.86748245,7.09273987,7.83016747
1.10429987,0.00576386,-0.00445371,0.03578496,-0.25379785,0.77269666,0.85328882,8.03486164,8.87289666,7.09230534,7.83203187
