R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.52640841,-0.10111816,0.73528943,-4.21723993,0.1920907,0.20939573,7.27158642,7.92666772,5.73548288,6.25217998
1.09041832,0.52637503,-0.10087537,0.73389664,-4.21081494,0.19164163,0.20896954,7.27528104,7.93309976,5.73761306,6.25639842
1.09074884,0.52634173,-0.10063303,0.73250597,-4.20440005,0.19119334,0.20854391,7.2789813,7.93954039,5.73974851,6.26062401
1.09107935,0.52630851,-0.10039116,0.73111742,-4.19799524,0.19074584,0.20811885,7.28268721,7.94598962,5.74188923,6.26485677
1.09140986,0.52627537,-0.10014975,0.72973098,-4.19160048,0.19029913,0.20769435,7.28639877,7.95244749,5.74403522,6.26909669
1.09174038,0.52624231,-0.09990879,0.72834666,-4.18521574,0.18985321,0.20727041,7.290116,7.95891399,5.74618648,6.27334379
1.09207089,0.52620933,-0.09966829,0.72696445,-4.17884102,0.18940806,0.20684703,7.2938389,7.96538914,5.74834303,6.27759809
1.0924014,0.52617642,-0.09942825,0.72558434,-4.17247627,0.1889637,0.20642422,7.29756749,7.97187295,5.75050487,6.28185959
1.09273191,0.5261436,-0.09918866,0.72420633,-4.16612148,0.18852013,0.20600196,7.30130175,7.97836545,5.752672,6.2861283
1.09306243,0.52611086,-0.09894953,0.72283042,-4.15977663,0.18807733,0.20558027,7.30504172,7.98486664,5.75484443,6.29040423
1.09339294,0.52607819,-0.09871085,0.72145661,-4.15344169,0.18763532,0.20515913,7.30878739,7.99137653,5.75702217,6.2946874
1.09372345,0.52604561,-0.09847263,0.72008489,-4.14711664,0.18719408,0.20473856,7.31253876,7.99789515,5.75920521,6.29897781
1.09405397,0.5260131,-0.09823485,0.71871526,-4.14080145,0.18675363,0.20431855,7.31629586,8.00442251,5.76139356,6.30327548
1.09438448,0.52598067,-0.09799754,0.71734771,-4.1344961,0.18631395,0.20389909,7.32005868,8.01095861,5.76358723,6.30758042
1.09471499,0.52594832,-0.09776067,0.71598225,-4.12820057,0.18587505,0.2034802,7.32382724,8.01750348,5.76578623,6.31189263
1.09504551,0.52591605,-0.09752425,0.71461886,-4.12191483,0.18543692,0.20306187,7.32760153,8.02405713,5.76799055,6.31621213
1.09537602,0.52588385,-0.09728829,0.71325755,-4.11563887,0.18499957,0.20264409,7.33138158,8.03061957,5.77020021,6.32053893
1.09570653,0.52585174,-0.09705277,0.71189831,-4.10937266,0.18456299,0.20222688,7.33516739,8.03719082,5.7724152,6.32487304
1.09603705,0.5258197,-0.0968177,0.71054115,-4.10311617,0.18412719,0.20181022,7.33895896,8.04377089,5.77463554,6.32921447
1.09636756,0.52578774,-0.09658308,0.70918605,-4.09686938,0.18369216,0.20139412,7.3427563,8.0503598,5.77686123,6.33356324
1.09669807,0.52575586,-0.09634891,0.70783301,-4.09063227,0.1832579,0.20097858,7.34655943,8.05695755,5.77909227,6.33791934
1.09702858,0.52572405,-0.09611519,0.70648203,-4.08440482,0.18282441,0.2005636,7.35036834,8.06356418,5.78132867,6.3422828
1.0973591,0.52569232,-0.09588191,0.70513311,-4.07818701,0.18239169,0.20014918,7.35418306,8.07017968,5.78357043,6.34665363
1.09768961,0.52566067,-0.09564908,0.70378624,-4.07197881,0.18195973,0.19973531,7.35800358,8.07680408,5.78581757,6.35103183
1.09802012,0.5256291,-0.09541669,0.70244143,-4.0657802,0.18152855,0.199322,7.36182991,8.08343738,5.78807008,6.35541742
1.09835064,0.5255976,-0.09518474,0.70109866,-4.05959115,0.18109813,0.19890925,7.36566206,8.09007961,5.79032796,6.3598104
1.09868115,0.52556618,-0.09495324,0.69975793,-4.05341165,0.18066848,0.19849706,7.36950005,8.09673078,5.79259124,6.3642108
1.09901166,0.52553483,-0.09472219,0.69841924,-4.04724167,0.1802396,0.19808542,7.37334387,8.1033909,5.7948599,6.36861861
1.09934218,0.52550356,-0.09449157,0.6970826,-4.04108119,0.17981147,0.19767434,7.37719354,8.11005999,5.79713396,6.37303386
1.09967269,0.52547237,-0.0942614,0.69574798,-4.03493019,0.17938411,0.19726381,7.38104906,8.11673806,5.79941342,6.37745655
1.1000032,0.52544125,-0.09403166,0.6944154,-4.02878865,0.17895752,0.19685384,7.38491044,8.12342513,5.80169829,6.38188669
1.10033371,0.52541021,-0.09380237,0.69308485,-4.02265653,0.17853168,0.19644443,7.3887777,8.13012121,5.80398857,6.3863243
1.10066423,0.52537925,-0.09357351,0.69175632,-4.01653383,0.17810661,0.19603557,7.39265083,8.13682631,5.80628427,6.39076938
1.10099474,0.52534836,-0.0933451,0.69042981,-4.01042052,0.17768229,0.19562727,7.39652985,8.14354046,5.80858538,6.39522196
1.10132525,0.52531754,-0.09311712,0.68910533,-4.00431658,0.17725873,0.19521952,7.40041477,8.15026367,5.81089193,6.39968203
1.10165577,0.5252868,-0.09288958,0.68778285,-3.99822198,0.17683593,0.19481233,7.40430559,8.15699595,5.81320391,6.40414961
1.10198628,0.52525614,-0.09266248,0.6864624,-3.99213671,0.17641389,0.19440569,7.40820232,8.16373731,5.81552133,6.40862471
1.10231679,0.52522555,-0.09243581,0.68514395,-3.98606073,0.1759926,0.1939996,7.41210497,8.17048778,5.81784419,6.41310734
1.10264731,0.52519504,-0.09220958,0.68382751,-3.97999404,0.17557207,0.19359407,7.41601355,8.17724736,5.8201725,6.41759752
1.10297782,0.5251646,-0.09198378,0.68251307,-3.97393661,0.1751523,0.1931891,7.41992807,8.18401608,5.82250627,6.42209526
1.10330833,0.52513423,-0.09175842,0.68120063,-3.96788841,0.17473327,0.19278467,7.42384854,8.19079394,5.82484549,6.42660056
1.10363884,0.52510394,-0.09153349,0.67989019,-3.96184943,0.174315,0.1923808,7.42777496,8.19758097,5.82719018,6.43111344
1.10396936,0.52507373,-0.091309,0.67858174,-3.95581965,0.17389748,0.19197749,7.43170734,8.20437717,5.82954035,6.43563391
1.10429987,0.52504359,-0.09108493,0.67727529,-3.94979903,0.17348071,0.19157472,7.43564569,8.21118257,5.83189599,6.44016198
1.10463038,0.52501352,-0.0908613,0.67597082,-3.94378757,0.17306469,0.19117251,7.43959002,8.21799717,5.83425711,6.44469767
1.1049609,0.52498352,-0.0906381,0.67466834,-3.93778524,0.17264941,0.19077085,7.44354034,8.224821,5.83662372,6.44924098
1.10529141,0.5249536,-0.09041533,0.67336784,-3.93179202,0.17223489,0.19036974,7.44749665,8.23165407,5.83899583,6.45379193
1.10562192,0.52492376,-0.09019298,0.67206932,-3.92580788,0.17182111,0.18996919,7.45145897,8.23849639,5.84137343,6.45835052
1.10595244,0.52489398,-0.08997107,0.67077278,-3.91983282,0.17140808,0.18956919,7.4554273,8.24534798,5.84375654,6.46291677
1.10628295,0.52486428,-0.08974959,0.66947821,-3.91386679,0.1709958,0.18916973,7.45940166,8.25220886,5.84614515,6.4674907
1.10661346,0.52483466,-0.08952853,0.66818561,-3.9079098,0.17058425,0.18877083,7.46338205,8.25907904,5.84853929,6.47207231
1.10694397,0.5248051,-0.0893079,0.66689498,-3.9019618,0.17017345,0.18837248,7.46736847,8.26595854,5.85093894,6.47666161
1.10727449,0.52477562,-0.08908769,0.66560631,-3.8960228,0.1697634,0.18797468,7.47136095,8.27284736,5.85334413,6.48125862
1.107605,0.52474621,-0.08886791,0.66431961,-3.89009275,0.16935408,0.18757743,7.47535948,8.27974554,5.85575484,6.48586335
1.10793551,0.52471688,-0.08864856,0.66303486,-3.88417164,0.16894551,0.18718073,7.47936408,8.28665308,5.8581711,6.49047581
1.10826603,0.52468762,-0.08842963,0.66175207,-3.87825946,0.16853767,0.18678458,7.48337475,8.29357,5.8605929,6.495096
1.10859654,0.52465842,-0.08821112,0.66047123,-3.87235617,0.16813058,0.18638898,7.4873915,8.30049631,5.86302025,6.49972396
1.10892705,0.52462931,-0.08799304,0.65919234,-3.86646177,0.16772422,0.18599393,7.49141435,8.30743204,5.86545315,6.50435968
