R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.05703397,-0.04889895,0.38810416,-2.76443661,0.85736527,0.93460343,7.93686099,8.65187543,7.12292446,7.76461313
1.09041832,0.05701783,-0.04877083,0.3871916,-2.75761505,0.85536091,0.93270121,7.93900033,8.65683143,7.12209413,7.76606194
1.09074884,0.05700174,-0.048643,0.3862813,-2.75081459,0.85336007,0.9308015,7.94114803,8.66179797,7.12127295,7.76752019
1.09107935,0.05698568,-0.04851548,0.38537324,-2.74403512,0.85136274,0.9289043,7.9433041,8.66677508,7.12046094,7.76898789
1.09140986,0.05696967,-0.04838826,0.38446742,-2.73727658,0.84936891,0.92700961,7.94546856,8.67176275,7.11965809,7.77046506
1.09174038,0.05695369,-0.04826134,0.38356383,-2.73053889,0.8473786,0.92511743,7.94764139,8.676761,7.11886441,7.77195171
1.09207089,0.05693776,-0.04813472,0.38266246,-2.72382198,0.84539178,0.92322775,7.94982262,8.68176985,7.11807991,7.77344786
1.0924014,0.05692188,-0.04800839,0.38176331,-2.71712576,0.84340845,0.92134058,7.95201224,8.68678931,7.11730459,7.77495351
1.09273191,0.05690603,-0.04788236,0.38086637,-2.71045015,0.84142862,0.91945591,7.95421025,8.6918194,7.11653846,7.77646869
1.09306243,0.05689022,-0.04775663,0.37997163,-2.70379509,0.83945228,0.91757375,7.95641666,8.69686012,7.11578151,7.77799342
1.09339294,0.05687446,-0.04763119,0.37907909,-2.6971605,0.83747942,0.91569409,7.95863149,8.70191149,7.11503376,7.77952769
1.09372345,0.05685874,-0.04750605,0.37818873,-2.6905463,0.83551004,0.91381693,7.96085472,8.70697352,7.11429522,7.78107154
1.09405397,0.05684306,-0.0473812,0.37730056,-2.68395241,0.83354413,0.91194227,7.96308636,8.71204623,7.11356588,7.78262497
1.09438448,0.05682742,-0.04725664,0.37641457,-2.67737877,0.8315817,0.91007011,7.96532643,8.71712963,7.11284575,7.784188
1.09471499,0.05681182,-0.04713238,0.37553074,-2.67082529,0.82962273,0.90820044,7.96757492,8.72222373,7.11213484,7.78576064
1.09504551,0.05679626,-0.0470084,0.37464908,-2.6642919,0.82766723,0.90633328,7.96983184,8.72732854,7.11143315,7.78734291
1.09537602,0.05678075,-0.04688472,0.37376958,-2.65777853,0.82571518,0.90446861,7.9720972,8.73244409,7.11074069,7.78893483
1.09570653,0.05676527,-0.04676133,0.37289222,-2.6512851,0.8237666,0.90260644,7.97437099,8.73757038,7.11005746,7.7905364
1.09603705,0.05674984,-0.04663823,0.37201701,-2.64481154,0.82182146,0.90074676,7.97665323,8.74270743,7.10938346,7.79214764
1.09636756,0.05673444,-0.04651542,0.37114393,-2.63835778,0.81987976,0.89888958,7.97894391,8.74785525,7.10871871,7.79376858
1.09669807,0.05671909,-0.0463929,0.37027298,-2.63192375,0.81794152,0.89703488,7.98124305,8.75301386,7.10806321,7.79539921
1.09702858,0.05670377,-0.04627066,0.36940416,-2.62550936,0.81600671,0.89518268,7.98355064,8.75818326,7.10741696,7.79703957
1.0973591,0.0566885,-0.04614871,0.36853745,-2.61911455,0.81407533,0.89333297,7.9858667,8.76336347,7.10677997,7.79868965
1.09768961,0.05667327,-0.04602705,0.36767285,-2.61273925,0.81214738,0.89148574,7.98819122,8.76855451,7.10615224,7.80034948
1.09802012,0.05665808,-0.04590567,0.36681036,-2.60638338,0.81022286,0.88964101,7.99052422,8.77375639,7.10553378,7.80201908
1.09835064,0.05664292,-0.04578458,0.36594996,-2.60004688,0.80830177,0.88779876,7.9928657,8.77896912,7.10492459,7.80369845
1.09868115,0.05662781,-0.04566377,0.36509166,-2.59372966,0.80638409,0.885959,7.99521565,8.78419272,7.10432468,7.80538761
1.09901166,0.05661274,-0.04554324,0.36423544,-2.58743167,0.80446983,0.88412172,7.9975741,8.7894272,7.10373406,7.80708658
1.09934218,0.05659771,-0.045423,0.36338129,-2.58115283,0.80255897,0.88228693,7.99994103,8.79467258,7.10315273,7.80879537
1.09967269,0.05658271,-0.04530304,0.36252922,-2.57489307,0.80065152,0.88045461,8.00231647,8.79992886,7.10258068,7.81051399
1.1000032,0.05656776,-0.04518336,0.36167922,-2.56865232,0.79874748,0.87862478,8.0047004,8.80519607,7.10201794,7.81224247
1.10033371,0.05655285,-0.04506396,0.36083128,-2.5624305,0.79684683,0.87679743,8.00709285,8.81047421,7.10146451,7.81398082
1.10066423,0.05653797,-0.04494484,0.35998539,-2.55622756,0.79494958,0.87497256,8.0094938,8.81576331,7.10092038,7.81572904
1.10099474,0.05652314,-0.044826,0.35914154,-2.55004342,0.79305571,0.87315017,8.01190328,8.82106337,7.10038557,7.81748716
1.10132525,0.05650834,-0.04470743,0.35829974,-2.54387801,0.79116524,0.87133025,8.01432127,8.8263744,7.09986007,7.81925519
1.10165577,0.05649358,-0.04458915,0.35745997,-2.53773126,0.78927814,0.86951281,8.0167478,8.83169644,7.09934391,7.82103315
1.10198628,0.05647887,-0.04447114,0.35662223,-2.53160311,0.78739442,0.86769785,8.01918285,8.83702948,7.09883707,7.82282105
1.10231679,0.05646419,-0.04435341,0.35578651,-2.52549348,0.78551408,0.86588536,8.02162645,8.84237354,7.09833957,7.82461891
1.10264731,0.05644955,-0.04423596,0.35495281,-2.51940231,0.7836371,0.86407534,8.02407859,8.84772863,7.09785141,7.82642674
1.10297782,0.05643495,-0.04411878,0.35412112,-2.51332953,0.7817635,0.8622678,8.02653927,8.85309478,7.0973726,7.82824455
1.10330833,0.05642038,-0.04400188,0.35329143,-2.50727508,0.77989325,0.86046272,8.02900852,8.85847199,7.09690314,7.83007236
1.10363884,0.05640586,-0.04388524,0.35246374,-2.50123888,0.77802636,0.85866011,8.03148632,8.86386028,7.09644304,7.8319102
1.10396936,0.05639137,-0.04376889,0.35163805,-2.49522087,0.77616282,0.85685997,8.03397268,8.86925966,7.0959923,7.83375806
1.10429987,0.05637693,-0.0436528,0.35081434,-2.48922098,0.77430264,0.8550623,8.03646762,8.87467015,7.09555092,7.83561597
1.10463038,0.05636252,-0.04353699,0.3499926,-2.48323915,0.7724458,0.8532671,8.03897113,8.88009176,7.09511892,7.83748394
1.1049609,0.05634815,-0.04342145,0.34917285,-2.47727531,0.7705923,0.85147436,8.04148322,8.88552451,7.0946963,7.83936199
1.10529141,0.05633381,-0.04330618,0.34835506,-2.4713294,0.76874214,0.84968408,8.0440039,8.89096841,7.09428306,7.84125012
1.10562192,0.05631952,-0.04319118,0.34753923,-2.46540134,0.76689531,0.84789627,8.04653317,8.89642347,7.09387921,7.84314837
1.10595244,0.05630526,-0.04307644,0.34672536,-2.45949108,0.76505182,0.84611092,8.04907104,8.90188972,7.09348475,7.84505674
1.10628295,0.05629105,-0.04296198,0.34591344,-2.45359854,0.76321164,0.84432803,8.05161751,8.90736716,7.0930997,7.84697525
1.10661346,0.05627687,-0.04284779,0.34510347,-2.44772367,0.76137479,0.8425476,8.05417259,8.91285581,7.09272404,7.8489039
1.10694397,0.05626272,-0.04273386,0.34429543,-2.4418664,0.75954126,0.84076962,8.05673628,8.91835568,7.0923578,7.85084273
1.10727449,0.05624862,-0.0426202,0.34348933,-2.43602666,0.75771104,0.8389941,8.05930859,8.92386679,7.09200097,7.85279174
1.107605,0.05623455,-0.0425068,0.34268515,-2.43020439,0.75588413,0.83722104,8.06188953,8.92938915,7.09165356,7.85475095
1.10793551,0.05622052,-0.04239367,0.3418829,-2.42439953,0.75406053,0.83545044,8.06447909,8.93492279,7.09131558,7.85672037
1.10826603,0.05620653,-0.04228081,0.34108256,-2.41861201,0.75224023,0.83368229,8.0670773,8.9404677,7.09098703,7.85870002
1.10859654,0.05619257,-0.04216821,0.34028413,-2.41284177,0.75042322,0.83191659,8.06968415,8.94602392,7.09066791,7.86068991
