R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.27641999,-0.36131307,1.76752172,-9.17807398,1.30711627,1.42487152,4.89193963,5.33264376,5.19262302,5.66041507
1.09041832,0.27630067,-0.36072938,1.76449134,-9.1593801,1.30556825,1.42361554,4.89145446,5.33373157,5.19094648,5.66030316
1.09074884,0.27618154,-0.36014669,1.76146713,-9.14073083,1.3040216,1.42236004,4.89097126,5.33482121,5.18927132,5.66019165
1.09107935,0.2760626,-0.359565,1.75844907,-9.12212605,1.30247633,1.42110502,4.89049004,5.33591269,5.18759753,5.66008054
1.09140986,0.27594386,-0.35898431,1.75543716,-9.10356564,1.30093243,1.41985048,4.89001079,5.337006,5.18592511,5.65996981
1.09174038,0.2758253,-0.35840461,1.75243137,-9.08504947,1.2993899,1.41859641,4.88953352,5.33810116,5.18425407,5.65985949
1.09207089,0.27570694,-0.35782591,1.7494317,-9.06657743,1.29784874,1.41734283,4.88905822,5.33919816,5.1825844,5.65974955
1.0924014,0.27558877,-0.35724819,1.74643812,-9.0481494,1.29630896,1.41608972,4.8885849,5.340297,5.1809161,5.65964002
1.09273191,0.27547079,-0.35667147,1.74345063,-9.02976525,1.29477054,1.41483709,4.88811356,5.34139769,5.17924918,5.65953087
1.09306243,0.275353,-0.35609573,1.74046921,-9.01142487,1.2932335,1.41358495,4.88764419,5.34250023,5.17758362,5.65942212
1.09339294,0.2752354,-0.35552097,1.73749384,-8.99312813,1.29169782,1.41233328,4.8871768,5.34360462,5.17591943,5.65931377
1.09372345,0.27511799,-0.3549472,1.73452451,-8.97487491,1.29016351,1.41108209,4.88671139,5.34471086,5.1742566,5.65920581
1.09405397,0.27500077,-0.3543744,1.73156121,-8.95666511,1.28863057,1.40983139,4.88624796,5.34581897,5.17259514,5.65909824
1.09438448,0.27488374,-0.35380259,1.72860392,-8.93849859,1.28709899,1.40858116,4.88578651,5.34692893,5.17093505,5.65899107
1.09471499,0.2747669,-0.35323175,1.72565263,-8.92037524,1.28556878,1.40733142,4.88532704,5.34804075,5.16927632,5.65888429
1.09504551,0.27465025,-0.35266189,1.72270731,-8.90229495,1.28403994,1.40608217,4.88486954,5.34915444,5.16761894,5.6587779
1.09537602,0.27453378,-0.352093,1.71976797,-8.88425759,1.28251246,1.40483339,4.88441403,5.35027,5.16596293,5.65867191
1.09570653,0.27441751,-0.35152508,1.71683458,-8.86626305,1.28098634,1.4035851,4.8839605,5.35138742,5.16430828,5.65856631
1.09603705,0.27430142,-0.35095812,1.71390714,-8.84831121,1.27946158,1.40233729,4.88350895,5.35250672,5.16265498,5.65846111
1.09636756,0.27418551,-0.35039214,1.71098562,-8.83040196,1.27793819,1.40108997,4.88305938,5.35362789,5.16100304,5.6583563
1.09669807,0.2740698,-0.34982712,1.70807001,-8.81253517,1.27641616,1.39984314,4.8826118,5.35475094,5.15935245,5.65825188
1.09702858,0.27395427,-0.34926306,1.7051603,-8.79471074,1.27489548,1.39859679,4.88216619,5.35587587,5.15770321,5.65814786
1.0973591,0.27383892,-0.34869996,1.70225647,-8.77692854,1.27337617,1.39735092,4.88172257,5.35700267,5.15605533,5.65804422
1.09768961,0.27372377,-0.34813782,1.69935851,-8.75918847,1.27185821,1.39610554,4.88128094,5.35813137,5.1544088,5.65794099
1.09802012,0.2736088,-0.34757664,1.69646641,-8.74149041,1.27034161,1.39486065,4.88084128,5.35926195,5.15276362,5.65783814
1.09835064,0.27349401,-0.34701641,1.69358016,-8.72383424,1.26882637,1.39361625,4.88040362,5.36039442,5.15111978,5.65773569
1.09868115,0.27337941,-0.34645714,1.69069973,-8.70621985,1.26731248,1.39237234,4.87996793,5.36152878,5.14947729,5.65763363
1.09901166,0.27326499,-0.34589882,1.68782511,-8.68864712,1.26579995,1.39112891,4.87953424,5.36266503,5.14783614,5.65753196
1.09934218,0.27315076,-0.34534144,1.6849563,-8.67111595,1.26428878,1.38988597,4.87910253,5.36380318,5.14619634,5.65743068
1.09967269,0.27303671,-0.34478501,1.68209327,-8.65362622,1.26277895,1.38864353,4.8786728,5.36494324,5.14455788,5.6573298
1.1000032,0.27292285,-0.34422953,1.67923602,-8.63617781,1.26127048,1.38740157,4.87824507,5.36608519,5.14292076,5.6572293
1.10033371,0.27280917,-0.343675,1.67638453,-8.61877062,1.25976336,1.3861601,4.87781932,5.36722905,5.14128498,5.6571292
1.10066423,0.27269567,-0.3431214,1.67353879,-8.60140453,1.25825759,1.38491912,4.87739556,5.36837481,5.13965054,5.65702949
1.10099474,0.27258236,-0.34256874,1.67069878,-8.58407943,1.25675318,1.38367864,4.87697378,5.36952248,5.13801743,5.65693017
1.10132525,0.27246922,-0.34201702,1.66786448,-8.56679521,1.25525011,1.38243864,4.876554,5.37067207,5.13638566,5.65683124
1.10165577,0.27235627,-0.34146624,1.6650359,-8.54955176,1.25374839,1.38119914,4.87613621,5.37182357,5.13475522,5.6567327
1.10198628,0.27224351,-0.34091639,1.662213,-8.53234897,1.25224802,1.37996013,4.87572041,5.37297699,5.13312612,5.65663455
1.10231679,0.27213092,-0.34036747,1.65939579,-8.51518673,1.25074899,1.37872162,4.8753066,5.37413233,5.13149834,5.65653679
1.10264731,0.27201851,-0.33981949,1.65658424,-8.49806492,1.24925131,1.37748359,4.87489478,5.37528959,5.12987189,5.65643942
1.10297782,0.27190629,-0.33927243,1.65377834,-8.48098344,1.24775498,1.37624607,4.87448495,5.37644878,5.12824677,5.65634244
1.10330833,0.27179425,-0.33872629,1.65097808,-8.46394217,1.24625999,1.37500903,4.87407712,5.37760989,5.12662298,5.65624584
1.10363884,0.27168238,-0.33818109,1.64818345,-8.44694102,1.24476635,1.37377249,4.87367127,5.37877293,5.12500051,5.65614964
1.10396936,0.2715707,-0.3376368,1.64539443,-8.42997986,1.24327405,1.37253645,4.87326743,5.37993791,5.12337936,5.65605382
1.10429987,0.2714592,-0.33709344,1.64261101,-8.4130586,1.24178309,1.3713009,4.87286558,5.38110482,5.12175953,5.65595839
1.10463038,0.27134787,-0.33655099,1.63983318,-8.39617754,1.24029347,1.37006585,4.87246572,5.38227367,5.12014129,5.65586363
1.1049609,0.27123673,-0.33600946,1.63706091,-8.379337,1.23880519,1.36883129,4.87206786,5.38344446,5.11852487,5.65576983
1.10529141,0.27112576,-0.33546885,1.63429421,-8.36253686,1.23731825,1.36759724,4.87167199,5.3846172,5.11691029,5.65567698
1.10562192,0.27101497,-0.33492915,1.63153305,-8.34577702,1.23583265,1.36636367,4.87127811,5.38579187,5.11529754,5.6555851
1.10595244,0.27090436,-0.33439037,1.62877743,-8.32905736,1.23434839,1.36513061,4.87088623,5.38696849,5.11368662,5.65549418
