date_TTM_30,exdate_TTM_30,kappa_TTM_30,date_TTM_60,exdate_TTM_60,kappa_TTM_60,date_TTM_90,exdate_TTM_90,kappa_TTM_90,date_TTM_180,exdate_TTM_180,kappa_TTM_180
20080522,20080620,0.851766233488511,20080520,20080718,0.978451405442417,20080922,20081219,0.883980981298955,20230221,20230818,0.933012999491154
20080619,20080718,0.851017993918213,20080617,20080815,0.97820427578617,20081020,20090116,0.876409210443631,20230320,20230915,0.939370905681679
20080717,20080815,0.850210546183695,20080722,20080919,0.977592722955115,20081124,20090220,0.865840457488787,20230424,20231020,0.934890543095851
20080821,20080919,0.851391001076196,20080819,20081017,0.977043969340658,20081222,20090320,0.873618044760542,20230522,20231117,0.935156200078434
20080918,20081017,0.848402930318065,20080923,20081121,0.97496247406596,20090120,20090417,0.86606518794805,20230620,20231215,0.932264022641883
20081023,20081121,0.837202587881283,20081021,20081219,0.969259145898002,20090217,20090515,0.871824268121232,20230724,20240119,0.934905206102612
20081120,20081219,0.822244326158609,20081118,20090116,0.96120198434047,20090323,20090619,0.869265164001813,20230821,20240216,0.938216804338126
20081218,20090116,0.841887266748734,20081223,20090220,0.969020668236465,20090420,20090717,0.867909391320254,20230918,20240315,0.935688205643193
20090122,20090220,0.843176169986738,20090120,20090320,0.964944828041264,20090526,20090821,0.876798957083125,20231023,20240419,0.939151632690844
20090219,20090320,0.841556740215721,20090217,20090417,0.967498876669381,20090622,20090918,0.877399836242226,20231120,20240517,0.933733337747514
20090319,20090417,0.842073685277815,20090317,20090515,0.965436907985539,20090720,20091016,0.878992250451981,20231226,20240621,0.931643295946447
20090416,20090515,0.844612201220351,20090421,20090619,0.965732880192244,20090824,20091120,0.880454524269122,20240122,20240719,0.93029303825706
20090521,20090619,0.845722027927802,20090519,20090717,0.968955458110622,20090921,20091218,0.880874128065299,20240220,20240816,0.930429998744539
20090618,20090717,0.847005299615355,20090623,20090821,0.970357000444398,20091019,20100115,0.882482969926519,20240325,20240920,0.932282156930453
20090723,20090821,0.848247639935819,20090721,20090918,0.97121910203339,20091123,20100219,0.88267350134545,20240422,20241018,0.934638151608311
20090820,20090918,0.84891950150351,20090818,20091016,0.971554308385621,20091221,20100319,0.882934015839352,20240520,20241115,0.933696630221766
20090917,20091016,0.848590624912744,20090922,20091120,0.972305603822636,20100119,20100416,0.884639766028503,20240624,20241220,0.936194532795342
20091022,20091120,0.849440294246421,20091020,20091218,0.973206024244587,20100222,20100521,0.883570209438359,20240722,20250117,0.936311538775633
20091119,20091218,0.849325279088725,20091117,20100115,0.972991422077168,20100322,20100618,0.884385931185671,20240826,20250221,0.936728198745272
20091217,20100115,0.848848998822133,20091222,20100219,0.973976816254208,20100419,20100716,0.885395729743669,20240923,20250321,0.935580254544376
20100121,20100219,0.848817584442885,20100119,20100319,0.974335225937312,20100524,20100820,0.883741294989703,20241021,20250417,0.933375289322043
20100218,20100319,0.849305190509551,20100216,20100416,0.973673363039006,20100621,20100917,0.885131224721806,20241118,20250516,0.932583422220014
20100318,20100416,0.850773076306209,20100323,20100521,0.974393465877029,20100719,20101015,0.882574544331047,20241223,20250620,0.936420408602456
20100422,20100521,0.851118270751604,20100420,20100618,0.975203384585009,20100823,20101119,0.881383627654822,NaN,NaN,NaN
20100520,20100618,0.84566151669468,20100518,20100716,0.975308807062928,20100920,20101217,0.883538418504902,NaN,NaN,NaN
20100617,20100716,0.849016751328276,20100622,20100820,0.974301206199757,20101025,20110121,0.883229226462673,NaN,NaN,NaN
20100722,20100820,0.848829835200003,20100720,20100917,0.973489722144394,20101122,20110218,0.883900646820685,NaN,NaN,NaN
20100819,20100917,0.848331131190945,20100817,20101015,0.973286663952392,20101220,20110318,0.885177605485382,NaN,NaN,NaN
20100916,20101015,0.849730649968931,20100921,20101119,0.973627037698014,20110118,20110415,0.885507012289247,NaN,NaN,NaN
