target_ttm_days,first_quote_date,last_quote_date,num_months,spline_degree,num_basis_functions,num_free_theta_parameters,decreasing_sdf_constraint,distortion_applied,log_likelihood,BIC,exitflag,iterations,function_count,first_order_optimality,min_kappa,max_kappa,min_grid_points,max_grid_points,observed_min_R,observed_max_R
30,19960118,20241218,348,3,5,5,1,0,626.746463399679,-1224.23191440049,2,20,255,1.40957239079739e-05,0.822244326158609,0.856952237858142,30000,30000,0.003,3
60,19960116,20241223,348,3,5,5,1,0,520.710536220698,-1012.16006004252,2,21,160,6.93136454910093e-06,0.96120198434047,0.990063239541237,30000,30000,0.003,3
90,19960122,20241223,344,3,5,5,1,0,365.595676979883,-701.9881456729,2,14,139,5.6688514384895e-06,0.847266133379428,0.938768388280657,30000,30000,0.003,3
180,19960325,20241223,171,3,5,5,1,0,160.299668905153,-294.891020027793,2,34,210,1.77561920402427e-06,0.883094113307218,0.951016825024113,30000,30000,0.003,3
