TTM,theta
30,5.40551463634191
30,-1.26293056597568
30,-1.26293056597568
30,-1.26293056597568
30,-1.61633086280668
60,6.44468546136548
60,-1.46760799692526
60,-1.46760799692526
60,-1.46760799692526
60,-2.04188301356393
90,5.96727898359876
90,-1.34584485308398
90,-1.34584485308398
90,-1.34584485308398
90,-1.9298665504633
180,6.63469409308192
180,-1.07418788245232
180,-1.84743820168622
180,-1.84743820168622
180,-1.84743820168622
