R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.34884898,-0.05054829,0.454645,-3.36231574,0.14490022,0.15795396,8.99426987,9.80454396,7.39547495,8.0617171
1.09041832,0.3488323,-0.05039821,0.45353483,-3.35557049,0.14447691,0.15754027,8.99902617,9.81270304,7.39870517,8.06768369
1.09074884,0.34881567,-0.0502485,0.45242688,-3.3488377,0.14405458,0.15712737,9.00378953,9.82087296,7.40194231,8.07365997
1.09107935,0.34879909,-0.05009915,0.45132116,-3.34211732,0.14363325,0.15671527,9.00855995,9.82905374,7.40518639,8.07964595
1.09140986,0.34878255,-0.04995016,0.45021766,-3.33540933,0.1432129,0.15630397,9.01333745,9.83724539,7.40843741,8.08564166
1.09174038,0.34876607,-0.04980154,0.44911637,-3.3287137,0.14279354,0.15589347,9.01812203,9.84544794,7.41169537,8.09164709
1.09207089,0.34874963,-0.04965328,0.44801729,-3.3220304,0.14237516,0.15548376,9.02291371,9.85366139,7.41496029,8.09766227
1.0924014,0.34873325,-0.04950539,0.44692042,-3.31535941,0.14195776,0.15507485,9.02771248,9.86188577,7.41823216,8.10368721
1.09273191,0.34871691,-0.04935786,0.44582575,-3.30870069,0.14154134,0.15466673,9.03251837,9.87012109,7.42151099,8.10972191
1.09306243,0.34870062,-0.04921069,0.44473328,-3.30205421,0.14112589,0.15425941,9.03733137,9.87836738,7.42479678,8.1157664
1.09339294,0.34868438,-0.04906388,0.443643,-3.29541996,0.14071143,0.15385288,9.04215151,9.88662463,7.42808955,8.12182068
1.09372345,0.34866819,-0.04891743,0.44255492,-3.28879788,0.14029793,0.15344714,9.04697878,9.89489288,7.4313893,8.12788477
1.09405397,0.34865204,-0.04877134,0.44146902,-3.28218797,0.13988542,0.15304219,9.0518132,9.90317215,7.43469602,8.13395868
1.09438448,0.34863595,-0.0486256,0.44038531,-3.27559019,0.13947387,0.15263804,9.05665478,9.91146243,7.43800974,8.14004242
1.09471499,0.3486199,-0.04848023,0.43930377,-3.26900451,0.13906329,0.15223467,9.06150352,9.91976377,7.44133044,8.14613601
1.09504551,0.3486039,-0.04833521,0.43822441,-3.2624309,0.13865368,0.15183208,9.06635944,9.92807616,7.44465815,8.15223945
1.09537602,0.34858795,-0.04819055,0.43714722,-3.25586934,0.13824503,0.15143029,9.07122255,9.93639964,7.44799286,8.15835277
1.09570653,0.34857204,-0.04804625,0.43607219,-3.2493198,0.13783735,0.15102928,9.07609284,9.94473421,7.45133458,8.16447597
1.09603705,0.34855619,-0.0479023,0.43499933,-3.24278225,0.13743063,0.15062906,9.08097034,9.9530799,7.45468332,8.17060907
1.09636756,0.34854038,-0.0477587,0.43392863,-3.23625665,0.13702487,0.15022962,9.08585505,9.96143672,7.45803907,8.17675209
1.09669807,0.34852462,-0.04761546,0.43286008,-3.22974299,0.13662007,0.14983097,9.09074698,9.96980468,7.46140186,8.18290502
1.09702858,0.34850891,-0.04747257,0.43179368,-3.22324124,0.13621623,0.14943309,9.09564615,9.97818382,7.46477167,8.1890679
1.0973591,0.34849324,-0.04733003,0.43072943,-3.21675136,0.13581334,0.149036,9.10055255,9.98657413,7.46814852,8.19524072
1.09768961,0.34847762,-0.04718784,0.42966732,-3.21027334,0.13541141,0.14863969,9.10546621,9.99497565,7.47153242,8.20142351
1.09802012,0.34846205,-0.04704601,0.42860736,-3.20380714,0.13501043,0.14824416,9.11038712,10.00338839,7.47492337,8.20761628
1.09835064,0.34844652,-0.04690452,0.42754952,-3.19735273,0.13461039,0.14784941,9.11531531,10.01181237,7.47832137,8.21381903
1.09868115,0.34843104,-0.04676339,0.42649382,-3.19091009,0.13421131,0.14745544,9.12025077,10.02024759,7.48172643,8.22003179
1.09901166,0.34841561,-0.0466226,0.42544025,-3.18447919,0.13381318,0.14706224,9.12519352,10.0286941,7.48513856,8.22625457
1.09934218,0.34840022,-0.04648216,0.4243888,-3.17806001,0.13341599,0.14666982,9.13014357,10.03715189,7.48855776,8.23248737
1.09967269,0.34838488,-0.04634207,0.42333946,-3.17165251,0.13301974,0.14627818,9.13510092,10.04562099,7.49198404,8.23873023
1.1000032,0.34836959,-0.04620232,0.42229225,-3.16525668,0.13262444,0.14588731,9.1400656,10.05410142,7.4954174,8.24498313
1.10033371,0.34835434,-0.04606292,0.42124715,-3.15887247,0.13223008,0.14549721,9.1450376,10.06259319,7.49885785,8.25124611
