R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0,-0,0,0,6.57125598,7.16324605,1.83900763,2.0046798,-16.66550196,-18.16686055
1.09041832,0,-0,0,0,6.58154087,7.17663276,1.85026124,2.01755876,-16.56224946,-18.0597803
1.09074884,0,-0,0,0,6.59183975,7.19004154,1.86152744,2.03045889,-16.46000605,-17.95373245
1.09107935,0,-0,0,0,6.60215263,7.2034724,1.87280623,2.0433802,-16.35875493,-17.8486997
1.09140986,0,-0,0,0,6.61247954,7.21692539,1.88409764,2.05632274,-16.2584797,-17.7446651
1.09174038,0,-0,0,0,6.6228205,7.23040054,1.89540168,2.06928655,-16.15916428,-17.64161209
1.09207089,0,-0,0,0,6.63317551,7.24389788,1.90671839,2.08227164,-16.06079297,-17.53952446
1.0924014,0,-0,0,0,6.64354461,7.25741744,1.91804777,2.09527807,-15.96335038,-17.43838633
1.09273191,0,-0,0,0,6.6539278,7.27095927,1.92938985,2.10830587,-15.86682145,-17.33818219
1.09306243,0,-0,0,0,6.66432511,7.28452339,1.94074465,2.12135506,-15.77119146,-17.23889683
1.09339294,0,-0,0,0,6.67473656,7.29810984,1.95211219,2.13442569,-15.67644597,-17.14051537
1.09372345,0,-0,0,0,6.68516216,7.31171865,1.9634925,2.1475178,-15.58257087,-17.04302323
1.09405397,0,-0,0,0,6.69560194,7.32534986,1.97488558,2.16063141,-15.48955231,-16.94640615
1.09438448,0,-0,0,0,6.7060559,7.3390035,1.98629147,2.17376656,-15.39737676,-16.85065016
1.09471499,0,-0,0,0,6.71652408,7.35267961,1.99771018,2.18692328,-15.30603095,-16.75574157
1.09504551,0,-0,0,0,6.72700649,7.36637822,2.00914173,2.20010162,-15.21550189,-16.66166697
1.09537602,0,-0,0,0,6.73750314,7.38009937,2.02058615,2.21330161,-15.12577685,-16.56841323
1.09570653,0,-0,0,0,6.74801406,7.39384308,2.03204345,2.22652328,-15.03684336,-16.47596749
1.09603705,0,-0,0,0,6.75853927,7.40760941,2.04351366,2.23976667,-14.94868919,-16.38431713
1.09636756,0,-0,0,0,6.76907878,7.42139837,2.05499679,2.25303181,-14.86130238,-16.2934498
1.09669807,0,-0,0,0,6.77963261,7.43521,2.06649287,2.26631875,-14.77467119,-16.2033534
1.09702858,0,-0,0,0,6.79020078,7.44904435,2.07800192,2.27962751,-14.68878412,-16.11401605
1.0973591,0,-0,0,0,6.80078332,7.46290144,2.08952396,2.29295813,-14.6036299,-16.02542612
1.09768961,0,-0,0,0,6.81138023,7.47678131,2.10105901,2.30631064,-14.51919747,-15.93757221
1.09802012,0,-0,0,0,6.82199154,7.49068399,2.11260709,2.31968509,-14.43547599,-15.85044313
1.09835064,0,-0,0,0,6.83261727,7.50460953,2.12416822,2.33308151,-14.35245485,-15.76402791
1.09868115,0,-0,0,0,6.84325744,7.51855794,2.13574242,2.34649994,-14.27012361,-15.67831581
1.09901166,0,-0,0,0,6.85391206,7.53252928,2.14732972,2.35994041,-14.18847207,-15.59329628
