R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.00235007,-0.00024216,0.00111019,-0.0042535,0.10304596,0.11232915,4.58445522,4.99745875,3.83131518,4.17646997
1.09041832,0.00234999,-0.0002418,0.00110879,-0.00424727,0.10289343,0.11219688,4.58559799,5.00022008,3.83054505,4.17689652
1.09074884,0.00234991,-0.00024143,0.00110739,-0.00424112,0.10274107,0.1120647,4.5867439,5.00298558,3.82984302,4.17739682
1.09107935,0.00234983,-0.00024107,0.00110599,-0.00423505,0.1025889,0.11193263,4.58789285,5.00575515,3.82920768,4.17796943
1.09140986,0.00234975,-0.0002407,0.00110459,-0.00422906,0.1024369,0.11180065,4.58904475,5.0085287,3.82863764,4.17861288
1.09174038,0.00234967,-0.00024034,0.00110319,-0.00422316,0.10228509,0.11166877,4.5901995,5.01130613,3.82813147,4.1793257
1.09207089,0.00234959,-0.00023997,0.0011018,-0.00421733,0.10213346,0.11153698,4.59135702,5.01408734,3.82768778,4.18010639
1.0924014,0.00234951,-0.00023961,0.0011004,-0.00421158,0.10198201,0.11140529,4.59251721,5.01687224,3.82730511,4.18095346
1.09273191,0.00234943,-0.00023924,0.00109901,-0.0042059,0.10183074,0.1112737,4.59368,5.01966074,3.82698203,4.1818654
1.09306243,0.00234935,-0.00023888,0.00109762,-0.00420029,0.10167965,0.11114221,4.59484529,5.02245275,3.82671709,4.18284067
1.09339294,0.00234927,-0.00023852,0.00109623,-0.00419475,0.10152874,0.11101081,4.59601302,5.02524819,3.82650883,4.18387774
1.09372345,0.00234919,-0.00023816,0.00109485,-0.00418928,0.10137801,0.11087951,4.59718309,5.02804696,3.82635578,4.18497506
1.09405397,0.00234911,-0.00023779,0.00109347,-0.00418388,0.10122746,0.11074831,4.59835543,5.030849,3.82625646,4.18613106
1.09438448,0.00234904,-0.00023743,0.00109208,-0.00417854,0.10107709,0.1106172,4.59952996,5.0336542,3.82620938,4.18734416
1.09471499,0.00234896,-0.00023707,0.0010907,-0.00417326,0.1009269,0.11048619,4.60070661,5.03646251,3.82621304,4.18861278
1.09504551,0.00234888,-0.00023671,0.00108933,-0.00416805,0.10077689,0.11035528,4.60188532,5.03927383,3.82626593,4.18993532
1.09537602,0.0023488,-0.00023635,0.00108795,-0.00416289,0.10062706,0.11022446,4.603066,5.04208811,3.82636654,4.19131015
1.09570653,0.00234872,-0.00023599,0.00108657,-0.00415779,0.1004774,0.11009374,4.60424859,5.04490526,3.82651333,4.19273565
1.09603705,0.00234865,-0.00023563,0.0010852,-0.00415274,0.10032792,0.10996312,4.60543304,5.04772522,3.82670477,4.19421019
1.09636756,0.00234857,-0.00023528,0.00108383,-0.00414774,0.10017862,0.10983259,4.60661926,5.05054791,3.8269393,4.1957321
