R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.02663619,-0.02257822,0.1567442,-1.22812923,0.84765211,0.92401523,6.94227432,7.56768862,7.83524522,8.54110531
1.09041832,0.02662873,-0.02252648,0.15633884,-1.22480043,0.84594641,0.92243546,6.94022446,7.56774792,7.83426857,8.54263
1.09074884,0.0266213,-0.02247488,0.15593457,-1.22148195,0.84424423,0.92085842,6.93817274,7.56780384,7.83329788,8.54416056
1.09107935,0.02661388,-0.0224234,0.1555314,-1.21817376,0.84254558,0.91928409,6.93611913,7.56785635,7.83233315,8.54569696
1.09140986,0.02660647,-0.02237207,0.15512933,-1.21487583,0.84085045,0.91771247,6.93406363,7.56790543,7.83137435,8.54723921
1.09174038,0.02659909,-0.02232086,0.15472834,-1.2115881,0.83915883,0.91614357,6.93200621,7.56795107,7.83042148,8.54878729
1.09207089,0.02659172,-0.02226979,0.15432843,-1.20831054,0.83747071,0.91457738,6.92994687,7.56799324,7.82947451,8.55034119
1.0924014,0.02658437,-0.02221884,0.15392961,-1.20504311,0.83578609,0.9130139,6.92788559,7.56803193,7.82853345,8.55190092
1.09273191,0.02657703,-0.02216803,0.15353187,-1.20178578,0.83410497,0.91145312,6.92582234,7.56806711,7.82759827,8.55346645
1.09306243,0.02656971,-0.02211736,0.1531352,-1.19853851,0.83242733,0.90989504,6.92375712,7.56809876,7.82666896,8.55503778
1.09339294,0.02656241,-0.02206681,0.1527396,-1.19530125,0.83075317,0.90833965,6.9216899,7.56812688,7.82574551,8.5566149
1.09372345,0.02655513,-0.02201639,0.15234507,-1.19207397,0.82908249,0.90678697,6.91962068,7.56815143,7.8248279,8.5581978
1.09405397,0.02654786,-0.0219661,0.15195161,-1.18885664,0.82741528,0.90523697,6.91754943,7.5681724,7.82391613,8.55978648
1.09438448,0.02654061,-0.02191595,0.15155921,-1.18564921,0.82575153,0.90368966,6.91547615,7.56818977,7.82301017,8.56138091
1.09471499,0.02653337,-0.02186592,0.15116786,-1.18245165,0.82409124,0.90214504,6.91340081,7.56820352,7.82211001,8.56298111
