Simulation,LL_Null,LL_Alternative,TestStatistic,PIT_Sup_Null,PIT_Sup_Alternative,PIT_Pairwise_Delta,KS_Null,KS_Alternative,ExitFlag_Null,ExitFlag_Alternative
184,628.837047193154,629.816513186774,1.95893198723888,0.0154929577464789,0.0211267605633803,0.00845070422535212,0.0231454781998752,0.0348242092544662,2,2
185,636.879907578142,637.036132046119,0.312448935952716,0.0211267605633803,0.0295774647887324,0.0140845070422535,0.039687420069897,0.0411594023715829,2,2
186,623.605149937971,623.710542825997,0.210785776051807,0.0183098591549296,0.0183098591549296,0.00563380281690141,0.0301451771107842,0.0252069490479467,1,2
187,640.111630594157,640.219908695307,0.21655620230058,0.0295774647887324,0.0295774647887324,0.0084507042253521,0.0320599230700155,0.036605622157421,2,1
188,636.321204065787,636.358498254378,0.0745883771817262,0.0352112676056338,0.0352112676056338,0.00563380281690141,0.0347294024058009,0.0337548700060204,2,2
189,624.508541338313,627.239074236395,5.46106579616344,0.023943661971831,0.0323943661971831,0.0225352112676056,0.0515683069020179,0.0346737010460898,2,2
190,608.269612597148,609.268819258775,1.99841332325582,0.0295774647887324,0.0295774647887324,0.0140845070422535,0.0515290343682945,0.0401272562950485,2,2
191,620.970573414354,621.194496977042,0.44784712537512,0.0183098591549296,0.0267605633802817,0.00845070422535212,0.0299961061238048,0.0332376164085183,2,2
192,636.742472239882,638.60711441243,3.72928434509595,0.0295774647887324,0.0267605633802817,0.00845070422535212,0.0499152065827458,0.0305511802392472,2,2
193,621.238426939084,622.4135450318,2.35023618543255,0.0267605633802817,0.023943661971831,0.0197183098591549,0.0299478926769925,0.0313706560286308,2,2
194,631.92800052625,632.834876041624,1.81375103074879,0.0323943661971831,0.0295774647887324,0.00845070422535212,0.0271993711494635,0.0224604176148628,1,2
195,611.217832172115,611.225346848625,0.0150293530207364,0.0352112676056338,0.0352112676056338,0,0.0230829442155818,0.0227624596545627,2,2
196,609.190499270751,609.812887734226,1.24477692694973,0.0267605633802817,0.0295774647887324,0.0140845070422535,0.0422091181205325,0.0354367513085166,2,2
197,627.85495484432,628.830685204382,1.95146072012244,0.0126760563380282,0.0126760563380282,0.0112676056338028,0.0293208107710451,0.0300754397848869,2,2
198,642.567720607959,643.438016190938,1.74059116595777,0.0211267605633803,0.0211267605633803,0.0140845070422535,0.0268551990975643,0.0233720060256303,1,2
199,631.087201617204,631.467225077819,0.760046921229332,0.0267605633802817,0.0380281690140845,0.0112676056338028,0.0387730761382846,0.0455652794429171,2,2
200,628.406201616861,630.022735811127,3.23306838853068,0.023943661971831,0.0183098591549296,0.0112676056338028,0.0431532409922418,0.0330292707482154,2,2
