Experiment,Num_Bins,Model_A,Model_B,Is_Pairwise_Null_DGP,Observed_LR,Simulated_LR_PValue,PlusOne_LR_PValue,Observed_PIT_Pairwise_Delta,Simulated_PIT_Delta_PValue,PlusOne_PIT_Delta_PValue,PIT_Uniformity_Target_Model,Observed_PIT_SupUniform,Simulated_PIT_Uniformity_PValue,PlusOne_PIT_Uniformity_PValue,Successful_Replications,Mean_LR,Median_LR,P95_LR,Mean_PIT_Pairwise_Delta,P95_PIT_Pairwise_Delta,Mean_PIT_SupUniform,P95_PIT_SupUniform,Fraction_LL_B_Greater,Fraction_PIT_B_CloserToUniform,Successful_Null_Uniformity_Replications
Shape null - common constrained DGP,20,Common null,Unconstrained SDF,1,3.5306348053789,0.31,0.313432835820896,0.0169014084507042,0.395,0.398009950248756,Common null,0.0232394366197183,0.56,0.562189054726368,200,2.80465096727763,2.25524229547852,6.78109722683496,0.0147605633802817,0.0253521126760563,0.0239718309859155,0.0345070422535211,1,0.455,200
