Experiment,Model_A,Model_B,Observed_TestStatistic,Bootstrap_UpperTail_PValue,Successful_Replications,Mean_TestStatistic,Median_TestStatistic,P90_TestStatistic,P95_TestStatistic,Fraction_LL_B_Greater,Fraction_PIT_B_CloserToUniform
01 Shape Null - Constraint DGP,Constraint,Unconstraint,2.88672061406942,0.476190476190476,20,3.65443111277707,2.74129534977817,7.78750680526161,9.77841100121941,1,0.55
