R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.28183703,-0.0009708,0.13661963,-9.61411319,0.00344454,0.00375485,140.72900196,153.40696967,70.37138993,76.7109944
1.09041832,0.28183672,-0.00092617,0.13344206,-9.61400628,0.00328619,0.00358333,144.07945212,157.10687469,72.04629833,78.56060387
1.09074884,0.28183642,-0.00088259,0.13026452,-9.61390433,0.00313157,0.00341576,147.59335032,160.9872752,73.8029382,80.50046901
1.09107935,0.28183614,-0.00084006,0.12708702,-9.61380724,0.00298067,0.00325215,151.28295489,165.06170808,75.64743871,82.53735825
1.09140986,0.28183586,-0.00079858,0.12390954,-9.61371489,0.0028335,0.00309251,155.16178142,169.3450986,77.58655764,84.67873424
1.09174038,0.28183561,-0.00075815,0.1207321,-9.61362715,0.00269006,0.00293685,159.24476818,173.85394309,79.62776414,86.93284516
1.09207089,0.28183536,-0.00071878,0.11755468,-9.61354391,0.00255034,0.00278515,163.54846842,178.60652129,81.77933483,89.30883088
1.0924014,0.28183513,-0.00068045,0.1143773,-9.61346506,0.00241435,0.00263744,168.09127459,183.62314402,84.05046594,91.81684683
1.09273191,0.28183491,-0.00064317,0.11119993,-9.61339046,0.00228208,0.0024937,172.89368119,188.92644333,86.45140471,94.46820902
1.09306243,0.28183471,-0.00060694,0.10802259,-9.61332001,0.00215354,0.00235395,177.9785938,194.54171387,88.99360393,97.27556479
1.09339294,0.28183451,-0.00057176,0.10484528,-9.61325358,0.00202872,0.00221819,183.37169444,200.49731629,91.68990463,100.25309449
1.09372345,0.28183433,-0.00053764,0.10166798,-9.61319106,0.00190763,0.00208642,189.10187541,206.82515633,94.55475294,103.41675098
1.09405397,0.28183416,-0.00050456,0.09849071,-9.61313232,0.00179027,0.00195865,195.201757,213.56125662,97.60445901,106.78454558
1.09438448,0.28183399,-0.00047253,0.09531345,-9.61307726,0.00167663,0.00183488,201.70830892,220.74644278,100.8575077,110.37689112
1.09471499,0.28183384,-0.00044155,0.09213621,-9.61302575,0.00156672,0.00171511,208.66360012,228.42717156,104.33493348,114.21701598
1.09504551,0.2818337,-0.00041163,0.08895899,-9.61297767,0.00146053,0.00159935,216.11570942,236.65653639,108.06077575,118.33146687
1.09537602,0.28183357,-0.00038275,0.08578179,-9.6129329,0.00135807,0.0014876,224.1198384,245.49549638,112.06263532,122.75072337
1.09570653,0.28183345,-0.00035492,0.08260459,-9.61289133,0.00125933,0.00137986,232.73968121,255.01438899,116.37235927,127.5099542
1.09603705,0.28183334,-0.00032815,0.07942741,-9.61285284,0.00116433,0.00127614,242.04912308,265.29480563,121.02689018,132.6499551
1.09636756,0.28183323,-0.00030242,0.07625025,-9.61281731,0.00107304,0.00117645,252.13436341,276.43193633,126.06932778,138.21832106
1.09669807,0.28183314,-0.00027774,0.07307309,-9.61278462,0.00098549,0.00108078,263.09659282,288.53752588,131.55026738,144.27092449
1.09702858,0.28183305,-0.00025412,0.06989595,-9.61275465,0.00090165,0.00098914,275.05540024,301.74363629,137.52950342,150.87379642
