R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT,A5,R5,A6,R6
1.09008781,0,-0,0,0,3.98797236,4.34724006,3.07543601,3.35249531,-2.11887508,-2.3097599,30.2592098,32.98519577,7.79976907,8.50243319
1.09041832,0,-0,0,0,3.98917265,4.34986696,3.08071157,3.35926435,-2.09625069,-2.28579016,30.48569661,33.24216221,7.82062754,8.52775558
1.09074884,0,-0,0,0,3.99036793,4.35248918,3.08597854,3.3660275,-2.07372681,-2.26191511,30.71598527,33.50342521,7.84150096,8.55310806
1.09107935,0,-0,0,0,3.99155819,4.35510672,3.09123692,3.37278477,-2.05130273,-2.23813405,30.95017544,33.7690973,7.86238962,8.57849095
1.09140986,0,-0,0,0,3.99274345,4.35771958,3.09648675,3.37953618,-2.02897774,-2.21444632,31.18837031,34.03929496,7.88329378,8.60390459
1.09174038,0,-0,0,0,3.99392369,4.36032775,3.10172803,3.38628173,-2.00675116,-2.19085126,31.4306767,34.3141388,7.90421375,8.62934929
1.09207089,0,-0,0,0,3.99509892,4.36293123,3.10696079,3.39302143,-1.98462227,-2.16734821,31.6772053,34.59375375,7.92514979,8.65482537
1.0924014,0,-0,0,0,3.99626914,4.36553001,3.11218504,3.3997553,-1.96259042,-2.14393652,31.92807076,34.87826926,7.94610219,8.68033317
1.09273191,0,-0,0,0,3.99743435,4.36812409,3.1174008,3.40648335,-1.9406549,-2.12061555,32.18339193,35.16781949,7.96707124,8.70587302
1.09306243,0,-0,0,0,3.99859455,4.37071347,3.12260809,3.41320558,-1.91881507,-2.09738466,32.44329203,35.46254356,7.98805724,8.73144524
1.09339294,0,-0,0,0,3.99974974,4.37329813,3.12780694,3.41992202,-1.89707024,-2.07424321,32.70789886,35.76258573,8.00906045,8.75705016
1.09372345,0,-0,0,0,4.00089991,4.37587807,3.13299734,3.42663268,-1.87541978,-2.05119059,32.97734501,36.06809569,8.03008119,8.78268813
1.09405397,0,-0,0,0,4.00204508,4.37845329,3.13817934,3.43333755,-1.85386301,-2.02822618,33.25176808,36.37922878,8.05111973,8.80835948
1.09438448,0,-0,0,0,4.00318523,4.38102379,3.14335293,3.44003667,-1.83239931,-2.00534936,33.53131094,36.69614629,8.07217638,8.83406455
1.09471499,0,-0,0,0,4.00432037,4.38358955,3.14851815,3.44673003,-1.81102802,-1.98255953,33.81612196,37.01901572,8.09325141,8.85980367
1.09504551,0,-0,0,0,4.00545051,4.38615058,3.15367501,3.45341764,-1.78974853,-1.95985608,34.1063553,37.3480111,8.11434514,8.88557718
1.09537602,0,-0,0,0,4.00657563,4.38870686,3.15882352,3.46009953,-1.7685602,-1.93723843,34.40217118,37.68331331,8.13545786,8.91138544
1.09570653,0,-0,0,0,4.00769574,4.3912584,3.16396371,3.4667757,-1.74746241,-1.91470598,34.70373617,38.02511041,8.15658986,8.93722879
1.09603705,0,-0,0,0,4.00881083,4.39380518,3.16909559,3.47344616,-1.72645456,-1.89225815,35.01122355,38.373598,8.17774144,8.96310756
1.09636756,0,-0,0,0,4.00992092,4.39634721,3.17421918,3.48011093,-1.70553602,-1.86989436,35.3248136,38.72897963,8.19891291,8.98902213
1.09669807,0,-0,0,0,4.011026,4.39888447,3.1793345,3.48677001,-1.6847062,-1.84761404,35.644694,39.09146716,8.22010457,9.01497282
1.09702858,0,-0,0,0,4.01212606,4.40141697,3.18444156,3.49342342,-1.66396451,-1.82541663,35.97106019,39.46128123,8.24131671,9.04096001
1.0973591,0,-0,0,0,4.01322112,4.4039447,3.18954039,3.50007117,-1.64331035,-1.80330156,36.30411576,39.8386517,8.26254966,9.06698403
1.09768961,0,-0,0,0,4.01431116,4.40646765,3.194631,3.50671326,-1.62274313,-1.78126827,36.64407293,40.22381813,8.2838037,9.09304526
1.09802012,0,-0,0,0,4.01539619,4.40898582,3.19971341,3.51334972,-1.60226228,-1.75931623,36.99115297,40.61703034,8.30507916,9.11914405
1.09835064,0,-0,0,0,4.01647621,4.4114992,3.20478764,3.51998054,-1.58186722,-1.73744487,37.34558668,41.01854889,8.32637634,9.14528076
1.09868115,0,-0,0,0,4.01755122,4.41400779,3.2098537,3.52660575,-1.56155739,-1.71565367,37.70761497,41.42864575,8.34769556,9.17145575
1.09901166,0,-0,0,0,4.01862122,4.41651158,3.21491161,3.53322535,-1.54133221,-1.69394208,38.07748933,41.84760484,8.36903712,9.19766939
1.09934218,0,-0,0,0,4.0196862,4.41901057,3.21996139,3.53983936,-1.52119114,-1.67230958,38.4554725,42.27572278,8.39040134,9.22392206
1.09967269,0,-0,0,0,4.02074618,4.42150476,3.22500306,3.54644778,-1.50113362,-1.65075564,38.84183905,42.71330957,8.41178853,9.25021411
1.1000032,0,-0,0,0,4.02180114,4.42399413,3.23003663,3.55305063,-1.4811591,-1.62927975,39.2368761,43.16068932,8.43319903,9.27654592
1.10033371,0,-0,0,0,4.0228511,4.42647869,3.23506212,3.55964791,-1.46126703,-1.60788138,39.64088399,43.61820112,8.45463313,9.30291788
1.10066423,0,-0,0,0,4.02389604,4.42895843,3.24007954,3.56623965,-1.44145689,-1.58656003,40.0541771,44.08619988,8.47609117,9.32933034
1.10099474,0,-0,0,0,4.02493597,4.43143333,3.24508893,3.57282584,-1.42172814,-1.5653152,40.47708464,44.5650573,8.49757347,9.3557837
1.10132525,0,-0,0,0,4.02597089,4.43390341,3.25009028,3.57940651,-1.40208024,-1.54414638,40.90995159,45.0551628,8.51908035,9.38227833
1.10165577,0,-0,0,0,4.0270008,4.43636865,3.25508363,3.58598165,-1.38251268,-1.52305307,41.35313959,45.55692469,8.54061214,9.40881462
