R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT,A5,R5,A6,R6
1.09471499,0,-0,0,-0,13.16394963,14.41077303,8.52417124,9.33153806,0.09618703,0.10529739,-1373.36056009,-1503.43839602,6.90606767,7.56017582
1.09504551,0,-0,0,-0,13.18414438,14.43723805,8.54792083,9.3603623,0.13980308,0.15309073,-942.76564329,-1032.37128097,6.99316329,7.65783203
1.09537602,0,-0,0,-0,13.20435461,14.46373338,8.57168046,9.38921322,0.18332448,0.20080924,-717.32035455,-785.73551438,7.08046865,7.75577557
1.09570653,0,-0,0,-0,13.22458031,14.49025903,8.59545013,9.41809086,0.22675207,0.24845372,-578.61432407,-633.99149445,7.16798806,7.85401133
1.09603705,0,-0,0,-0,13.2448215,14.51681502,8.61922987,9.44699524,0.27008667,0.296025,-484.66064074,-531.20601657,7.25572581,7.95254427
1.09636756,0,-0,0,-0,13.26507816,14.54340135,8.64301968,9.47592638,0.31332912,0.34352388,-416.80625638,-456.97285753,7.34368627,8.05137939
1.09669807,0,-0,0,-0,13.2853503,14.57001805,8.66681957,9.5048843,0.35648021,0.39095116,-365.49984256,-400.84297234,7.43187386,8.15052173
1.09702858,0,-0,0,-0,13.30563792,14.59666513,8.69062956,9.53386904,0.39954075,0.43830763,-325.34390916,-356.91156803,7.52029304,8.24997642
1.0973591,0,-0,0,-0,13.32594102,14.62334261,8.71444966,9.56288061,0.44251155,0.48559407,-293.05812849,-321.5900033,7.60894829,8.34974863
1.09768961,0,-0,0,-0,13.3462596,14.6500505,8.73827988,9.59191904,0.48539337,0.53281126,-266.5339703,-292.57156996,7.69784418,8.44984357
1.09802012,0,-0,0,-0,13.36659366,14.67678881,8.76212024,9.62098434,0.52818701,0.57995997,-244.35436215,-268.30600683,7.7869853,8.55026656
1.09835064,0,-0,0,-0,13.38694319,14.70355757,8.78597074,9.65007655,0.57089323,0.62704095,-225.53172579,-247.7129145,7.8763763,8.65102292
1.09868115,0,-0,0,-0,13.4073082,14.73035679,8.8098314,9.67919569,0.6135128,0.67405495,-209.35672118,-230.01628303,7.9660219,8.75211809
1.09901166,0,-0,0,-0,13.4276887,14.75718647,8.83370223,9.70834177,0.65604648,0.72100273,-195.30670629,-214.64434792,8.05592684,8.85355755
1.09934218,0,-0,0,-0,13.44808467,14.78404665,8.85758325,9.73751484,0.698495,0.76788502,-182.98810563,-201.16654209,8.14609593,8.95534682
1.09967269,0,-0,0,-0,13.46849611,14.81093733,8.88147446,9.76671489,0.74085912,0.81470254,-172.09888574,-189.25244433,8.23653405,9.05749154
1.1000032,0,-0,0,-0,13.48892304,14.83785853,8.90537587,9.79594197,0.78313956,0.86145603,-162.40340289,-178.64426307,8.32724612,9.15999739
1.10033371,0,-0,0,-0,13.50936545,14.86481026,8.92928751,9.82519609,0.82533706,0.90814619,-153.71511192,-169.13792005,8.41823712,9.26287012
1.10066423,0,-0,0,-0,13.52982333,14.89179254,8.95320938,9.85447728,0.86745232,0.95477374,-145.88441174,-160.56975333,8.50951209,9.36611555
1.10099474,0,-0,0,-0,13.55029669,14.91880539,8.97714149,9.88378556,0.90948607,1.00133938,-138.78993106,-152.8069841,8.60107614,9.46973959
1.10132525,0,-0,0,-0,13.57078553,14.94584881,9.00108385,9.91312095,0.951439,1.0478438,-132.33216963,-145.74076024,8.69293443,9.57374822
1.10165577,0,-0,0,-0,13.59128985,14.97292284,9.02503648,9.94248348,0.99331182,1.09428769,-126.42878423,-139.28099918,8.7850922,9.67814748
1.10198628,0,-0,0,-0,13.61180965,15.00002747,9.04899939,9.97187317,1.03510521,1.14067174,-121.01104341,-133.35250949,8.87755474,9.78294352
1.10231679,0,-0,0,-0,13.63234493,15.02716273,9.07297259,10.00129004,1.07681986,1.18699662,-116.02112652,-127.89203603,8.97032742,9.88814255
1.10264731,0,-0,0,-0,13.65289568,15.05432863,9.09695609,10.03073412,1.11845645,1.23326299,-111.41004128,-122.84598181,9.06341568,9.99375087
1.10297782,0,-0,0,-0,13.67346191,15.08152519,9.1209499,10.06020542,1.16001565,1.27947153,-107.13600082,-118.16863245,9.156825,10.09977487
1.10330833,0,-0,0,-0,13.69404362,15.10875242,9.14495404,10.08970398,1.20149812,1.32562288,-103.16314594,-113.82075841,9.25056098,10.206221
1.10363884,0,-0,0,-0,13.71464081,15.13601034,9.16896851,10.11922981,1.24290451,1.3717177,-99.4605301,-109.76850451,9.34462926,10.31309584
1.10396936,0,-0,0,-0,13.73525348,15.16329896,9.19299333,10.14878294,1.28423549,1.41775663,-96.00130595,-105.98250004,9.43903557,10.42040604
1.10429987,0,-0,0,-0,13.75588163,15.1906183,9.21702852,10.1783634,1.3254917,1.46374031,-92.76206834,-102.43714005,9.53378571,10.52815833
1.10463038,0,-0,0,-0,13.77652525,15.21796837,9.24107407,10.20797119,1.36667377,1.50966937,-89.72231984,-99.11000057,9.62888557,10.63635956
1.1049609,0,-0,0,-0,13.79718436,15.2453492,9.26513001,10.23760636,1.40778233,1.55554443,-86.86403276,-95.9813595,9.7243411,10.74501666
1.10529141,0,-0,0,-0,13.81785894,15.27276078,9.28919634,10.26726891,1.44881803,1.60136612,-84.17128803,-93.03380158,9.82015836,10.85413668
1.10562192,0,-0,0,-0,13.838549,15.30020315,9.31327307,10.29695888,1.48978147,1.64713505,-81.6299757,-90.25189067,9.91634348,10.96372674
1.10595244,0,-0,0,-0,13.85925454,15.32767631,9.33736023,10.32667629,1.53067326,1.69285182,-79.22754504,-87.6218964,10.01290267,11.07379409
1.10628295,0,-0,0,-0,13.87997556,15.35518029,9.36145781,10.35642115,1.57149403,1.73851705,-76.95279494,-85.13156488,10.10984224,11.18434609
1.10661346,0,-0,0,-0,13.90071205,15.38271508,9.38556583,10.38619349,1.61224437,1.78413133,-74.79569723,-82.76992541,10.2071686,11.29539018
1.10694397,0,-0,0,-0,13.92146403,15.41028072,9.4096843,10.41599334,1.65292489,1.82969524,-72.7472471,-80.52712684,10.30488823,11.40693394
1.10727449,0,-0,0,-0,13.94223148,15.43787722,9.43381324,10.44582072,1.69353616,1.87520938,-70.79933579,-78.39429825,10.40300772,11.51898505
1.107605,0,-0,0,-0,13.96301441,15.46550459,9.45795264,10.47567564,1.73407878,1.92067433,-68.94464183,-76.36343005,10.50153376,11.63155131
1.10793551,0,-0,0,-0,13.98381282,15.49316284,9.48210253,10.50555814,1.77455334,1.96609066,-67.17653779,-74.42727189,10.60047313,11.74464064
1.10826603,0,-0,0,-0,14.00462671,15.520852,9.50626292,10.53546824,1.81496039,2.01145894,-65.48900988,-72.57924477,10.69983272,11.85826109
1.10859654,0,-0,0,-0,14.02545608,15.54857207,9.53043382,10.56540595,1.85530052,2.05677974,-63.87658861,-70.8133651,10.79961952,11.97242083
1.10892705,0,-0,0,-0,14.04630092,15.57632308,9.55461523,10.5953713,1.8955743,2.10205362,-62.33428852,-69.12417884,10.89984062,12.08712814
1.10925757,0,-0,0,-0,14.06716125,15.60410504,9.57880717,10.62536432,1.93578227,2.14728112,-60.85755581,-67.5067042,11.00050325,12.20239146
1.10958808,0,-0,0,-0,14.08803705,15.63191796,9.60300965,10.65538502,1.97592499,2.19246281,-59.44222261,-65.95638157,11.10161472,12.31821934
1.10991859,0,-0,0,-0,14.10892833,15.65976186,9.62722268,10.68543344,2.01600301,2.23759923,-58.08446695,-64.46902975,11.20318246,12.4346205
