R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.17040247291953,0.429951643027654,-2.08631243369099e-16,6.6881423357372e-16,2.68748166452907e-14,4.85243507618554e-16,5.67930201284901e-16,3.20572423752702,3.75198757509969,-40.1827821481738,-47.0300275950092
1.17073298593196,0.429951643027654,-2.08408723674953e-16,6.7769671018169e-16,2.68748166452907e-14,4.84725961755537e-16,5.674846725648e-16,3.25176747993844,3.80695145134477,-39.6561120063362,-46.4267184196301
1.17106349894439,0.429951643027654,-2.08183268206706e-16,6.86579186789666e-16,2.68748166452907e-14,4.84201587743009e-16,5.67030805536756e-16,3.29795565562915,3.86211548944451,-39.1430692371451,-45.8390196202736
1.17139401195682,0.429951643027654,-2.07954876964356e-16,6.95461663397636e-16,2.68748166452907e-14,4.83670385580968e-16,5.66568593430393e-16,3.3442911921553,3.91748267673065,-38.6431316918252,-45.2663330670629
1.17172452496925,0.429951643027654,-2.07723549947906e-16,7.04344140005605e-16,2.68748166452907e-14,4.83132355269416e-16,5.66098029475332e-16,3.39077654017681,3.97305603081556,-38.1558035608514,-44.7080908021586
1.17205503798168,0.429951643027654,-2.07489287157353e-16,7.13226616613581e-16,2.68748166452907e-14,4.82587496808351e-16,5.65619106901196e-16,3.43741417393127,4.02883860018579,-37.680613733813,-44.1637531609572
1.17238555099411,0.429951643027654,-2.07252088592699e-16,7.2210909322155e-16,2.68748166452907e-14,4.82035810197774e-16,5.65131818937611e-16,3.4842065917158,4.08483346480605,-37.2171142803283,-43.6328070319535
1.17271606400655,0.429951643027654,-2.07011954253944e-16,7.30991569829526e-16,2.68748166452907e-14,4.81477295437685e-16,5.64636158814198e-16,3.5311563163778,4.14104373673442,-36.7648790417078,-43.1147642434683
1.17304657701898,0.429951643027654,-2.06768884141087e-16,7.3987404643749e-16,2.68748166452907e-14,4.80911952528085e-16,5.64132119760582e-16,3.57826589581362,4.19747256074791,-36.3235023240692,-42.6091600665902
1.17337709003141,0.429951643027654,-2.06522878254129e-16,7.48756523045466e-16,2.68748166452907e-14,4.80339781468971e-16,5.63619695006383e-16,3.62553790347679,4.25412311498017,-35.8925976844662,-42.115551824667
1.17370760304384,0.429951643027654,-2.06273936593069e-16,7.57638999653435e-16,2.68748166452907e-14,4.79760782260346e-16,5.63098877781228e-16,3.67297493889441,4.31099861156985,-35.4717968024137,-41.6335176006191
1.17403811605627,0.429951643027654,-2.06022059157907e-16,7.66521476261411e-16,2.68748166452907e-14,4.79174954902209e-16,5.62569661314737e-16,3.72057962819363,4.36810229732179,-35.0607484298658,-41.1626550341224
1.1743686290687,0.429951643027654,-2.05767245948644e-16,7.7540395286938e-16,2.68748166452907e-14,4.7858229939456e-16,5.62032038836536e-16,3.76835462463695,4.42543745437959,-34.6591174133695,-40.7025802014698
1.17469914208113,0.429951643027654,-2.05509496965279e-16,7.84286429477356e-16,2.68748166452907e-14,4.77982815737398e-16,5.61486003576246e-16,3.8163026091678,4.4830074009114,-34.266583782662,-40.2529265715443
1.17502965509356,0.429951643027654,-2.05248812207813e-16,7.93168906085326e-16,2.68748166452907e-14,4.77376503930725e-16,5.60931548763491e-16,3.86442629096557,4.54081549180777,-33.8828419005114,-39.8133440319476
1.17536016810599,0.429951643027654,-2.04985191676245e-16,8.02051382693302e-16,2.68748166452907e-14,4.7676336397454e-16,5.60368667627894e-16,3.91272840801138,4.59886511939336,-33.5075996690444,-39.3834979798364
1.17569068111843,0.429951643027654,-2.04718635370575e-16,8.10933859301271e-16,2.68748166452907e-14,4.76143395868842e-16,5.59797353399079e-16,3.96121172766389,4.65715971415146,-33.140577788239,-38.9630684725129
1.17602119413086,0.429951643027654,-2.04449143290805e-16,8.19816335909241e-16,2.68748166452907e-14,4.75516599613633e-16,5.59217599306669e-16,4.00987904724624,4.71570274546282,-32.7815090626175,-38.551749433231
1.17635170714329,0.429951643027654,-2.04176715436932e-16,8.28698812517211e-16,2.68748166452907e-14,4.74882975208911e-16,5.58629398580287e-16,4.05873319464376,4.77449772235832,-32.4301377525294,-38.1492479080799
1.17668222015572,0.429951643027654,-2.03901351808958e-16,8.37581289125186e-16,2.68748166452907e-14,4.74242522654678e-16,5.58032744449555e-16,4.10777702891319,4.83354819428624,-32.0862189667108,-37.7552833701519
1.17701273316815,0.429951643027654,-2.03623052406883e-16,8.46463765733156e-16,2.68748166452907e-14,4.73595241950932e-16,5.57427630144098e-16,4.15701344090324,4.89285775189426,-31.7495180930909,-37.3695870675205
1.17734324618058,0.429951643027654,-2.03341817230705e-16,8.55346242341131e-16,2.68748166452907e-14,4.72941133097674e-16,5.56814048893538e-16,4.20644535388745,4.95243002782708,-31.4198102650603,-36.9919014118441
1.17767375919301,0.429951643027654,-2.03057646280427e-16,8.64228718949101e-16,2.68748166452907e-14,4.72280196094904e-16,5.56191993927499e-16,4.2560757242088,5.0122686975391,-31.0968798606581,-36.6219794046747
1.17800427220544,0.429951643027654,-2.02770539556046e-16,8.73111195557077e-16,2.68748166452907e-14,4.71612430942622e-16,5.55561458475604e-16,4.3059075419373,5.07237748012379,-30.7805200323236,-36.2595840987825
1.17833478521788,0.429951643027654,-2.02480497057565e-16,8.81993672165047e-16,2.68748166452907e-14,4.70937837640828e-16,5.54922435767476e-16,4.35594383153997,5.13276013915879,-30.4705322650678,-35.904488092033
1.17866529823031,0.429951643027654,-2.02187518784981e-16,8.90876148773022e-16,2.68748166452907e-14,4.70256416189522e-16,5.54274919032738e-16,4.40618765256442,5.19342048356854,-30.1667259610717,-35.5564730515385
1.17899581124274,0.429951643027654,-2.01891604738297e-16,8.99758625380986e-16,2.68748166452907e-14,4.69568166588704e-16,5.53618901501015e-16,4.45664210033549,5.25436236850359,-29.8689180488945,-35.2153292659993
1.17932632425517,0.429951643027654,-2.0159275491751e-16,9.08641101988961e-16,2.68748166452907e-14,4.68873088838374e-16,5.52954376401927e-16,4.50731030666637,5.31558969623829,-29.5769326155985,-34.8808552242966
1.1796568372676,0.429951643027654,-2.01290969322622e-16,9.17523578596931e-16,2.68748166452907e-14,4.68171182938532e-16,5.522813369651e-16,4.55819544058311,5.37710641708587,-29.2906005602465,-34.552857218569
