R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT,A5,R5,A6,R6
1.09008781,0,-0,0,-0,11.33015257,12.35086122,7.60289728,8.28782565,1.1347595,1.23698749,-72.94893653,-79.52074653,7.94133203,8.65674925
1.09041832,0,-0,0,-0,11.34411456,12.36983038,7.61915367,8.30806477,1.16252449,1.267638,-71.04622855,-77.47010946,8.00589136,8.72977063
1.09074884,0,-0,0,-0,11.35808514,12.38881816,7.63541583,8.32832093,1.19024905,1.29826277,-69.23414627,-75.51706452,8.07065212,8.80305442
1.09107935,0,-0,0,-0,11.37206432,12.40782455,7.65168377,8.34859415,1.21793348,1.32886207,-67.50630405,-73.65473434,8.13561714,8.87660386
1.09140986,0,-0,0,-0,11.3860521,12.42684956,7.6679575,8.36888444,1.24557805,1.35943617,-65.85690241,-71.87687283,8.20078924,8.95042226
1.09174038,0,-0,0,-0,11.40004848,12.44589321,7.68423701,8.3891918,1.27318304,1.38998533,-64.28066226,-70.17779438,8.26617129,9.02451296
1.09207089,0,-0,0,-0,11.41405345,12.4649555,7.70052232,8.40951626,1.30074872,1.42050981,-62.77276783,-68.55231237,8.3317662,9.09887932
1.0924014,0,-0,0,-0,11.42806702,12.48403643,7.71681343,8.42985781,1.32827538,1.45100989,-61.32881691,-66.99568558,8.39757689,9.17352477
1.09273191,0,-0,0,-0,11.44208918,12.50313603,7.73311035,8.45021648,1.35576328,1.48148581,-59.94477741,-65.50357141,8.46360635,9.24845278
1.09306243,0,-0,0,-0,11.45611995,12.52225429,7.74941308,8.47059227,1.3832127,1.51193783,-58.61694923,-64.07198485,8.52985758,9.32366684
1.09339294,0,-0,0,-0,11.47015931,12.54139122,7.76572162,8.4909852,1.41062389,1.54236621,-57.34193083,-62.69726239,8.59633362,9.3991705
1.09372345,0,-0,0,-0,11.48420727,12.56054684,7.78203598,8.51139527,1.43799714,1.5727712,-56.11658966,-61.37603028,8.66303755,9.47496736
1.09405397,0,-0,0,-0,11.49826382,12.57972115,7.79835617,8.5318225,1.4653327,1.60315305,-54.93803614,-60.10517638,8.7299725,9.55106105
1.09438448,0,-0,0,-0,11.51232898,12.59891416,7.81468219,8.5522669,1.49263083,1.63351201,-53.80360049,-58.88182535,8.79714162,9.62745526
1.09471499,0,-0,0,-0,11.52640273,12.61812588,7.83101404,8.57272849,1.5198918,1.66384834,-52.71081227,-57.70331649,8.86454812,9.70415373
1.09504551,0,-0,0,-0,11.54048508,12.63735632,7.84735174,8.59320726,1.54711586,1.69416226,-51.6573821,-56.56718412,8.93219522,9.78116023
1.09537602,0,-0,0,-0,11.55457602,12.65660548,7.86369528,8.61370323,1.57430326,1.72445404,-50.64118536,-55.47114002,9.0000862,9.8584786
1.09570653,0,-0,0,-0,11.56867556,12.67587338,7.88004468,8.63421643,1.60145427,1.75472391,-49.66024764,-54.41305773,9.0682244,9.93611271
1.09603705,0,-0,0,-0,11.5827837,12.69516002,7.89639993,8.65474684,1.62856913,1.7849721,-48.71273171,-53.39095853,9.13661316,10.01406649
1.09636756,0,-0,0,-0,11.59690044,12.71446542,7.91276104,8.6752945,1.6556481,1.81519887,-47.79692578,-52.40299881,9.20525591,10.09234394
1.09669807,0,-0,0,-0,11.61102577,12.73378957,7.92912801,8.6958594,1.68269142,1.84540444,-46.911233,-51.44745874,9.27415608,10.17094908
1.09702858,0,-0,0,-0,11.6251597,12.75313249,7.94550086,8.71644156,1.70969934,1.87558905,-46.05416193,-50.52273206,9.34331718,10.24988601
1.0973591,0,-0,0,-0,11.63930223,12.77249419,7.96187958,8.73704099,1.73667211,1.90575294,-45.22431806,-49.62731684,9.41274274,10.32915888
1.09768961,0,-0,0,-0,11.65345336,12.79187468,7.97826419,8.75765771,1.76360996,1.93589633,-44.42039599,-48.75980716,9.48243637,10.40877188
1.09802012,0,-0,0,-0,11.66761308,12.81127395,7.99465468,8.77829172,1.79051314,1.96601945,-43.64117244,-47.91888554,9.55240168,10.48872927
1.09835064,0,-0,0,-0,11.6817814,12.83069204,8.01105106,8.79894303,1.81738188,1.99612254,-42.88549991,-47.10331612,9.62264238,10.56903538
1.09868115,0,-0,0,-0,11.69595832,12.85012893,8.02745334,8.81961166,1.84421643,2.02620582,-42.15230092,-46.31193841,9.6931622,10.64969458
1.09901166,0,-0,0,-0,11.71014384,12.86958464,8.04386152,8.84029762,1.87101702,2.05626952,-41.44056267,-45.54366166,9.76396492,10.73071131
1.09934218,0,-0,0,-0,11.72433795,12.88905918,8.0602756,8.86100091,1.89778388,2.08631385,-40.74933235,-44.79745967,9.83505438,10.81209008
1.09967269,0,-0,0,-0,11.73854066,12.90855256,8.07669559,8.88172156,1.92451724,2.11633905,-40.07771272,-44.07236609,9.90643448,10.89383543
1.1000032,0,-0,0,-0,11.75275197,12.92806479,8.0931215,8.90245956,1.95121734,2.14634532,-39.42485811,-43.36747013,9.97810915,10.97595201
1.10033371,0,-0,0,-0,11.76697187,12.94759586,8.10955333,8.92321494,1.9778844,2.17633289,-38.78997078,-42.68191262,10.0500824,11.0584445
1.10066423,0,-0,0,-0,11.78120037,12.9671458,8.12599109,8.9439877,2.00451866,2.20630198,-38.17229757,-42.01488241,10.12235829,11.14131767
1.10099474,0,-0,0,-0,11.79543747,12.98671461,8.14243477,8.96477786,2.03112033,2.2362528,-37.57112683,-41.36561303,10.19494093,11.22457635
1.10132525,0,-0,0,-0,11.80968317,13.00630231,8.15888439,8.98558542,2.05768963,2.26618556,-36.9857856,-40.7333797,10.2678345,11.30822543
1.10165577,0,-0,0,-0,11.82393746,13.02590888,8.17533995,9.0064104,2.0842268,2.29610048,-36.41563702,-40.11749651,10.34104321,11.39226988
1.10198628,0,-0,0,-0,11.83820035,13.04553436,8.19180145,9.02725281,2.11073205,2.32599776,-35.86007792,-39.51731384,10.41457137,11.47671476
1.10231679,0,-0,0,-0,11.85247184,13.06517874,8.20826891,9.04811265,2.1372056,2.35587763,-35.31853664,-38.93221602,10.48842333,11.56156517
1.10264731,0,-0,0,-0,11.86675192,13.08484203,8.22474231,9.06898995,2.16364767,2.38574027,-34.79047101,-38.36161911,10.56260351,11.6468263
1.10297782,0,-0,0,-0,11.88104061,13.10452425,8.24122168,9.08988471,2.19005847,2.41558591,-34.27536644,-37.8049689,10.63711639,11.73250343
1.10330833,0,-0,0,-0,11.89533789,13.12422539,8.25770701,9.11079694,2.21643821,2.44541475,-33.7727342,-37.26173902,10.71196652,11.8186019
1.10363884,0,-0,0,-0,11.90964376,13.14394548,8.2741983,9.13172665,2.24278712,2.47522698,-33.28210986,-36.73142926,10.78715851,11.90512715
1.10396936,0,-0,0,-0,11.92395824,13.16368451,8.29069557,9.15267386,2.26910539,2.50502282,-32.80305171,-36.21356392,10.86269704,11.99208467
1.10429987,0,-0,0,-0,11.93828131,13.1834425,8.30719882,9.17363858,4168.1950765,4602.93728292,47.70902124,52.68506597,20.77166574,22.93814778
1.10463038,0,-0,-0,-0,11.97517886,13.22814642,-3.04969482,-3.36878556,-11184.89860904,-12355.17883931,48.3664374,53.4270363,-7.48815898,-8.27164793
1.1049609,0,-0,-0,-0,12.05721678,13.32275306,-14.19280601,-15.68249565,-2358.09481315,-2605.60255867,49.5006163,54.69624536,-34.75902797,-38.40736671
1.10529141,0,-0,-0,-0,12.18439506,13.46730719,-25.00078142,-27.63314894,-1308.10350397,-1445.83556563,51.12996875,56.51351523,-60.33078662,-66.68310018
1.10562192,0,-0,-0,-0,12.35671371,13.66185357,-35.36273339,-39.09781328,-899.96325967,-995.01910932,53.27510434,58.90212328,-83.62764217,-92.46055451
1.10595244,0,-0,-0,-0,12.57417273,13.90643695,-45.18169144,-49.96880168,-682.63297934,-754.95960606,55.95961545,61.888673,-104.24185082,-115.28652879
1.10628295,0,-0,-0,-0,12.8367721,14.20110209,-54.37707811,-60.1564343,-547.42149575,-605.60306639,59.21099624,65.5041155,-121.94211547,-134.90248305
1.10661346,0,-0,-0,-0,13.14451185,14.54589376,-62.88612014,-69.59062709,-454.97788995,-503.48465771,63.06173452,69.78496432,-136.66019816,-151.23001494
1.10694397,0,-0,-0,-0,13.49739196,14.9408567,-70.66421586,-78.22132797,-387.6015869,-429.05324113,67.55062915,74.77476192,-148.46282306,-164.34002743
1.10727449,0,-0,-0,-0,13.89541243,15.38603568,-77.68437193,-86.01792312,-336.15243411,-372.21301422,72.72440561,80.52587896,-157.51678557,-174.41431802
1.107605,0,-0,-0,-0,14.33857327,15.88147545,-83.93588633,-92.96780742,-295.43327165,-327.22336901,78.63973029,87.10175851,-164.05393529,-181.70695909
1.10793551,0,-0,-0,-0,14.82687447,16.42722079,-89.42248757,-99.07434969,-262.270126,-290.57838674,85.36576413,94.57976172,-168.34046177,-186.51037596
1.10826603,0,-0,-0,-0,15.36031604,17.02331643,-94.16014341,-104.354488,-234.61447211,-260.01524878,92.98745389,103.05483604,-170.65263659,-189.12851948
1.10859654,0,-0,-0,-0,15.93889798,17.66980714,-98.17473388,-108.83617025,-211.08447096,-234.00751407,101.60984512,112.64432269,-171.25940383,-189.85758246
