R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT,A5,R5,A6,R6
1.09537602,0,-0,0,0,5.18014416,5.67420569,1.4749661,1.61564249,-15.60209736,-17.09016329,3.64815431,3.99610074,-20.08729503,-22.00314127
1.09570653,0,-0,0,0,5.18649001,5.68287098,1.48329242,1.62525319,-15.50332488,-16.98709435,3.67680485,4.02869909,-19.9251591,-21.83212698
1.09603705,0,-0,0,0,5.19284022,5.69154526,1.49162139,1.6348723,-15.40553209,-16.88503387,3.70551821,4.06138523,-19.7650767,-21.66325626
1.09636756,0,-0,0,0,5.19919482,5.70022853,1.49995302,1.64449983,-15.30870307,-16.7839654,3.73429494,4.09415983,-19.60700513,-21.49648434
1.09669807,0,-0,0,0,5.20555379,5.7089208,1.50828731,1.65413578,-15.21282227,-16.68387284,3.7631356,4.12702356,-19.45090284,-21.33176763
1.09702858,0,-0,0,0,5.21191714,5.71762208,1.51662425,1.66378016,-15.11787446,-16.58474042,3.79204076,4.15997711,-19.29672942,-21.16906375
1.0973591,0,-0,0,0,5.21828486,5.72633236,1.52496386,1.67343296,-15.02384474,-16.4865527,3.82101097,4.19302115,-19.14444553,-21.00833147
1.09768961,0,-0,0,0,5.22465696,5.73505166,1.53330613,1.6830942,-14.93071852,-16.38929459,3.85004682,4.22615639,-18.99401292,-20.84953063
1.09802012,0,-0,0,0,5.23103344,5.74377998,1.54165106,1.69276388,-14.83848151,-16.2929513,3.87914887,4.25938352,-18.84539431,-20.69262218
1.09835064,0,-0,0,0,5.23741429,5.75251732,1.54999865,1.70244201,-14.74711974,-16.19750834,3.9083177,4.29270324,-18.69855345,-20.53756808
1.09868115,0,-0,0,0,5.24379952,5.76126368,1.55834891,1.71212858,-14.6566195,-16.10295156,3.93755391,4.32611625,-18.55345501,-20.38433128
1.09901166,0,-0,0,0,5.25018912,5.77001907,1.56670184,1.72182359,-14.56696739,-16.00926705,3.96685807,4.35962329,-18.41006461,-20.23287571
1.09934218,0,-0,0,0,5.2565831,5.7787835,1.57505744,1.73152707,-14.47815028,-15.91644123,3.99623079,4.39322505,-18.26834874,-20.08316624
1.09967269,0,-0,0,0,5.26298146,5.78755697,1.5834157,1.741239,-14.3901553,-15.82446077,4.02567267,4.42692228,-18.12827476,-19.93516864
1.1000032,0,-0,0,0,5.26938419,5.79633948,1.59177664,1.7509594,-14.30296985,-15.73331262,4.0551843,4.46071571,-17.98981087,-19.78884954
1.10033371,0,-0,0,0,5.2757913,5.80513104,1.60014025,1.76068826,-14.21658158,-15.64298401,4.0847663,4.49460607,-17.85292606,-19.64417644
1.10066423,0,-0,0,0,5.28220279,5.81393165,1.60850653,1.7704256,-14.13097838,-15.5534624,4.11441928,4.52859411,-17.71759013,-19.50111765
1.10099474,0,-0,0,0,5.28861865,5.82274132,1.61687549,1.78017141,-14.04614842,-15.46473553,4.14414385,4.56268059,-17.58377361,-19.35964226
1.10132525,0,-0,0,0,5.29503889,5.83156005,1.62524712,1.7899257,-13.96208006,-15.37679136,4.17394066,4.59686625,-17.4514478,-19.21972017
1.10165577,0,-0,0,0,5.3014635,5.84038784,1.63362143,1.79968847,-13.87876191,-15.28961809,4.20381032,4.63115187,-17.32058468,-19.08132199
1.10198628,0,-0,0,0,5.30789249,5.8492247,1.64199842,1.80945973,-13.79618283,-15.20320418,4.23375346,4.66553823,-17.19115694,-18.94441907
1.10231679,0,-0,0,0,5.31432586,5.85807064,1.65037809,1.81923948,-13.71433185,-15.11753829,4.26377074,4.70002608,-17.06313792,-18.80898346
1.10264731,0,-0,0,0,5.3207636,5.86692565,1.65876044,1.82902773,-13.63319825,-15.03260932,4.29386279,4.73461624,-16.93650162,-18.67498787
1.10297782,0,-0,0,0,5.32720572,5.87578975,1.66714547,1.83882448,-13.55277151,-14.94840636,4.32403027,4.76930947,-16.81122267,-18.54240571
1.10330833,0,-0,0,0,5.33365222,5.88466293,1.67553319,1.84862973,-13.47304132,-14.86491874,4.35427383,4.80410659,-16.68727631,-18.41121098
1.10363884,0,-0,0,0,5.34010309,5.8935452,1.6839236,1.85844349,-13.39399755,-14.78213598,4.38459414,4.83900841,-16.56463837,-18.28137835
1.10396936,0,-0,0,0,5.34655834,5.90243657,1.69231669,1.86826577,-13.31563029,-14.70004781,4.41499186,4.87401573,-16.44328525,-18.15288305
1.10429987,0,-0,0,0,5.35301796,5.91133704,1.70071247,1.87809656,-13.23792979,-14.61864415,4.44546767,4.90912937,-16.32319391,-18.02570092
1.10463038,0,-0,0,0,5.35948196,5.92024662,1.70911094,1.88793587,-13.16088651,-14.53791512,4.47602225,4.94435018,-16.20434186,-17.89980836
1.1049609,0,-0,0,0,5.36595034,5.9291653,1.7175121,1.89778371,-13.08449109,-14.457851,4.50665628,4.97967897,-16.08670711,-17.77518231
1.10529141,0,-0,0,0,5.3724231,5.9380931,1.72591595,1.90764007,-13.00873432,-14.37844229,4.53737046,5.0151166,-15.97026821,-17.65180026
1.10562192,0,-0,0,0,5.37890022,5.94703001,1.7343225,1.91750498,-12.93360719,-14.29967965,4.56816549,5.05066391,-15.85500418,-17.5296402
1.10595244,0,-0,0,0,5.38538173,5.95597604,1.74273174,1.92737841,-12.85910085,-14.2215539,4.59904206,5.08632177,-15.74089453,-17.40868065
1.10628295,0,-0,0,0,5.39186761,5.9649312,1.75114368,1.93726039,-12.78520661,-14.14405606,4.63000089,5.12209104,-15.62791925,-17.28890059
1.10661346,0,-0,0,0,5.39835787,5.97389549,1.75955832,1.94715092,-12.71191594,-14.06717731,4.6610427,5.1579726,-15.51605876,-17.1702795
1.10694397,0,-0,0,0,5.4048525,5.98286891,1.76797565,1.95704999,-12.63922048,-13.99090896,4.69216821,5.19396732,-15.40529394,-17.05279731
1.10727449,0,-0,0,0,5.41135152,5.99185148,1.77639569,1.96695763,-12.56711201,-13.91524252,4.72337814,5.23007611,-15.29560609,-16.9364344
1.107605,0,-0,0,0,5.4178549,6.00084318,1.78481843,1.97687381,-12.49558247,-13.84016962,4.75467325,5.26629986,-15.18697692,-16.82117158
1.10793551,0,-0,0,0,5.42436267,6.00984404,1.79324387,1.98679857,-12.42462392,-13.76568208,4.78605426,5.30263948,-15.07938856,-16.70699011
1.10826603,0,-0,0,0,5.4308748,6.01885404,1.80167202,1.99673189,-12.3542286,-13.69177184,4.81752193,5.33909588,-14.97282352,-16.59387163
1.10859654,0,-0,0,0,5.43739132,6.0278732,1.81010287,2.00667378,-12.28438887,-13.61843099,4.84907701,5.37566999,-14.86726471,-16.48179821
1.10892705,0,-0,0,0,5.44391221,6.03690152,1.81853643,2.01662424,-12.21509723,-13.54565177,4.88072027,5.41236275,-14.76269539,-16.37075228
1.10925757,0,-0,0,0,5.45043748,6.04593901,1.8269727,2.02658329,-12.14634631,-13.47342654,4.91245249,5.44917509,-14.65909919,-16.26071668
1.10958808,0,-0,0,0,5.45696712,6.05498567,1.83541168,2.03655092,-12.07812887,-13.40174781,4.94427443,5.48610797,-14.55646011,-16.15167461
1.10991859,0,-0,0,0,5.46350115,6.0640415,1.84385337,2.04652714,-12.01043781,-13.33060822,4.97618689,5.52316234,-14.45476247,-16.04360961
