R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.18861704,-0.25279693,1.23365239,-5.63581056,1.34026555,1.46100714,4.88001341,5.31964313,4.56839432,4.97995096
1.09041832,0.18853356,-0.2523895,1.2317914,-5.62541771,1.33869799,1.45974081,4.88051769,5.32180592,4.56685906,4.9797868
1.09074884,0.18845021,-0.25198268,1.22993384,-5.61504788,1.33713134,1.45847446,4.88102532,5.32397269,4.56532514,4.97962309
1.09107935,0.18836699,-0.25157648,1.2280797,-5.60470103,1.33556561,1.45720806,4.8815363,5.32614345,4.56379257,4.97945983
1.09140986,0.18828391,-0.25117089,1.22622898,-5.59437709,1.3340008,1.45594163,4.88205062,5.3283182,4.56226134,4.97929703
1.09174038,0.18820096,-0.25076591,1.22438167,-5.58407602,1.33243691,1.45467517,4.88256831,5.33049696,4.56073147,4.97913469
1.09207089,0.18811815,-0.25036154,1.22253776,-5.57379776,1.33087393,1.45340868,4.88308936,5.33267973,4.55920294,4.97897281
1.0924014,0.18803547,-0.24995778,1.22069724,-5.56354226,1.32931188,1.45214216,4.88361377,5.33486653,4.55767578,4.97881141
1.09273191,0.18795292,-0.24955463,1.21886011,-5.55330947,1.32775074,1.4508756,4.88414155,5.33705735,4.55614997,4.97865048
1.09306243,0.1878705,-0.24915208,1.21702636,-5.54309932,1.32619051,1.44960902,4.8846727,5.33925221,4.55462553,4.97849004
1.09339294,0.18778822,-0.24875014,1.21519598,-5.53291178,1.3246312,1.44834241,4.88520724,5.34145111,4.55310245,4.97833008
1.09372345,0.18770607,-0.2483488,1.21336896,-5.52274678,1.32307281,1.44707577,4.88574515,5.34365407,4.55158074,4.97817061
1.09405397,0.18762406,-0.24794807,1.2115453,-5.51260427,1.32151534,1.4458091,4.88628646,5.34586108,4.5500604,4.97801163
1.09438448,0.18754217,-0.24754794,1.20972498,-5.50248421,1.31995879,1.44454241,4.88683115,5.34807217,4.54854144,4.97785316
1.09471499,0.18746042,-0.24714841,1.20790801,-5.49238653,1.31840315,1.44327569,4.88737924,5.35028734,4.54702386,4.97769519
1.09504551,0.1873788,-0.24674948,1.20609437,-5.48231118,1.31684843,1.44200895,4.88793074,5.35250659,4.54550766,4.97753773
1.09537602,0.18729731,-0.24635115,1.20428405,-5.47225812,1.31529463,1.44074219,4.88848563,5.35472993,4.54399284,4.97738079
1.09570653,0.18721596,-0.24595342,1.20247706,-5.4622273,1.31374174,1.43947541,4.88904394,5.35695738,4.54247942,4.97722437
1.09603705,0.18713473,-0.24555628,1.20067338,-5.45221865,1.31218977,1.4382086,4.88960566,5.35918893,4.54096738,4.97706847
1.09636756,0.18705364,-0.24515974,1.198873,-5.44223212,1.31063872,1.43694177,4.89017079,5.36142461,4.53945674,4.9769131
1.09669807,0.18697267,-0.24476379,1.19707592,-5.43226768,1.30908858,1.43567493,4.89073935,5.36366441,4.5379475,4.97675827
1.09702858,0.18689184,-0.24436844,1.19528213,-5.42232525,1.30753937,1.43440806,4.89131134,5.36590835,4.53643967,4.97660398
1.0973591,0.18681114,-0.24397368,1.19349162,-5.4124048,1.30599107,1.43314118,4.89188675,5.36815643,4.53493323,4.97645024
1.09768961,0.18673057,-0.24357951,1.19170438,-5.40250627,1.30444369,1.43187428,4.89246561,5.37040866,4.53342821,4.97629704
1.09802012,0.18665013,-0.24318593,1.18992042,-5.39262961,1.30289722,1.43060737,4.8930479,5.37266506,4.5319246,4.9761444
1.09835064,0.18656982,-0.24279294,1.18813971,-5.38277477,1.30135167,1.42934044,4.89363364,5.37492562,4.5304224,4.97599233
1.09868115,0.18648964,-0.24240054,1.18636226,-5.3729417,1.29980704,1.42807349,4.89422282,5.37719036,4.52892162,4.97584081
1.09901166,0.18640958,-0.24200873,1.18458806,-5.36313035,1.29826333,1.42680654,4.89481546,5.37945928,4.52742227,4.97568987
1.09934218,0.18632966,-0.2416175,1.18281709,-5.35334066,1.29672053,1.42553957,4.89541156,5.3817324,4.52592434,4.97553951
1.09967269,0.18624987,-0.24122685,1.18104936,-5.34357259,1.29517865,1.42427259,4.89601112,5.38400971,4.52442784,4.97538972
1.1000032,0.1861702,-0.24083679,1.17928485,-5.33382608,1.29363769,1.4230056,4.89661415,5.38629124,4.52293277,4.97524052
1.10033371,0.18609067,-0.24044731,1.17752356,-5.32410109,1.29209764,1.4217386,4.89722065,5.38857699,4.52143914,4.97509192
1.10066423,0.18601126,-0.24005842,1.17576548,-5.31439757,1.29055852,1.42047159,4.89783063,5.39086697,4.51994694,4.97494391
1.10099474,0.18593198,-0.2396701,1.1740106,-5.30471546,1.28902031,1.41920458,4.89844409,5.39316118,4.51845619,4.9747965
1.10132525,0.18585283,-0.23928237,1.17225892,-5.29505472,1.28748301,1.41793756,4.89906103,5.39545963,4.51696689,4.9746497
1.10165577,0.18577381,-0.23889521,1.17051043,-5.28541529,1.28594664,1.41667053,4.89968147,5.39776234,4.51547903,4.97450351
1.10198628,0.18569492,-0.23850863,1.16876512,-5.27579713,1.28441118,1.4154035,4.90030539,5.40006931,4.51399263,4.97435794
1.10231679,0.18561615,-0.23812262,1.16702299,-5.26620019,1.28287664,1.41413646,4.90093282,5.40238055,4.51250768,4.97421299
