R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.02994181,-0.0038456,0.01410637,-0.02940074,0.12843578,0.14000628,3.66818364,3.99864227,2.08421791,2.27198054
1.09041832,0.02994054,-0.00384094,0.01409665,-0.02939007,0.12828556,0.13988493,3.67010527,4.00195003,2.08489758,2.27341052
1.09074884,0.02993927,-0.00383628,0.01408694,-0.02937942,0.12813543,0.13976357,3.67202941,4.00526181,2.08557864,2.27484248
1.09107935,0.029938,-0.00383163,0.01407723,-0.02936878,0.12798539,0.13964222,3.67395607,4.0085776,2.0862611,2.2762764
1.09140986,0.02993674,-0.00382698,0.01406752,-0.02935815,0.12783544,0.13952086,3.67588526,4.01189742,2.08694495,2.2777123
1.09174038,0.02993547,-0.00382233,0.01405782,-0.02934753,0.12768557,0.13939949,3.67781697,4.01522128,2.08763019,2.27915017
1.09207089,0.02993421,-0.00381768,0.01404812,-0.02933694,0.12753579,0.13927813,3.67975121,4.01854918,2.08831684,2.28059002
1.0924014,0.02993295,-0.00381304,0.01403843,-0.02932635,0.1273861,0.13915676,3.68168799,4.02188113,2.08900488,2.28203186
1.09273191,0.02993169,-0.0038084,0.01402874,-0.02931578,0.1272365,0.13903539,3.68362731,4.02521713,2.08969433,2.28347569
1.09306243,0.02993043,-0.00380377,0.01401905,-0.02930522,0.12708699,0.13891401,3.68556918,4.0285572,2.09038518,2.2849215
1.09339294,0.02992918,-0.00379914,0.01400937,-0.02929467,0.12693756,0.13879263,3.68751359,4.03190133,2.09107744,2.28636932
1.09372345,0.02992792,-0.00379451,0.01399969,-0.02928414,0.12678822,0.13867125,3.68946056,4.03524955,2.09177112,2.28781913
1.09405397,0.02992667,-0.00378988,0.01399001,-0.02927362,0.12663897,0.13854987,3.69141009,4.03860185,2.0924662,2.28927095
1.09438448,0.02992542,-0.00378526,0.01398034,-0.02926312,0.12648981,0.13842849,3.69336218,4.04195824,2.0931627,2.29072477
1.09471499,0.02992416,-0.00378064,0.01397067,-0.02925263,0.12634074,0.1383071,3.69531683,4.04531874,2.09386061,2.2921806
1.09504551,0.02992292,-0.00377603,0.013961,-0.02924215,0.12619175,0.13818571,3.69727406,4.04868334,2.09455994,2.29363845
1.09537602,0.02992167,-0.00377141,0.01395134,-0.02923169,0.12604285,0.13806432,3.69923386,4.05205205,2.0952607,2.29509832
1.09570653,0.02992042,-0.0037668,0.01394168,-0.02922124,0.12589404,0.13794292,3.70119624,4.05542489,2.09596288,2.29656022
1.09603705,0.02991918,-0.0037622,0.01393202,-0.0292108,0.12574532,0.13782152,3.7031612,4.05880186,2.09666648,2.29802413
1.09636756,0.02991794,-0.00375759,0.01392237,-0.02920038,0.12559668,0.13770013,3.70512875,4.06218296,2.09737151,2.29949008
1.09669807,0.0299167,-0.00375299,0.01391272,-0.02918997,0.12544813,0.13757873,3.7070989,4.06556821,2.09807797,2.30095807
1.09702858,0.02991546,-0.0037484,0.01390307,-0.02917957,0.12529967,0.13745732,3.70907164,4.06895761,2.09878587,2.30242809
1.0973591,0.02991422,-0.0037438,0.01389343,-0.02916919,0.1251513,0.13733592,3.71104699,4.07235117,2.0994952,2.30390016
1.09768961,0.02991298,-0.00373921,0.01388379,-0.02915882,0.12500302,0.13721452,3.71302494,4.0757489,2.10020597,2.30537427
1.09802012,0.02991175,-0.00373463,0.01387416,-0.02914846,0.12485482,0.13709311,3.7150055,4.0791508,2.10091817,2.30685043
1.09835064,0.02991051,-0.00373004,0.01386452,-0.02913812,0.12470672,0.1369717,3.71698868,4.08255688,2.10163182,2.30832865
1.09868115,0.02990928,-0.00372546,0.01385489,-0.02912779,0.1245587,0.13685029,3.71897448,4.08596715,2.10234691,2.30980892
1.09901166,0.02990805,-0.00372088,0.01384527,-0.02911748,0.12441076,0.13672888,3.7209629,4.08938162,2.10306345,2.31129126
1.09934218,0.02990682,-0.00371631,0.01383565,-0.02910718,0.12426292,0.13660747,3.72295395,4.0928003,2.10378144,2.31277566
1.09967269,0.02990559,-0.00371174,0.01382603,-0.02909689,0.12411516,0.13648606,3.72494764,4.09622318,2.10450087,2.31426213
1.1000032,0.02990437,-0.00370717,0.01381641,-0.02908661,0.1239675,0.13636464,3.72694396,4.09965029,2.10522177,2.31575068
1.10033371,0.02990314,-0.0037026,0.0138068,-0.02907635,0.12381992,0.13624323,3.72894292,4.10308162,2.10594411,2.31724131
1.10066423,0.02990192,-0.00369804,0.01379719,-0.0290661,0.12367242,0.13612181,3.73094454,4.10651718,2.10666792,2.31873402
1.10099474,0.0299007,-0.00369348,0.01378759,-0.02905587,0.12352502,0.1360004,3.7329488,4.10995699,2.10739319,2.32022881
1.10132525,0.02989948,-0.00368893,0.01377799,-0.02904565,0.1233777,0.13587898,3.73495572,4.11340105,2.10811992,2.3217257
1.10165577,0.02989826,-0.00368438,0.01376839,-0.02903544,0.12323047,0.13575756,3.7369653,4.11684937,2.10884811,2.32322468
1.10198628,0.02989704,-0.00367983,0.01375879,-0.02902524,0.12308333,0.13563614,3.73897755,4.12030196,2.10957777,2.32472576
1.10231679,0.02989583,-0.00367528,0.0137492,-0.02901506,0.12293628,0.13551473,3.74099246,4.12375881,2.1103089,2.32622894
1.10264731,0.02989461,-0.00367074,0.01373961,-0.02900489,0.12278931,0.13539331,3.74301006,4.12721995,2.11104151,2.32773423
1.10297782,0.0298934,-0.0036662,0.01373003,-0.02899474,0.12264244,0.13527189,3.74503033,4.13068538,2.11177559,2.32924163
1.10330833,0.02989219,-0.00366166,0.01372045,-0.0289846,0.12249565,0.13515047,3.74705328,4.1341551,2.11251114,2.33075114
1.10363884,0.02989098,-0.00365713,0.01371087,-0.02897447,0.12234895,0.13502905,3.74907892,4.13762913,2.11324818,2.33226278
1.10396936,0.02988977,-0.0036526,0.01370129,-0.02896435,0.12220233,0.13490763,3.75110726,4.14110747,2.1139867,2.33377653
1.10429987,0.02988857,-0.00364807,0.01369172,-0.02895425,0.12205581,0.13478621,3.7531383,4.14459014,2.1147267,2.33529242
1.10463038,0.02988736,-0.00364355,0.01368215,-0.02894416,0.12190937,0.13466479,3.75517204,4.14807712,2.11546819,2.33681043
1.1049609,0.02988616,-0.00363903,0.01367259,-0.02893409,0.12176302,0.13454338,3.75720848,4.15156845,2.11621117,2.33833059
1.10529141,0.02988495,-0.00363451,0.01366303,-0.02892402,0.12161676,0.13442196,3.75924764,4.15506412,2.11695564,2.33985288
1.10562192,0.02988375,-0.00363,0.01365347,-0.02891398,0.12147058,0.13430054,3.76128951,4.15856414,2.1177016,2.34137731
1.10595244,0.02988256,-0.00362549,0.01364392,-0.02890394,0.1213245,0.13417912,3.76333411,4.16206852,2.11844906,2.3429039
1.10628295,0.02988136,-0.00362098,0.01363436,-0.02889392,0.1211785,0.13405771,3.76538143,4.16557727,2.11919802,2.34443263
1.10661346,0.02988016,-0.00361647,0.01362482,-0.02888391,0.12103259,0.13393629,3.76743149,4.1690904,2.11994848,2.34596352
1.10694397,0.02987897,-0.00361197,0.01361527,-0.02887391,0.12088677,0.13381488,3.76948428,4.17260791,2.12070044,2.34749658
1.10727449,0.02987777,-0.00360747,0.01360573,-0.02886393,0.12074103,0.13369347,3.77153981,4.17612981,2.12145391,2.3490318
1.107605,0.02987658,-0.00360298,0.01359619,-0.02885396,0.12059539,0.13357205,3.77359808,4.17965611,2.12220889,2.35056918
1.10793551,0.02987539,-0.00359849,0.01358666,-0.028844,0.12044983,0.13345064,3.77565911,4.18318682,2.12296538,2.35210874
1.10826603,0.0298742,-0.003594,0.01357712,-0.02883406,0.12030436,0.13332923,3.77772289,4.18672194,2.12372339,2.35365048
1.10859654,0.02987302,-0.00358951,0.0135676,-0.02882413,0.12015897,0.13320782,3.77978944,4.19026149,2.12448291,2.3551944
1.10892705,0.02987183,-0.00358503,0.01355807,-0.02881421,0.12001368,0.13308642,3.78185874,4.19380547,2.12524395,2.35674051
1.10925757,0.02987065,-0.00358055,0.01354855,-0.0288043,0.11986847,0.13296501,3.78393082,4.19735389,2.12600651,2.35828881
1.10958808,0.02986946,-0.00357607,0.01353903,-0.02879441,0.11972335,0.1328436,3.78600567,4.20090676,2.1267706,2.3598393
1.10991859,0.02986828,-0.0035716,0.01352952,-0.02878453,0.11957832,0.1327222,3.7880833,4.20446409,2.12753621,2.36139199
