R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT,A5,R5,A6,R6
1.10463038,0,-0,0,0,15.90045081,17.56412107,9.29161303,10.26379807,-3.24615478,-3.58580119,61.9896167,68.47561406,-6.176789,-6.8230688
1.1049609,0,-0,0,0,15.93521029,17.60778425,9.33014792,10.30944861,-3.1762063,-3.50958376,63.41491872,70.07100544,-5.98581923,-6.61409619
1.10529141,0,-0,0,0,15.97002582,17.65153234,9.36874558,10.355194,-3.10634277,-3.43341398,64.90010726,71.73353103,-5.79564488,-6.4058765
1.10562192,0,-0,0,0,16.00489738,17.69536541,9.40740592,10.40103422,-3.03656339,-3.35729106,66.44921706,73.46771112,-5.60624198,-6.19838404
1.10595244,0,-0,0,0,16.03982499,17.73928351,9.44612887,10.44696923,-2.96686735,-3.28121417,68.06665316,75.27848084,-5.41758696,-5.99159349
1.10628295,0,-0,0,0,16.07480864,17.7832867,9.48491434,10.49299901,-2.89725385,-3.20518254,69.75723441,77.17123896,-5.22965664,-5.78547997
1.10661346,0,-0,0,0,16.10984833,17.82737503,9.52376226,10.53912352,-2.82772211,-3.12919535,71.52624326,79.15190364,-5.04242821,-5.58001894
1.10694397,0,-0,0,0,16.14494406,17.87154855,9.56267253,10.58534273,-2.75827132,-3.05325181,73.37948286,81.22697641,-4.85587924,-5.37518627
1.10727449,0,-0,0,0,16.18009584,17.91580732,9.60164508,10.63165663,-2.68890071,-2.97735115,75.32334288,83.40361588,-4.66998763,-5.17095816
1.107605,0,-0,0,0,16.21530365,17.96015141,9.64067982,10.67806518,-2.6196095,-2.90149258,77.3648755,85.68972298,-4.48473162,-4.96731117
1.10793551,0,-0,0,0,16.2505675,18.00458085,9.67977669,10.72456836,-2.55039691,-2.82567531,79.51188366,88.09403965,-4.30008976,-4.76422216
1.10826603,0,-0,0,0,16.2858874,18.04909572,9.71893559,10.77116613,-2.48126219,-2.74989858,81.77302358,90.62626393,-4.11604094,-4.56166834
1.10859654,0,-0,0,0,16.32126334,18.09369606,9.75815646,10.81785848,-2.41220456,-2.67416163,84.15792483,93.29718424,-3.93256432,-4.3596272
1.10892705,0,-0,0,0,16.35669531,18.13838193,9.79743921,10.86464538,-2.34322327,-2.59846367,86.67733099,96.11883718,-3.74963938,-4.15807654
1.10925757,0,-0,0,0,16.39218333,18.18315338,9.83678376,10.91152681,-2.27431756,-2.52280396,89.34326565,99.10469336,-3.56724583,-3.95699443
1.10958808,0,-0,0,0,16.42772739,18.22801048,9.87619005,10.95850274,-2.20548669,-2.44718174,92.16922884,102.26987754,-3.3853637,-3.7563592
1.10991859,0,-0,0,0,16.4633275,18.27295327,9.91565798,11.00557314,-2.13672992,-2.37159626,95.17043091,105.63143064,-3.20397323,-3.55614946
