R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.92616757,-0.10635498,0.38868291,-0.79740051,0.11483341,0.1251785,3.65458127,3.9838145,2.05154505,2.23636425
1.09041832,0.92613244,-0.10622656,0.3884194,-0.79713789,0.1146991,0.12507,3.65651881,3.98713511,2.05226072,2.23782269
1.09074884,0.92609735,-0.10609822,0.38815598,-0.7968756,0.11456487,0.1249615,3.65845885,3.99045974,2.05297776,2.2392831
1.09107935,0.9260623,-0.10596998,0.38789265,-0.79661365,0.11443072,0.124853,3.6604014,3.99378838,2.05369618,2.24074549
1.09140986,0.9260273,-0.10584182,0.3876294,-0.79635203,0.11429665,0.12474449,3.66234647,3.99712106,2.05441598,2.24220986
1.09174038,0.92599234,-0.10571374,0.38736624,-0.79609075,0.11416265,0.12463598,3.66429405,4.00045777,2.05513716,2.24367621
1.09207089,0.92595742,-0.10558576,0.38710316,-0.7958298,0.11402874,0.12452747,3.66624416,4.00379852,2.05585972,2.24514455
1.0924014,0.92592254,-0.10545786,0.38684018,-0.79556919,0.1138949,0.12441895,3.66819679,4.00714332,2.05658367,2.24661488
1.09273191,0.92588771,-0.10533005,0.38657727,-0.7953089,0.11376114,0.12431043,3.67015196,4.01049218,2.05730901,2.24808721
1.09306243,0.92585292,-0.10520232,0.38631446,-0.79504895,0.11362747,0.12420191,3.67210966,4.0138451,2.05803573,2.24956154
1.09339294,0.92581817,-0.10507468,0.38605172,-0.79478934,0.11349386,0.12409339,3.6740699,4.01720209,2.05876385,2.25103787
1.09372345,0.92578346,-0.10494713,0.38578908,-0.79453005,0.11336034,0.12398487,3.67603268,4.02056316,2.05949337,2.2525162
1.09405397,0.92574879,-0.10481966,0.38552652,-0.7942711,0.1132269,0.12387634,3.67799801,4.02392832,2.06022428,2.25399655
1.09438448,0.92571417,-0.10469229,0.38526405,-0.79401247,0.11309353,0.12376781,3.6799659,4.02729757,2.06095659,2.25547891
1.09471499,0.92567959,-0.104565,0.38500166,-0.79375418,0.11296025,0.12365928,3.68193634,4.03067092,2.06169031,2.25696329
1.09504551,0.92564505,-0.10443779,0.38473935,-0.79349622,0.11282704,0.12355074,3.68390935,4.03404837,2.06242542,2.25844969
1.09537602,0.92561055,-0.10431067,0.38447713,-0.79323859,0.11269391,0.12344221,3.68588492,4.03742995,2.06316195,2.25993812
1.09570653,0.9255761,-0.10418364,0.384215,-0.7929813,0.11256086,0.12333367,3.68786306,4.04081564,2.06389988,2.26142858
1.09603705,0.92554169,-0.1040567,0.38395295,-0.79272433,0.11242789,0.12322513,3.68984377,4.04420546,2.06463922,2.26292107
1.09636756,0.92550731,-0.10392984,0.38369099,-0.79246769,0.11229499,0.12311659,3.69182707,4.04759943,2.06537997,2.2644156
1.09669807,0.92547299,-0.10380307,0.38342911,-0.79221138,0.11216218,0.12300805,3.69381294,4.05099753,2.06612214,2.26591217
1.09702858,0.9254387,-0.10367638,0.38316732,-0.7919554,0.11202944,0.1228995,3.69580141,4.05439979,2.06686573,2.26741079
1.0973591,0.92540445,-0.10354978,0.38290561,-0.79169975,0.11189679,0.12279096,3.69779247,4.05780621,2.06761074,2.26891145
1.09768961,0.92537025,-0.10342327,0.38264398,-0.79144443,0.11176421,0.12268241,3.69978613,4.06121679,2.06835717,2.27041417
1.09802012,0.92533609,-0.10329685,0.38238244,-0.79118943,0.11163171,0.12257386,3.70178238,4.06463155,2.06910502,2.27191895
1.09835064,0.92530197,-0.10317051,0.38212099,-0.79093477,0.11149928,0.12246531,3.70378125,4.06805049,2.0698543,2.27342579
1.09868115,0.92526789,-0.10304425,0.38185961,-0.79068043,0.11136694,0.12235676,3.70578272,4.07147362,2.07060501,2.27493469
1.09901166,0.92523385,-0.10291809,0.38159833,-0.79042642,0.11123468,0.12224821,3.70778681,4.07490095,2.07135715,2.27644566
1.09934218,0.92519986,-0.10279201,0.38133712,-0.79017274,0.11110249,0.12213965,3.70979352,4.07833248,2.07211072,2.27795871
1.09967269,0.9251659,-0.10266601,0.381076,-0.78991938,0.11097038,0.1220311,3.71180285,4.08176822,2.07286573,2.27947383
1.1000032,0.92513199,-0.10254011,0.38081497,-0.78966636,0.11083835,0.12192254,3.71381482,4.08520819,2.07362218,2.28099103
1.10033371,0.92509812,-0.10241428,0.38055401,-0.78941366,0.1107064,0.12181399,3.71582941,4.08865238,2.07438006,2.28251032
1.10066423,0.92506429,-0.10228855,0.38029314,-0.78916128,0.11057453,0.12170543,3.71784664,4.0921008,2.0751394,2.2840317
1.10099474,0.92503051,-0.1021629,0.38003236,-0.78890923,0.11044274,0.12159687,3.71986652,4.09555347,2.07590017,2.28555517
1.10132525,0.92499676,-0.10203734,0.37977165,-0.78865751,0.11031102,0.12148831,3.72188904,4.09901039,2.07666239,2.28708074
1.10165577,0.92496306,-0.10191186,0.37951103,-0.78840611,0.11017939,0.12137976,3.72391421,4.10247157,2.07742607,2.28860841
1.10198628,0.9249294,-0.10178647,0.3792505,-0.78815504,0.11004783,0.1212712,3.72594204,4.10593701,2.07819119,2.29013818
1.10231679,0.92489577,-0.10166117,0.37899004,-0.78790429,0.10991635,0.12116264,3.72797253,4.10940673,2.07895777,2.29167006
1.10264731,0.92486219,-0.10153595,0.37872967,-0.78765387,0.10978495,0.12105408,3.73000569,4.11288072,2.07972581,2.29320406
1.10297782,0.92482866,-0.10141082,0.37846938,-0.78740377,0.10965363,0.12094552,3.73204152,4.11635901,2.0804953,2.29474017
1.10330833,0.92479516,-0.10128577,0.37820918,-0.787154,0.10952239,0.12083696,3.73408002,4.11984159,2.08126626,2.29627841
1.10363884,0.9247617,-0.10116081,0.37794905,-0.78690455,0.10939122,0.1207284,3.7361212,4.12332848,2.08203868,2.29781877
1.10396936,0.92472829,-0.10103594,0.37768901,-0.78665542,0.10926013,0.12061984,3.73816506,4.12681968,2.08281257,2.29936126
1.10429987,0.92469492,-0.10091115,0.37742905,-0.78640662,0.10912913,0.12051128,3.74021162,4.1303152,2.08358793,2.30090588
1.10463038,0.92466158,-0.10078645,0.37716918,-0.78615814,0.1089982,0.12040272,3.74226086,4.13381505,2.08436476,2.30245264
1.1049609,0.92462829,-0.10066183,0.37690938,-0.78590998,0.10886735,0.12029416,3.74431281,4.13731924,2.08514306,2.30400155
1.10529141,0.92459504,-0.1005373,0.37664967,-0.78566215,0.10873658,0.1201856,3.74636746,4.14082777,2.08592284,2.30555259
1.10562192,0.92456184,-0.10041286,0.37639004,-0.78541463,0.10860588,0.12007705,3.74842481,4.14434065,2.0867041,2.30710579
1.10595244,0.92452867,-0.1002885,0.37613049,-0.78516744,0.10847527,0.11996849,3.75048488,4.14785789,2.08748683,2.30866115
1.10628295,0.92449554,-0.10016422,0.37587102,-0.78492058,0.10834473,0.11985993,3.75254767,4.1513795,2.08827106,2.31021866
1.10661346,0.92446246,-0.10004004,0.37561164,-0.78467403,0.10821428,0.11975137,3.75461317,4.15490548,2.08905676,2.31177834
1.10694397,0.92442941,-0.09991593,0.37535233,-0.7844278,0.1080839,0.11964282,3.75668141,4.15843585,2.08984396,2.31334018
1.10727449,0.92439641,-0.09979192,0.37509311,-0.7841819,0.1079536,0.11953426,3.75875237,4.16197061,2.09063264,2.31490419
1.107605,0.92436345,-0.09966799,0.37483397,-0.78393632,0.10782338,0.11942571,3.76082607,4.16550977,2.09142282,2.31647038
1.10793551,0.92433053,-0.09954414,0.37457491,-0.78369105,0.10769323,0.11931716,3.76290252,4.16905333,2.0922145,2.31803875
1.10826603,0.92429765,-0.09942038,0.37431593,-0.78344611,0.10756317,0.11920861,3.76498171,4.17260132,2.09300767,2.3196093
1.10859654,0.92426481,-0.09929671,0.37405703,-0.78320148,0.10743318,0.11910006,3.76706365,4.17615372,2.09380235,2.32118204
1.10892705,0.92423201,-0.09917312,0.37379821,-0.78295718,0.10730328,0.11899151,3.76914834,4.17971056,2.09459852,2.32275697
1.10925757,0.92419925,-0.09904962,0.37353947,-0.7827132,0.10717345,0.11888296,3.7712358,4.18327184,2.09539621,2.32433409
1.10958808,0.92416654,-0.0989262,0.37328082,-0.78246953,0.1070437,0.11877441,3.77332602,4.18683757,2.0961954,2.32591342
1.10991859,0.92413386,-0.09880287,0.37302224,-0.78222618,0.10691403,0.11866587,3.77541901,4.19040775,2.0969961,2.32749496
