R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
1.09008781,0.06947548,-0.06630958,0.24358784,-5.06171834,0.95443138,1.04041401,3.67349416,4.00443121,20.77984842,22.65185947
1.09041832,0.06945357,-0.06622934,0.24191594,-5.05525936,0.95357717,1.03979802,3.65270033,3.98297137,20.89675998,22.78620999
1.09074884,0.0694317,-0.06614966,0.24024618,-5.04881834,0.95273002,1.03918916,3.63185796,3.96144484,21.015187,22.92229078
1.09107935,0.06940985,-0.06607053,0.23857854,-5.04239514,0.95188991,1.03858743,3.61096735,3.93985191,21.1351581,23.06013456
1.09140986,0.06938802,-0.06599196,0.23691302,-5.03598963,0.95105686,1.03799284,3.59002881,3.91819285,21.25670263,23.1997749
1.09174038,0.06936622,-0.06591393,0.23524962,-5.02960168,0.95023086,1.0374054,3.56904263,3.89646794,21.37985068,23.34124622
1.09207089,0.06934445,-0.06583645,0.23358832,-5.02323116,0.94941191,1.03682511,3.54800912,3.87467747,21.50463315,23.48458384
1.0924014,0.06932271,-0.06575952,0.23192913,-5.01687793,0.94860002,1.03625199,3.52692859,3.85282173,21.63108171,23.62982399
1.09273191,0.06930098,-0.06568314,0.23027203,-5.01054187,0.94779517,1.03568603,3.50580135,3.83090102,21.75922889,23.77700386
1.09306243,0.06927929,-0.0656073,0.22861703,-5.00422283,0.94699738,1.03512726,3.48462773,3.80891564,21.88910807,23.92616162
1.09339294,0.06925762,-0.06553202,0.22696411,-4.99792071,0.94620664,1.03457566,3.46340803,3.7868659,22.02075352,24.07733645
1.09372345,0.06923597,-0.06545727,0.22531327,-4.99163535,0.94542295,1.03403126,3.4421426,3.76475209,22.15420041,24.2305686
1.09405397,0.06921435,-0.06538308,0.22366451,-4.98536664,0.94464632,1.03349405,3.42083174,3.74257454,22.2894849,24.38589938
1.09438448,0.06919275,-0.06530943,0.22201781,-4.97911444,0.94387674,1.03296405,3.3994758,3.72033355,22.42664409,24.54337123
1.09471499,0.06917117,-0.06523632,0.22037318,-4.97287863,0.9431142,1.03244126,3.3780751,3.69802946,22.56571611,24.70302776
1.09504551,0.06914963,-0.06516375,0.21873061,-4.96665907,0.94235873,1.03192569,3.35662999,3.67566259,22.70674016,24.86491377
1.09537602,0.0691281,-0.06509173,0.21709009,-4.96045564,0.9416103,1.03141734,3.33514081,3.65323326,22.84975649,25.0290753
1.09570653,0.0691066,-0.06502025,0.21545162,-4.95426821,0.94086892,1.03091622,3.3136079,3.63074182,22.9948065,25.19555968
1.09603705,0.06908512,-0.06494931,0.21381519,-4.94809665,0.9401346,1.03042235,3.2920316,3.60818859,23.14193274,25.36441558
1.09636756,0.06906366,-0.06487891,0.21218079,-4.94194083,0.93940733,1.02993572,3.27041228,3.58557392,23.29117898,25.53569303
1.09669807,0.06904223,-0.06480905,0.21054843,-4.93580063,0.93868711,1.02945634,3.24875028,3.56289816,23.44259023,25.70944349
1.09702858,0.06902082,-0.06473973,0.2089181,-4.92967592,0.93797394,1.02898423,3.22704595,3.54016165,23.59621278,25.8857199
1.0973591,0.06899944,-0.06467095,0.20728979,-4.92356656,0.93726783,1.02851938,3.20529968,3.51736476,23.75209429,26.06457674
1.09768961,0.06897808,-0.06460271,0.20566349,-4.91747244,0.93656876,1.0280618,3.18351181,3.49450783,23.91028376,26.24607006
