Experiment,Model_A,Model_B,Observed_TestStatistic,Bootstrap_UpperTail_PValue,Successful_Replications,Mean_TestStatistic,Median_TestStatistic,P90_TestStatistic,P95_TestStatistic,Fraction_LL_B_Greater,Fraction_PIT_B_CloserToUniform
02 Shape Alternative - Unconstraint DGP,Constraint,Unconstraint,2.88672061406942,0.666666666666667,20,6.03455162675679,6.08948103277805,11.0026547248141,11.9102033223403,1,0.45
