Experiment,Num_Bins,Model_A,Model_B,Is_Pairwise_Null_DGP,Observed_LR,Simulated_LR_PValue,PlusOne_LR_PValue,Observed_PIT_Pairwise_Delta,Simulated_PIT_Delta_PValue,PlusOne_PIT_Delta_PValue,PIT_Uniformity_Target_Model,Observed_PIT_SupUniform,Simulated_PIT_Uniformity_PValue,PlusOne_PIT_Uniformity_PValue,Successful_Replications,Mean_LR,Median_LR,P95_LR,Mean_PIT_Pairwise_Delta,P95_PIT_Pairwise_Delta,Mean_PIT_SupUniform,P95_PIT_SupUniform,Fraction_LL_B_Greater,Fraction_PIT_B_CloserToUniform,Successful_Null_Uniformity_Replications
Alpha-distortion null - common undistorted DGP,20,Common null,Alpha estimated,1,0,1,1,0,1,1,Common null,0.0232394366197183,0.62,0.627450980392157,50,1.03233654480367,0.584246373717974,4.09142055999109,0.0117183098591549,0.0253521126760563,0.0244225352112676,0.0373239436619718,0.7,0.34,50
