Num_Bins,Observed_PIT_SupUniform,P95_PIT_SupUniform,Simulated_PIT_Uniformity_PValue,PlusOne_PIT_Uniformity_PValue,Successful_Replications,Mean_PIT_SupUniform
10,0.0154929577464789,0.0436619718309859,0.975,0.975124378109453,200,0.0275774647887324
20,0.0232394366197183,0.0345070422535211,0.56,0.562189054726368,200,0.0239718309859155
