Experiment,Model_A,Model_B,Observed_TestStatistic,Bootstrap_UpperTail_PValue,Successful_Replications,Mean_TestStatistic,Median_TestStatistic,P90_TestStatistic,P95_TestStatistic,Fraction_LL_B_Greater,Fraction_PIT_B_CloserToUniform
03 Distortion Null - Undistorted DGP,Undistorted,Distorted_beta_0_92,0.551010518074463,0.238095238095238,20,-0.73381084386325,-1.14688055558315,1.12459976140019,1.59004873118511,0.3,0.45
