date,exdate
19960325,19960920
19960624,19961220
19960923,19970321
19961223,19970620
19970324,19970919
19970623,19971219
19970922,19980320
19971222,19980619
19980323,19980918
19980622,19981218
19980921,19990319
19981221,19990618
19990322,19990917
19990621,19991217
19990726,20000121
19990920,20000317
19991220,20000616
20000320,20000915
20000619,20001215
20000918,20010316
20001218,20010615
20010326,20010921
20010625,20011221
20010917,20020315
20011224,20020621
20020325,20020920
20020624,20021220
20020923,20030321
20021223,20030620
20030324,20030919
20030623,20031219
20030922,20040319
20031222,20040618
20040322,20040917
20040621,20041217
20040920,20050318
20041220,20050617
20050321,20050916
20050620,20051216
20050919,20060317
20051219,20060616
20060320,20060915
20060619,20061215
20060918,20070316
20061218,20070615
20070326,20070921
20070625,20071221
20070924,20080320
20071224,20080620
20080324,20080919
20080623,20081219
20080922,20090320
20081222,20090619
20090323,20090918
20090622,20091218
20090921,20100319
20091221,20100618
20100322,20100917
20100621,20101217
20100920,20110318
20101220,20110617
20110321,20110916
20110620,20111216
20110919,20120316
20111219,20120615
20120326,20120921
20120521,20121116
20120625,20121221
20120917,20130315
20121224,20130621
20130325,20130920
20130624,20131220
20130722,20140117
20130923,20140321
20131223,20140620
20140324,20140919
20140623,20141219
20140721,20150116
20140922,20150320
20141222,20150619
20150323,20150918
20150622,20151218
20150720,20160115
20150921,20160318
20151221,20160617
20160321,20160916
20160620,20161216
20160725,20170120
20160919,20170317
20161219,20170616
20170320,20170915
20170619,20171215
20170724,20180119
20170918,20180316
20171218,20180615
20180326,20180921
20180625,20181221
20180723,20190118
20180917,20190315
20181224,20190621
20190219,20190816
20190325,20190920
20190422,20191018
20190520,20191115
20190624,20191220
20190722,20200117
20190826,20200221
20190923,20200320
20191021,20200417
20191118,20200515
20191223,20200619
20200121,20200717
20200224,20200821
20200323,20200918
20200420,20201016
20200526,20201120
20200622,20201218
20200720,20210115
20200824,20210219
20200921,20210319
20201019,20210416
20201123,20210521
20201221,20210618
20210119,20210716
20210222,20210820
20210322,20210917
20210419,20211015
20210524,20211119
20210621,20211217
20210726,20220121
20210823,20220218
20210920,20220318
20211018,20220414
20211122,20220520
20211220,20220617
20220118,20220715
20220222,20220819
20220321,20220916
20220425,20221021
20220523,20221118
20220621,20221216
20220725,20230120
20220822,20230217
20220919,20230317
20221024,20230421
20221121,20230519
20221219,20230616
20230123,20230721
20230221,20230818
20230320,20230915
20230424,20231020
20230522,20231117
20230620,20231215
20230724,20240119
20230821,20240216
20230918,20240315
20231023,20240419
20231120,20240517
20231226,20240621
20240122,20240719
20240220,20240816
20240325,20240920
20240422,20241018
20240520,20241115
20240624,20241220
20240722,20250117
20240826,20250221
20240923,20250321
20241021,20250417
20241118,20250516
20241223,20250620
