date,exdate,price_date,price_exdate,has_price_date,has_price_exdate,drop_reason
19960116,19960315,608.44,641.43,True,True,
19960220,19960419,640.65,645.07,True,True,
19960319,19960517,651.69,668.91,True,True,
19960423,19960621,651.58,666.84,True,True,
19960521,19960719,672.76,638.73,True,True,
19960618,19960816,662.06,665.21,True,True,
19960723,19960920,626.87,687.03,True,True,
19960820,19961018,665.69,710.82,True,True,
19960917,19961115,682.94,737.62,True,True,
19961022,19961220,706.57,748.87,True,True,
19961119,19970117,742.16,776.17,True,True,
19961224,19970221,751.03,801.77,True,True,
19970121,19970321,782.72,784.1,True,True,
19970218,19970418,816.29,766.34,True,True,
19970318,19970516,789.66,829.75,True,True,
19970422,19970620,774.61,898.7,True,True,
19970520,19970718,841.66,915.3,True,True,
19970617,19970815,894.42,900.81,True,True,
19970722,19970919,933.98,950.51,True,True,
19970819,19971017,926.01,944.16,True,True,
19970923,19971121,951.93,963.09,True,True,
19971021,19971219,972.28,946.78,True,True,
19971118,19980116,938.23,961.51,True,True,
19971223,19980220,939.13,1034.21,True,True,
19980120,19980320,978.6,1099.16,True,True,
19980217,19980417,1022.76,1122.72,True,True,
19980317,19980515,1080.45,1108.73,True,True,
19980421,19980619,1126.67,1100.65,True,True,
19980519,19980717,1109.52,1186.75,True,True,
19980623,19980821,1119.49,1081.24,True,True,
19980721,19980918,1165.07,1020.09,True,True,
19980818,19981016,1101.2,1056.42,True,True,
19980922,19981120,1029.63,1163.55,True,True,
19981020,19981218,1063.93,1188.03,True,True,
19981117,19990115,1139.32,1243.26,True,True,
19981222,19990219,1203.57,1239.22,True,True,
19990119,19990319,1252,1299.29,True,True,
19990216,19990416,1241.87,1319,True,True,
19990323,19990521,1262.14,1330.29,True,True,
19990420,19990618,1306.17,1342.84,True,True,
19990518,19990716,1333.32,1418.78,True,True,
19990622,19990820,1335.88,1336.61,True,True,
19990720,19990917,1377.1,1335.42,True,True,
19990817,19991015,1344.16,1247.41,True,True,
19990921,19991119,1307.58,1422,True,True,
19991019,19991217,1261.32,1421.03,True,True,
19991123,20000121,1404.64,1441.36,True,True,
19991221,20000218,1433.43,1346.09,True,True,
20000118,20000317,1455.14,1464.47,True,True,
20000222,20000420,1352.17,1434.54,True,True,
20000321,20000519,1493.87,1406.95,True,True,
20000418,20000616,1441.61,1464.46,True,True,
20000523,20000721,1373.86,1480.19,True,True,
20000620,20000818,1475.95,1491.72,True,True,
20000718,20000915,1493.74,1465.81,True,True,
20000822,20001020,1498.13,1396.93,True,True,
20000919,20001117,1459.9,1367.72,True,True,
20001017,20001215,1349.97,1312.15,True,True,
20001121,20010119,1347.35,1342.54,True,True,
20001219,20010216,1305.6,1301.53,True,True,
20010116,20010316,1326.65,1150.53,True,True,
20010220,20010420,1278.94,1242.98,True,True,
20010320,20010518,1142.62,1291.96,True,True,
20010417,20010615,1191.81,1214.36,True,True,
20010522,20010720,1309.38,1210.85,True,True,
20010619,20010817,1212.58,1161.97,True,True,
20010724,20010921,1171.65,965.8,True,True,
20010821,20011019,1157.26,1073.48,True,True,
20010918,20011116,1032.74,1138.65,True,True,
20011023,20011221,1084.78,1144.89,True,True,
20011120,20020118,1142.66,1127.58,True,True,
20011218,20020215,1142.92,1104.18,True,True,
20020115,20020315,1146.19,1166.16,True,True,
20020219,20020419,1083.34,1125.17,True,True,
20020319,20020517,1170.29,1106.59,True,True,
