date,exdate
19960122,19960419
19960220,19960517
19960325,19960621
19960422,19960719
19960520,19960816
19960624,19960920
19960722,19961018
19960819,19961115
19960923,19961220
19961021,19970117
19961125,19970221
19961223,19970321
19970120,19970418
19970324,19970620
19970421,19970718
19970519,19970815
19970623,19970919
19970721,19971017
19970825,19971121
19970922,19971219
19971020,19980116
19971124,19980220
19971222,19980320
19980120,19980417
19980323,19980619
19980420,19980717
19980526,19980821
19980622,19980918
19980720,19981016
19980824,19981120
19980921,19981218
19981019,19990115
19981123,19990219
19981221,19990319
19990119,19990416
19990222,19990521
19990322,19990618
19990419,19990716
19990524,19990820
19990621,19990917
19990719,19991015
19990823,19991119
19990920,19991217
19991025,20000121
19991122,20000218
19991220,20000317
20000124,20000420
20000222,20000519
20000320,20000616
20000424,20000721
20000522,20000818
20000619,20000915
20000724,20001020
20000821,20001117
20000918,20001215
20001023,20010119
20001120,20010216
20001218,20010316
20010122,20010420
20010220,20010518
20010319,20010615
20010423,20010720
20010521,20010817
20010625,20010921
20010723,20011019
20010820,20011116
20010924,20011221
20011022,20020118
20011119,20020215
20011217,20020315
20020122,20020419
20020219,20020517
20020325,20020621
20020422,20020719
20020520,20020816
20020624,20020920
20020722,20021018
20020819,20021115
20020923,20021220
20021021,20030117
20021125,20030221
20021223,20030321
20030121,20030417
20030324,20030620
20030421,20030718
20030519,20030815
20030623,20030919
20030721,20031017
20030825,20031121
20030922,20031219
20031020,20040116
20031124,20040220
20031222,20040319
20040120,20040416
20040223,20040521
20040322,20040618
20040419,20040716
20040524,20040820
20040621,20040917
20040719,20041015
20040823,20041119
20040920,20041217
20041025,20050121
20041122,20050218
20041220,20050318
20050222,20050520
20050321,20050617
20050418,20050715
20050523,20050819
20050620,20050916
20050725,20051021
20050822,20051118
20050919,20051216
20051024,20060120
20051121,20060217
20051219,20060317
20060123,20060421
20060221,20060519
20060320,20060616
20060424,20060721
20060522,20060818
20060619,20060915
20060724,20061020
20060821,20061117
20060918,20061215
20061023,20070119
20061120,20070216
20061218,20070316
20070122,20070420
20070220,20070518
20070319,20070615
20070423,20070720
20070521,20070817
20070625,20070921
20070723,20071019
20070820,20071116
20070924,20071221
20071022,20080118
20071119,20080215
20071224,20080320
20080122,20080418
20080219,20080516
20080324,20080620
20080421,20080718
20080519,20080815
20080623,20080919
20080721,20081017
20080825,20081121
20080922,20081219
20081020,20090116
20081124,20090220
20081222,20090320
20090120,20090417
20090217,20090515
20090323,20090619
20090420,20090717
20090526,20090821
20090622,20090918
20090720,20091016
20090824,20091120
20090921,20091218
20091019,20100115
20091123,20100219
20091221,20100319
20100119,20100416
20100222,20100521
20100322,20100618
20100419,20100716
20100524,20100820
20100621,20100917
20100719,20101015
20100823,20101119
20100920,20101217
20101025,20110121
20101122,20110218
20101220,20110318
20110118,20110415
20110222,20110520
20110321,20110617
20110418,20110715
20110523,20110819
20110620,20110916
20110725,20111021
20110822,20111118
20110919,20111216
20111024,20120120
20111121,20120217
20111219,20120316
20120123,20120420
20120221,20120518
20120319,20120615
20120423,20120720
20120521,20120817
20120625,20120921
20120723,20121019
20120820,20121116
20120924,20121221
20121022,20130118
20121119,20130215
20121217,20130315
20130122,20130419
20130219,20130517
20130325,20130621
20130422,20130719
20130520,20130816
20130624,20130920
20130722,20131018
20130819,20131115
20130923,20131220
20131021,20140117
20131125,20140221
20131223,20140321
20140121,20140417
20140218,20140516
20140324,20140620
20140421,20140718
20140519,20140815
20140623,20140919
20140721,20141017
20140825,20141121
20140922,20141219
20141020,20150116
20141124,20150220
20141222,20150320
20150120,20150417
20150217,20150515
20150323,20150619
20150420,20150717
20150526,20150821
20150622,20150918
20150720,20151016
20150824,20151120
20150921,20151218
20151019,20160115
20151123,20160219
20151221,20160318
20160119,20160415
20160222,20160520
20160321,20160617
20160418,20160715
20160523,20160819
20160620,20160916
20160725,20161021
20160822,20161118
20160919,20161216
20161024,20170120
20161121,20170217
20161219,20170317
20170123,20170421
20170221,20170519
20170320,20170616
20170424,20170721
20170522,20170818
20170619,20170915
20170724,20171020
20170821,20171117
20170918,20171215
20171023,20180119
20171120,20180216
20171218,20180316
20180122,20180420
20180220,20180518
20180319,20180615
20180423,20180720
20180521,20180817
20180625,20180921
20180723,20181019
20180820,20181116
20180924,20181221
20181022,20190118
20181119,20190215
20181217,20190315
20190118,20190418
20190219,20190517
20190325,20190621
20190422,20190719
20190520,20190816
20190624,20190920
20190722,20191018
20190819,20191115
20190923,20191220
20191021,20200117
20191125,20200221
20191223,20200320
20200121,20200417
20200218,20200515
20200323,20200619
20200420,20200717
20200526,20200821
20200622,20200918
20200720,20201016
20200824,20201120
20200921,20201218
20201019,20210115
20201123,20210219
20201221,20210319
20210119,20210416
20210222,20210521
20210322,20210618
20210419,20210716
20210524,20210820
20210621,20210917
20210719,20211015
20210823,20211119
20210920,20211217
20211025,20220121
20211122,20220218
20211220,20220318
20220114,20220414
20220222,20220520
20220321,20220617
20220418,20220715
20220523,20220819
20220621,20220916
20220725,20221021
20220822,20221118
20220919,20221216
20221024,20230120
20221121,20230217
20221219,20230317
20230123,20230421
20230221,20230519
20230320,20230616
20230424,20230721
20230522,20230818
20230620,20230915
20230724,20231020
20230821,20231117
20230918,20231215
20231023,20240119
20231120,20240216
20231218,20240315
20240122,20240419
20240220,20240517
20240325,20240621
20240422,20240719
20240520,20240816
20240624,20240920
20240722,20241018
20240819,20241115
20240923,20241220
20241021,20250117
20241125,20250221
20241223,20250321
