target_ttm,date,exdate,calendar_ttm,rf_days,rf_annualized,rf_gross,rf_source_date,rf_lag_days,interp_method,status
60,20100622,20100820,59,58,0.0047455025,1.000754364239,20100622,0,interpolate,Success
60,20100720,20100917,59,58,0.00411879628571429,1.00065470788407,20100720,0,interpolate,Success
60,20100817,20101015,59,58,0.00311648485714286,1.00049534489406,20100817,0,interpolate,Success
60,20100921,20101119,59,58,0.00284628821428571,1.00045238919146,20100921,0,interpolate,Success
60,20101019,20101217,59,58,0.002933926,1.00046632159275,20101019,0,interpolate,Success
60,20101123,20110121,59,58,0.00298719428571429,1.00047479012531,20101123,0,interpolate,Success
60,20101221,20110218,59,58,0.00301818857142857,1.00047971759521,20101221,0,interpolate,Success
60,20110118,20110318,59,58,0.00295398771428571,1.00046951097326,20110118,0,interpolate,Success
60,20110215,20110415,59,58,0.00298386885714286,1.00047426145029,20110215,0,interpolate,Success
60,20110322,20110520,59,58,0.00292006357142857,1.0004641177711,20110322,0,interpolate,Success
60,20110419,20110617,59,58,0.00250381257142857,1.00039794526646,20110419,0,interpolate,Success
60,20110517,20110715,59,58,0.00229793828571429,1.00036521851323,20110517,0,interpolate,Success
60,20110621,20110819,59,58,0.00234545028571429,1.00037277115114,20110621,0,interpolate,Success
60,20110719,20110916,59,58,0.00246800628571429,1.00039225325249,20110719,0,interpolate,Success
60,20110823,20111021,59,58,0.00315083892857143,1.00050080661618,20110823,0,interpolate,Success
60,20110920,20111118,59,58,0.00309086314285714,1.00049127148991,20110920,0,interpolate,Success
60,20111018,20111216,59,58,0.00346817828571429,1.00055125967018,20111018,0,interpolate,Success
60,20111122,20120120,59,58,0.00450537571428571,1.00071617905008,20111122,0,interpolate,Success
60,20111220,20120217,59,58,0.00454237457142857,1.00072206254843,20111220,0,interpolate,Success
60,20120117,20120316,59,58,0.00386969342857143,1.00061509928468,20120117,0,interpolate,Success
60,20120221,20120420,59,58,0.00362029071428571,1.00057544457715,20120221,0,interpolate,Success
60,20120320,20120518,59,58,0.003634376,1.0005776840774,20120320,0,interpolate,Success
60,20120417,20120615,59,58,0.00346671057142857,1.00055102631581,20120417,0,interpolate,Success
60,20120522,20120720,59,58,0.00364946964285714,1.0005800839077,20120522,0,interpolate,Success
60,20120619,20120817,59,58,0.00357770828571429,1.0005686741834,20120619,0,interpolate,Success
60,20120724,20120921,59,58,0.003537315,1.00056225189478,20120724,0,interpolate,Success
60,20120821,20121019,59,58,0.00329704714285714,1.0005240516076,20120821,0,interpolate,Success
60,20120918,20121116,59,58,0.00275546257142857,1.00043795019862,20120918,0,interpolate,Success
60,20121023,20121221,59,58,0.00258958821428571,1.00041158088557,20121023,0,interpolate,Success
60,20121120,20130118,59,58,0.00266548657142857,1.00042364648309,20121120,0,interpolate,Success
60,20121218,20130215,59,58,0.002561166,1.00040706263026,20121218,0,interpolate,Success
60,20130115,20130315,59,58,0.00245787071428571,1.00039064203807,20130115,0,interpolate,Success
60,20130219,20130419,59,58,0.00252289214285714,1.00040097829986,20130219,0,interpolate,Success
60,20130319,20130517,59,58,0.00256619771428571,1.00040786251612,20130319,0,interpolate,Success
60,20130423,20130621,59,58,0.0024644675,1.00039169070448,20130423,0,interpolate,Success
60,20130521,20130719,59,58,0.00237387571428571,1.00037728976254,20130521,0,interpolate,Success
60,20130618,20130816,59,58,0.00231803285714286,1.00036841279449,20130618,0,interpolate,Success
60,20130723,20130920,59,58,0.00233229392857143,1.00037067977479,20130723,0,interpolate,Success
60,20130820,20131018,59,58,0.00228659228571429,1.00036341493037,20130820,0,interpolate,Success
60,20130917,20131115,59,58,0.00215700371428571,1.00034281550241,20130917,0,interpolate,Success
60,20131022,20131220,59,58,0.00206522642857143,1.00032822682137,20131022,0,interpolate,Success
60,20131119,20140117,59,58,0.00206219257142857,1.00032774457088,20131119,0,interpolate,Success
60,20131224,20140221,59,58,0.00223684321428571,1.00035550675681,20131224,0,interpolate,Success
60,20140121,20140321,59,58,0.00202779214285714,1.00032227642478,20140121,0,interpolate,Success
60,20140218,20140417,58,57,0.00197134,1.00030790048752,20140218,0,interpolate,Success
60,20140318,20140516,59,58,0.001978154,1.00031438620899,20140318,0,interpolate,Success
60,20140422,20140620,59,58,0.00191607857142857,1.00030451911583,20140422,0,interpolate,Success
60,20140520,20140718,59,58,0.00187359685714286,1.00029776656398,20140520,0,interpolate,Success
60,20140617,20140815,59,58,0.00193135228571429,1.00030694691383,20140617,0,interpolate,Success
60,20140722,20140919,59,58,0.00196224214285714,1.00031185695778,20140722,0,interpolate,Success
60,20140819,20141017,59,58,0.00195093771428571,1.00031006007904,20140819,0,interpolate,Success
60,20140923,20141121,59,58,0.00204675928571429,1.0003252913576,20140923,0,interpolate,Success
60,20141021,20141219,59,58,0.00195008685714286,1.00030992483244,20141021,0,interpolate,Success
60,20141118,20150116,59,58,0.001942374,1.00030869884864,20141118,0,interpolate,Success
60,20141222,20150220,60,59,0.00213583464285714,1.00034530410766,20141222,0,interpolate,Success
60,20150120,20150320,59,58,0.002156065,1.00034266628572,20150120,0,interpolate,Success
60,20150217,20150417,59,58,0.00230579257142857,1.00036646704811,20150217,0,interpolate,Success
60,20150316,20150515,60,59,0.00229682628571429,1.00037133673899,20150316,0,interpolate,Success
60,20150420,20150619,60,59,0.00237425392857143,1.00038385716606,20150420,0,interpolate,Success
60,20150518,20150717,60,59,0.00236045114285714,1.00038162517688,20150518,0,interpolate,Success
60,20150622,20150821,60,59,0.00251902821428571,1.0004072682938,20150622,0,interpolate,Success
60,20150720,20150918,60,59,0.00259951571428571,1.00042028398538,20150720,0,interpolate,Success
60,20150817,20151016,60,59,0.00285545285714286,1.00046167289039,20150817,0,interpolate,Success
60,20150921,20151120,60,59,0.00270003464285714,1.00043653921149,20150921,0,interpolate,Success
60,20151020,20151218,59,58,0.00270200771428571,1.0004294523182,20151020,0,interpolate,Success
60,20151116,20160115,60,59,0.00309738485714286,1.00050079852642,20151116,0,interpolate,Success
60,20151221,20160219,60,59,0.00525742535714286,1.00085019160836,20151221,0,interpolate,Success
60,20160119,20160318,59,58,0.005367402,1.00085326606016,20160119,0,interpolate,Success
60,20160216,20160415,59,58,0.00530891142857143,1.00084396378062,20160216,0,interpolate,Success
60,20160321,20160520,60,59,0.00548163392857143,1.00088646501172,20160321,0,interpolate,Success
60,20160418,20160617,60,59,0.00553322142857143,1.00089481123995,20160418,0,interpolate,Success
60,20160516,20160715,60,59,0.00538092571428571,1.00087017185166,20160516,0,interpolate,Success
60,20160620,20160819,60,59,0.00565567257142857,1.00091462261984,20160620,0,interpolate,Success
60,20160718,20160916,60,59,0.00598747285714286,1.00096830658468,20160718,0,interpolate,Success
60,20160822,20161021,60,59,0.00703954321428571,1.00113854641858,20160822,0,interpolate,Success
60,20160919,20161118,60,59,0.00717426942857143,1.0011603491129,20160919,0,interpolate,Success
60,20161017,20161216,60,59,0.00692681314285714,1.00112030371692,20161017,0,interpolate,Success
60,20161121,20170120,60,59,0.00781016821428571,1.00126326279206,20161121,0,interpolate,Success
60,20161219,20170217,60,59,0.00887722428571429,1.00143597861451,20161219,0,interpolate,Success
60,20170117,20170317,59,58,0.009130726,1.00145196296392,20170117,0,interpolate,Success
60,20170221,20170421,59,58,0.00989192821428572,1.00157310407713,20170221,0,interpolate,Success
60,20170320,20170519,60,59,0.0109686091428571,1.00177458076134,20170320,0,interpolate,Success
60,20170417,20170616,60,59,0.011070108,1.0017910166757,20170417,0,interpolate,Success
60,20170522,20170721,60,59,0.0115465167857143,1.00186816611328,20170522,0,interpolate,Success
60,20170619,20170818,60,59,0.0127548291428571,1.00206386635159,20170619,0,interpolate,Success
60,20170717,20170915,60,59,0.0128186285714286,1.00207420047343,20170717,0,interpolate,Success
60,20170821,20171020,60,59,0.0129470628571429,1.00209500436162,20170821,0,interpolate,Success
60,20170918,20171117,60,59,0.0131689031428571,1.00213093924559,20170918,0,interpolate,Success
60,20171016,20171215,60,59,0.0133412291428571,1.00215885442824,20171016,0,interpolate,Success
60,20171120,20180119,60,59,0.0143842205714286,1.00232782577461,20171120,0,interpolate,Success
60,20171218,20180216,60,59,0.0159389908571429,1.00257976149081,20171218,0,interpolate,Success
60,20180116,20180316,59,58,0.0167058107142857,1.00265814860537,20180116,0,interpolate,Success
60,20180220,20180420,59,58,0.018511975,1.00294595973994,20180220,0,interpolate,Success
60,20180319,20180518,60,59,0.0207249588571429,1.00335567957133,20180319,0,interpolate,Success
60,20180416,20180615,60,59,0.0212241625714286,1.0034366468217,20180416,0,interpolate,Success
60,20180521,20180720,60,59,0.0216257982142857,1.00350179397598,20180521,0,interpolate,Success
60,20180618,20180817,60,59,0.022381616,1.00362440257716,20180618,0,interpolate,Success
60,20180723,20180921,60,59,0.0226157467857143,1.00366238626257,20180723,0,interpolate,Success
60,20180820,20181019,60,59,0.0223353774285714,1.00361690133572,20180820,0,interpolate,Success
60,20180917,20181116,60,59,0.0231430474285714,1.00374793697003,20180917,0,interpolate,Success
60,20181022,20181221,60,59,0.0248576842857143,1.00402617478479,20181022,0,interpolate,Success
60,20181119,20190118,60,59,0.0254265837142857,1.00411850835925,20181119,0,interpolate,Success
60,20181217,20190215,60,59,0.0264059702857143,1.00427748475327,20181217,0,interpolate,Success
60,20190114,20190315,60,59,0.0263026664285714,1.00426071503429,20190114,0,interpolate,Success
60,20190219,20190418,58,57,0.02580589,1.00403809211571,20190219,0,interpolate,Success
60,20190318,20190517,60,59,0.0258947165714286,1.00419449367553,20190318,0,interpolate,Success
60,20190422,20190621,60,59,0.0256382974285714,1.00415287210856,20190422,0,interpolate,Success
60,20190520,20190719,60,59,0.0250883602857143,1.0040636129616,20190520,0,interpolate,Success
60,20190617,20190816,60,59,0.0238238348571429,1.00385840058116,20190617,0,interpolate,Success
60,20190722,20190920,60,59,0.0226205039285714,1.00366315804192,20190722,0,interpolate,Success
60,20190819,20191018,60,59,0.0211885465714286,1.00343086994634,20190819,0,interpolate,Success
60,20190916,20191115,60,59,0.0211659731428571,1.0034272085787,20190916,0,interpolate,Success
60,20191021,20191220,60,59,0.0188165532142857,1.00304621013187,20191021,0,interpolate,Success
60,20191118,20200117,60,59,0.0182521037142857,1.00295469658903,20191118,0,interpolate,Success
60,20191223,20200221,60,59,0.0183766753571429,1.002974892527,20191223,0,interpolate,Success
60,20200121,20200320,59,58,0.0172099028571429,1.00273846705913,20200121,0,interpolate,Success
60,20200218,20200417,59,58,0.0167113845714286,1.00265903666891,20200218,0,interpolate,Success
60,20200316,20200515,60,59,0.00620956457142857,1.00100424174824,20200316,0,interpolate,Success
60,20200420,20200619,60,59,0.00663758071428571,1.00107349979474,20200420,0,interpolate,Success
60,20200518,20200717,60,59,0.00251482114285714,1.00040658796991,20200518,0,interpolate,Success
60,20200622,20200821,60,59,0.00253404035714286,1.00040969590539,20200622,0,interpolate,Success
60,20200720,20200918,60,59,0.00218376971428571,1.00035305522205,20200720,0,interpolate,Success
60,20200817,20201016,60,59,0.00196123571428571,1.00031707192008,20200817,0,interpolate,Success
60,20200921,20201120,60,59,0.0019116625,1.00030905620694,20200921,0,interpolate,Success
60,20201019,20201218,60,59,0.00186160416666667,1.00030096211791,20201019,0,interpolate,Success
60,20201116,20210115,60,59,0.001933775,1.00031263166732,20201116,0,interpolate,Success
60,20201221,20210219,60,59,0.00175093296296296,1.00028306757611,20201221,0,interpolate,Success
60,20210119,20210319,59,58,0.001651582,1.00026247760834,20210119,0,interpolate,Success
60,20210216,20210416,59,58,0.00135276428571429,1.00021498290982,20210216,0,interpolate,Success
60,20210322,20210521,60,59,0.00143681785714286,1.00023227972227,20210322,0,interpolate,Success
60,20210419,20210618,60,59,0.00153858457142857,1.00024873364063,20210419,0,interpolate,Success
60,20210517,20210716,60,59,0.00124354514285714,1.0002010316108,20210517,0,interpolate,Success
60,20210621,20210820,60,59,0.00120078571428571,1.00019411844716,20210621,0,interpolate,Success
60,20210719,20210917,60,59,0.0011029,1.00017829287859,20210719,0,interpolate,Success
60,20210816,20211015,60,59,0.00107877657142857,1.00017439278743,20210816,0,interpolate,Success
60,20210920,20211119,60,59,0.001095555,1.00017710539364,20210920,0,interpolate,Success
60,20211018,20211217,60,59,0.001249615,1.00020201296351,20211018,0,interpolate,Success
60,20211122,20220121,60,59,0.00178861222222222,1.00028915993871,20211122,0,interpolate,Success
60,20211220,20220218,60,59,0.00556524533333333,1.00089999235211,20211220,0,interpolate,Success
60,20220118,20220318,59,58,0.00515562333333333,1.00081958541189,20220118,0,interpolate,Success
60,20220214,20220414,59,58,0.00502952466666667,1.00079953159393,20220214,0,interpolate,Success
60,20220321,20220520,60,59,0.00561803233333333,1.00090853276106,20220321,0,interpolate,Success
60,20220418,20220617,60,59,0.00680007766666667,1.00109979496796,20220418,0,interpolate,Success
60,20220516,20220715,60,59,0.0100782146666667,1.00163040894865,20220516,0,interpolate,Success
60,20220621,20220819,59,58,0.0135042046666667,1.00214817765282,20220621,0,interpolate,Success
60,20220718,20220916,60,59,0.0189565626666667,1.00306891099446,20220718,0,interpolate,Success
60,20220822,20221021,60,59,0.026277114,1.00425656705187,20220822,0,interpolate,Success
60,20220919,20221118,60,59,0.029432579,1.00476893028572,20220919,0,interpolate,Success
60,20221017,20221216,60,59,0.0334372143333333,1.00541955250638,20221017,0,interpolate,Success
60,20221121,20230120,60,59,0.0375658516666667,1.00609076206816,20221121,0,interpolate,Success
60,20221219,20230217,60,59,0.041733361,1.00676874565392,20221219,0,interpolate,Success
60,20230117,20230317,59,58,0.0426893386666667,1.00680657147628,20230117,0,interpolate,Success
60,20230221,20230421,59,58,0.0429157766666667,1.00684279897038,20230221,0,interpolate,Success
60,20230320,20230519,60,59,0.0447323786666667,1.00725691799263,20230320,0,interpolate,Success
60,20230417,20230616,60,59,0.0462285296666667,1.00750054607676,20230417,0,interpolate,Success
60,20230522,20230721,60,59,0.0475628106666667,1.00771786551511,20230522,0,interpolate,Success
60,20230620,20230818,59,58,0.0489944713333333,1.00781580804913,20230620,0,interpolate,Success
60,20230717,20230915,60,59,0.049966868,1.00810954183213,20230717,0,interpolate,Success
60,20230821,20231020,60,59,0.0517319626666667,1.00839721332855,20230821,0,interpolate,Success
60,20230918,20231117,60,59,0.0523654276666667,1.00850047416616,20230918,0,interpolate,Success
60,20231016,20231215,60,59,0.0527633583333333,1.00856534606812,20231016,0,interpolate,Success
60,20231120,20240119,60,59,0.052815277,1.00857381031929,20231120,0,interpolate,Success
60,20231218,20240216,60,59,0.053515161,1.00868791867981,20231218,0,interpolate,Success
60,20240116,20240315,59,58,0.0538796946666667,1.00859846112513,20240116,0,interpolate,Success
60,20240220,20240419,59,58,0.0529215,1.00844490253471,20240220,0,interpolate,Success
60,20240318,20240517,60,59,0.0532354493333333,1.00864231323148,20240318,0,interpolate,Success
60,20240422,20240621,60,59,0.0528028776666667,1.00857178886123,20240422,0,interpolate,Success
60,20240520,20240719,60,59,0.053601612,1.00870201445686,20240520,0,interpolate,Success
60,20240617,20240816,60,59,0.0548872383333333,1.00891165820791,20240617,0,interpolate,Success
60,20240722,20240920,60,59,0.0533959266666667,1.00866847792562,20240722,0,interpolate,Success
60,20240819,20241018,60,59,0.0528736256666667,1.00858332293206,20240819,0,interpolate,Success
60,20240916,20241115,60,59,0.0522244796666667,1.00847749738307,20240916,0,interpolate,Success
60,20241021,20241220,60,59,0.048526039,1.00787477932396,20241021,0,interpolate,Success
60,20241118,20250117,60,59,0.0486168423333333,1.00788957281605,20241118,0,interpolate,Success
60,20241223,20250221,60,59,0.0487093526666667,1.00790464463235,20241223,0,interpolate,Success
90,19960122,19960419,88,87,0.054997883968254,1.01319538541796,19960122,0,interpolate,Success
90,19960220,19960517,87,86,0.0534838495238095,1.01268140981219,19960220,0,interpolate,Success
90,19960325,19960621,88,87,0.0546516265934066,1.01311176723966,19960325,0,interpolate,Success
90,19960422,19960719,88,87,0.0551687112698413,1.01323664128453,19960422,0,interpolate,Success
90,19960520,19960816,88,87,0.0554585645714286,1.0133066465213,19960520,0,interpolate,Success
90,19960624,19960920,88,87,0.0570609478021978,1.01369374067323,19960624,0,interpolate,Success
90,19960722,19961018,88,87,0.0570207141269841,1.01368401945313,19960722,0,interpolate,Success
90,19960819,19961115,88,87,0.0559547638095238,1.01342649956162,19960819,0,interpolate,Success
90,19960923,19961220,88,87,0.0580382114285714,1.01392989476249,19960923,0,interpolate,Success
90,19961021,19970117,88,87,0.0557447307936508,1.01337576600116,19961021,0,interpolate,Success
90,19961125,19970221,88,87,0.0551465307142857,1.01323128444612,19961125,0,interpolate,Success
90,19961223,19970321,88,87,0.0570316154945055,1.01368665342136,19961223,0,interpolate,Success
90,19970120,19970418,88,87,0.0560613384126984,1.01345224367176,19970120,0,interpolate,Success
90,19970324,19970620,88,87,0.0586560931868132,1.01407923322328,19970324,0,interpolate,Success
90,19970421,19970718,88,87,0.0592068907936508,1.01421237637421,19970421,0,interpolate,Success
90,19970519,19970815,88,87,0.0592587882857143,1.01422492234729,19970519,0,interpolate,Success
90,19970623,19970919,88,87,0.0584406638461538,1.01402716269554,19970623,0,interpolate,Success
90,19970721,19971017,88,87,0.0579110417460317,1.01389916131204,19970721,0,interpolate,Success
90,19970825,19971121,88,87,0.0581471353571429,1.01395621945158,19970825,0,interpolate,Success
90,19970922,19971219,88,87,0.0579232452747253,1.01390211053231,19970922,0,interpolate,Success
90,19971020,19980116,88,87,0.0586458542857143,1.01407675836067,19971020,0,interpolate,Success
90,19971124,19980220,88,87,0.0585711046428571,1.01405869067732,19971124,0,interpolate,Success
90,19971222,19980320,88,87,0.058883386043956,1.01413417413089,19971222,0,interpolate,Success
90,19980120,19980417,87,86,0.0566308057142857,1.01343256581198,19980120,0,interpolate,Success
90,19980323,19980619,88,87,0.0572909542857143,1.01374931639812,19980323,0,interpolate,Success
90,19980420,19980717,88,87,0.0574494325714286,1.01378761076819,19980420,0,interpolate,Success
90,19980526,19980821,87,86,0.0575964271428571,1.01366316445268,19980526,0,interpolate,Success
90,19980622,19980918,88,87,0.0573741694285714,1.01376942415533,19980622,0,interpolate,Success
90,19980720,19981016,88,87,0.0573738011428571,1.01376933516344,19980720,0,interpolate,Success
90,19980824,19981120,88,87,0.0571933578571429,1.01372573411568,19980824,0,interpolate,Success
90,19980921,19981218,88,87,0.0550535185714286,1.0132088213397,19980921,0,interpolate,Success
90,19981019,19990115,88,87,0.0505072628571429,1.01211147448102,19981019,0,interpolate,Success
90,19981123,19990219,88,87,0.0514095578571429,1.01232917025062,19981123,0,interpolate,Success
90,19981221,19990319,88,87,0.0518705768571429,1.01244041789546,19981221,0,interpolate,Success
90,19990119,19990416,87,86,0.0500823622857143,1.01187012517892,19990119,0,interpolate,Success
90,19990222,19990521,88,87,0.0505718703571429,1.01212706070873,19990222,0,interpolate,Success
90,19990322,19990618,88,87,0.0504776871428571,1.01210433957186,19990322,0,interpolate,Success
90,19990419,19990716,88,87,0.0503227925714286,1.01206697329258,19990419,0,interpolate,Success
90,19990524,19990820,88,87,0.0511503828571429,1.01226663457702,19990524,0,interpolate,Success
90,19990621,19990917,88,87,0.0528248208571429,1.012670723598,19990621,0,interpolate,Success
90,19990719,19991015,88,87,0.0535272948571429,1.01284029837594,19990719,0,interpolate,Success
90,19990823,19991119,88,87,0.0563931014285714,1.01353238837379,19990823,0,interpolate,Success
90,19990920,19991217,88,87,0.0582447938461538,1.01397982209508,19990920,0,interpolate,Success
90,19991025,20000121,88,87,0.0599443614285714,1.01439067097708,19991025,0,interpolate,Success
90,19991122,20000218,88,87,0.0587642739285714,1.01410538214781,19991122,0,interpolate,Success
90,19991220,20000317,88,87,0.0617080474285714,1.01481719568173,19991220,0,interpolate,Success
90,20000124,20000420,87,86,0.06118662,1.01452099346427,20000124,0,interpolate,Success
90,20000222,20000519,87,86,0.0625270582857143,1.01484145951773,20000222,0,interpolate,Success
90,20000320,20000616,88,87,0.0638004031428571,1.01532343751076,20000320,0,interpolate,Success
90,20000424,20000721,88,87,0.0649533477777778,1.01560249837074,20000424,0,interpolate,Success
90,20000522,20000818,88,87,0.0688729871428571,1.0165517889028,20000522,0,interpolate,Success
90,20000619,20000915,88,87,0.0685233748571429,1.01646708089115,20000619,0,interpolate,Success
90,20000724,20001020,88,87,0.067786782967033,1.01628863419358,20000724,0,interpolate,Success
90,20000821,20001117,88,87,0.0671474007692308,1.01613376290782,20000821,0,interpolate,Success
90,20000918,20001215,88,87,0.0677367982857143,1.01627652604345,20000918,0,interpolate,Success
90,20001023,20010119,88,87,0.067397526,1.0161943454814,20001023,0,interpolate,Success
90,20001120,20010216,88,87,0.0671265668571429,1.01612871691046,20001120,0,interpolate,Success
90,20001218,20010316,88,87,0.0646572514285714,1.01553082334196,20001218,0,interpolate,Success
90,20010122,20010420,88,87,0.0554355303571429,1.0133010831315,20010122,0,interpolate,Success
90,20010220,20010518,87,86,0.0533450694285714,1.01264829681403,20010220,0,interpolate,Success
90,20010319,20010615,88,87,0.048567768,1.01164369303957,20010319,0,interpolate,Success
90,20010423,20010720,88,87,0.0431724896428571,1.01034355758519,20010423,0,interpolate,Success
90,20010521,20010817,88,87,0.0409810568571429,1.00981595100976,20010521,0,interpolate,Success
90,20010625,20010921,88,87,0.0372995721428571,1.00893022156476,20010625,0,interpolate,Success
90,20010723,20011019,88,87,0.0372337252380952,1.0089143865134,20010723,0,interpolate,Success
90,20010820,20011116,88,87,0.0356040525396825,1.0085225573594,20010820,0,interpolate,Success
90,20010924,20011221,88,87,0.0263997014285714,1.00631237114206,20010924,0,interpolate,Success
90,20011022,20020118,88,87,0.0236403702857143,1.00565073349002,20011022,0,interpolate,Success
90,20011119,20020215,88,87,0.021311568,1.00509266737691,20011119,0,interpolate,Success
90,20011217,20020315,88,87,0.0195629835714286,1.00467384623301,20011217,0,interpolate,Success
90,20020122,20020419,87,86,0.0185862403571429,1.00438882656824,20020122,0,interpolate,Success
90,20020219,20020517,87,86,0.0197329917142857,1.00466024253673,20020219,0,interpolate,Success
90,20020325,20020621,88,87,0.0222514707142857,1.005317865126,20020325,0,interpolate,Success
90,20020422,20020719,88,87,0.0202396137142857,1.00483589205859,20020422,0,interpolate,Success
90,20020520,20020816,88,87,0.0199571111428571,1.00476823247649,20020520,0,interpolate,Success
90,20020624,20020920,88,87,0.0192989342857143,1.00461061628637,20020624,0,interpolate,Success
90,20020722,20021018,88,87,0.0185070454285714,1.00442101232919,20020722,0,interpolate,Success
90,20020819,20021115,88,87,0.0180344914285714,1.0043078845757,20020819,0,interpolate,Success
90,20020923,20021220,88,87,0.0175905560714286,1.00420161963139,20020923,0,interpolate,Success
90,20021021,20030117,88,87,0.0182151574285714,1.00435113387151,20021021,0,interpolate,Success
90,20021125,20030221,88,87,0.0143235007142857,1.00341992935022,20021125,0,interpolate,Success
90,20021223,20030321,88,87,0.0141558246428571,1.00337982684333,20021223,0,interpolate,Success
90,20030121,20030417,86,85,0.01352117,1.00315372818618,20030121,0,interpolate,Success
90,20030324,20030620,88,87,0.0129150346428571,1.00308312119202,20030324,0,interpolate,Success
90,20030421,20030718,88,87,0.0131923368571429,1.00314942385947,20030421,0,interpolate,Success
90,20030519,20030815,88,87,0.0122376968571429,1.00292118886494,20030519,0,interpolate,Success
90,20030623,20030919,88,87,0.00991387678571429,1.00236582780929,20030623,0,interpolate,Success
90,20030721,20031017,88,87,0.0111805768571429,1.00266851357614,20030721,0,interpolate,Success
90,20030825,20031121,88,87,0.0117599328571429,1.00280698471408,20030825,0,interpolate,Success
90,20030922,20031219,88,87,0.011693506,1.00279110714521,20030922,0,interpolate,Success
90,20031020,20040116,88,87,0.0119024245714286,1.00284104440676,20031020,0,interpolate,Success
90,20031124,20040220,88,87,0.0118637407142857,1.00283179771763,20031124,0,interpolate,Success
90,20031222,20040319,88,87,0.0118180517142857,1.0028208766833,20031222,0,interpolate,Success
90,20040120,20040416,87,86,0.0114465988571429,1.0027006470488,20040120,0,interpolate,Success
90,20040223,20040521,88,87,0.0114480625,1.00273244260196,20040223,0,interpolate,Success
90,20040322,20040618,88,87,0.0112498751428571,1.00268507546414,20040322,0,interpolate,Success
90,20040419,20040716,88,87,0.0119872502857143,1.00286132078595,20040419,0,interpolate,Success
90,20040524,20040820,88,87,0.0143888921428571,1.00343556922676,20040524,0,interpolate,Success
90,20040621,20040917,88,87,0.016602486,1.00396514535212,20040621,0,interpolate,Success
90,20040719,20041015,88,87,0.0170480391428571,1.00407177245188,20040719,0,interpolate,Success
90,20040823,20041119,88,87,0.0188329178571429,1.00449903245776,20040823,0,interpolate,Success
90,20040920,20041217,88,87,0.0202307051428571,1.00483375837934,20040920,0,interpolate,Success
90,20041025,20050121,88,87,0.0217557282142857,1.00519908048691,20041025,0,interpolate,Success
90,20041122,20050218,88,87,0.0246330053571429,1.00588869929604,20041122,0,interpolate,Success
90,20041220,20050318,88,87,0.0264299762857143,1.00631963291841,20041220,0,interpolate,Success
90,20050222,20050520,87,86,0.0298994928571429,1.0070696850782,20050222,0,interpolate,Success
90,20050321,20050617,88,87,0.0317243568571429,1.00759035783979,20050321,0,interpolate,Success
90,20050418,20050715,88,87,0.0324045014285714,1.00775371825582,20050418,0,interpolate,Success
90,20050523,20050819,88,87,0.0342741722857143,1.00820292134141,20050523,0,interpolate,Success
90,20050620,20050916,88,87,0.0355736008571429,1.00851523718005,20050620,0,interpolate,Success
90,20050725,20051021,88,87,0.037985005,1.00909507117161,20050725,0,interpolate,Success
90,20050822,20051118,88,87,0.0396007334285714,1.00948376752805,20050822,0,interpolate,Success
90,20050919,20051216,88,87,0.0400949245714286,1.00960268516327,20050919,0,interpolate,Success
90,20051024,20060120,88,87,0.0432307528571429,1.01035758872398,20051024,0,interpolate,Success
90,20051121,20060217,88,87,0.0447833046428571,1.01073155113495,20051121,0,interpolate,Success
90,20051219,20060317,88,87,0.0460764482857143,1.01104313568354,20051219,0,interpolate,Success
90,20060123,20060421,88,87,0.0471946796428571,1.01131265234523,20060123,0,interpolate,Success
90,20060221,20060519,87,86,0.0490097085714286,1.01161442265073,20060221,0,interpolate,Success
90,20060320,20060616,88,87,0.0499982914285714,1.01198869612977,20060320,0,interpolate,Success
90,20060424,20060721,88,87,0.0518641907142857,1.01243887678361,20060424,0,interpolate,Success
90,20060522,20060818,88,87,0.0529078557142857,1.01269076644372,20060522,0,interpolate,Success
90,20060619,20060915,88,87,0.0550947722857143,1.01321878434915,20060619,0,interpolate,Success
90,20060724,20061020,88,87,0.0554298575,1.01329971298676,20060724,0,interpolate,Success
90,20060821,20061117,88,87,0.0546147362857143,1.01310285895439,20060821,0,interpolate,Success
90,20060918,20061215,88,87,0.0544695268571429,1.01306779448837,20060918,0,interpolate,Success
90,20061023,20070119,88,87,0.0543754471428571,1.01304507722474,20061023,0,interpolate,Success
90,20061120,20070216,88,87,0.0540079522857143,1.01295634376734,20061120,0,interpolate,Success
90,20061218,20070316,88,87,0.05407877,1.01297344245139,20061218,0,interpolate,Success
90,20070122,20070420,88,87,0.0540947435714286,1.01297729925303,20070122,0,interpolate,Success
90,20070220,20070518,87,86,0.0540617585714286,1.01281931083465,20070220,0,interpolate,Success
90,20070319,20070615,88,87,0.053810876,1.01290876192157,20070319,0,interpolate,Success
90,20070423,20070720,88,87,0.0539374835714286,1.01293932963458,20070423,0,interpolate,Success
90,20070521,20070817,88,87,0.0540047831428571,1.01295557859587,20070521,0,interpolate,Success
90,20070625,20070921,88,87,0.0539878021428571,1.0129514786401,20070625,0,interpolate,Success
90,20070723,20071019,88,87,0.054003494,1.01295526733984,20070723,0,interpolate,Success
90,20070820,20071116,88,87,0.0525827505714286,1.01261229525145,20070820,0,interpolate,Success
90,20070924,20071221,88,87,0.0514733196428571,1.01234455576112,20070924,0,interpolate,Success
