date_30,rf_gross_TTM30,date_60,rf_gross_TTM60,date_90,rf_gross_TTM90,date_180,rf_gross_TTM180
20060622,1.00414148519431,20060620,1.00873055174246,20061023,1.01304507722474,20210322,1.00080751934658
20060720,1.0041893001664,20060718,1.00881651585218,20061120,1.01295634376734,20210419,1.00088639175839
20060817,1.00414027817814,20060822,1.00867629293832,20061218,1.01297344245139,20210524,1.00068087774101
20060921,1.00414525807733,20060919,1.00865963283432,20070122,1.01297729925303,20210621,1.00071345722267
20061019,1.00413702427954,20061017,1.00863249025803,20070220,1.01281931083465,20210726,1.00070621232406
20061116,1.00413656265722,20061121,1.00862860046229,20070319,1.01290876192157,20210823,1.00074446397389
20061221,1.00416138153885,20061219,1.0086381054235,20070423,1.01293932963458,20210920,1.00070874114528
20070118,1.00413637054755,20070116,1.00861363833106,20070521,1.01295557859587,20211018,1.00083692053884
20070215,1.00413775449925,20070220,1.00862244261517,20070625,1.0129514786401,20211122,1.00122170863763
20070322,1.0041384454288,20070320,1.00859930852873,20070723,1.01295526733984,20211220,1.00283336110483
20070419,1.00413838946665,20070417,1.00861155881584,20070820,1.01261229525145,20220118,1.00287354370713
20070517,1.00413776197567,20070522,1.00861776845643,20070924,1.01234455576112,20220222,1.00354245299549
20070621,1.00413878812893,20070619,1.0086197950254,20071022,1.0117132580828,20220321,1.00427614475582
20070719,1.00413845285117,20070724,1.00862104044541,20071119,1.01157628945162,20220425,1.00630867080423
20070823,1.0042687086532,20070821,1.00856718518469,20071224,1.01121462674029,20220523,1.00829477907419
20070920,1.00398345132437,20070918,1.00862311393555,20080122,1.00798353799539,20220621,1.00986834463172
20071018,1.00387872079607,20071023,1.00785929386627,20080219,1.00707552813475,20220725,1.01287839130207
20071123,1.0035924662443,20071120,1.00777494492254,20080324,1.00613860771285,20220822,1.0149858481097
20071220,1.0038340030795,20071218,1.00779939725198,20080421,1.00701776522718,20220919,1.01674887523492
20080117,1.00310529483492,20080122,1.00552638829113,20080519,1.00619920606053,20221024,1.01957485933886
20080221,1.00235256481111,20080219,1.0048708981839,20080623,1.0069500957782,20221121,1.02145555250869
20080320,1.00204529639846,20080318,1.00403225758832,20080721,1.00664931697559,20221219,1.02301479813967
20080417,1.00217638644626,20080422,1.00465526978872,20080825,1.00674012536379,20230123,1.02337811432613
20080522,1.00185580261389,20080520,1.00404381576768,20080922,1.00815961857244,20230221,1.0234775580919
20080619,1.00195765760487,20080617,1.0043573391698,20081020,1.00744396956471,20230320,1.0244176660839
20080717,1.00190902518467,20080722,1.00430353032281,20081124,1.00449195386353,20230424,1.02450998845119
20080821,1.00192204638415,20080819,1.00429074608642,20081222,1.00246595107188,20230522,1.02475672252006
20080918,1.00263005974388,20080923,1.00574142847565,20090120,1.00188236687584,20230620,1.02575391359737
20081023,1.00240306196895,20081021,1.00486185519669,20090217,1.00243005286376,20230724,1.02656736790405
20081120,1.00105765939887,20081118,1.00276238744569,20090323,1.00251594434002,20230821,1.02726738240697
20081218,1.00040623356868,20081223,1.00149703159911,20090420,1.00210086990716,20230918,1.02755191828539
20090122,1.00030230628808,20090120,1.00112278354475,20090526,1.00150559810033,20231023,1.0275273489438
20090219,1.00037622563183,20090217,1.00143156072222,20090622,1.00140924276535,20231120,1.0273255505335
20090319,1.00040560111609,20090317,1.00148345310513,20090720,1.00103908629606,20231226,1.02679985503717
20090416,1.00034290650503,20090421,1.0012662094407,20090824,1.0009139870659,20240122,1.02636732968902
20090521,1.00024328131413,20090519,1.00078677663416,20090921,1.00081213324168,20240220,1.02598279313137
20090618,1.00024756916074,20090623,1.00083480708346,20091019,1.00074459384194,20240325,1.02656321971401
20090723,1.00022286979069,20090721,1.00062672520416,20091123,1.00062903793266,20240422,1.02674495879673
20090820,1.00020915107452,20090818,1.00056632965363,20091221,1.00066120023042,20240520,1.02718949173288
20090917,1.00019135889582,20090922,1.00047488954431,20100119,1.00061853262616,20240624,1.02757027201299
20091022,1.00018934195032,20091020,1.00045294375667,20100222,1.00067444268749,20240722,1.02688904668329
20091119,1.00018286859788,20091117,1.00041074294627,20100322,1.00075280168194,20240826,1.02553219693983
20091217,1.00017995267302,20091222,1.00040604092699,20100419,1.00076193927279,20240923,1.02444877800672
20100121,1.00017777295042,20100119,1.00039839537124,20100524,1.00157939213256,20241021,1.02322006012203
20100218,1.00017801667597,20100216,1.00040631111692,20100621,1.00124424478369,20241118,1.02368278760314
20100318,1.00018593417,20100323,1.00045147388759,20100719,1.00108290180483,20241223,1.0240117206776
20100422,1.0002048290568,20100420,1.00048414384475,20100823,1.00073709077729,,
20100520,1.00026617130771,20100518,1.00074830722699,20100920,1.0007568351226,,
20100617,1.00026925576338,20100622,1.000754364239,20101025,1.0007310589212,,
20100722,1.00025567873503,20100720,1.00065470788407,20101122,1.00073970636768,,
20100819,1.00020614683438,20100817,1.00049534489406,20101220,1.00078031727789,,
20100916,1.00019960775459,20100921,1.00045238919146,20110118,1.00073934627614,,
20101021,1.0001992113742,20101019,1.00046632159275,20110222,1.00076566023441,,
20101118,1.00019736805533,20101123,1.00047479012531,20110321,1.00074120564766,,
20101223,1.00020298503703,20101221,1.00047971759521,20110418,1.00063820967564,,
20110120,1.00020239760292,20110118,1.00046951097326,20110523,1.00062569570117,,
20110217,1.00020495154216,20110215,1.00047426145029,20110620,1.00065654649694,,
20110317,1.00019610126241,20110322,1.0004641177711,20110725,1.00067767306367,,
20110421,1.00016360957437,20110419,1.00039794526646,20110822,1.00089359352346,,
20110519,1.00014924267531,20110517,1.00036521851323,20110919,1.00084162012802,,
20110616,1.00014294388674,20110621,1.00037277115114,20111024,1.0010244455183,,
20110721,1.00014340307028,20110719,1.00039225325249,20111121,1.0013309756267,,
20110818,1.00016276169872,20110823,1.00050080661618,20111219,1.00122506778794,,
20110922,1.00018075033337,20110920,1.00049127148991,20120123,1.00107994711673,,
20111020,1.00018656354876,20111018,1.00055125967018,20120221,1.00094181632975,,
20111117,1.00019392110164,20111122,1.00071617905008,20120319,1.00093458279344,,
20111222,1.00022438278649,20111220,1.00072206254843,20120423,1.00099658462868,,
20120119,1.00021141533137,20120117,1.00061509928468,20120521,1.00098863812641,,
20120216,1.00018950405408,20120221,1.00057544457715,20120625,1.00092667238248,,
20120322,1.00018637542054,20120320,1.0005776840774,20120723,1.00088639789455,,
20120419,1.0001853069864,20120417,1.00055102631581,20120820,1.00084771908897,,
20120517,1.0001828522932,20120522,1.0005800839077,20120924,1.00072732924951,,
20120621,1.00019020545663,20120619,1.0005686741834,20121022,1.00064379739522,,
20120719,1.00018943567218,20120724,1.00056225189478,20121119,1.00067871342727,,
20120823,1.00018035280956,20120821,1.0005240516076,20121217,1.00064219580442,,
20120920,1.00016738726796,20120918,1.00043795019862,20130122,1.00064412731203,,
20121018,1.00016182565642,20121023,1.00041158088557,20130219,1.00063469115512,,
20121123,1.00015545575812,20121120,1.00042364648309,20130325,1.00067392425406,,
20121220,1.00016312037117,20121218,1.00040706263026,20130422,1.00061937464916,,
20130117,1.00015704386596,20130115,1.00039064203807,20130520,1.00059959865496,,
20130214,1.000156904363,20130219,1.00040097829986,20130624,1.00066656373791,,
20130321,1.00015713902998,20130319,1.00040786251612,20130722,1.00060332476714,,
