ttm_label,source_sheet,date,raw_exdate,exdate,raw_calendar_ttm,effective_calendar_ttm,final_ttm_after_am,raw_exdate_weekday,saturday_adjusted,holiday_adjusted
90,90D,19960122,19960420,19960419,89,88,87,Saturday,1,0
90,90D,19960220,19960518,19960517,88,87,86,Saturday,1,0
90,90D,19960325,19960622,19960621,89,88,87,Saturday,1,0
90,90D,19960422,19960720,19960719,89,88,87,Saturday,1,0
90,90D,19960520,19960817,19960816,89,88,87,Saturday,1,0
90,90D,19960624,19960921,19960920,89,88,87,Saturday,1,0
90,90D,19960722,19961019,19961018,89,88,87,Saturday,1,0
90,90D,19960819,19961116,19961115,89,88,87,Saturday,1,0
90,90D,19960923,19961221,19961220,89,88,87,Saturday,1,0
90,90D,19961021,19970118,19970117,89,88,87,Saturday,1,0
90,90D,19961125,19970222,19970221,89,88,87,Saturday,1,0
90,90D,19961223,19970322,19970321,89,88,87,Saturday,1,0
90,90D,19970120,19970419,19970418,89,88,87,Saturday,1,0
90,90D,19970324,19970621,19970620,89,88,87,Saturday,1,0
90,90D,19970421,19970719,19970718,89,88,87,Saturday,1,0
90,90D,19970519,19970816,19970815,89,88,87,Saturday,1,0
90,90D,19970623,19970920,19970919,89,88,87,Saturday,1,0
90,90D,19970721,19971018,19971017,89,88,87,Saturday,1,0
90,90D,19970825,19971122,19971121,89,88,87,Saturday,1,0
90,90D,19970922,19971220,19971219,89,88,87,Saturday,1,0
90,90D,19971020,19980117,19980116,89,88,87,Saturday,1,0
90,90D,19971124,19980221,19980220,89,88,87,Saturday,1,0
90,90D,19971222,19980321,19980320,89,88,87,Saturday,1,0
90,90D,19980120,19980418,19980417,88,87,86,Saturday,1,0
90,90D,19980323,19980620,19980619,89,88,87,Saturday,1,0
90,90D,19980420,19980718,19980717,89,88,87,Saturday,1,0
90,90D,19980526,19980822,19980821,88,87,86,Saturday,1,0
90,90D,19980622,19980919,19980918,89,88,87,Saturday,1,0
90,90D,19980720,19981017,19981016,89,88,87,Saturday,1,0
90,90D,19980824,19981121,19981120,89,88,87,Saturday,1,0
90,90D,19980921,19981219,19981218,89,88,87,Saturday,1,0
90,90D,19981019,19990116,19990115,89,88,87,Saturday,1,0
90,90D,19981123,19990220,19990219,89,88,87,Saturday,1,0
90,90D,19981221,19990320,19990319,89,88,87,Saturday,1,0
90,90D,19990119,19990417,19990416,88,87,86,Saturday,1,0
90,90D,19990222,19990522,19990521,89,88,87,Saturday,1,0
90,90D,19990322,19990619,19990618,89,88,87,Saturday,1,0
90,90D,19990419,19990717,19990716,89,88,87,Saturday,1,0
90,90D,19990524,19990821,19990820,89,88,87,Saturday,1,0
90,90D,19990621,19990918,19990917,89,88,87,Saturday,1,0
90,90D,19990719,19991016,19991015,89,88,87,Saturday,1,0
90,90D,19990823,19991120,19991119,89,88,87,Saturday,1,0
90,90D,19990920,19991218,19991217,89,88,87,Saturday,1,0
90,90D,19991025,20000122,20000121,89,88,87,Saturday,1,0
90,90D,19991122,20000219,20000218,89,88,87,Saturday,1,0
90,90D,19991220,20000318,20000317,89,88,87,Saturday,1,0
90,90D,20000124,20000422,20000420,89,87,86,Saturday,1,1
90,90D,20000222,20000520,20000519,88,87,86,Saturday,1,0
90,90D,20000320,20000617,20000616,89,88,87,Saturday,1,0
90,90D,20000424,20000722,20000721,89,88,87,Saturday,1,0
90,90D,20000522,20000819,20000818,89,88,87,Saturday,1,0
90,90D,20000619,20000916,20000915,89,88,87,Saturday,1,0
90,90D,20000724,20001021,20001020,89,88,87,Saturday,1,0
90,90D,20000821,20001118,20001117,89,88,87,Saturday,1,0
90,90D,20000918,20001216,20001215,89,88,87,Saturday,1,0
90,90D,20001023,20010120,20010119,89,88,87,Saturday,1,0
90,90D,20001120,20010217,20010216,89,88,87,Saturday,1,0
90,90D,20001218,20010317,20010316,89,88,87,Saturday,1,0
90,90D,20010122,20010421,20010420,89,88,87,Saturday,1,0
90,90D,20010220,20010519,20010518,88,87,86,Saturday,1,0
90,90D,20010319,20010616,20010615,89,88,87,Saturday,1,0
90,90D,20010423,20010721,20010720,89,88,87,Saturday,1,0
90,90D,20010521,20010818,20010817,89,88,87,Saturday,1,0
90,90D,20010625,20010922,20010921,89,88,87,Saturday,1,0
90,90D,20010723,20011020,20011019,89,88,87,Saturday,1,0
90,90D,20010820,20011117,20011116,89,88,87,Saturday,1,0
90,90D,20010924,20011222,20011221,89,88,87,Saturday,1,0
90,90D,20011022,20020119,20020118,89,88,87,Saturday,1,0
90,90D,20011119,20020216,20020215,89,88,87,Saturday,1,0
90,90D,20011217,20020316,20020315,89,88,87,Saturday,1,0
90,90D,20020122,20020420,20020419,88,87,86,Saturday,1,0
90,90D,20020219,20020518,20020517,88,87,86,Saturday,1,0
90,90D,20020325,20020622,20020621,89,88,87,Saturday,1,0
90,90D,20020422,20020720,20020719,89,88,87,Saturday,1,0
90,90D,20020520,20020817,20020816,89,88,87,Saturday,1,0
90,90D,20020624,20020921,20020920,89,88,87,Saturday,1,0
90,90D,20020722,20021019,20021018,89,88,87,Saturday,1,0
90,90D,20020819,20021116,20021115,89,88,87,Saturday,1,0
90,90D,20020923,20021221,20021220,89,88,87,Saturday,1,0
90,90D,20021021,20030118,20030117,89,88,87,Saturday,1,0
90,90D,20021125,20030222,20030221,89,88,87,Saturday,1,0
90,90D,20021223,20030322,20030321,89,88,87,Saturday,1,0
90,90D,20030121,20030419,20030417,88,86,85,Saturday,1,1
90,90D,20030324,20030621,20030620,89,88,87,Saturday,1,0
90,90D,20030421,20030719,20030718,89,88,87,Saturday,1,0
90,90D,20030519,20030816,20030815,89,88,87,Saturday,1,0
90,90D,20030623,20030920,20030919,89,88,87,Saturday,1,0
90,90D,20030721,20031018,20031017,89,88,87,Saturday,1,0
90,90D,20030825,20031122,20031121,89,88,87,Saturday,1,0
90,90D,20030922,20031220,20031219,89,88,87,Saturday,1,0
90,90D,20031020,20040117,20040116,89,88,87,Saturday,1,0
90,90D,20031124,20040221,20040220,89,88,87,Saturday,1,0
90,90D,20031222,20040320,20040319,89,88,87,Saturday,1,0
90,90D,20040120,20040417,20040416,88,87,86,Saturday,1,0
90,90D,20040223,20040522,20040521,89,88,87,Saturday,1,0
90,90D,20040322,20040619,20040618,89,88,87,Saturday,1,0
90,90D,20040419,20040717,20040716,89,88,87,Saturday,1,0
90,90D,20040524,20040821,20040820,89,88,87,Saturday,1,0
90,90D,20040621,20040918,20040917,89,88,87,Saturday,1,0
90,90D,20040719,20041016,20041015,89,88,87,Saturday,1,0
90,90D,20040823,20041120,20041119,89,88,87,Saturday,1,0
90,90D,20040920,20041218,20041217,89,88,87,Saturday,1,0
90,90D,20041025,20050122,20050121,89,88,87,Saturday,1,0
90,90D,20041122,20050219,20050218,89,88,87,Saturday,1,0
90,90D,20041220,20050319,20050318,89,88,87,Saturday,1,0
90,90D,20050222,20050521,20050520,88,87,86,Saturday,1,0
90,90D,20050321,20050618,20050617,89,88,87,Saturday,1,0
90,90D,20050418,20050716,20050715,89,88,87,Saturday,1,0
90,90D,20050523,20050820,20050819,89,88,87,Saturday,1,0
90,90D,20050620,20050917,20050916,89,88,87,Saturday,1,0
90,90D,20050725,20051022,20051021,89,88,87,Saturday,1,0
90,90D,20050822,20051119,20051118,89,88,87,Saturday,1,0
90,90D,20050919,20051217,20051216,89,88,87,Saturday,1,0
90,90D,20051024,20060121,20060120,89,88,87,Saturday,1,0
90,90D,20051121,20060218,20060217,89,88,87,Saturday,1,0
90,90D,20051219,20060318,20060317,89,88,87,Saturday,1,0
90,90D,20060123,20060422,20060421,89,88,87,Saturday,1,0
90,90D,20060221,20060520,20060519,88,87,86,Saturday,1,0
90,90D,20060320,20060617,20060616,89,88,87,Saturday,1,0
90,90D,20060424,20060722,20060721,89,88,87,Saturday,1,0
90,90D,20060522,20060819,20060818,89,88,87,Saturday,1,0
90,90D,20060619,20060916,20060915,89,88,87,Saturday,1,0
90,90D,20060724,20061021,20061020,89,88,87,Saturday,1,0
90,90D,20060821,20061118,20061117,89,88,87,Saturday,1,0
90,90D,20060918,20061216,20061215,89,88,87,Saturday,1,0
90,90D,20061023,20070120,20070119,89,88,87,Saturday,1,0
90,90D,20061120,20070217,20070216,89,88,87,Saturday,1,0
90,90D,20061218,20070317,20070316,89,88,87,Saturday,1,0
90,90D,20070122,20070421,20070420,89,88,87,Saturday,1,0
90,90D,20070220,20070519,20070518,88,87,86,Saturday,1,0
90,90D,20070319,20070616,20070615,89,88,87,Saturday,1,0
90,90D,20070423,20070721,20070720,89,88,87,Saturday,1,0
90,90D,20070521,20070818,20070817,89,88,87,Saturday,1,0
90,90D,20070625,20070922,20070921,89,88,87,Saturday,1,0
90,90D,20070723,20071020,20071019,89,88,87,Saturday,1,0
90,90D,20070820,20071117,20071116,89,88,87,Saturday,1,0
90,90D,20070924,20071222,20071221,89,88,87,Saturday,1,0
90,90D,20071022,20080119,20080118,89,88,87,Saturday,1,0
90,90D,20071119,20080216,20080215,89,88,87,Saturday,1,0
90,90D,20071224,20080322,20080320,89,87,86,Saturday,1,1
90,90D,20080122,20080419,20080418,88,87,86,Saturday,1,0
90,90D,20080219,20080517,20080516,88,87,86,Saturday,1,0
90,90D,20080324,20080621,20080620,89,88,87,Saturday,1,0
90,90D,20080421,20080719,20080718,89,88,87,Saturday,1,0
90,90D,20080519,20080816,20080815,89,88,87,Saturday,1,0
90,90D,20080623,20080920,20080919,89,88,87,Saturday,1,0
90,90D,20080721,20081018,20081017,89,88,87,Saturday,1,0
90,90D,20080825,20081122,20081121,89,88,87,Saturday,1,0
90,90D,20080922,20081220,20081219,89,88,87,Saturday,1,0
90,90D,20081020,20090117,20090116,89,88,87,Saturday,1,0
90,90D,20081124,20090221,20090220,89,88,87,Saturday,1,0
90,90D,20081222,20090321,20090320,89,88,87,Saturday,1,0
90,90D,20090120,20090418,20090417,88,87,86,Saturday,1,0
90,90D,20090217,20090516,20090515,88,87,86,Saturday,1,0
90,90D,20090323,20090620,20090619,89,88,87,Saturday,1,0
90,90D,20090420,20090718,20090717,89,88,87,Saturday,1,0
90,90D,20090526,20090822,20090821,88,87,86,Saturday,1,0
90,90D,20090622,20090919,20090918,89,88,87,Saturday,1,0
90,90D,20090720,20091017,20091016,89,88,87,Saturday,1,0
90,90D,20090824,20091121,20091120,89,88,87,Saturday,1,0
90,90D,20090921,20091219,20091218,89,88,87,Saturday,1,0
90,90D,20091019,20100116,20100115,89,88,87,Saturday,1,0
90,90D,20091123,20100220,20100219,89,88,87,Saturday,1,0
90,90D,20091221,20100320,20100319,89,88,87,Saturday,1,0
90,90D,20100119,20100417,20100416,88,87,86,Saturday,1,0
90,90D,20100222,20100522,20100521,89,88,87,Saturday,1,0
90,90D,20100322,20100619,20100618,89,88,87,Saturday,1,0
90,90D,20100419,20100717,20100716,89,88,87,Saturday,1,0
90,90D,20100524,20100821,20100820,89,88,87,Saturday,1,0
90,90D,20100621,20100918,20100917,89,88,87,Saturday,1,0
90,90D,20100719,20101016,20101015,89,88,87,Saturday,1,0
90,90D,20100823,20101120,20101119,89,88,87,Saturday,1,0
90,90D,20100920,20101218,20101217,89,88,87,Saturday,1,0
90,90D,20101025,20110122,20110121,89,88,87,Saturday,1,0
90,90D,20101122,20110219,20110218,89,88,87,Saturday,1,0
90,90D,20101220,20110319,20110318,89,88,87,Saturday,1,0
90,90D,20110118,20110416,20110415,88,87,86,Saturday,1,0
90,90D,20110222,20110521,20110520,88,87,86,Saturday,1,0
90,90D,20110321,20110618,20110617,89,88,87,Saturday,1,0
90,90D,20110418,20110716,20110715,89,88,87,Saturday,1,0
90,90D,20110523,20110820,20110819,89,88,87,Saturday,1,0
90,90D,20110620,20110917,20110916,89,88,87,Saturday,1,0
90,90D,20110725,20111022,20111021,89,88,87,Saturday,1,0
90,90D,20110822,20111119,20111118,89,88,87,Saturday,1,0
90,90D,20110919,20111217,20111216,89,88,87,Saturday,1,0
90,90D,20111024,20120121,20120120,89,88,87,Saturday,1,0
90,90D,20111121,20120218,20120217,89,88,87,Saturday,1,0
90,90D,20111219,20120317,20120316,89,88,87,Saturday,1,0
90,90D,20120123,20120421,20120420,89,88,87,Saturday,1,0
90,90D,20120221,20120519,20120518,88,87,86,Saturday,1,0
90,90D,20120319,20120616,20120615,89,88,87,Saturday,1,0
90,90D,20120423,20120721,20120720,89,88,87,Saturday,1,0
90,90D,20120521,20120818,20120817,89,88,87,Saturday,1,0
90,90D,20120625,20120922,20120921,89,88,87,Saturday,1,0
90,90D,20120723,20121020,20121019,89,88,87,Saturday,1,0
90,90D,20120820,20121117,20121116,89,88,87,Saturday,1,0
90,90D,20120924,20121222,20121221,89,88,87,Saturday,1,0
90,90D,20121022,20130119,20130118,89,88,87,Saturday,1,0
90,90D,20121119,20130216,20130215,89,88,87,Saturday,1,0
90,90D,20121217,20130316,20130315,89,88,87,Saturday,1,0
90,90D,20130122,20130420,20130419,88,87,86,Saturday,1,0
90,90D,20130219,20130518,20130517,88,87,86,Saturday,1,0
90,90D,20130325,20130622,20130621,89,88,87,Saturday,1,0
90,90D,20130422,20130720,20130719,89,88,87,Saturday,1,0
