date,exdate,price_date,price_exdate,has_price_date,has_price_exdate,drop_reason
19960325,19960920,650.04,687.03,True,True,
19960624,19961220,668.85,748.87,True,True,
19960923,19970321,686.48,784.1,True,True,
19961223,19970620,746.92,898.7,True,True,
19970324,19970919,790.89,950.51,True,True,
19970623,19971219,878.62,946.78,True,True,
19970922,19980320,955.43,1099.16,True,True,
19971222,19980619,953.7,1100.65,True,True,
19980323,19980918,1095.55,1020.09,True,True,
19980622,19981218,1103.24,1188.03,True,True,
19980921,19990319,1023.89,1299.29,True,True,
19981221,19990618,1202.84,1342.84,True,True,
19990322,19990917,1297.01,1335.42,True,True,
19990621,19991217,1349,1421.03,True,True,
19990726,20000121,1347.76,1441.36,True,True,
19990920,20000317,1335.53,1464.47,True,True,
19991220,20000616,1418.09,1464.46,True,True,
20000320,20000915,1456.63,1465.81,True,True,
20000619,20001215,1486,1312.15,True,True,
20000918,20010316,1444.51,1150.53,True,True,
20001218,20010615,1322.74,1214.36,True,True,
20010326,20010921,1152.69,965.8,True,True,
20010625,20011221,1218.6,1144.89,True,True,
20010917,20020315,1038.77,1166.16,True,True,
20011224,20020621,1144.65,989.14,True,True,
20020325,20020920,1131.87,845.39,True,True,
20020624,20021220,992.72,895.75,True,True,
20020923,20030321,833.7,895.79,True,True,
20021223,20030620,897.38,995.69,True,True,
20030324,20030919,864.23,1036.3,True,True,
20030623,20031219,981.64,1088.67,True,True,
20030922,20040319,1022.82,1109.78,True,True,
20031222,20040618,1092.94,1135.02,True,True,
20040322,20040917,1095.4,1128.55,True,True,
20040621,20041217,1130.3,1194.22,True,True,
20040920,20050318,1122.2,1189.65,True,True,
20041220,20050617,1194.65,1216.96,True,True,
20050321,20050916,1183.78,1237.91,True,True,
20050620,20051216,1216.1,1267.32,True,True,
20050919,20060317,1231.02,1307.25,True,True,
20051219,20060616,1259.92,1251.54,True,True,
20060320,20060915,1305.08,1319.87,True,True,
20060619,20061215,1240.14,1427.09,True,True,
20060918,20070316,1321.18,1386.95,True,True,
20061218,20070615,1422.48,1532.91,True,True,
20070326,20070921,1437.5,1525.75,True,True,
20070625,20071221,1497.74,1484.46,True,True,
20070924,20080320,1517.73,1329.51,True,True,
20071224,20080620,1496.45,1317.93,True,True,
20080324,20080919,1349.88,1255.08,True,True,
20080623,20081219,1318,887.88,True,True,
20080922,20090320,1207.09,768.54,True,True,
20081222,20090619,871.63,921.23,True,True,
20090323,20090918,822.92,1068.3,True,True,
20090622,20091218,893.04,1102.47,True,True,
20090921,20100319,1064.66,1159.9,True,True,
20091221,20100618,1114.05,1117.51,True,True,
20100322,20100917,1165.81,1125.59,True,True,
20100621,20101217,1113.2,1243.91,True,True,
20100920,20110318,1142.71,1279.2,True,True,
20101220,20110617,1247.08,1271.5,True,True,
20110321,20110916,1298.38,1216.01,True,True,
20110620,20111216,1278.36,1219.66,True,True,
20110919,20120316,1204.09,1404.17,True,True,
20111219,20120615,1205.35,1342.84,True,True,
20120326,20120921,1416.51,1460.15,True,True,
20120521,20121116,1315.99,1359.88,True,True,
20120625,20121221,1313.72,1430.15,True,True,
20120917,20130315,1461.19,1560.7,True,True,
20121224,20130621,1426.66,1592.43,True,True,
20130325,20130920,1551.69,1709.91,True,True,
20130624,20131220,1573.09,1818.32,True,True,
20130722,20140117,1695.53,1838.7,True,True,
20130923,20140321,1701.84,1866.52,True,True,
20131223,20140620,1827.99,1962.87,True,True,
20140324,20140919,1857.44,2010.4,True,True,
20140623,20141219,1962.61,2070.65,True,True,
20140721,20150116,1973.63,2019.42,True,True,
20140922,20150320,1994.29,2108.1,True,True,
20141222,20150619,2078.54,2109.99,True,True,
20150323,20150918,2104.42,1958.03,True,True,
20150622,20151218,2122.85,2005.55,True,True,
20150720,20160115,2128.28,1880.33,True,True,
20150921,20160318,1966.97,2049.58,True,True,
20151221,20160617,2021.15,2071.22,True,True,
20160321,20160916,2051.6,2139.16,True,True,
20160620,20161216,2083.25,2258.07,True,True,
20160725,20170120,2168.48,2271.31,True,True,
20160919,20170317,2139.12,2378.25,True,True,
20161219,20170616,2262.53,2433.15,True,True,
20170320,20170915,2373.47,2500.23,True,True,
20170619,20171215,2453.46,2675.81,True,True,
20170724,20180119,2469.91,2810.3,True,True,
20170918,20180316,2503.87,2752.01,True,True,
20171218,20180615,2690.16,2779.66,True,True,
20180326,20180921,2658.55,2929.67,True,True,
20180625,20181221,2717.07,2416.62,True,True,
20180723,20190118,2806.98,2670.71,True,True,
20180917,20190315,2888.8,2822.48,True,True,
20181224,20190621,2351.1,2950.46,True,True,
20190219,20190816,2779.76,2888.68,True,True,
20190325,20190920,2798.36,2992.07,True,True,
20190422,20191018,2907.97,2986.2,True,True,
20190520,20191115,2840.23,3120.46,True,True,
20190624,20191220,2945.35,3221.22,True,True,
20190722,20200117,2985.03,3329.62,True,True,
20190826,20200221,2878.38,3337.75,True,True,
20190923,20200320,2991.78,2304.92,True,True,
20191021,20200417,3006.72,2874.56,True,True,
20191118,20200515,3122.03,2863.7,True,True,
20191223,20200619,3224.01,3097.74,True,True,
