date,exdate
19960118,19960216
19960215,19960315
19960321,19960419
19960418,19960517
19960523,19960621
19960620,19960719
19960718,19960816
19960822,19960920
19960919,19961018
19961017,19961115
19961121,19961220
19961219,19970117
19970123,19970221
19970220,19970321
19970320,19970418
19970417,19970516
19970522,19970620
19970619,19970718
19970717,19970815
19970821,19970919
19970918,19971017
19971023,19971121
19971120,19971219
19971218,19980116
19980122,19980220
19980219,19980320
19980319,19980417
19980416,19980515
19980521,19980619
19980618,19980717
19980723,19980821
19980820,19980918
19980917,19981016
19981022,19981120
19981119,19981218
19981217,19990115
19990121,19990219
19990218,19990319
19990318,19990416
19990422,19990521
19990520,19990618
19990617,19990716
19990722,19990820
19990819,19990917
19990916,19991015
19991021,19991119
19991118,19991217
19991223,20000121
20000120,20000218
20000217,20000317
20000323,20000420
20000420,20000519
20000518,20000616
20000622,20000721
20000720,20000818
20000817,20000915
20000921,20001020
20001019,20001117
20001116,20001215
20001221,20010119
20010118,20010216
20010215,20010316
20010322,20010420
20010419,20010518
20010517,20010615
20010621,20010720
20010719,20010817
20010823,20010921
20010920,20011019
20011018,20011116
20011123,20011221
20011220,20020118
20020117,20020215
20020214,20020315
20020321,20020419
20020418,20020517
20020523,20020621
20020620,20020719
20020718,20020816
20020822,20020920
20020919,20021018
20021017,20021115
20021121,20021220
20021219,20030117
20030123,20030221
20030220,20030321
20030320,20030417
20030417,20030516
20030522,20030620
20030619,20030718
20030717,20030815
20030821,20030919
20030918,20031017
20031023,20031121
20031120,20031219
20031218,20040116
20040122,20040220
20040219,20040319
20040318,20040416
20040422,20040521
20040520,20040618
20040617,20040716
20040722,20040820
20040819,20040917
20040916,20041015
20041021,20041119
20041118,20041217
20041223,20050121
20050120,20050218
20050217,20050318
20050317,20050415
20050421,20050520
20050519,20050617
20050616,20050715
20050721,20050819
20050818,20050916
20050922,20051021
20051020,20051118
20051117,20051216
20051222,20060120
20060119,20060217
20060216,20060317
20060323,20060421
20060420,20060519
20060518,20060616
20060622,20060721
20060720,20060818
20060817,20060915
20060921,20061020
20061019,20061117
20061116,20061215
20061221,20070119
20070118,20070216
20070215,20070316
20070322,20070420
20070419,20070518
20070517,20070615
20070621,20070720
20070719,20070817
20070823,20070921
20070920,20071019
20071018,20071116
20071123,20071221
20071220,20080118
20080117,20080215
20080221,20080320
20080320,20080418
20080417,20080516
20080522,20080620
20080619,20080718
20080717,20080815
20080821,20080919
20080918,20081017
20081023,20081121
20081120,20081219
20081218,20090116
20090122,20090220
20090219,20090320
20090319,20090417
20090416,20090515
20090521,20090619
20090618,20090717
20090723,20090821
20090820,20090918
20090917,20091016
20091022,20091120
20091119,20091218
20091217,20100115
20100121,20100219
20100218,20100319
20100318,20100416
20100422,20100521
20100520,20100618
20100617,20100716
20100722,20100820
20100819,20100917
20100916,20101015
20101021,20101119
20101118,20101217
20101223,20110121
20110120,20110218
20110217,20110318
20110317,20110415
20110421,20110520
20110519,20110617
20110616,20110715
20110721,20110819
20110818,20110916
20110922,20111021
20111020,20111118
20111117,20111216
20111222,20120120
20120119,20120217
20120216,20120316
20120322,20120420
20120419,20120518
20120517,20120615
20120621,20120720
20120719,20120817
20120823,20120921
20120920,20121019
20121018,20121116
20121123,20121221
20121220,20130118
20130117,20130215
20130214,20130315
20130321,20130419
20130418,20130517
20130523,20130621
20130620,20130719
20130718,20130816
20130822,20130920
20130919,20131018
20131017,20131115
20131121,20131220
20131219,20140117
20140123,20140221
20140220,20140321
20140320,20140417
20140417,20140516
20140522,20140620
20140619,20140718
20140717,20140815
20140821,20140919
20140918,20141017
20141023,20141121
20141120,20141219
20141218,20150116
20150121,20150220
20150218,20150320
20150318,20150417
20150415,20150515
20150520,20150619
20150617,20150717
20150722,20150821
20150819,20150918
20150916,20151016
20151021,20151120
20151119,20151218
20151216,20160115
20160120,20160219
20160217,20160318
20160316,20160415
20160420,20160520
20160518,20160617
20160615,20160715
20160720,20160819
20160817,20160916
20160921,20161021
20161019,20161118
20161116,20161216
20161221,20170120
20170118,20170217
20170215,20170317
20170322,20170421
20170419,20170519
20170517,20170616
20170621,20170721
20170719,20170818
20170816,20170915
20170920,20171020
20171018,20171117
20171115,20171215
20171220,20180119
20180117,20180216
20180214,20180316
20180321,20180420
20180418,20180518
20180516,20180615
20180620,20180720
20180718,20180817
20180822,20180921
20180919,20181019
20181017,20181116
20181121,20181221
20181219,20190118
20190116,20190215
20190213,20190315
20190319,20190418
20190417,20190517
20190522,20190621
20190619,20190719
20190717,20190816
20190821,20190920
20190918,20191018
20191016,20191115
20191120,20191220
20191218,20200117
20200122,20200221
20200219,20200320
20200318,20200417
20200415,20200515
20200520,20200619
20200617,20200717
20200722,20200821
20200819,20200918
20200916,20201016
20201021,20201120
20201118,20201218
20201216,20210115
20210120,20210219
20210217,20210319
20210317,20210416
20210421,20210521
20210519,20210618
20210616,20210716
20210721,20210820
20210818,20210917
20210915,20211015
20211020,20211119
20211117,20211217
20211222,20220121
20220119,20220218
20220216,20220318
20220315,20220414
20220420,20220520
20220518,20220617
20220615,20220715
20220720,20220819
20220817,20220916
20220921,20221021
20221019,20221118
20221116,20221216
20221221,20230120
20230118,20230217
20230215,20230317
20230322,20230421
20230419,20230519
20230517,20230616
20230621,20230721
20230719,20230818
20230816,20230915
20230920,20231020
20231018,20231117
20231115,20231215
20231220,20240119
20240117,20240216
20240214,20240315
20240320,20240419
20240417,20240517
20240522,20240621
20240620,20240719
20240717,20240816
20240821,20240920
20240918,20241018
20241016,20241115
20241120,20241220
20241218,20250117
