R,M,M1,M2,M3,ARA,RRA,AP,RP,AT,RT
6540.52686539,0.05700341,-8.15e-06,1e-08,-0,0.00014289,0.93460479,0.00132281,8.65187678,0.00118715,7.76461583
6542.50994347,0.05698728,-8.12e-06,1e-08,-0,0.00014256,0.93270256,0.00132317,8.65683278,0.00118702,7.76606464
6544.49302154,0.05697119,-8.1e-06,1e-08,-0,0.00014223,0.93080285,0.00132352,8.66179932,0.00118688,7.76752288
6546.47609962,0.05695514,-8.08e-06,1e-08,-0,0.00014189,0.92890565,0.00132388,8.66677642,0.00118674,7.76899058
6548.45917769,0.05693913,-8.06e-06,1e-08,-0,0.00014156,0.92701095,0.00132424,8.67176409,0.00118661,7.77046774
6550.44225577,0.05692317,-8.04e-06,1e-08,-0,0.00014123,0.92511877,0.00132461,8.67676234,0.00118648,7.77195439
6552.42533384,0.05690725,-8.02e-06,1e-08,-0,0.0001409,0.92322909,0.00132497,8.68177119,0.00118635,7.77345053
6554.40841191,0.05689137,-8e-06,1e-08,-0,0.00014057,0.92134191,0.00132534,8.68679065,0.00118622,7.77495618
6556.39148999,0.05687553,-7.98e-06,1e-08,-0,0.00014024,0.91945724,0.0013257,8.69182073,0.00118609,7.77647136
6558.37456806,0.05685973,-7.96e-06,1e-08,-0,0.00013991,0.91757508,0.00132607,8.69686145,0.00118596,7.77799607
6560.35764614,0.05684398,-7.93e-06,1e-08,-0,0.00013958,0.91569541,0.00132644,8.70191281,0.00118584,7.77953035
6562.34072421,0.05682827,-7.91e-06,1e-08,-0,0.00013925,0.91381825,0.00132681,8.70697484,0.00118572,7.78107419
6564.32380229,0.05681259,-7.89e-06,1e-08,-0,0.00013892,0.91194359,0.00132718,8.71204755,0.00118559,7.78262761
6566.30688036,0.05679696,-7.87e-06,1e-08,-0,0.0001386,0.91007142,0.00132755,8.71713094,0.00118547,7.78419064
6568.28995844,0.05678137,-7.85e-06,1e-08,-0,0.00013827,0.90820176,0.00132793,8.72222504,0.00118536,7.78576328
6570.27303651,0.05676582,-7.83e-06,1e-08,-0,0.00013794,0.90633459,0.00132831,8.72732986,0.00118524,7.78734554
6572.25611459,0.05675032,-7.81e-06,1e-08,-0,0.00013762,0.90446992,0.00132868,8.7324454,0.00118512,7.78893745
6574.23919266,0.05673485,-7.79e-06,1e-08,-0,0.00013729,0.90260775,0.00132906,8.73757169,0.00118501,7.79053902
6576.22227074,0.05671942,-7.77e-06,1e-08,-0,0.00013697,0.90074807,0.00132944,8.74270874,0.0011849,7.79215026
6578.20534881,0.05670404,-7.75e-06,1e-08,-0,0.00013665,0.89889088,0.00132982,8.74785655,0.00118479,7.79377119
6580.18842688,0.05668869,-7.73e-06,1e-08,-0,0.00013632,0.89703618,0.00133021,8.75301515,0.00118468,7.79540182
6582.17150496,0.05667338,-7.71e-06,1e-08,-0,0.000136,0.89518398,0.00133059,8.75818455,0.00118457,7.79704217
6584.15458303,0.05665812,-7.69e-06,1e-08,-0,0.00013568,0.89333426,0.00133098,8.76336477,0.00118446,7.79869225
6586.13766111,0.0566429,-7.67e-06,1e-08,-0,0.00013536,0.89148704,0.00133137,8.7685558,0.00118436,7.80035208
6588.12073918,0.05662771,-7.65e-06,1e-08,-0,0.00013504,0.8896423,0.00133175,8.77375768,0.00118426,7.80202167
6590.10381726,0.05661257,-7.63e-06,1e-08,-0,0.00013472,0.88780005,0.00133214,8.77897041,0.00118415,7.80370103
6592.08689533,0.05659746,-7.61e-06,1e-08,-0,0.0001344,0.88596028,0.00133254,8.78419401,0.00118405,7.80539019
6594.06997341,0.0565824,-7.59e-06,1e-08,-0,0.00013408,0.884123,0.00133293,8.78942848,0.00118396,7.80708915
6596.05305148,0.05656737,-7.57e-06,1e-08,-0,0.00013376,0.8822882,0.00133332,8.79467386,0.00118386,7.80879794
6598.03612956,0.05655239,-7.55e-06,1e-08,-0,0.00013344,0.88045589,0.00133372,8.79993014,0.00118376,7.81051656
6600.01920763,0.05653744,-7.53e-06,1e-08,-0,0.00013312,0.87862606,0.00133412,8.80519734,0.00118367,7.81224503
6602.0022857,0.05652254,-7.51e-06,1e-08,-0,0.00013281,0.8767987,0.00133452,8.81047548,0.00118358,7.81398337
6603.98536378,0.05650767,-7.49e-06,1e-08,-0,0.00013249,0.87497383,0.00133492,8.81576457,0.00118349,7.81573159
6605.96844185,0.05649284,-7.47e-06,1e-08,-0,0.00013218,0.87315143,0.00133532,8.82106463,0.0011834,7.81748971
6607.95151993,0.05647806,-7.45e-06,1e-08,-0,0.00013186,0.87133152,0.00133572,8.82637567,0.00118331,7.81925774
6609.934598,0.05646331,-7.43e-06,1e-08,-0,0.00013155,0.86951407,0.00133612,8.8316977,0.00118322,7.82103569
6611.91767608,0.0564486,-7.41e-06,1e-08,-0,0.00013123,0.86769911,0.00133653,8.83703073,0.00118314,7.82282359
6613.90075415,0.05643393,-7.39e-06,1e-08,-0,0.00013092,0.86588661,0.00133694,8.84237479,0.00118306,7.82462144
6615.88383223,0.05641929,-7.37e-06,1e-08,-0,0.00013061,0.86407659,0.00133735,8.84772988,0.00118298,7.82642926
6617.8669103,0.0564047,-7.35e-06,1e-08,-0,0.00013029,0.86226904,0.00133776,8.85309603,0.0011829,7.82824707
6619.84998838,0.05639015,-7.33e-06,1e-08,-0,0.00012998,0.86046397,0.00133817,8.85847323,0.00118282,7.83007488
6621.83306645,0.05637563,-7.31e-06,1e-08,-0,0.00012967,0.85866136,0.00133858,8.86386152,0.00118274,7.83191271
